ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,MARRIED,OBAMAPLCY,OKDPRS16,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,REGION,SANDERSLIB,SCOTUSDEM16,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VERSION,WEIGHT,WHNCLINC
402131.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,5.0,Too liberal,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,,,,,,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Health care,Yes,Change to less liberal policies,Hillary Clinton,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,59.0,Yes,Omit,White,White,State questionnaire,White,White,South,Too liberal,Omit,Male,White men,Married men,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,1.6343435049057,
402139.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,5.0,About right,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,Yes,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,33.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,South,About right,Hillary Clinton,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.482734024524689,Yes
402140.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,4.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Yes,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,4.0,Yes,Can win in November,White,White,State questionnaire,White,White,South,About right,Hillary Clinton,Female,White women,Married women,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.633314609527588,No
402153.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,Yes,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,69.0,Yes,Has the right experience,White,White,State questionnaire,White,White,South,About right,Hillary Clinton,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Oklahoma,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.606988131999969,No
402158.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,5.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,No,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,33.0,Yes,Has the right experience,White,White,State questionnaire,White,White,South,About right,Hillary Clinton,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.482734024524689,No
402164.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Yes,Change to less liberal policies,Hillary Clinton,Be from outside the political establishment,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,78.0,Yes,Has the right experience,White,White,State questionnaire,White,White,South,Too liberal,Hillary Clinton,Male,White men,Married men,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.846403121948242,No
402168.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,5.0,Not liberal enough,Favors the wealthy,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Terrorism,No,Change to more liberal policies,Bernie Sanders,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,Moderate or conservative,Conservative,59.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,South,About right,Bernie Sanders,Male,White men,Non married men,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.70333921909332,Yes
402174.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,4.0,Not liberal enough,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Yes,Change to more liberal policies,Hillary Clinton,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,4.0,Yes,Can win in November,White,White,State questionnaire,White,White,South,About right,Hillary Clinton,Male,White men,Married men,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.7216637134552,No
402181.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,Not liberal enough,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Yes,Change to more liberal policies,Bernie Sanders,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,75.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,South,About right,Bernie Sanders,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Oklahoma,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.640056252479553,No
402182.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Call 1,5.0,About right,Favors the wealthy,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,No,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,33.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,South,Not liberal enough,Hillary Clinton,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.374210208654404,No
402186.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,1.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,69.0,Yes,Can win in November,White,White,State questionnaire,White,White,South,Too liberal,Hillary Clinton,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Oklahoma,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,0.650224626064301,No
402190.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Terrorism,Yes,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,78.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,South,About right,Hillary Clinton,Female,White women,Married women,Suburbs,Suburbs,Oklahoma,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.790121793746948,No
402199.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Call 1,5.0,About right,Is fair to most Americans,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,No,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,33.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,South,About right,Hillary Clinton,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.426413536071777,No
402207.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,5.0,About right,Favors the wealthy,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,59.0,Yes,Has the right experience,White,White,State questionnaire,White,White,South,Too liberal,Hillary Clinton,Male,White men,Married men,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.6343435049057,Yes
402218.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,4.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Yes,Change to more liberal policies,Bernie Sanders,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,4.0,Yes,Can win in November,White,White,State questionnaire,White,White,South,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Oklahoma,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Version 1,0.686661839485168,No
402220.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,1.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,1.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,75.0,Yes,Can win in November,White,White,State questionnaire,White,White,South,Too liberal,Hillary Clinton,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.595522344112396,No
402222.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 1,1.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,Yes,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,78.0,Yes,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South,About right,Hillary Clinton,Female,Latino women,Married women,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.790121793746948,No
402229.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,5.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,2.0,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,33.0,Yes,Has the right experience,White,White,State questionnaire,White,White,South,About right,Hillary Clinton,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.453811794519424,No
402230.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,Omit,Bernie Sanders,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,69.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,South,About right,Hillary Clinton,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Oklahoma,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.65237945318222,No
402231.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,3.0,Not liberal enough,Favors the wealthy,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Terrorism,Yes,Change to less liberal policies,Bernie Sanders,Be from outside the political establishment,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,2.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,South,About right,Bernie Sanders,Male,White men,Married men,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,2.09290218353271,Yes
402246.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Call 1,5.0,Not liberal enough,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,No,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Somewhat liberal,Liberal,Liberal,59.0,Yes,Has the right experience,Other,American Indian,State questionnaire,Other,Non-white,South,About right,Hillary Clinton,Female,All other races,Non married women,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.52566826343536,No
402250.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,4.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Yes,Change to more liberal policies,Hillary Clinton,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,4.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,South,About right,Hillary Clinton,Male,White men,Married men,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.767656624317169,No
402251.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,,,,,,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,78.0,Yes,Can win in November,White,White,State questionnaire,White,White,South,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.790121793746948,No
402252.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,5.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,No,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,33.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,South,About right,Hillary Clinton,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.482734024524689,No
402253.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Not complete,Call 1,3.0,,,,,,,4.0,,,,,,,,,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,,No,Generally continue Barack Obama's policies,Bernie Sanders,Be from outside the political establishment,45+,18-64,,,,,,,,,2.0,,,Other,American Indian,State questionnaire,Other,Non-white,South,,Bernie Sanders,Female,All other races,Non married women,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.95373523235321,
402261.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 1,1.0,Not liberal enough,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Bernie Sanders,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,75.0,Yes,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South,About right,Bernie Sanders,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.597495853900909,No
402270.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Yes,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,69.0,Yes,Has the right experience,White,White,State questionnaire,White,White,South,About right,Hillary Clinton,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.606988131999969,No
402280.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,5.0,Omit,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Economy/Jobs,Yes,Change to more liberal policies,Other,Have experience in politics,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,33.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,South,Omit,Omit,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.55242431163788,No
402281.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,5.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,4.0,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Economy/Jobs,No,Generally continue Barack Obama's policies,Hillary Clinton,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,59.0,Yes,Has the right experience,White,White,State questionnaire,White,White,South,Too liberal,Hillary Clinton,Female,White women,Non married women,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,1.43426036834717,No
402286.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,4.0,Not liberal enough,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,No,Change to more liberal policies,Bernie Sanders,Be from outside the political establishment,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Very liberal,Liberal,Liberal,4.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,South,About right,Bernie Sanders,Female,White women,Non married women,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.686661839485168,Yes
