ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GOVTANGR16,GOVTANGR16B,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,LATINO,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TXDPRS16,UNFAIRDEM16,UNFAIRDEM16CLIN,UNFAIRDEM16SAND,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC
404318.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Once a week,Weekly,Complete,Call 1,5.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1.0,Angry,"Dissatisfied, but not angry or Angry",,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Terrorism,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,1.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,About right,Satisifed,Satisifed,,Female,Black women,Rural,Small Cities/Rural,English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.762157678604126,No
404312.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,White 18-29,Never,Never,Complete,Call 1,35.0,About right,,,,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,110.0,No,Has the right experience,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Satisifed,,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.861293256282806,No
404308.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Complete,Call 1,8.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,112.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Dissatisfied,,Male,White men,Rural,Small Cities/Rural,English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.895311415195465,No
404296.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Never,Never,Complete,Call 1,6.0,About right,,,,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,96.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.283552944660187,No
404294.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Once a week,Weekly,Complete,Call 1,27.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,6.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,Moderate,Moderate or conservative,Moderate,86.0,No,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Satisifed,,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.23262536525726,No
404265.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,More than once a week,Weekly,Complete,Call 1,5.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,1.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Not liberal enough,Satisifed,Dissatisfied,,Female,Black women,Rural,Small Cities/Rural,English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.762157678604126,No
404262.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,,,Complete,Call 1,27.0,,Favors the wealthy,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,6.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,86.0,,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,,South,,,,Hillary Clinton,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,In the last few days,Last few days,In the last month,This month,Hillary Clinton,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.22676122188568,No
404255.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Call 1,25.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,No,Omit,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,69.0,,Has the right experience,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.06786513328552,No
408297.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Not complete,Call 1,26.0,,Favors the wealthy,,,,,,,2.0,,,,,,,,,,,,,,,,,No,Change to more liberal policies,Have experience in politics,45+,18-64,,,,,,,,,37.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Male,Black men,Suburbs,Suburbs,English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,,,,,,,Version 1,0.226541236042976,
404245.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,,,Complete,Call 1,10.0,,Favors the wealthy,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,61.0,,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,,South,,,,Hillary Clinton,Female,Latino women,Suburbs,Suburbs,English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.508257448673248,No
412340.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,Call 2,35.0,,Favors the wealthy,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Health care,No,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,110.0,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Just today,Last few days,In the last month,This month,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.439514696598053,No
416387.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,Complete,Call 3,19.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,104.0,,Can win in November,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,2.29415726661682,Yes
404229.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Call 1,35.0,,Favors the wealthy,Not at all worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Income inequality,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,110.0,,Has the right experience,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.07704246044159,No
408271.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Once a week,Weekly,Complete,Call 1,2.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,49.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Dissatisfied,,Female,White women,Suburbs,Suburbs,English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.22984373569489,No
412306.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,Call 3,26.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,,,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Republican,Black non-Democrat,All Republicans,Republican,All others,Conservative,Moderate or conservative,Conservative,37.0,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Male,Black men,Suburbs,Suburbs,English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.174793854355812,No
404205.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Complete,Call 1,5.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Terrorism,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,1.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Dissatisfied,,Female,Black women,Rural,Small Cities/Rural,English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.762157678604126,No
404204.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,A few times a year,Occasionally,Complete,Call 1,15.0,Not liberal enough,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,6.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,Yes,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,73.0,Yes,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Not liberal enough,Satisifed,Dissatisfied,,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.29315912723541,No
403722.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,,,Complete,Call 1,15.0,,Favors the wealthy,Not at all worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,6.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Health care,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,73.0,,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,,South,,,,Hillary Clinton,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Hillary Clinton,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.28700685501099,No
404193.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,A few times a year,Occasionally,Complete,Call 1,27.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,6.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,86.0,Yes,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Not liberal enough,Satisifed,Satisifed,,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.23262536525726,No
404186.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,Call 1,10.0,About right,,,,College graduate,College graduate,More than High school graduate,White college degree,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,61.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Dissatisfied,,Female,White women,Suburbs,Suburbs,English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.86624002456665,No
412277.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Once a week,Weekly,Complete,Call 2,35.0,About right,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,4.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,110.0,Yes,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,About right,Satisifed,Satisifed,,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.082190990448,No
404170.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Once a week,Weekly,Complete,Call 1,15.0,About right,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,6.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Terrorism,,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,73.0,Yes,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Omit,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,About right,Satisifed,Satisifed,,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.29315912723541,No
408205.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,A few times a year,Occasionally,Complete,Call 1,26.0,About right,,,,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,37.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Not liberal enough,Satisifed,Dissatisfied,,Female,Black women,Suburbs,Suburbs,English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.164815157651901,No
418480.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Never,Never,Complete,Call 3,25.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,Moderate or conservative,Moderate,105.0,Yes,Has the right experience,Other,Asian,State questionnaire,Asian,Non-white,Asian,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Dissatisfied,,Male,All other races,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,0.725457727909088,No
404146.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Complete,Call 1,35.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,110.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Dissatisfied,,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.082190990448,No
404145.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Never,Never,Complete,Call 1,27.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,6.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,86.0,Yes,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten better,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,South,Too liberal,Satisifed,Satisifed,,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.23262536525726,No
407586.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,Call 1,2.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,49.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Omit,,Male,White men,Suburbs,Suburbs,English,Texas,Election day exit poll,,,,,Hillary Clinton,,,,,,,Version 2,1.25959706306458,No
