ID,ATTEND,ATTEND2,BACKSIDE,BREAK16PRID,BREAKFACTD,BREAKIMPD,CALL,CDNUM,CLINTONLIB,CONTACT16PRI,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GUNCHOICE,GUNOWNER12,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,MARRIED,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCDPRS16,SCOTUSDEM16,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
138293.0,More than once a week,Weekly,Complete,,,,Call 1,6.0,About right,Yes,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,97.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Not liberal enough,Satisifed,Dissatisfied,Hillary Clinton,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,,,,,Version 2,0.991447746753693,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138290.0,More than once a week,Weekly,Complete,,,,Call 1,5.0,About right,Yes,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Somewhat liberal,Liberal,Liberal,113.0,Yes,Can win in November,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Dissatisfied,Hillary Clinton,,Male,White men,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,0.601086676120758,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
138288.0,More than once a week,Weekly,Complete,,,,Call 1,6.0,About right,No,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,97.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Dissatisfied,Hillary Clinton,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,,,,,Version 2,0.991447746753693,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138284.0,A few times a month,Occasionally,Complete,,,,Call 1,6.0,About right,No,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,87.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,About right,Satisifed,Dissatisfied,Hillary Clinton,,Male,Black men,,Rural,Small Cities/Rural,South Carolina,Election day exit poll,,,,,Version 2,1.2707291841507,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
138282.0,Once a week,Weekly,Complete,,,,Call 1,3.0,About right,No,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,65.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,Hillary Clinton,,Female,Black women,,Rural,Small Cities/Rural,South Carolina,Election day exit poll,,,,,Version 2,0.969128251075745,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
138280.0,A few times a month,Occasionally,Complete,,,,Call 1,6.0,Not liberal enough,No,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,26.0,No,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,South,Not liberal enough,Satisifed,Dissatisfied,Hillary Clinton,,Female,Black women,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,0.811161637306213,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
138279.0,A few times a month,Occasionally,Complete,,,,Call 1,6.0,Not liberal enough,No,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,26.0,No,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,South,Not liberal enough,Satisifed,Dissatisfied,Hillary Clinton,,Female,Black women,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,0.811161637306213,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
138273.0,A few times a month,Occasionally,Complete,,,,Call 1,6.0,About right,No,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,,,Be from outside the political establishment,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,106.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Not liberal enough,Satisifed,Dissatisfied,Hillary Clinton,,Male,Black men,,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,,,,,Version 2,1.6415947675705,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138272.0,A few times a year,Occasionally,Complete,,,,Call 1,1.0,About right,No,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,23.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Dissatisfied,Hillary Clinton,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,,,,,Version 2,1.48478484153748,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
138271.0,A few times a year,Occasionally,Complete,,,,Call 1,1.0,About right,No,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,23.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Dissatisfied,Hillary Clinton,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,,,,,Version 2,1.48478484153748,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
138270.0,Once a week,Weekly,Complete,,,,Call 1,3.0,About right,No,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Economy/Jobs,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,65.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,Hillary Clinton,,Female,Black women,,Rural,Small Cities/Rural,South Carolina,Election day exit poll,,,,,Version 2,0.989104926586151,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
138269.0,A few times a month,Occasionally,Complete,,,,Call 1,5.0,About right,Yes,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,,,Have experience in politics,Republican,Black non-Democrat,All Republicans,Republican,All others,Very liberal,Liberal,Liberal,113.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Dissatisfied,Satisifed,Hillary Clinton,,Male,Black men,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,0.356915920972824,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
138268.0,Once a week,Weekly,Complete,,,,Call 1,4.0,About right,No,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,,,59.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Omit,Satisifed,Dissatisfied,Hillary Clinton,,Female,Black women,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,0.297537833452225,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
138267.0,Never,Never,Complete,,,,Call 1,6.0,About right,Yes,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,97.0,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Not liberal enough,Satisifed,Dissatisfied,Hillary Clinton,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,,,,,Version 2,1.01188445091248,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
138266.0,More than once a week,Weekly,Complete,,,,Call 1,6.0,About right,Yes,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,5.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,26.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Not liberal enough,Satisifed,Dissatisfied,Hillary Clinton,,Female,Black women,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,0.794778823852539,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
138258.0,A few times a year,Occasionally,Complete,,,,Call 1,6.0,About right,No,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,26.0,Yes,Can win in November,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,Hillary Clinton,,Male,White men,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,1.44714033603668,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
138257.0,A few times a year,Occasionally,Complete,,,,Call 1,6.0,About right,No,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,97.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Not liberal enough,Satisifed,Dissatisfied,Hillary Clinton,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,,,,,Version 2,1.13602876663208,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29
138248.0,A few times a year,Occasionally,Complete,,,,Call 1,6.0,Too liberal,Yes,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,,,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,85.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Satisifed,Hillary Clinton,,Female,White women,,Rural,Small Cities/Rural,South Carolina,Election day exit poll,,,,,Version 2,0.763460874557495,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
138247.0,A few times a year,Occasionally,Complete,,,,Call 1,6.0,Too liberal,Yes,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,,,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,85.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Satisifed,Hillary Clinton,,Female,White women,,Rural,Small Cities/Rural,South Carolina,Election day exit poll,,,,,Version 2,0.763460874557495,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
138245.0,A few times a year,Occasionally,Complete,,,,Call 1,1.0,Not liberal enough,No,,,,College graduate,College graduate,More than High school graduate,White college degree,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,,,Be from outside the political establishment,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,36.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Dissatisfied,Satisifed,Hillary Clinton,,Male,White men,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,1.54668200016022,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
138244.0,More than once a week,Weekly,Complete,,,,Call 1,4.0,About right,Yes,,,,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,59.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,South,Not liberal enough,Satisifed,Satisifed,Hillary Clinton,,Male,Black men,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,0.308825463056564,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
138240.0,A few times a year,Occasionally,Complete,,,,Call 1,6.0,About right,No,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,,Be from outside the political establishment,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,106.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,About right,Satisifed,Satisifed,Hillary Clinton,,Female,Black women,,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,,,,,Version 2,1.61419558525085,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
138236.0,More than once a week,Weekly,Complete,,,,Call 1,6.0,About right,No,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality,,,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,85.0,Yes,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Dissatisfied,Hillary Clinton,,Female,White women,,Rural,Small Cities/Rural,South Carolina,Election day exit poll,,,,,Version 2,0.763460874557495,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
138232.0,More than once a week,Weekly,Complete,,,,Call 1,6.0,About right,Yes,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,97.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,Hillary Clinton,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,,,,,Version 2,1.02906012535095,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138231.0,More than once a week,Weekly,Complete,,,,Call 1,6.0,About right,Yes,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,85.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Satisifed,Hillary Clinton,,Male,Black men,,Rural,Small Cities/Rural,South Carolina,Election day exit poll,,,,,Version 2,0.635691046714783,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
138223.0,A few times a month,Occasionally,Complete,,,,Call 1,6.0,About right,No,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,97.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Satisifed,Hillary Clinton,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,,,,,Version 2,1.05027222633362,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
138222.0,More than once a week,Weekly,Complete,,,,Call 1,4.0,About right,No,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Health care,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,59.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Omit,Hillary Clinton,,Male,Black men,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,0.302588194608688,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
138215.0,Once a week,Weekly,Complete,,,,Call 1,5.0,Too liberal,Yes,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,113.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Dissatisfied,Hillary Clinton,,Male,Black men,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,0.356915920972824,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
138212.0,More than once a week,Weekly,Complete,,,,Call 1,6.0,About right,No,,,,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,,,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,85.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,Hillary Clinton,,Male,Black men,,Rural,Small Cities/Rural,South Carolina,Election day exit poll,,,,,Version 2,0.635691046714783,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
138210.0,A few times a month,Occasionally,Complete,,,,Call 1,4.0,About right,No,,,,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,,,Have experience in politics,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,59.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,About right,Satisifed,Dissatisfied,Hillary Clinton,,Male,Black men,,Suburbs,Suburbs,South Carolina,Election day exit poll,,,,,Version 2,0.308825463056564,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
