id,backside,brnagain,call,cdnum,ctrprs16,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
578347,Complete,No,Call 1,2,John Kasich,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,51,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,1.00400233268738,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
578349,Complete,No,Call 1,5,Other,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,1,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,12,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him,Hurt the U.S. economy,.418709218502045,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578350,Complete,Yes,Call 1,3,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,46,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,1.03672754764557,Yes,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
578351,Complete,Yes,Call 1,4,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,20,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Probably vote for him,Help the U.S. economy,1.0102790594101,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578355,Not complete, ,Call 1,4,Donald Trump, , , , ,For your candidate,1, , , , , , , , , , , , , , , , , , ,20, ,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Omit,Omit,Definitely vote for him, ,1.0102790594101, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
578357,Not complete, ,Call 1,2,Other, , , , ,For your candidate,3, , , , , , , , , , , , , , , , , , ,68, ,Other,Asian,State questionnaire,Asian,Non-white,East,Male,All other races,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him, ,1.42045283317566, , ,45-65,60+,60-64,45+,50+,60+,50-64,All others
578358,Complete,No,Call 1,2,John Kasich,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,2,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,29,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Probably vote for him,Not vote for him,Omit,1.06438016891479,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578359,Complete,Yes,Call 1,5,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,74,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.703157782554626, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
578360,Complete,No,Call 1,3,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,2,With the most votes in the primaries,Omit,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Liberal,Liberal,46,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,Not vote for him,Not vote for him,Not vote for him,Hurt the U.S. economy,1.03672754764557,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578363,Complete,No,Call 1,2,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,51,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Omit,Definitely vote for him,Not vote for him,Help the U.S. economy,.934733211994171,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578365,Complete,No,Call 1,5,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,12,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,.708397746086121,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
578366,Complete,Yes,Call 1,2,Ted Cruz,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,68,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,.709931015968323,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578367,Complete,Yes,Call 1,3,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,2,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,46,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Omit,Not vote for him,Definitely vote for him,Hurt the U.S. economy,1.03672754764557,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578368,Complete,Yes,Call 1,3,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,2,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,46,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Omit,Not vote for him,Definitely vote for him,Hurt the U.S. economy,1.03672754764557,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578370,Complete,Yes,Call 1,5,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,74,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,.755265831947327,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
578377,Complete,No,Call 1,2,Ted Cruz,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,3,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,68,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Omit,Help the U.S. economy,.709931015968323,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
578378,Complete,No,Call 1,2,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,3,Omit,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Government spending,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,51,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Omit,Definitely vote for him,Probably vote for him,Omit,.934733211994171,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
578382,Complete,Yes,Call 1,5,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,12,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.659523248672485,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
578384,Complete,No,Call 1,4,Ted Cruz,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,20,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Probably vote for him,Not vote for him,Not vote for him,Help the U.S. economy,.824139595031738,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
578386,Complete,Yes,Call 1,5,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,74,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.755265831947327,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578389,Complete,No,Call 1,2,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.979156732559204,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578390,Complete,No,Call 1,2,John Kasich,High school or less,No college degree,High school graduate or less,White no college degree,Against his opponents,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,51,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Not vote for him,Hurt the U.S. economy,.934733211994171,Yes,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578391,Complete,No,Call 1,1,Ted Cruz,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Omit,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,76,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Probably vote for him,Probably vote for him,Not vote for him,Help the U.S. economy,.845377385616302,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578393,Complete,No,Call 1,2,John Kasich,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,29,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,1.06438016891479,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578394,Complete,No,Call 1,2,John Kasich,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,29,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,1.06438016891479,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
578396,Complete,No,Call 1,5,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,12,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Not vote for him,Not vote for him,Help the U.S. economy,.824321925640106,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
578399,Complete,Yes,Call 1,4,Ted Cruz,College graduate,College graduate,More than High school graduate, ,For your candidate,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more", ,Economy/Jobs,Republican, ,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,20,Shares my values, , ,State questionnaire, , ,East,Female, ,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Probably vote for him,Probably vote for him,Help the U.S. economy,.789348840713501,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49, 
578402,Complete,Yes,Call 1,5,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,74,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.755265831947327,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
578404,Complete,No,Call 1,2,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,68,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Omit,Definitely vote for him,Not vote for him,Help the U.S. economy,.979156732559204,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578405,Complete,Yes,Call 1,4,Ted Cruz,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,20,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,.885213136672974,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
578406,Complete,Yes,Call 1,4,Ted Cruz,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,20,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,.885213136672974,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
578407,Complete, ,Call 1,1,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,76,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,1.17460298538208,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
578409,Complete,Yes,Call 1,2,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,51,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him,Hurt the U.S. economy,.934733211994171,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
578415,Not complete, ,Call 1,5,Donald Trump, , , , ,For your candidate,4, , , , , , , , , , , , , , , , , , ,74, ,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,.703157782554626, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
578420,Not complete, ,Call 1,2,John Kasich, , , , ,Against his opponents,3, , , , , , , , , , , , , , , , , , ,68, ,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,Omit,Definitely vote for him,Definitely vote for him, ,.911601781845093, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
578422,Complete,No,Call 1,2,John Kasich,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,3,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Liberal,Liberal,51,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,.934733211994171,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578423,Complete,No,Call 1,5,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,12,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.708397746086121,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
578425,Complete,No,Call 1,1,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,76,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Probably vote for him,Hurt the U.S. economy,1.52282476425171,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
