ID,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GOVTANGR16,GOVTANGR16B,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,LATINO,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SATHCLIN,SATSANDERS,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNFAIRDEM16,UNFAIRDEM16CLIN,UNFAIRDEM16SAND,VADPRS16,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
406458.0,,,Not complete,Call 2,10.0,,Favors the wealthy,,,,,,,2.0,,,,,,,,,,,,,,,,,No,Change to more liberal policies,Have experience in politics,,,,,,,,,62.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Male,Black men,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Hillary Clinton,,,,Version 1,0.713315546512604,,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
406453.0,A few times a year,Occasionally,Complete,Call 2,9.0,About right,,,,High school or less,No college degree,High school graduate or less,White no college degree,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,80.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Dissatisfied,,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,1.07891118526459,Yes,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
406450.0,,,Complete,Call 2,9.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,2.0,,Has the right experience,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Hillary Clinton,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.72360110282898,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
407006.0,A few times a year,Occasionally,Complete,Call 2,2.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,96.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Dissatisfied,,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,0.46023491024971,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
398907.0,More than once a week,Weekly,Complete,Call 1,10.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,62.0,Yes,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Not liberal enough,Satisifed,Dissatisfied,,Female,Black women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,0.656423270702362,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
406441.0,,,Complete,Call 2,4.0,,Favors the wealthy,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,No,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,88.0,,Can win in November,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Hillary Clinton,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.44604253768921,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
398899.0,,,Complete,Call 1,7.0,,Favors the wealthy,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,4.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,41.0,,Can win in November,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Hillary Clinton,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.35895383358002,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
406996.0,More than once a week,Weekly,Complete,Call 2,7.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,16.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,0.794093430042267,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
406436.0,,,Complete,Call 2,9.0,,Favors the wealthy,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,80.0,,Can win in November,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Hillary Clinton,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.22553491592407,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406435.0,,,Complete,Call 2,9.0,,Favors the wealthy,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,No,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,76.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Male,White men,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Only Sanders did,Only Sanders or Neither of them,Only Sanders or Both of them,Hillary Clinton,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,0.530155062675476,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
406990.0,More than once a week,Weekly,Complete,Call 2,11.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Omit,,,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Somewhat liberal,Liberal,Liberal,32.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Omit,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Dissatisfied,,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,0.980491459369659,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406425.0,More than once a week,Weekly,Complete,Call 2,4.0,Not liberal enough,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,5.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,88.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,About right,Satisifed,Dissatisfied,,Female,Black women,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,1.33306205272675,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
398884.0,,,Complete,Call 1,10.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,62.0,,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,,South,,,,Hillary Clinton,Female,Latino women,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Hillary Clinton,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.750769197940826,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
406979.0,A few times a month,Occasionally,Complete,Call 2,11.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,70.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Satisifed,,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,0.800158262252808,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
398879.0,,,Complete,Call 1,11.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,32.0,,Has the right experience,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Hillary Clinton,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.986444294452667,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406417.0,,,Complete,Call 2,9.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Health care,No,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,76.0,,Has the right experience,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Hillary Clinton,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.447435766458511,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
398876.0,Omit,Omit,Complete,Call 1,7.0,About right,,,,High school or less,No college degree,High school graduate or less,Non white no college degree,4.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Terrorism,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,44.0,Yes,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Not liberal enough,Satisifed,Dissatisfied,,Female,Black women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,0.626023352146149,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
398562.0,Never,Never,Complete,Call 1,7.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,44.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Gotten better,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Dissatisfied,Dissatisfied,,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,0.810197472572327,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
406413.0,A few times a year,Occasionally,Complete,Call 2,5.0,About right,,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,1.0,Yes,Can win in November,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,1.47102153301239,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
406409.0,More than once a week,Weekly,Not complete,Call 2,9.0,,,,,,,,,3.0,,,,,,,,,,,,,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,,No,,,,,,,,,,,102.0,No,,White,White,State questionnaire,White,White,White,Stayed about the same,,,,South,,Satisifed,Dissatisfied,,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,0.627320289611816,,65+,60+,65 or over,45+,50+,60+,65+,White 60+
398556.0,,,Complete,Call 1,9.0,,Favors the wealthy,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,76.0,,Has the right experience,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Hillary Clinton,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.471761465072632,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
406405.0,Once a week,Weekly,Complete,Call 2,9.0,About right,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Terrorism,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,76.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,South,Too liberal,Satisifed,Dissatisfied,,Female,White women,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,0.444735646247864,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406404.0,A few times a year,Occasionally,Complete,Call 2,10.0,Too liberal,,,,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Yes,,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,57.0,No,Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten worse,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,South,About right,Satisifed,Dissatisfied,,Male,Latino men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,1.5479564666748,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29
398862.0,Once a week,Weekly,Complete,Call 1,9.0,About right,,,,College graduate,College graduate,More than High school graduate,White college degree,3.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,66.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Dissatisfied,,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,0.762363910675049,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406401.0,,,Complete,Call 2,7.0,,Favors the wealthy,Somewhat worried,Worried,,,,,4.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,,,,,,,,,,,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,,,63.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Omit,Female,Black women,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Neither did,Only Sanders or Neither of them,Only Clinton or Neither of them,Hillary Clinton,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.11380779743195,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
406955.0,A few times a year,Occasionally,Complete,Call 2,11.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,28.0,Yes,Can win in November,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,About right,Satisifed,Satisifed,,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,1.43402779102325,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406954.0,Never,Never,Complete,Call 2,7.0,About right,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,16.0,Yes,Has the right experience,White,White,State questionnaire,White,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,South,Too liberal,Satisifed,Satisifed,,Male,White men,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Hillary Clinton,,,,Version 2,0.957636773586273,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406953.0,,,Complete,Call 2,11.0,,Favors the wealthy,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Economy/Jobs,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,70.0,,Cares about people like me,White,White,State questionnaire,White,White,White,,,,,South,,,,Hillary Clinton,Female,White women,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Hillary Clinton,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.805016279220581,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
406951.0,,,Complete,Call 2,8.0,,Omit,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Health care,No,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,30.0,,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,,,,,South,,,,Hillary Clinton,Male,Black men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Hillary Clinton,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.89396810531616,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
398849.0,,,Complete,Call 1,1.0,,Is fair to most Americans,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,Economy/Jobs,Yes,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,68.0,,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,,,South,,,,Hillary Clinton,Female,Latino women,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Both did,Only Clinton or Both of them,Only Sanders or Both of them,Hillary Clinton,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.521321892738342,No,65+,60+,65 or over,45+,50+,60+,65+,Latino 60+
