ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CICDEM16,CLINHONEST,CLINREALISTIC,CLINTONLIB,CLINTONWIN,CLINTONWIN2,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GETAHEAD,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INSPIRES16D,ISSDEM16,LIFE,MARRIED,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,REGION,SANDERSLIB,SANDERSWIN,SANDERSWIN2,SANDHONEST,SANDREALISTIC,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TERRWORR,TERWORR2,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,UNIONHH12,VERSION,WEIGHT,WHNCLINC,WIDPRS16,WORLD
524357.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Not complete,,Call 1,2.0,,,,,,,Not too worried,Not worried,,,,,3.0,,,,,,,,,,,,,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,,,,,,,,,18.0,,Black,Black,State questionnaire,Black,Non-white,Midwest,,,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,No,Version 1,1.26951277256012,,Hillary Clinton,
524352.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Hillary Clinton,Call 1,2.0,,Yes,,,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,22.0,Can win in November,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Married women,Suburbs,Suburbs,Wisconsin,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,No,Version 1,1.51945924758911,No,Hillary Clinton,
524349.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Hillary Clinton,Call 1,1.0,,Yes,,,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,95.0,Can win in November,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Married women,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,No,Version 1,0.888816595077515,No,Hillary Clinton,
524347.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Not complete,,Call 1,1.0,,,Realistic,,,,,,,,,,2.0,Holding steady financially,,,,,,,,,,Better than life today,,,,45+,65+,,,,,,,,,84.0,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Midwest,,,,,Realistic,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,Not too worried,Not too or not at all worried,,,,,,,Version 2,1.06698417663574,,Hillary Clinton,About the same role as now
524346.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 1,8.0,,Yes,,,,,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,No,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,6.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,No,Version 1,0.964922666549683,No,Hillary Clinton,
524345.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,3.0,Hillary Clinton,,Realistic,Not liberal enough,Optimistic,Excited or optimistic,,,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,Holding steady financially,,,,,,,,,Income inequality,About the same,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,33.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,About right,Optimistic,Excited or optimistic,,Realistic,Female,White women,,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,Not too worried,Not too or not at all worried,,,,,,,Version 2,0.83166229724884,,Hillary Clinton,About the same role as now
524341.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Hillary Clinton,Call 1,2.0,,Yes,,,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Economy/Jobs,,No,Generally continue Barack Obama's policies,Be from outside the political establishment,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,18.0,Can win in November,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,,In the last few days,Last few days,In the last month,This month,Omit,No,Version 1,1.26951277256012,No,Hillary Clinton,
524340.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Hillary Clinton,Call 1,1.0,,Yes,,,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Health care,,No,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,95.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Non married women,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Yes,Version 1,0.888816595077515,No,Hillary Clinton,
524337.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Hillary Clinton,Call 1,3.0,,Yes,,,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Health care,,No,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,33.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Non married women,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,No,Version 1,0.842815339565277,No,Hillary Clinton,
524336.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,Omit,,Realistic,About right,Optimistic,Excited or optimistic,,,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Holding steady financially,,,,,,,,,Omit,About the same,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,84.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,About right,Optimistic,Excited or optimistic,,Not realistic,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,Very worried,Very or somewhat worried,,,,,,,Version 2,1.06698417663574,,Hillary Clinton,More active role
524333.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,8.0,Hillary Clinton,,Realistic,About right,Optimistic,Excited or optimistic,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,Holding steady financially,,,,,,,,,Economy/Jobs,Better than life today,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,6.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,About right,Concerned,Concerned or scared,,Realistic,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,Very worried,Very or somewhat worried,,,,,,,Version 2,0.95215380191803,,Hillary Clinton,About the same role as now
524331.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 1,1.0,,Yes,,,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,95.0,Honest and trustworthy,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Married women,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,No,Version 1,0.888816595077515,No,Hillary Clinton,
524322.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Bernie Sanders,Call 1,1.0,,Yes,,,,,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,84.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,Yes,Version 1,1.08129286766052,No,Hillary Clinton,
524321.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,1.0,Hillary Clinton,,Realistic,About right,Excited,Excited or optimistic,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Holding steady financially,,,,,,,,,Health care,About the same,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,95.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,Too liberal,Concerned,Concerned or scared,,Not realistic,Male,White men,,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,Version 2,0.877054870128632,,Hillary Clinton,About the same role as now
524319.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,8.0,Hillary Clinton,,Realistic,About right,Optimistic,Excited or optimistic,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Falling behind financially,,,,,,,,,Economy/Jobs,Better than life today,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,Moderate or conservative,Conservative,6.0,Honest and trustworthy,White,White,State questionnaire,White,White,Midwest,About right,Concerned,Concerned or scared,,Realistic,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,Version 2,0.95215380191803,,Hillary Clinton,Less active role
524316.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Hillary Clinton,Call 1,2.0,,Yes,,,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Bernie Sanders,Economy/Jobs,,Yes,Change to less liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,22.0,Cares about people like me,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Male,White men,Married men,Suburbs,Suburbs,Wisconsin,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Yes,Version 1,1.51945924758911,No,Hillary Clinton,
524313.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 1,1.0,,,Realistic,,,,,,,,,,2.0,Holding steady financially,,,,,,,,,,About the same,,,,45+,65+,,,,,,,,,95.0,,White,White,State questionnaire,White,White,Midwest,,,,,Not realistic,Male,White men,,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,Very worried,Very or somewhat worried,,,,,,,Version 2,0.877054870128632,,Hillary Clinton,More active role
524309.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 1,1.0,,Yes,,,,,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,No,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,84.0,Can win in November,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,No,Version 1,1.08129286766052,No,Hillary Clinton,
524306.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,8.0,Hillary Clinton,,Realistic,About right,Optimistic,Excited or optimistic,,,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Holding steady financially,,,,,,,,,Economy/Jobs,Better than life today,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,6.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,Too liberal,Optimistic,Excited or optimistic,,Not realistic,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,Version 2,0.95215380191803,,Hillary Clinton,More active role
524299.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,Omit,,Realistic,Omit,Omit,Omit,,,,,,,2.0,Holding steady financially,,,,,,,,,Economy/Jobs,About the same,,,,45+,65+,,,,,,,,,95.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,Omit,Omit,Omit,,Not realistic,Female,White women,,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,Version 2,0.877054870128632,,Hillary Clinton,More active role
524294.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,1.0,Bernie Sanders,,Realistic,Not liberal enough,Optimistic,Excited or optimistic,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Falling behind financially,,,,,,,,,Income inequality,Better than life today,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,84.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Midwest,About right,Excited,Excited or optimistic,,Realistic,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,Version 2,1.06698417663574,,Hillary Clinton,More active role
524293.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,2.0,Hillary Clinton,,Realistic,About right,Excited,Excited or optimistic,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Getting ahead financially,,,,,,,,,Income inequality,Better than life today,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,22.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,About right,Excited,Excited or optimistic,,Not realistic,Female,White women,,Suburbs,Suburbs,Wisconsin,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,Version 2,1.49935221672058,,Hillary Clinton,About the same role as now
524290.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,8.0,Hillary Clinton,,Realistic,About right,Optimistic,Excited or optimistic,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,Holding steady financially,,,,,,,,,Health care,About the same,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,6.0,Cares about people like me,White,White,State questionnaire,White,White,Midwest,About right,Optimistic,Excited or optimistic,,Not realistic,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,Version 2,0.95215380191803,,Hillary Clinton,About the same role as now
524288.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete,,Call 1,1.0,,,,,,,Somewhat worried,Worried,,,,,2.0,,,,,,,,,,,,,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,,,,,,,,,95.0,,White,White,State questionnaire,White,White,Midwest,,,,,,Female,White women,,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,,,In the last month,Earlier than that,In the last month,Earlier than that,,,Version 1,0.888816595077515,,Hillary Clinton,
524287.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,2.0,Hillary Clinton,,Realistic,Not liberal enough,Optimistic,Excited or optimistic,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Holding steady financially,,,,,,,,,Economy/Jobs,About the same,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,18.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,About right,Optimistic,Excited or optimistic,,Not realistic,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,Not too worried,Not too or not at all worried,,,,,,,Version 2,1.25271332263947,,Hillary Clinton,About the same role as now
524281.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Hillary Clinton,Call 1,1.0,,Yes,,,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Health care,,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,84.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,No,Version 1,1.08129286766052,No,Hillary Clinton,
524280.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Hillary Clinton,Call 1,2.0,,No,,,,,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Hillary Clinton,Health care,,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,22.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Non married women,Suburbs,Suburbs,Wisconsin,Election day exit poll,,,Sometime last week,Earlier than that,In the last month,This month,Creates more U.S. jobs,Yes,Version 1,1.51945924758911,No,Hillary Clinton,
524279.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Hillary Clinton,Call 1,1.0,,No,,,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Economy/Jobs,,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,95.0,Can win in November,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Married women,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,No,Version 1,0.888816595077515,No,Hillary Clinton,
524273.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Hillary Clinton,Call 1,3.0,,Yes,,,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Hillary Clinton,Health care,,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,33.0,Can win in November,White,White,State questionnaire,White,White,Midwest,,,,Yes,,Female,White women,Married women,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,,,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,No,Version 1,0.842815339565277,No,Hillary Clinton,
524272.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Hillary Clinton,Call 1,8.0,,No,,,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,,Yes,Omit,Have experience in politics,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,6.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Midwest,,,,No,,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,No,Version 1,0.964922666549683,No,Hillary Clinton,
524271.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,1.0,Hillary Clinton,,Realistic,About right,Optimistic,Excited or optimistic,,,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Holding steady financially,,,,,,,,,Income inequality,About the same,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,95.0,Has the right experience,White,White,State questionnaire,White,White,Midwest,Too liberal,Optimistic,Excited or optimistic,,Not realistic,Male,White men,,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,Version 2,0.877054870128632,,Hillary Clinton,About the same role as now
524270.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,Complete,,Call 1,2.0,Hillary Clinton,,Realistic,Omit,Excited,Excited or optimistic,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3.0,Holding steady financially,,,,,,,,,Income inequality,Worse than life today,,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,22.0,Can win in November,Other,Asian,State questionnaire,Asian,Non-white,Midwest,About right,Optimistic,Excited or optimistic,,Not realistic,Female,All other races,,Suburbs,Suburbs,Wisconsin,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,Version 2,1.49935221672058,,Hillary Clinton,About the same role as now
524268.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete,,Call 1,2.0,,,,,,,Somewhat worried,Worried,,,,,3.0,,,,,,,,,,,,,Change to more liberal policies,Have experience in politics,45+,18-64,,,,,,,,,18.0,,White,White,State questionnaire,White,White,Midwest,,,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,,,Omit,Omit,Omit,Omit,,No,Version 1,1.26951277256012,,Hillary Clinton,
524265.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,1.0,Hillary Clinton,,Realistic,About right,Excited,Excited or optimistic,,,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Falling behind financially,,,,,,,,,Terrorism,Better than life today,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,Moderate or conservative,Conservative,84.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Midwest,Too liberal,Scared,Concerned or scared,,Not realistic,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,Very worried,Very or somewhat worried,,,,,,,Version 2,1.06698417663574,,Hillary Clinton,More active role
524260.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,Hillary Clinton,,Realistic,About right,Concerned,Concerned or scared,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Holding steady financially,,,,,,,,,Economy/Jobs,About the same,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,95.0,Can win in November,White,White,State questionnaire,White,White,Midwest,Not liberal enough,Concerned,Concerned or scared,,Not realistic,Female,White women,,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,Version 2,0.877054870128632,,Hillary Clinton,About the same role as now
