ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CICDEM16,CLINHONEST,CLINTONWIN,CLINTONWIN2,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GUNPLCYDEM16NY,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INSPIRES16D,ISSDEM16,LATINO,MARRIED,NYDPRS16,OBAMAPLCY,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYUNITYDEM,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEREL14,REGION,REL5,RELIGN10,RELWHITE,SANDERSWIN,SANDERSWIN2,SANDHONEST,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,UNFAIRDEM16NY,UNIONHH12,VERSION,VOTENOVCLINTON,VOTENOVSANDERS,WALLST16,WEIGHT,WHNCLINC,WINNOMDEM16
544550.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 2,26.0,Hillary Clinton,,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Hillary Clinton,,,,,,,,,Economy/Jobs,No,,Hillary Clinton,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,29.0,Cares about people like me,White,White,State questionnaire,White,White,White,Stayed about the same,East,Catholic,Catholic,Catholic,Scared,Concerned or scared,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English, New York,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Hurt the U.S. economy,1.120561003685,,Hillary Clinton
544548.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 2,9.0,Hillary Clinton,,Concerned,Concerned or scared,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,Hillary Clinton,,,,,,,,,Terrorism,No,,Hillary Clinton,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Very liberal,Liberal,Liberal,53.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,East,Protestant/Other Non-Catholic Christian,Protestant,,Omit,Omit,,Male,Black men,,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,,,,,,Omit,,Version 2,,,Help the U.S. economy,1.1398903131485,,Hillary Clinton
544546.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,Call 1,13.0,Hillary Clinton,,Optimistic,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,Hillary Clinton,,,,,,,,,Economy/Jobs,Yes,,Hillary Clinton,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,85.0,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten worse,East,Catholic,Catholic,,Concerned,Concerned or scared,,Male,Latino men,,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,,,,,,Omit,,Version 2,,,Hurt the U.S. economy,1.714031457901,,Hillary Clinton
544542.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 1,13.0,,Yes,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Terrorism,,No,Hillary Clinton,Generally continue Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,85.0,Has the right experience,White,White,State questionnaire,White,White,White,,East,,,,,,Yes,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,Yes,Version 1,Definitely vote for her,Probably vote for him,,1.58378934860229,No,
544541.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Hillary Clinton,Call 2,4.0,,Yes,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Health care,,Yes,Hillary Clinton,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,,Non-White Democrats,Very liberal,Liberal,Liberal,67.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,East,,,,,,Omit,Female,Latino women,Married women,Suburbs,Suburbs,, New York,Election day exit poll,Just today,Last few days,In the last month,This month,Creates more U.S. jobs,,,Version 1,Definitely vote for her,Not vote for him,,0.554210662841797,No,
544540.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,26.0,Hillary Clinton,,Excited,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Hillary Clinton,,,,,,,,,Economy/Jobs,No,,Hillary Clinton,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,29.0,Has the right experience,White,White,State questionnaire,White,White,White,Gotten worse,East,Catholic,Catholic,Catholic,Optimistic,Excited or optimistic,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English, New York,Election day exit poll,,,,,,Omit,,Version 2,,,Hurt the U.S. economy,1.19369626045227,,Hillary Clinton
544539.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 2,26.0,Hillary Clinton,,Optimistic,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4.0,Hillary Clinton,,,,,,,,,Economy/Jobs,No,,Hillary Clinton,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,26.0,Cares about people like me,White,White,State questionnaire,White,White,White,Stayed about the same,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Optimistic,Excited or optimistic,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English, New York,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Hurt the U.S. economy,2.90646576881409,,Hillary Clinton
544538.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Hillary Clinton,Call 1,13.0,,Yes,,,,,College graduate,College graduate,More than High school graduate,White college degree,1.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Economy/Jobs,No,No,Hillary Clinton,Generally continue Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,85.0,Has the right experience,White,White,State questionnaire,White,White,White,,East,,,,,,Yes,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Omit,,Yes,Version 1,Definitely vote for her,Definitely vote for him,,1.6820422410965,No,
544537.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Hillary Clinton,Call 2,14.0,,Yes,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Omit,No,No,Hillary Clinton,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,114.0,Has the right experience,White,White,State questionnaire,White,White,White,,East,,,,,,Yes,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,,No,Version 1,Definitely vote for her,Definitely vote for him,,2.31052374839783,No,
544535.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Hillary Clinton,Call 1,13.0,,Yes,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Health care,Yes,Yes,Hillary Clinton,Change to less liberal policies,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,,Non-White Democrats,Moderate,Moderate or conservative,Moderate,85.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,East,,,,,,Yes,Male,Latino men,Married men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,,No,Version 1,Definitely vote for her,Probably vote for him,,1.64746725559235,No,
544534.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 2,26.0,,Yes,,,,,College graduate,College graduate,More than High school graduate,White college degree,4.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Income inequality,No,Yes,Hillary Clinton,Generally continue Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,29.0,Has the right experience,White,White,State questionnaire,White,White,White,,East,,,,,,No,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,No,Version 1,Definitely vote for her,Probably vote for him,,1.08568048477173,No,
544533.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,26.0,Hillary Clinton,,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Hillary Clinton,,,,,,,,,Economy/Jobs,No,,Hillary Clinton,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,26.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,Gotten worse,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Excited,Excited or optimistic,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English, New York,Election day exit poll,,,,,,Omit,,Version 2,,,Help the U.S. economy,2.97336959838867,,Hillary Clinton
544531.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,Call 2,14.0,Hillary Clinton,,Optimistic,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,Hillary Clinton,,,,,,,,,Omit,,,Hillary Clinton,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Conservative,Moderate or conservative,Conservative,114.0,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Stayed about the same,East,Protestant/Other Non-Catholic Christian,Protestant,,Scared,Concerned or scared,,Female,Latino women,,"Cities over 500,000","Cities over 50,000",, New York,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Help the U.S. economy,2.24545550346375,,Hillary Clinton
544530.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,,Complete,,Call 1,13.0,Hillary Clinton,,Optimistic,Excited or optimistic,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,Hillary Clinton,,,,,,,,,Terrorism,Yes,,Hillary Clinton,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Conservative,Moderate or conservative,Conservative,85.0,Has the right experience,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten worse,East,Catholic,Catholic,,Concerned,Concerned or scared,,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Hurt the U.S. economy,1.29200875759125,,Hillary Clinton
544529.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 2,26.0,,Yes,,,,,High school or less,No college degree,High school graduate or less,White no college degree,4.0,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Health care,No,No,Hillary Clinton,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Moderate,Moderate or conservative,Moderate,29.0,Has the right experience,White,White,State questionnaire,White,White,White,,East,,,,,,Yes,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,,Yes,Version 1,Definitely vote for her,Probably vote for him,,1.08568048477173,Yes,
544528.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 2,4.0,Hillary Clinton,,Excited,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Hillary Clinton,,,,,,,,,Income inequality,No,,Hillary Clinton,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,67.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,East,Catholic,Catholic,,Concerned,Concerned or scared,,Female,Black women,,Suburbs,Suburbs,English, New York,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Help the U.S. economy,0.602546870708466,,Hillary Clinton
544527.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Hillary Clinton,Call 2,26.0,,Yes,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Health care,No,Yes,Hillary Clinton,Generally continue Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Somewhat liberal,Liberal,Liberal,26.0,Has the right experience,White,White,State questionnaire,White,White,White,,East,,,,,,Yes,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Election day exit poll,Just today,Last few days,In the last month,This month,Has no effect on U.S. jobs,,Yes,Version 1,Definitely vote for her,Probably vote for him,,3.04442453384399,Yes,
544525.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Hillary Clinton,Call 2,4.0,,Yes,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Bernie Sanders,Income inequality,No,Yes,Hillary Clinton,Generally continue Barack Obama's policies,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,,All others,Conservative,Moderate or conservative,Conservative,67.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,East,,,,,,Yes,Male,Black men,Married men,Suburbs,Suburbs,English, New York,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,,Yes,Version 1,Definitely vote for her,Definitely vote for him,,0.571593582630157,No,
544524.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Hillary Clinton,Call 2,26.0,,Yes,,,,,High school or less,No college degree,High school graduate or less,White no college degree,4.0,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Health care,No,Yes,Hillary Clinton,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Moderate,Moderate or conservative,Moderate,26.0,Has the right experience,White,White,State questionnaire,White,White,White,,East,,,,,,Yes,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,No,Version 1,Definitely vote for her,Probably vote for him,,2.92675137519836,Yes,
544521.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Hillary Clinton,Call 2,26.0,,Yes,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Yes,Hillary Clinton,Generally continue Barack Obama's policies,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,,Non-White Democrats,Moderate,Moderate or conservative,Moderate,26.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,,East,,,,,,Yes,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Election day exit poll,Just today,Last few days,In the last month,This month,Has no effect on U.S. jobs,,No,Version 1,Definitely vote for her,Probably vote for him,,3.03530216217041,No,
544520.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,26.0,Hillary Clinton,,Excited,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Hillary Clinton,,,,,,,,,Income inequality,No,,Hillary Clinton,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,29.0,Has the right experience,White,White,State questionnaire,White,White,White,Gotten worse,East,Catholic,Catholic,Catholic,Optimistic,Excited or optimistic,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English, New York,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Help the U.S. economy,1.19369626045227,,Hillary Clinton
544519.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Hillary Clinton,Call 2,4.0,,No,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Yes,Hillary Clinton,Generally continue Barack Obama's policies,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,,Non-White Democrats,Moderate,Moderate or conservative,Moderate,67.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,,East,,,,,,Yes,Male,Black men,Married men,Suburbs,Suburbs,English, New York,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,,No,Version 1,Definitely vote for her,Probably vote for him,,0.538205206394196,No,
544513.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 2,4.0,Hillary Clinton,,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Hillary Clinton,,,,,,,,,Economy/Jobs,No,,Hillary Clinton,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Divided the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,67.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,East,Protestant/Other Non-Catholic Christian,Other christian,,Optimistic,Excited or optimistic,,Female,Black women,,Suburbs,Suburbs,English, New York,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Hurt the U.S. economy,0.602546870708466,,Hillary Clinton
544510.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Hillary Clinton,Call 2,4.0,,Yes,,,,,High school or less,No college degree,High school graduate or less,White no college degree,2.0,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Yes,Hillary Clinton,Generally continue Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Very liberal,Liberal,Liberal,67.0,Cares about people like me,White,White,State questionnaire,White,White,White,,East,,,,,,Yes,Female,White women,Married women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,Yes,Version 1,Definitely vote for her,Probably vote for him,,0.554210662841797,No,
544509.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 2,16.0,Hillary Clinton,,Excited,Excited or optimistic,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,Hillary Clinton,,,,,,,,,Economy/Jobs,,,Hillary Clinton,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Divided the Democratic Party,Non-White Democrats,Conservative,Moderate or conservative,Conservative,155.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,East,Protestant/Other Non-Catholic Christian,Other christian,,Scared,Concerned or scared,,Male,Black men,,Suburbs,Suburbs,, New York,Election day exit poll,,,,,,Hillary Clinton,,Version 2,,,Omit,0.90199476480484,,Hillary Clinton
544508.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 2,4.0,Omit,,Concerned,Concerned or scared,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Hillary Clinton,,,,,,,,,Omit,,,Hillary Clinton,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,67.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,East,Catholic,Catholic,,Concerned,Concerned or scared,,Male,Black men,,Suburbs,Suburbs,, New York,Election day exit poll,,,,,,Hillary Clinton,,Version 2,,,Hurt the U.S. economy,0.556752324104309,,Omit
544507.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 2,16.0,Hillary Clinton,,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,Hillary Clinton,,,,,,,,,Terrorism,No,,Hillary Clinton,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Divided the Democratic Party,Non-White Democrats,Very liberal,Liberal,Liberal,155.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Gotten better,East,Protestant/Other Non-Catholic Christian,Other christian,,Optimistic,Excited or optimistic,,Female,Black women,,Suburbs,Suburbs,English, New York,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Hurt the U.S. economy,0.998657286167145,,Hillary Clinton
544506.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Hillary Clinton,Call 2,4.0,,Yes,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Yes,Hillary Clinton,Change to less liberal policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,,Non-White Democrats,Somewhat liberal,Liberal,Liberal,67.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,,East,,,,,,No,Female,Black women,Married women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,,Yes,Version 1,Definitely vote for her,Not vote for him,,0.583589494228363,No,
544503.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,Call 2,16.0,Hillary Clinton,,Excited,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,Hillary Clinton,,,,,,,,,Income inequality,Yes,,Hillary Clinton,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Divided the Democratic Party,Non-White Democrats,Somewhat liberal,Liberal,Liberal,155.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Stayed about the same,East,Catholic,Catholic,,Optimistic,Excited or optimistic,,Female,Latino women,,Suburbs,Suburbs,English, New York,Election day exit poll,,,,,,Hillary Clinton,,Version 2,,,Hurt the U.S. economy,1.00993251800537,,Hillary Clinton
544502.0,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 2,4.0,Hillary Clinton,,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Hillary Clinton,,,,,,,,,Terrorism,No,,Hillary Clinton,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Somewhat liberal,Liberal,Liberal,67.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,East,Catholic,Catholic,,Concerned,Concerned or scared,,Female,Black women,,Suburbs,Suburbs,English, New York,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Help the U.S. economy,0.565630078315735,,Hillary Clinton
544501.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 2,16.0,Bernie Sanders,,Optimistic,Excited or optimistic,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,Hillary Clinton,,,,,,,,,Economy/Jobs,,,Hillary Clinton,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Energized the Democratic Party,All others,Somewhat liberal,Liberal,Liberal,155.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,East,Protestant/Other Non-Catholic Christian,Other christian,,Concerned,Concerned or scared,,Female,Black women,,Suburbs,Suburbs,, New York,Election day exit poll,,,,,,Bernie Sanders,,Version 2,,,Help the U.S. economy,0.998657286167145,,Hillary Clinton
