ID,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CICDEM16,CLINHONEST,CLINREALISTIC,CLINTONLIB,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GENDISS,GENDISS2,GEOCODE,GETAHEAD,ILDPRS16,ILDSEN16,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INSPIRES16D,ISSDEM16,MARRIED,OBAMAPLCY,OUTSIDER16,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,SANDERSLIB,SANDHONEST,SANDREALISTIC,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,TRADE16,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
502021.0,Complete,,Call 2,2.0,Omit,Omit,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,,,4.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,,Omit,Be from outside the political establishment,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Somewhat liberal,Liberal,Liberal,35.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Omit,,,,Female,Black women,,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,0.73822021484375,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
502011.0,Complete,,Call 2,16.0,Hillary Clinton,Yes,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Terrorism,,Omit,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,97.0,Has the right experience,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.420973688364029,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
502005.0,Complete,Hillary Clinton,Call 2,8.0,,,Realistic,About right,,,College graduate,College graduate,More than High school graduate,Non white college degree,Not an important factor,Not an important factor,2.0,Holding steady financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Health care,No,,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,155.0,Can win in November,Other,American Indian,State questionnaire,Other,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Midwest,Not liberal enough,,Not realistic,Satisifed,Dissatisfied,Female,All other races,Non married women,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,1.35213243961334,,45-65,30-59,50-59,45+,50+,45-59,50-64,All others
502002.0,Complete,,Call 2,16.0,Hillary Clinton,Yes,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,4.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,97.0,Cares about people like me,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Version 1,0.420973688364029,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
501997.0,Complete,,Call 2,2.0,Hillary Clinton,Yes,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,4.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Hillary Clinton,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,35.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Female,Black women,,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.73822021484375,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
501989.0,Complete,Hillary Clinton,Call 2,16.0,,,Realistic,About right,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,4.0,Holding steady financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Economy/Jobs,Yes,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,97.0,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Midwest,Too liberal,,Not realistic,Satisifed,Dissatisfied,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.420973688364029,,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
501982.0,Complete,,Call 2,7.0,Hillary Clinton,Yes,,,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,,,1.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Hillary Clinton,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,100.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Male,Black men,,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Takes away U.S. jobs,Version 1,1.0484402179718,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
501979.0,Complete,Hillary Clinton,Call 2,16.0,,,Realistic,About right,,,High school or less,No college degree,High school graduate or less,White no college degree,Not an important factor,Not an important factor,4.0,Holding steady financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Economy/Jobs,Yes,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,97.0,Honest and trustworthy,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,Too liberal,,Realistic,Satisifed,Satisifed,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.440329283475876,,65+,60+,65 or over,45+,50+,60+,65+,White 60+
493874.0,Complete,Hillary Clinton,Call 1,10.0,,,Realistic,About right,,,College graduate,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,3.0,Holding steady financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Income inequality,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,45.0,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Realistic,Satisifed,Dissatisfied,Female,White women,Non married women,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.799219191074371,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
501971.0,Complete,,Call 2,2.0,Hillary Clinton,Yes,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,4.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Omit,,Generally continue Barack Obama's policies,Be from outside the political establishment,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,35.0,Cares about people like me,Other,American Indian,State questionnaire,Other,Non-white,,,,,Midwest,,Yes,,,,Female,All other races,,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.869528591632843,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,All others
501965.0,Complete,Hillary Clinton,Call 2,16.0,,,Realistic,About right,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,4.0,Holding steady financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Health care,Yes,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,97.0,Has the right experience,White,White,State questionnaire,White,White,Stayed about the same,Omit,Omit,Omit,Midwest,About right,,Realistic,Satisifed,Satisifed,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,,,,,,Version 2,0.378259390592575,,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
501953.0,Complete,,Call 2,16.0,Hillary Clinton,Yes,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,4.0,,Hillary Clinton,Tammy Duckworth,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,97.0,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.378259390592575,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
501951.0,Complete,,Call 2,2.0,Hillary Clinton,Yes,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,131.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Female,Black women,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.882541418075562,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
501947.0,Complete,,Call 2,2.0,Hillary Clinton,Yes,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,3.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Hillary Clinton,Economy/Jobs,,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,86.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,,,,Midwest,,Yes,,,,Male,Latino men,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.568893373012543,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
501940.0,Complete,,Call 2,16.0,Hillary Clinton,Yes,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,4.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Bernie Sanders,Economy/Jobs,,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,97.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,,,,Midwest,,Yes,,,,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000", Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.326668977737427,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Latino 17-29
501936.0,Complete,Hillary Clinton,Call 2,2.0,,,Realistic,About right,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Not an important factor,Not an important factor,3.0,Getting ahead financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Economy/Jobs,No,,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,86.0,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Gotten worse,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Midwest,About right,,Realistic,Satisifed,Satisifed,Female,Latino women,Non married women,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.543886482715607,,45-65,30-59,50-59,45+,50+,45-59,50-64,Latino 45-59
501935.0,Complete,,Call 2,2.0,Hillary Clinton,Yes,,,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,2.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,131.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Male,Black men,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Version 1,0.923119008541107,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
501930.0,Complete,,Call 2,3.0,Hillary Clinton,No,,,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,2.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Terrorism,,Change to more liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,160.0,Has the right experience,White,White,State questionnaire,White,White,,,,,Midwest,,No,,,,Female,White women,,Suburbs,Suburbs, Illinois,Election day exit poll,Just today,Last few days,In the last month,This month,Omit,Version 1,1.02299726009369,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
501919.0,Complete,,Call 2,2.0,Hillary Clinton,Yes,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,,,2.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,131.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Female,Black women,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.982200860977173,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
501907.0,Complete,,Call 2,2.0,Hillary Clinton,Yes,,,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,2.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,131.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,No,,,,Female,Black women,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.982200860977173,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
501896.0,Complete,Hillary Clinton,Call 2,2.0,,,Realistic,About right,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Not an important factor,Not an important factor,3.0,Holding steady financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Economy/Jobs,,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,86.0,Has the right experience,White,White,State questionnaire,White,White,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Realistic,Satisifed,Satisifed,Female,White women,,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.605303883552551,,65+,60+,65 or over,45+,50+,60+,65+,White 60+
505944.0,Complete,,Call 3,2.0,Hillary Clinton,Yes,,,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,,,4.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,Change to less liberal policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,36.0,Can win in November,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural, Illinois,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Omit,Version 1,0.31547549366951,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
501894.0,Complete,,Call 2,8.0,Hillary Clinton,Yes,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,2.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Health care,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,155.0,Cares about people like me,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,Version 1,1.50481963157654,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
501893.0,Complete,Hillary Clinton,Call 2,2.0,,,Realistic,About right,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Not an important factor,Not an important factor,2.0,Falling behind financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,131.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Stayed about the same,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Realistic,Satisifed,Satisifed,Male,Black men,Non married men,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.923119008541107,,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
493785.0,Complete,,Call 1,9.0,Hillary Clinton,Yes,,,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,,,1.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,Generally continue Barack Obama's policies,Be from outside the political establishment,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,Moderate or conservative,Moderate,126.0,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,Midwest,,No,,,,Male,White men,,"Cities over 500,000","Cities over 50,000", Illinois,Election day exit poll,Just today,Last few days,In the last month,This month,Takes away U.S. jobs,Version 1,1.57838451862335,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
505931.0,Complete,Hillary Clinton,Call 3,6.0,,,Realistic,About right,,,High school or less,No college degree,High school graduate or less,White no college degree,Not an important factor,Not an important factor,3.0,Holding steady financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Economy/Jobs,Yes,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,9.0,Honest and trustworthy,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,About right,,Realistic,Satisifed,Satisifed,Male,White men,Married men,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.490502089262009,,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
501876.0,Complete,,Call 2,2.0,Hillary Clinton,Yes,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,,,2.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Health care,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,131.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Yes,,,,Male,Black men,,Suburbs,Suburbs, Illinois,Election day exit poll,Just today,Last few days,In the last month,This month,Creates more U.S. jobs,Version 1,1.02736067771912,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
501860.0,Complete,Hillary Clinton,Call 2,2.0,,,Realistic,About right,,,College graduate,College graduate,More than High school graduate,Non white college degree,Not an important factor,Not an important factor,2.0,Getting ahead financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Economy/Jobs,Yes,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,131.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,Not liberal enough,,Not realistic,Satisifed,Satisifed,Female,Black women,Married women,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,0.882541418075562,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
501848.0,Complete,,Call 2,8.0,Hillary Clinton,Yes,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,Hillary Clinton,Tammy Duckworth,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Bernie Sanders,Terrorism,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,155.0,Has the right experience,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Suburbs,Suburbs, Illinois,Election day exit poll,Just today,Last few days,In the last month,This month,Creates more U.S. jobs,Version 1,1.35213243961334,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
501841.0,Complete,,Call 2,2.0,Hillary Clinton,Yes,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,,,2.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Hillary Clinton,Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,131.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,Midwest,,Omit,,,,Male,Black men,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,0.923119008541107,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
501840.0,Complete,,Call 2,3.0,Hillary Clinton,Yes,,,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,,,2.0,,Hillary Clinton,Tammy Duckworth,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Economy/Jobs,,Generally continue Barack Obama's policies,Be from outside the political establishment,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,160.0,Can win in November,White,White,State questionnaire,White,White,,,,,Midwest,,Yes,,,,Female,White women,,Suburbs,Suburbs, Illinois,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Version 1,1.13851737976074,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+
501832.0,Complete,Hillary Clinton,Call 2,8.0,,,Realistic,About right,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,The single most important factor,The single most important factor or one of several important factors,2.0,Getting ahead financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,155.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Gotten better,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Midwest,Too liberal,,Realistic,Satisifed,Satisifed,Female,Black women,Non married women,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,1.14794552326202,,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
501817.0,Complete,Hillary Clinton,Call 2,1.0,,,Realistic,About right,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not an important factor,Not an important factor,2.0,Falling behind financially,Hillary Clinton,Tammy Duckworth,,,,,,,,,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,148.0,Has the right experience,White,White,State questionnaire,White,White,Gotten worse,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Midwest,Too liberal,,Not realistic,Satisifed,Satisifed,Male,White men,Non married men,Suburbs,Suburbs, Illinois,Election day exit poll,,,,,,Version 2,1.45433521270752,,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
