id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,garprs16,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
402793,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 1,13, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,3,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,26,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.743755698204041,No,White Born-again/Evangelical Christians
402817,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 1,7,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,2, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,99,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,No,.873156547546387, ,White Born-again/Evangelical Christians
402819,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,13, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,3,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,26,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.751165866851807,Yes,White Born-again/Evangelical Christians
402820,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,13, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,3,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,26,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.751165866851807,Yes,White Born-again/Evangelical Christians
402987,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Not complete, , ,Call 1,7, , , , , , , ,Ted Cruz,2, , ,Deported to the country they came from, , , , , , , , , , , ,45+,18-64, , , , , , , ,99, ,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied, ,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.887867510318756, , 
403102,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Yes,Call 1,7,Omit,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2, , , , , , , , , , ,Ted Cruz,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,99,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2,No,.891853928565979, ,White Born-again/Evangelical Christians
403356,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,No,Call 1,7,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2, , , , , , , , , , ,Ted Cruz,Immigration, ,Omit,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,99,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2,No,.924001455307007, ,All others
403461,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,99,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.924664258956909,No,White Born-again/Evangelical Christians
403878,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Yes,Call 1,7,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,2, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,99,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.924001455307007, ,White Born-again/Evangelical Christians
403932,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 1,7, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,99,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.915542602539063,Yes,All others
404185,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Yes,Yes,Call 1,7,Ted Cruz,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Ted Cruz,2, , , , , , , , , , ,Ted Cruz,Omit, ,Omit,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,99,Shares my values,Other,Other,State questionnaire,Other,Non-white,South, , , , ,Male,All other races,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,Yes,.873156547546387, ,All others
404314,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,7, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,99,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.915542602539063,No,White Born-again/Evangelical Christians
407146,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 2,2, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit, , , , , , , , ,Government spending,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,130,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.960479497909546, ,White Born-again/Evangelical Christians
407156,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 2,9,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,75,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.601180970668793, ,White Born-again/Evangelical Christians
407181,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,9, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Immigration,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,75,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.611309707164764,Yes,White Born-again/Evangelical Christians
407195,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,7, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,105,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.664312958717346,No,White Born-again/Evangelical Christians
407201,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 2,9,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,75,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,No,.622850954532623, ,White Born-again/Evangelical Christians
407212,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,2, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,143,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Omit,Omit,Ted Cruz,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,2.52677464485168,No,All others
407213,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,No,Call 2,9,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1, , , , , , , , , , ,Ted Cruz,Government spending, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,75,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.614054381847382, ,All others
407222,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,No,Call 2,2,Omit,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,4, , , , , , , , , , ,Ted Cruz,Omit, ,Omit,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,130,Omit,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.969353497028351, ,All others
407233,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 2,9, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,75,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.611309707164764,No,White Born-again/Evangelical Christians
407243,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 2,2,Ted Cruz,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,4, , , , , , , , , , ,Ted Cruz,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,143,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,2.56340718269348, ,White Born-again/Evangelical Christians
407365,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,No,Call 2,2,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,4, , , , , , , , , , ,John Kasich,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,143,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,2.56340718269348, ,All others
407431,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Yes,Call 2,12,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,5, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,122,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,1.00644147396088, ,White Born-again/Evangelical Christians
407467,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Not complete,No, ,Call 2,7, ,Very worried,Worried, , , , ,Ted Cruz,2, , , , , , , , , , , , , ,Have experience in politics,45+,18-64, , , , , , , ,96, ,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South, , , , ,Male,Latino men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump, ,Version 2,No,.893845438957214, , 
407469,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Yes,Call 2,2,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,4, , , , , , , , , , ,Donald Trump,Terrorism, ,Omit,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,130,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,No,.935628116130829, ,White Born-again/Evangelical Christians
407471,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 2,2,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,4, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,136,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,No,1.25975000858307, ,White Born-again/Evangelical Christians
407485,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete, , ,Call 2,9, , , , , , , ,Ted Cruz,1, , ,Offered a chance to apply for legal status, , , , , , , , , , , ,45+,18-64, , , , , , , ,110, ,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied, ,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.588346600532532, , 
407536,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 2,12, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,5,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,122,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,1.01858222484589,No,White Born-again/Evangelical Christians
407579,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,9, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,110,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,.612730026245117,No,White Born-again/Evangelical Christians
407583,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 2,12,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,5, , , , , , , , , , ,Ted Cruz,Immigration, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,122,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,.971425771713257, ,White Born-again/Evangelical Christians
407594,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete, ,No,Call 2,7, , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Ted Cruz,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", ,Government spending,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,96,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South,Satisfied,Satisfied,Dissatisfied,John Kasich,Female,Latino women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1, ,.937235772609711,No,All others
407611,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Yes,Call 2,9,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1, , , , , , , , , , ,Ted Cruz,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,110,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.578598380088806, ,White Born-again/Evangelical Christians
407614,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,Latino 65+,Complete, ,Yes,Call 2,12, , , ,College graduate,College graduate,More than High school graduate,Non white college degree,Ted Cruz,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit, , , , , , , , ,Omit,Support, ,18-44,18-64,Independent/Something else,All Other,Something else,Independent Women,Conservative,Conservative,Very conservative,122,Shares my values,Other,Other,State questionnaire,Other,Non-white,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,All other races, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,1.02873039245605,No,All others
407636,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete, ,Yes,Call 2,9, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Ted Cruz,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,110,Shares my values,Black,Black,State questionnaire,Black,Non-white,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Female,Black women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,1.43986356258392,No,All others
407644,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 2,12,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Ted Cruz,5, , , , , , , , , , ,Ted Cruz,Government spending, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,122,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,1.00644147396088, ,White Born-again/Evangelical Christians
407658,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 2,14, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,145,Can win in November,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Female,White women, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.953324198722839,No,White Born-again/Evangelical Christians
407692,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 2,9, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending,Oppose, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,110,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.60668557882309,Yes,All others
