id,backside,betrayed,break12p,breakfac,breakimp,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satrep16,scotusre,scrprs16,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
131846,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 2,5, , , ,High school or less,No college degree,High school graduate or less,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,42,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,1.77326393127441,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
131851,Complete,No, , , , ,Call 2,2,Ted Cruz,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Economy/Jobs,Support,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,3,Can bring needed change,White,White,State questionnaire,White,White,South,Only my candidate, ,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.739298403263092, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
131855,Complete, ,Not a factor at all,Not a factor,Not important,No,Call 2,1, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,19,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1,No,.936945617198944,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
131857,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 2,2, , , ,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,3,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1,No,.799975156784058,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
131858,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 2,5, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,112,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,Yes,.525666832923889,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
131861,Complete, ,One of several important factors,A factor,Important,Yes,Call 2,3, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,8,Tells it like it is,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,1.37171185016632,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
131862,Complete,No, , , , ,Call 2,5,Ted Cruz,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Terrorism,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,42,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South,More than one Republican candidate, ,Ted Cruz,Female,Latino women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,1.77326393127441, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,Latino 45-59
131876,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 2,4, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,Terrorism, , ,Independent/Something else,Latino Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,55,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South, ,Ted Cruz,Ted Cruz,Male,Latino men,Not much,Not much or not at all,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Version 1,No,.878032445907593,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Latino 30-44
131881,Complete,Omit, , , , ,Call 2,2,Omit,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3, , ,Deported to the country they came from, , , , , , , ,Omit,Terrorism,Support,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Women,Moderate/Liberal,Liberal,Liberal,94,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2, ,1.21911895275116, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
131890,Complete, ,Omit,Omit,Omit,Yes,Call 2,4, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,55,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,Not much,Not much or not at all,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,.811435163021088,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
131901,Complete,Yes, , , , ,Call 2,4,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Government spending,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,55,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.935827374458313, , ,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
131907,Complete, ,One of several important factors,A factor,Important,Yes,Call 2,4, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs, , ,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,51,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,.817142307758331,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
131911,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 2,1, , , ,High school or less,No college degree,High school graduate or less,White no college degree,5,Angry,"Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending, , ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,19,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,Yes,.936945617198944,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
131917,Complete, ,A minor factor,A factor,Not important,No,Call 2,5, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending, , ,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,112,Can win in November,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,.562849342823029,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
131927,Complete,Yes, , , , ,Call 2,4,Ted Cruz,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,1, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Government spending,Support,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,51,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.946751415729523, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
131931,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 2,4, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,51,Shares my values,White,White,State questionnaire,White,White,South, ,Jeb Bush,Ted Cruz,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,.817142307758331,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
131934,Complete, ,A minor factor,A factor,Not important,Yes,Call 2,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,37,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Version 1,No,.57725328207016,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
131953,Complete,Yes, , , , ,Call 2,5,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Terrorism,Support,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,112,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2, ,.485795944929123, , ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
131954,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,37,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,.57725328207016,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
131958,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 2,5, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,112,Shares my values,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,.485795944929123,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
131962,Complete,No, , , , ,Call 2,1,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Economy/Jobs,Support,Have experience in politics,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,19,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2, ,.936945617198944, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
131966,Complete,Yes, , , , ,Call 2,1,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Government spending,Support,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,37,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.665745615959167, , ,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
131990,Complete,Yes, , , , ,Call 2,5,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , ,Deported to the country they came from, , , , , , , ,Jeb Bush,Terrorism,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,112,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,South Carolina,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2, ,.485795944929123, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
131993,Complete,Yes, , , , ,Call 2,4,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Government spending,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,51,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2, ,.755163431167603, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
131996,Complete,Yes, , , , ,Call 2,1,Ted Cruz,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Economy/Jobs,Oppose,Have experience in politics, , , , ,Conservative,Conservative,Somewhat conservative,19,Can bring needed change,White,White,State questionnaire,White,White,South,Only my candidate, ,Ted Cruz,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.865879893302917, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
131997,Complete, ,Omit,Omit,Omit,Yes,Call 2,4, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,51,Can win in November,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,.874941945075989,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132006,Not complete,No, , , , ,Call 2,1, ,Very worried,Worried, , , , ,5, , ,Deported to the country they came from, , , , , , , , , , ,Have experience in politics, , , , , , , ,37, ,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump, ,Version 2, ,.723704695701599, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
132010,Complete,Yes, , , , ,Call 2,1,Ted Cruz,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Terrorism,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,19,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.865879893302917, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132024,Complete, ,Not a factor at all,Not a factor,Not important,No,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, , ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Female,White women,Not at all,Not much or not at all,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Version 1,No,.57725328207016,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
132045,Complete,No, , , , ,Call 2,1,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5, , ,Offered a chance to apply for legal status, , , , , , , ,Jeb Bush,Government spending,Oppose,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,37,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.57725328207016, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
132051,Complete,Yes, , , , ,Call 2,1,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,5, , ,Offered a chance to apply for legal status, , , , , , , ,Marco Rubio,Government spending,Support,Be from outside the political establishment,Independent/Something else,All Other,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,South,More than one Republican candidate, ,Ted Cruz,Male,All other races, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.624630391597748, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,All others
132054,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,5,Angry,"Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Government spending, , ,Independent/Something else,All Other,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,South, ,Ted Cruz,Ted Cruz,Male,All other races,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1,Yes,.624630391597748,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,All others
132056,Complete,Yes, , , , ,Call 2,1,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Government spending,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.624630391597748, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
132072,Complete,No, , , , ,Call 2,1,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5, , ,Offered a chance to apply for legal status, , , , , , , ,Donald Trump,Terrorism,Support,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,37,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2, ,.668812930583954, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
132073,Complete,No, , , , ,Call 2,1,Ted Cruz,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5, , ,Offered a chance to apply for legal status, , , , , , , ,Ted Cruz,Terrorism,Oppose,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.615249931812286, , ,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
132084,Complete, ,Not a factor at all,Not a factor,Not important,No,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Angry,"Dissatisfied, but not angry or Angry", ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Immigration, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,Somewhat,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,No,.624630391597748,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
132090,Complete,Yes, , , , ,Call 2,1,Ted Cruz,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5, , ,Deported to the country they came from, , , , , , , ,Ted Cruz,Government spending,Support,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,37,Shares my values,White,White,State questionnaire,White,White,South,More than one Republican candidate, ,Ted Cruz,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2, ,.624630391597748, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
132096,Complete, ,Not a factor at all,Not a factor,Not important,Yes,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs, , ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,37,Can bring needed change,White,White,State questionnaire,White,White,South, ,Ted Cruz,Ted Cruz,Male,White men,A great deal,A great deal or somewhat,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1,Yes,.624630391597748,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
