ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMD08,HOU08MD,MDQUES2,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4411121.0, Maryland,74.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,2.66759347915649,Barack Obama,The Democratic candidate,Yes,Male,Black,30-39,Independent,Moderate,"$150,000-$199,999",Postgraduate study,No,,,,Somewhat support,,,,,,Somewhat approve,,Somewhat favor,Only Barack Obama,Worse today,Very worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,One of several important factors,Go up only if McCain is elected president,Somewhat worried,,,,,,,,,,Black male,Black men,Non white male,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,,,,Support,,,Approve,,Favor,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Independent/Something else,Black non Democrat,Black Independents,All others,Black,,,,Get better,,Important,Factor,Go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,4.0,DC Suburbs,East,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20886.0
4411192.0, Maryland,44.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.713658332824707,Barack Obama,The Democratic candidate,Yes,Male,Black,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Somewhat favor,Both of them,Worse today,Very worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Both of them,Yes,,,,Both of them,,,,,,About right,,,,Get somewhat better,,A minor factor,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Black male,Black men,Non white male,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,,,,,Oppose,,,Disapprove,,Favor,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Independent/Something else,Black non Democrat,Black Independents,All others,Black,,,,Get better,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,5.0,Rest of State,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,20639.0
4411302.0, Maryland,14.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.640043318271637,Barack Obama,The Democratic candidate,No,Female,Black,45-49,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,Not a factor at all,,,One of several important factors,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's leadership/personal qualities,,,,Not so good,Very worried,No,,,Can bring about needed change,Not a factor at all,,,,,,Sometime in September,,Only John McCain,,,,,,Disapprove,Black female,Black women,Non white female,Non white,,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21012.0
4411442.0, Maryland,14.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.00241315364838,Barack Obama,The Democratic candidate,Yes,Male,Black,60-64,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Not a factor at all,,,Not a factor at all,,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Not so good,Very worried,No,,,Can bring about needed change,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,Disapprove,Black male,Black men,Non white male,Non white,,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Black Democrat,Black Democrats,All others,Black,,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21012.0
4411539.0, Maryland,40.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.955143094062805,Barack Obama,The Democratic candidate,Yes,Female,Black,45-49,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,,Never,,,Yes,,,Yes,,Very confident,,,,,Only Michelle Obama,Get better,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,None,,,,Before that,Seriously off on the wrong track,,"Yes, I do",No,John Kerry,Neither of them,Yes,,Black female,Black women,Non white female,Non white,Married women,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,,,Never,All others,,,,,Confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,,None,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,Yes,I am,Yes,Joe Biden is not,Sarah Palin is not,Non-white,No,All others,All others,All others,Working women,"Cities over 500,000","Cities over 50,000",3.0,Baltimore City,East,Extremely High Density Urban,Urban,Urban Core,Downscale,21214.0
4411585.0, Maryland,24.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0617641210556,Barack Obama,The Democratic candidate,Yes,Male,Black,45-49,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Poor,,No,,Excited,Cares about people like me,A minor factor,,,,,,Before that,,Only John McCain,,,,,,,Black male,Black men,Non white male,Non white,,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",2.0,Baltimore Suburbs,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,21206.0
4411761.0, Maryland,24.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.894207537174225,Barack Obama,The Democratic candidate,Yes,Female,Black,30-39,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,,Not a factor at all,,,One of several important factors,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Poor,,No,,Excited,Can bring about needed change,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,,Black female,Black women,Non white female,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",2.0,Baltimore Suburbs,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,21206.0
4412312.0, Maryland,74.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,3.35797214508057,Barack Obama,The Democratic candidate,Yes,Male,Black,60-64,Democrat,Liberal,"$75,000-$99,999",College graduate,No,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The war in Iraq,My candidate's position on the issues,,,Scared,Poor,,No,,Excited,Can bring about needed change,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,,Black male,Black men,Non white male,Non white,,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,4.0,DC Suburbs,East,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20886.0
4412835.0, Maryland,74.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.76361787319183,Barack Obama,The Republican candidate,No,Male,Black,25-29,Something else,Conservative,"$100,000-$149,999",Postgraduate study,No,,,More than once a week,,,Yes,,,Yes,,Very confident,,,,,Only Michelle Obama,Stay about the same,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Protestant,,,,Before that,Seriously off on the wrong track,,No one does,No,George W. Bush,Only Joe Biden,Yes,,Black male,Black men,Non white male,Non white,Married men,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,,,More than once a week/Once a week,Protestant/Attend weekly,,,,,Confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,All others,Suburbs,Suburbs,4.0,DC Suburbs,East,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20886.0
4412836.0, Maryland,74.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.76361787319183,Barack Obama,The Republican candidate,No,Male,Black,25-29,Something else,Conservative,"$100,000-$149,999",Postgraduate study,No,,,More than once a week,,,Yes,,,Yes,,Very confident,,,,,Only Michelle Obama,Stay about the same,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Protestant,,,,Before that,Seriously off on the wrong track,,No one does,No,George W. Bush,Only Joe Biden,Yes,,Black male,Black men,Non white male,Non white,Married men,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,,,More than once a week/Once a week,Protestant/Attend weekly,,,,,Confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,All others,Suburbs,Suburbs,4.0,DC Suburbs,East,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20886.0
4413213.0, Maryland,75.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.713954389095306,Barack Obama,The Democratic candidate,No,Female,Black,30-39,Democrat,Liberal,"$150,000-$199,999",College graduate,No,,,A few times a month,,,Yes,,,No,,Very confident,,,,,Only Michelle Obama,Get better,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,Other Christian,,,,Before that,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,Yes,,Black female,Black women,Non white female,Non white,Non-married women,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,,A few times a month/A few times a year,All others,,,,,Confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,Working women,Suburbs,Suburbs,8.0,DC Suburbs,East,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,20901.0
4413798.0, Maryland,64.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.640043318271637,Barack Obama,The Democratic candidate,No,Female,Black,30-39,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,,,,Somewhat oppose,,,,,,Somewhat approve,,Strongly favor,Only Barack Obama,Worse today,Very worried,,,,,Government should do more to solve problems,,Not at all worried,,,Only Barack Obama,Yes,,,,Both of them,,,,,,About right,,,,Get somewhat better,,One of several important factors,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Black female,Black women,Non white female,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,,,,Oppose,,,Approve,,Favor,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,Worried,,,,,Not worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,Get better,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,3.0,Baltimore Suburbs,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21075.0
4413951.0, Maryland,75.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.847735106945038,Barack Obama,The Democratic candidate,No,Male,Black,45-49,Democrat,Liberal,"$100,000-$149,999",College graduate,No,,,,Somewhat support,,,,,,Somewhat approve,,Somewhat favor,Both of them,Worse today,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get much better,,One of several important factors,Go up only if McCain is elected president,Not too worried,,,,,,,,,,Black male,Black men,Non white male,Non white,,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,,,,,Support,,,Approve,,Favor,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,Get better,,Important,Factor,Go up if McCain is elected president,Not go up if Obama is elected president,Not worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,8.0,DC Suburbs,East,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,20901.0
4414636.0, Maryland,16.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.902173817157745,Barack Obama,The Democratic candidate,Yes,Female,Black,25-29,Democrat,Liberal,"$50,000-$74,999",College graduate,No,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,"Concerned, but not scared",Poor,,No,,Excited,Can bring about needed change,Not a factor at all,,,,,,Before that,,Neither of them,,,,,,,Black female,Black women,Non white female,Non white,,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,3.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21403.0
4414716.0, Maryland,83.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.25403809547424,Barack Obama,The Democratic candidate,No,Female,Black,75 or over,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,,,Once a week,,,No,,,No,,Somewhat confident,,,,,Only Michelle Obama,Get better,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,Protestant,,,,Earlier in October,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,No,,Black female,Black women,Non white female,Non white,Non-married women,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,,,More than once a week/Once a week,Protestant/Attend weekly,,,,,Confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,DC Suburbs,East,High Density Urban,Urban,Urban Core,Very upscale,20814.0
4414718.0, Maryland,83.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.25403809547424,Barack Obama,The Democratic candidate,No,Female,Black,75 or over,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,,,Once a week,,,No,,,No,,Somewhat confident,,,,,Only Michelle Obama,Get better,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,Protestant,,,,Earlier in October,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,No,,Black female,Black women,Non white female,Non white,Non-married women,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,,,More than once a week/Once a week,Protestant/Attend weekly,,,,,Confident,,College graduate,More than High school graduate,Non white college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,DC Suburbs,East,High Density Urban,Urban,Urban Core,Very upscale,20814.0
4414808.0, Maryland,75.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.713954389095306,Barack Obama,The Democratic candidate,No,Female,Black,30-39,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,One of several important factors,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,Health care,My candidate's position on the issues,,,,Poor,Very worried,No,,,Shares my values,Not a factor at all,,,,,,Earlier in October,,Only John McCain,,,,,,Disapprove,Black female,Black women,Non white female,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Important,Was a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,8.0,DC Suburbs,East,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,20901.0
4414945.0, Maryland,16.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.36665380001068,Barack Obama,The Democratic candidate,No,Male,Black,75 or over,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's leadership/personal qualities,,,,Not so good,Somewhat worried,No,,,Can bring about needed change,Not a factor at all,,,,,,Earlier in October,,Both of them,,,,,,Disapprove,Black male,Black men,Non white male,Non white,,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,3.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21403.0
4415204.0, Maryland,64.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00241315364838,Barack Obama,The Democratic candidate,Yes,Male,Black,60-64,Independent,Moderate,"$100,000-$149,999",College graduate,No,,A minor factor,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Not so good,,No,,Excited,Shares my values,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,,Black male,Black men,Non white male,Non white,,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,Not Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,3.0,Baltimore Suburbs,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21075.0
4415571.0, Maryland,67.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.685664415359497,Barack Obama,The Democratic candidate,No,Male,Black,40-44,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Strongly disapprove,Not a factor at all,,,Not a factor at all,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Not so good,Very worried,No,,,Shares my values,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,Disapprove,Black male,Black men,Non white male,Non white,,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,7.0,Baltimore Suburbs,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0
