ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMS08,SENMS08,SEN2MS08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4422990.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.737329423427582,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,40-44,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Health care,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4423007.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.737329423427582,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,40-44,Democrat,,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4423019.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03540396690369,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,65-74,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4423038.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.737329423427582,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,30-39,Democrat,Conservative,"Under $15,000",College graduate,No,Strongly disapprove,Yes,The economy,Not at all worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4423058.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.737329423427582,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,50-59,Something else,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Earlier in October,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4423079.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0097496509552,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,White,25-29,Independent,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Energy policy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4423094.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.798089802265167,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,Black,25-29,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,The war in Iraq,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4423137.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.737329423427582,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,50-59,Democrat,,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,Health care,Not too worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4423162.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.737329423427582,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,50-59,Something else,Moderate,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,Yes,Health care,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4423183.0, Mississippi,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.82730370759964,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,Black,45-49,Democrat,Conservative,"Under $15,000",High school graduate,No,Strongly disapprove,Yes,The war in Iraq,Not at all worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Upscale,38703.0
4435386.0, Mississippi,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.43710887432098,John McCain,Thad Cochran,Ronnie Musgrove,Female,White,30-39,Something else,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Somewhat worried,Sometime last week,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4435499.0, Mississippi,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.04753828048706,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,60-64,Democrat,Conservative,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4435591.0, Mississippi,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.45808804035187,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,50-59,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4435675.0, Mississippi,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.45808804035187,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,40-44,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4435907.0, Mississippi,63.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.912125766277313,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,White,30-39,Democrat,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,Yes,The war in Iraq,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Southeast,South,Suburb,,Urban Perimeter,Upscale,39232.0
4435919.0, Mississippi,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.40659964084625,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,18-24,Democrat,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4435943.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.583469688892365,,Erik Fleming,Ronnie Musgrove,Male,Black,30-39,Democrat,Moderate,,High school graduate,No,Omit,No,The economy,Very worried,Before that,Omit,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4435994.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.434488564729691,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,18-24,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The war in Iraq,Not too worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4436054.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.434488564729691,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,18-24,Democrat,Moderate,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Yes,Health care,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4436088.0, Mississippi,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.2609795331955,Barack Obama,Did not vote,Ronnie Musgrove,Female,Black,40-44,Democrat,Conservative,"Under $15,000",High school graduate,No,Somewhat disapprove,Yes,Energy policy,Not too worried,Earlier in October,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4436091.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.450392931699753,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,45-49,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4436139.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.487508028745651,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,Black,25-29,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Energy policy,Very worried,In the last three days,Approve,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4436196.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.755936443805695,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,,60-64,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,No,Health care,Very worried,Before that,Disapprove,,,,,45-65,60+,45+,60+,50-64,18-64,,,,No college degree,High school graduate or less,,Less than 100k,Less than 50k,Less than 50 thousand,,Worried,Democrat,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4436202.0, Mississippi,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.2609795331955,Barack Obama,Did not vote,Ronnie Musgrove,Female,Black,45-49,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Health care,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4436262.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.632469892501831,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,65-74,Democrat,,,,,,,,Not at all worried,Sometime in September,,Black female,Black women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,,,,,,,,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4436304.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.505353152751923,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,Black,30-39,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4436305.0, Mississippi,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.04753828048706,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,60-64,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Not at all worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4436336.0, Mississippi,30.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.69615936279297,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,18-24,Democrat,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Yes,The war in Iraq,Not too worried,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,3.0,Jackson and delta,South,Extremely Low Density Rural,Rural,Rural,Downscale,39119.0
4436351.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.505353152751923,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,Black,45-49,Democrat,Liberal,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4436367.0, Mississippi,37.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1548433303833,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,Black,60-64,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,Health care,Not too worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Southeast,South,Low Density Rural,Rural,Rural,Downscale,39301.0
4436393.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.487508028745651,Barack Obama,Erik Fleming,Ronnie Musgrove,Male,Black,18-24,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4436444.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.434488564729691,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,25-29,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4436463.0, Mississippi,37.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.617013871669769,Barack Obama,Thad Cochran,Ronnie Musgrove,Female,Black,25-29,Democrat,Liberal,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,The economy,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Southeast,South,Low Density Rural,Rural,Rural,Downscale,39301.0
4436498.0, Mississippi,13.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.450392931699753,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,30-39,Democrat,Moderate,"$15,000-$29,999",Did not complete high school,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,South,Low Density Rural,Rural,Rural,Upscale,39773.0
4436514.0, Mississippi,30.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.69615936279297,Barack Obama,Erik Fleming,Ronnie Musgrove,Female,Black,18-24,Democrat,Liberal,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,3.0,Jackson and delta,South,Extremely Low Density Rural,Rural,Rural,Downscale,39119.0
