ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOR08,SENOR08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,SMITHLIB,SMITHTOOCLOSE,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4392965.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.831124067306519,John McCain,Gordon Smith,Male,White,50-59,Republican,Moderate,"$150,000-$199,999",Postgraduate study,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,About right,About the right amount,Only John McCain,Somewhat approve,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Jewish,Before that,Both of them,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Jewish,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Jewish,No,All others,All others,All others,Suburbs,Suburbs,5.0,Suburbs and capital,West,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,97381.0
4392964.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.33817195892334,John McCain,Gordon Smith,Male,Hispanic/Latino,50-59,Republican,Conservative,"$75,000-$99,999",College graduate,Yes,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,About right,About the right amount,Only John McCain,Somewhat approve,Terrorism,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,Approve,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,Hispanic/Latino,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Suburbs and capital,West,Low Density Rural,Rural,Rural,Upscale,97031.0
4392952.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.33815884590149,John McCain,Gordon Smith,Male,White,30-39,Independent,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,,Omit,Only John McCain,Too liberal,,Neither of them,Somewhat approve,Energy policy,Not so good,Very worried,No,Shares my values,Not a factor at all,Mormon/LDS,Earlier in October,Neither of them,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,All others,,,Suburbs,Suburbs,1.0,Suburbs and capital,West,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale,97133.0
4392946.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.32908508181572,Barack Obama,Jeff Merkley,Female,White,65-74,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,About right,Too often,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,1.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97116.0
4392936.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.50723814964294,John McCain,Gordon Smith,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",College graduate,No,Somewhat approve,Yes,Continue George W. Bush's policies,Both of them,About right,About the right amount,Neither of them,Somewhat approve,Energy policy,Not so good,Not too worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",5.0,Suburbs and capital,West,Suburb,Urban,Urban Core,Downscale,97301.0
4392935.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.499056935310364,Barack Obama,Jeff Merkley,Female,White,45-49,Independent,Liberal,,High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,Too conservative,,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Neither of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Catholic,,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97013.0
4392930.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.831124067306519,John McCain,Gordon Smith,Male,White,50-59,Republican,Conservative,,College graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,About right,About the right amount,Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Shares my values,The single most important factor,Mormon/LDS,Before that,Neither of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,,,,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,1.0,Suburbs and capital,West,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,97223.0
4392926.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.025811705738306,John McCain,Other,Female,White,75 or over,Independent,Liberal,,Some college or associate degree,No,Strongly disapprove,No,Omit,Neither of them,Too liberal,,Neither of them,Strongly disapprove,The war in Iraq,Not so good,Very worried,No,Cares about people like me,The single most important factor,Catholic,Earlier in October,Omit,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,,,,,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Omit,Omit,Catholic,,All others,All others,All others,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97013.0
4392924.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.769836485385895,Barack Obama,Jeff Merkley,Male,,65-74,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Too conservative,Too often,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Somewhat worried,No,Can bring about needed change,One of several important factors,None,Before that,Neither of them,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,College graduate,More than High school graduate,,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,,,,,,Important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,All others,All others,,Suburbs,Suburbs,3.0,Suburbs and capital,West,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97055.0
4392923.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.998113870620728,Barack Obama,Jeff Merkley,Female,White,45-49,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Too conservative,Too often,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Something else,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Something else,No,All others,All others,All others,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0
4392921.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.622000634670258,John McCain,Gordon Smith,Female,White,65-74,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Continue George W. Bush's policies,Only John McCain,Too liberal,,Only John McCain,Somewhat approve,The economy,Not so good,Somewhat worried,No,Has the right experience,A minor factor,Protestant,Sometime in September,Both of them,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97013.0
4392920.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.499056935310364,Barack Obama,Jeff Merkley,Female,White,45-49,Democrat,Moderate,,College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,About right,Too often,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Somewhat worried,No,Shares my values,Not a factor at all,None,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,None,,All others,All others,All others,Suburbs,Suburbs,1.0,Suburbs and capital,West,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale,97229.0
4392919.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.737996220588684,Barack Obama,Gordon Smith,Female,White,60-64,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Take the country in a different direction,Both of them,About right,Not often enough,Both of them,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Protestant,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",5.0,Suburbs and capital,West,Suburb,Urban,Urban Core,Downscale,97301.0
4392918.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.629605710506439,Barack Obama,Jeff Merkley,Male,White,65-74,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Too conservative,Too often,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0
4392916.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.658170163631439,Barack Obama,Jeff Merkley,Female,White,65-74,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Too conservative,Too often,Only Barack Obama,Strongly disapprove,Energy policy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,None,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Suburbs and capital,West,Suburb,Urban,Urban Core,Downscale,97301.0
4392912.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.28423583507538,Barack Obama,Jeff Merkley,Male,White,60-64,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Too conservative,Too often,Only Barack Obama,Strongly disapprove,Omit,Poor,Very worried,No,Can bring about needed change,Not a factor at all,None,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,None,No,All others,All others,All others,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,Urban Perimeter,Very upscale,97034.0
4392909.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.19003486633301,John McCain,Jeff Merkley,Male,White,30-39,Independent,Conservative,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,,,Both of them,Somewhat disapprove,The war in Iraq,Poor,Very worried,No,Has the right experience,Not a factor at all,Other Christian,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,5.0,Suburbs and capital,West,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,97361.0
4392908.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.634361684322357,John McCain,Gordon Smith,Female,White,60-64,Republican,Moderate,"$75,000-$99,999",College graduate,No,Strongly approve,No,Take the country in a different direction,Only John McCain,Too liberal,About the right amount,Only John McCain,Strongly approve,The war in Iraq,Good,Not too worried,No,Has the right experience,The single most important factor,Mormon/LDS,Before that,Only Barack Obama,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,3.0,Suburbs and capital,West,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,97222.0
4392906.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.642117917537689,Barack Obama,Jeff Merkley,Male,White,60-64,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,,Continue George W. Bush's policies,Only Barack Obama,,Too often,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,Can bring about needed change,Not a factor at all,,Sometime in September,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,,Yes,All others,,,"Cities 50,000-500,000","Cities over 50,000",5.0,Suburbs and capital,West,Suburb,Urban,Urban Core,Downscale,97301.0
4392904.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.41440236568451,Barack Obama,Gordon Smith,Female,White,40-44,Republican,Liberal,"$50,000-$74,999",High school graduate,No,Strongly disapprove,,Continue George W. Bush's policies,Only Barack Obama,About right,Too often,Only Barack Obama,Strongly disapprove,Health care,Not so good,Very worried,No,Can bring about needed change,The single most important factor,Other Christian,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,,,Suburbs,Suburbs,3.0,Suburbs and capital,West,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,97023.0
4392901.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.943262875080109,John McCain,Gordon Smith,Female,White,45-49,Independent,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,,Continue George W. Bush's policies,Only John McCain,Too liberal,About the right amount,Only John McCain,Somewhat approve,Omit,Poor,Very worried,No,Has the right experience,One of several important factors,Protestant,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,,,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0
4392898.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.167812496423721,Barack Obama,Jeff Merkley,Female,White,60-64,Independent,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,Too conservative,Too often,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Protestant,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,97071.0
4392897.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.00097823143005,Barack Obama,Jeff Merkley,Male,White,75 or over,Independent,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Too conservative,Too often,Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Somewhat worried,No,Cares about people like me,Not a factor at all,Protestant,Before that,Only Barack Obama,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,5.0,Suburbs and capital,West,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97338.0
4392896.0,Oregon,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.902325451374054,John McCain,Gordon Smith,Male,White,45-49,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,About right,About the right amount,Neither of them,Strongly approve,Energy policy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Catholic,Earlier in October,Neither of them,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Catholic,No,All others,All others,All others,Suburbs,Suburbs,5.0,Suburbs and capital,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0
