ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSAK08,SENAK08,HSEAK08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ANWR,PALIN4,STEVENS,GUNOWNER,ISSUE08,NECWORRY,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,PALIN2,STEVENSA,STEVENSB,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAK,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4450603.0,Alaska,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.988999783992767,John McCain,Ted Stevens,Don Young,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Yes,Favor,Strongly approve,Not a factor at all,Yes,The economy,Somewhat worried,Has the right experience,A minor factor,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-64,Approve,Not important,Not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99603.0
4473842.0,Alaska,38.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.15905356407166,Barack Obama,Did not vote,Did not vote,Female,Other,18-24,Something else,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,Yes,Omit,Omit,Omit,Yes,Health care,Omit,Omit,Not a factor at all,Just today,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Omit,Omit,Omit,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Omit,Independent/Something else,Non black non Democrat,All other,All others,Alaska Native,All others,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99603.0
4473853.0,Alaska,38.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.695612370967865,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Favor,Strongly disapprove,One of several important factors,Yes,The war in Iraq,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-64,Disapprove,Important,A factor,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99603.0
4473895.0,Alaska,38.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.695612370967865,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,45-49,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,Favor,Somewhat approve,A minor factor,Yes,The economy,Somewhat worried,Can bring about needed change,Not a factor at all,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-64,Approve,Not important,A factor,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99603.0
4473962.0,Alaska,38.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.726782917976379,John McCain,Ted Stevens,Don Young,Female,Other,18-24,Republican,Conservative,"Under $15,000",Did not complete high school,No,Somewhat approve,Yes,Oppose,Strongly approve,One of several important factors,Yes,The war in Iraq,Somewhat worried,Shares my values,Not a factor at all,Sometime in September,Approve,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Approve,Important,A factor,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Alaska Native,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99603.0
4473996.0,Alaska,38.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.988999783992767,John McCain,Ted Stevens,Don Young,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Strongly approve,Yes,Favor,Strongly approve,Not a factor at all,Yes,Health care,Somewhat worried,Has the right experience,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Approve,Not important,Not a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99603.0
4474106.0,Alaska,38.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.736691892147064,John McCain,Ted Stevens,Don Young,Female,White,45-49,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,Favor,Strongly approve,One of several important factors,Yes,Terrorism,Somewhat worried,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-64,Approve,Important,A factor,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99603.0
4473984.0,Alaska,38.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.695612370967865,Barack Obama,Mark Begich,Ethan Berkowitz,Female,Asian,45-49,Republican,,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,,Omit,Omit,Not a factor at all,Yes,The economy,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,Omit,Not important,Not a factor,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Asian,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99603.0
4473878.0,Alaska,38.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.933851063251495,Barack Obama,Mark Begich,Ethan Berkowitz,Male,White,50-59,Something else,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,Yes,Oppose,Somewhat disapprove,Not a factor at all,,Energy policy,Not at all worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-64,Disapprove,Not important,Not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99603.0
4429115.0,Alaska,38.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12486827373505,Other,Other,Don Wright,Male,Other,18-24,Independent,Conservative,"Under $15,000",Postgraduate study,,Strongly approve,,Favor,Somewhat approve,Not a factor at all,,The economy,Very worried,Shares my values,One of several important factors,In the last three days,Approve,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Approve,Not important,Not a factor,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99603.0
4450521.0,Alaska,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.10165274143219,John McCain,Ted Stevens,Don Young,Female,White,65-74,Republican,Conservative,,Some college or associate degree,,Somewhat approve,,Favor,Omit,One of several important factors,,Terrorism,Somewhat worried,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Omit,Important,A factor,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99603.0
4431925.0,Alaska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.54609954357147,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Oppose,Somewhat disapprove,One of several important factors,No,Health care,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-64,Disapprove,Important,A factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4432395.0,Alaska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.75027525424957,John McCain,Other,Don Young,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Strongly approve,No,Favor,Strongly approve,The single most important factor,No,Terrorism,Somewhat worried,Omit,Not a factor at all,Sometime in September,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Approve,Important,A factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4450240.0,Alaska,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.54709696769714,Barack Obama,Ted Stevens,Ethan Berkowitz,Male,Hispanic/Latino,30-39,Independent,Conservative,"$75,000-$99,999",High school graduate,Yes,Somewhat disapprove,No,Favor,Somewhat disapprove,Not a factor at all,No,The economy,Somewhat worried,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,Disapprove,Not important,Not a factor,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4473833.0,Alaska,34.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.25115692615509,Barack Obama,Mark Begich,Did not vote,Female,Other,18-24,Independent,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,No,Favor,Strongly disapprove,One of several important factors,No,Health care,Very worried,Cares about people like me,Not a factor at all,Sometime last week,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Disapprove,Important,A factor,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Alaska Native,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4473841.0,Alaska,34.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.54709696769714,Barack Obama,Mark Begich,Ethan Berkowitz,Female,Other,65-74,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Favor,Strongly disapprove,Not a factor at all,No,The economy,Not at all worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,All other,Other,Disapprove,Not important,Not a factor,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not worried,Democrat,Non black Democrat,All other,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4473868.0,Alaska,34.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.70491075515747,John McCain,Did not vote,Ethan Berkowitz,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,Favor,Strongly approve,The single most important factor,No,The economy,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Approve,Important,A factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4473927.0,Alaska,34.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.54709696769714,Barack Obama,Mark Begich,Ethan Berkowitz,Male,White,45-49,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Oppose,Strongly disapprove,One of several important factors,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-64,Disapprove,Important,A factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4473983.0,Alaska,34.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.668252468109131,Barack Obama,Mark Begich,Don Young,Female,Black,40-44,Republican,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,Favor,Somewhat disapprove,One of several important factors,No,The war in Iraq,Very worried,Can bring about needed change,One of several important factors,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,Disapprove,Important,A factor,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4432690.0,Alaska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.58826231956482,Barack Obama,Ted Stevens,Don Young,Male,Black,30-39,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Favor,Somewhat approve,A minor factor,No,The economy,Very worried,Has the right experience,A minor factor,Before that,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Approve,Not important,A factor,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4432691.0,Alaska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.58826231956482,Barack Obama,Ted Stevens,Don Young,Male,Black,30-39,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Favor,Somewhat approve,A minor factor,No,The economy,Very worried,Has the right experience,A minor factor,Before that,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Approve,Not important,A factor,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4450119.0,Alaska,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.75027525424957,John McCain,Ted Stevens,Don Young,Female,Other,18-24,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,Yes,Favor,Strongly approve,Not a factor at all,No,The economy,Somewhat worried,Shares my values,The single most important factor,Before that,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Approve,Not important,Not a factor,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Alaska Native,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4450720.0,Alaska,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.198630526661873,John McCain,Mark Begich,Other,Male,White,65-74,Independent,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,Favor,Strongly approve,One of several important factors,No,Terrorism,Not too worried,Shares my values,One of several important factors,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Approve,Important,A factor,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4450869.0,Alaska,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.54709696769714,Barack Obama,Mark Begich,Ethan Berkowitz,Male,White,18-24,Something else,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,Yes,Favor,Strongly approve,One of several important factors,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Just today,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Approve,Important,A factor,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4473882.0,Alaska,34.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.75027525424957,John McCain,Ted Stevens,Don Young,Male,White,30-39,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Favor,Somewhat approve,A minor factor,No,Energy policy,Somewhat worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Approve,Not important,A factor,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4431423.0,Alaska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.70491075515747,John McCain,Mark Begich,Ethan Berkowitz,Female,White,40-44,Republican,Moderate,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,No,Favor,Strongly approve,The single most important factor,Yes,The economy,Very worried,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Approve,Important,A factor,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4431492.0,Alaska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.533472537994385,Barack Obama,,,Female,White,30-39,Democrat,Liberal,,Postgraduate study,No,Strongly disapprove,No,Oppose,Omit,Omit,Yes,The economy,Very worried,Can bring about needed change,A minor factor,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Omit,Omit,Omit,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4431695.0,Alaska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.75027525424957,John McCain,Ted Stevens,Don Young,Male,White,40-44,Independent,Moderate,"$200,000 or more",College graduate,No,Somewhat disapprove,No,Favor,Somewhat approve,One of several important factors,Yes,Energy policy,Not too worried,Has the right experience,One of several important factors,Earlier in October,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Approve,Important,A factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4431767.0,Alaska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.69073712825775,John McCain,Did not vote,Don Wright,Female,White,25-29,Independent,Conservative,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,Favor,Strongly approve,The single most important factor,Yes,The economy,Very worried,Shares my values,Not a factor at all,In the last three days,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Approve,Important,A factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
4431850.0,Alaska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.70491075515747,John McCain,Mark Begich,Ethan Berkowitz,Female,Other,45-49,Independent,,,Postgraduate study,,Strongly disapprove,No,Favor,Strongly approve,A minor factor,Yes,Health care,Very worried,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,Approve,Not important,A factor,College graduate,More than High school graduate,Non white college degree,,,,,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,99502.0
