ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSTX08,SENTX08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,SPANISHQ,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
4442901.0,Texas,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.548135578632355,Barack Obama,Rick Noriega,Male,Hispanic/Latino,60-64,Democrat,Moderate,,High school graduate,Yes,Omit,Yes,The war in Iraq,Somewhat worried,English,Before that,Omit,Non black male,Latino men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,15.0,South-Central,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4442803.0,Texas,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.365654051303864,Barack Obama,Rick Noriega,Female,Hispanic/Latino,45-49,Democrat,Moderate,"$50,000-$74,999",High school graduate,Yes,Strongly disapprove,Yes,The economy,Very worried,English,Sometime in September,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,15.0,South-Central,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4413282.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.626968026161194,Barack Obama,Rick Noriega,Female,Hispanic/Latino,30-39,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,Yes,Somewhat disapprove,No,Health care,Very worried,English,Just today,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4413281.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.626968026161194,Barack Obama,Rick Noriega,Female,Hispanic/Latino,30-39,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,Yes,Somewhat disapprove,No,Health care,Very worried,English,Just today,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4413210.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.626968026161194,Barack Obama,Rick Noriega,Female,Hispanic/Latino,30-39,Democrat,Conservative,"$75,000-$99,999",Some college or associate degree,Yes,Somewhat approve,No,Omit,Very worried,English,Before that,Approve,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4413144.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.909151554107666,Barack Obama,Rick Noriega,Female,Hispanic/Latino,60-64,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,Yes,Somewhat approve,No,Energy policy,Very worried,English,Before that,Approve,Non black female,Latino women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4408227.0,Texas,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.421298444271088,Barack Obama,Rick Noriega,Male,Black,50-59,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,English,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,5.0,East,South,Low Density Rural,Rural,Rural,Downscale
4413078.0,Texas,100.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.626968026161194,Barack Obama,Rick Noriega,Female,Hispanic/Latino,45-49,Democrat,,,Some college or associate degree,Yes,,,,Somewhat worried,English,Before that,,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4413071.0,Texas,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.316711574792862,Barack Obama,Rick Noriega,Male,Black,18-24,Independent,Liberal,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Yes,The economy,Somewhat worried,English,Sometime in September,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,21.0,West,South,Extremely Low Density Rural,Rural,Rural,Upscale
4413045.0,Texas,73.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.378988325595856,Barack Obama,Rick Noriega,Male,White,,Independent,Liberal,,,No,Strongly disapprove,No,The economy,Very worried,English,Sometime in September,Disapprove,Non black male,White men,White male,White male,,,,,,,,,,,,,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,East,South,Low Density Rural,Rural,Rural,Downscale
4412982.0,Texas,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.323415249586105,Barack Obama,Rick Noriega,Female,,50-59,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Health care,Somewhat worried,English,Before that,Disapprove,,,,,45-65,30-59,45+,45-59,50-64,18-64,,,,No college degree,More than High school graduate,,Less than 100k,Less than 50k,Less than 50 thousand,,Worried,Independent/Something else,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,21.0,West,South,Extremely Low Density Rural,Rural,Rural,Upscale
4412911.0,Texas,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.350217640399933,Barack Obama,Rick Noriega,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,Health care,Very worried,English,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,21.0,West,South,Extremely Low Density Rural,Rural,Rural,Upscale
4412859.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.909151554107666,Barack Obama,Rick Noriega,Female,Hispanic/Latino,60-64,Democrat,Moderate,"Under $15,000",High school graduate,Yes,Strongly disapprove,No,Health care,Very worried,English,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4412840.0,Texas,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.350217640399933,Barack Obama,Rick Noriega,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,English,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,21.0,West,South,Extremely Low Density Rural,Rural,Rural,Upscale
4412796.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.626968026161194,Barack Obama,Rick Noriega,Female,Hispanic/Latino,50-59,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,Yes,Strongly disapprove,No,Omit,Very worried,English,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4412715.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.578985750675201,Barack Obama,Rick Noriega,Female,Hispanic/Latino,50-59,Democrat,Liberal,"$15,000-$29,999",Did not complete high school,Yes,Strongly disapprove,Yes,Omit,Somewhat worried,English,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4412633.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.626968026161194,Barack Obama,Rick Noriega,Female,Hispanic/Latino,40-44,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,Yes,Strongly approve,No,The war in Iraq,Very worried,English,Before that,Approve,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4412490.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.648144900798798,Barack Obama,Rick Noriega,Male,Hispanic/Latino,30-39,Democrat,,,High school graduate,Yes,Omit,,The economy,Very worried,English,Earlier in October,Omit,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4412431.0,Texas,73.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.385261207818985,Barack Obama,Rick Noriega,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,,,,,English,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,No,,"Cities 10,000-50,000",Small Cities/Rural,6.0,East,South,Low Density Rural,Rural,Rural,Downscale
4412378.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.909151554107666,Barack Obama,Rick Noriega,Female,Hispanic/Latino,65-74,Democrat,Moderate,"$15,000-$29,999",Did not complete high school,Yes,Somewhat disapprove,No,The economy,Very worried,English,Earlier in October,Disapprove,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4407472.0,Texas,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.391682237386703,Barack Obama,Rick Noriega,Female,White,45-49,Independent,Conservative,"Under $15,000",High school graduate,No,Somewhat approve,Yes,Omit,Somewhat worried,English,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,5.0,East,South,Low Density Rural,Rural,Rural,Downscale
4412320.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.939859628677368,Barack Obama,Rick Noriega,Male,Hispanic/Latino,65-74,Democrat,Conservative,"Under $15,000",College graduate,Yes,Strongly disapprove,Yes,The economy,Very worried,English,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4411979.0,Texas,73.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.348648279905319,Barack Obama,Rick Noriega,Female,,25-29,Democrat,Moderate,"Under $15,000",Did not complete high school,No,,Yes,,,English,Before that,,,,,,18-29,18-29,18-44,18-29,25-29,18-64,,,,No college degree,High school graduate or less,,Less than 100k,Less than 50k,Less than 50 thousand,,,Democrat,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,East,South,Low Density Rural,Rural,Rural,Downscale
4443115.0,Texas,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.378004610538483,Barack Obama,Rick Noriega,Male,White,50-59,Democrat,Conservative,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,English,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,15.0,South-Central,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4411374.0,Texas,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.597989141941071,Barack Obama,Rick Noriega,Female,Black,50-59,Democrat,Moderate,"Under $15,000",High school graduate,No,Somewhat disapprove,Yes,The economy,Somewhat worried,English,Just today,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,13.0,West,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4410817.0,Texas,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.65826690196991,Barack Obama,Rick Noriega,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,English,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,13.0,West,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4411510.0,Texas,73.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.371796846389771,Barack Obama,Rick Noriega,Female,White,25-29,Independent,,,High school graduate,No,,No,,,English,Earlier in October,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,East,South,Low Density Rural,Rural,Rural,Downscale
4412935.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.584018528461456,Barack Obama,Rick Noriega,Female,Hispanic/Latino,25-29,Democrat,Liberal,"$30,000-$49,999",College graduate,Yes,Somewhat disapprove,No,The economy,Very worried,English,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4443135.0,Texas,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.530226290225983,Barack Obama,Rick Noriega,Female,Hispanic/Latino,60-64,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,Yes,Somewhat disapprove,Yes,The economy,Very worried,English,Just today,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,15.0,South-Central,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4412577.0,Texas,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.626968026161194,Barack Obama,Rick Noriega,Female,Hispanic/Latino,40-44,Democrat,Liberal,"$15,000-$29,999",Did not complete high school,Yes,Strongly disapprove,No,The economy,Very worried,English,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,23.0,Hispanic South,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4442759.0,Texas,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.530226290225983,Barack Obama,Rick Noriega,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,English,Sometime in September,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,15.0,South-Central,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4443155.0,Texas,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.378004610538483,Barack Obama,Rick Noriega,Male,Hispanic/Latino,45-49,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,Yes,Strongly disapprove,No,Health care,Very worried,English,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,15.0,South-Central,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4413898.0,Texas,73.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.438819587230682,Barack Obama,Rick Noriega,Female,White,65-74,Democrat,Liberal,"$100,000-$149,999",High school graduate,No,,,The economy,,English,Before that,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,East,South,Low Density Rural,Rural,Rural,Downscale
4443032.0,Texas,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.530226290225983,Barack Obama,Rick Noriega,Female,Hispanic/Latino,65-74,Democrat,Liberal,"Under $15,000",Did not complete high school,Yes,Somewhat approve,Yes,The war in Iraq,Not at all worried,English,Omit,Approve,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Omit,Omit,Omit,No,All others,"Cities 10,000-50,000",Small Cities/Rural,15.0,South-Central,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4442880.0,Texas,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.510161638259888,John McCain,Rick Noriega,Male,White,50-59,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,English,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,15.0,South-Central,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4412747.0,Texas,73.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.375625044107437,John McCain,Rick Noriega,Female,White,45-49,Democrat,Conservative,"$15,000-$29,999",College graduate,No,,,,,English,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,No,,"Cities 10,000-50,000",Small Cities/Rural,6.0,East,South,Low Density Rural,Rural,Rural,Downscale
