ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSSC08,SENSC08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4408928.0,South Carolina,119.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.941172778606415,John McCain,Lindsey Graham,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",College graduate,No,Strongly approve,Yes,The economy,Good,Somewhat worried,Yes,Has the right experience,A minor factor,In the last three days,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,5.0,Piedmont,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,29730.0
4404260.0,South Carolina,113.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.943232715129852,John McCain,Lindsey Graham,Male,White,50-59,Republican,Conservative,"$150,000-$199,999",Postgraduate study,No,Strongly approve,Yes,Terrorism,Poor,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,Piedmont,South,Suburb,Rural,Rural,Very upscale,29307.0
4406563.0,South Carolina,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.607787489891052,John McCain,Lindsey Graham,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,Yes,Energy policy,Good,Somewhat worried,No,Shares my values,A minor factor,Sometime in September,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,6.0,Midlands,South,Suburb,Rural,Rural,Downscale,29115.0
4406552.0,South Carolina,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29973971843719,John McCain,Lindsey Graham,Male,White,65-74,Republican,Conservative,"$50,000-$74,999",Postgraduate study,,Somewhat approve,No,Energy policy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Low Country,South,Low Density Rural,Rural,Rural,Downscale,29488.0
4406546.0,South Carolina,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.988267302513123,John McCain,Lindsey Graham,Female,White,30-39,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Poor,Very worried,Yes,Shares my values,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Midlands,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29073.0
4411199.0,South Carolina,84.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39038550853729,John McCain,Lindsey Graham,Female,White,60-64,Republican,Conservative,,College graduate,No,Somewhat approve,No,The economy,Not so good,Somewhat worried,No,Shares my values,A minor factor,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,3.0,Piedmont,South,Low Density Rural,Rural,Rural,Downscale,29696.0
4413514.0,South Carolina,16.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.734466016292572,John McCain,Lindsey Graham,Female,White,18-24,Republican,Moderate,"$15,000-$29,999",College graduate,No,,Yes,The economy,Poor,,No,Shares my values,Not a factor at all,Sometime last week,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Low Country,South,High Density Urban,Urban,Urban Core,Very upscale,29401.0
4408846.0,South Carolina,73.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.6209841966629,John McCain,Lindsey Graham,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,,Yes,The war in Iraq,Not so good,,No,Shares my values,Not a factor at all,Sometime in September,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Midlands,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,29172.0
4406509.0,South Carolina,103.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.927769899368286,John McCain,Lindsey Graham,Male,White,45-49,Republican,Conservative,"$150,000-$199,999",Some college or associate degree,No,Somewhat disapprove,Yes,Terrorism,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Piedmont,South,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,29070.0
4408834.0,South Carolina,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00023412704468,John McCain,Lindsey Graham,Female,White,40-44,Independent,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,No,The economy,Good,Very worried,No,Shares my values,Not a factor at all,Sometime last week,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Pee Dee,South,Town,80s Suburbs,Urban Perimeter,Upscale,29579.0
4404114.0,South Carolina,113.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.876169323921204,John McCain,Lindsey Graham,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,Piedmont,South,Suburb,Rural,Rural,Very upscale,29307.0
4406485.0,South Carolina,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.607787489891052,John McCain,Lindsey Graham,Male,White,30-39,Independent,Moderate,"$30,000-$49,999",College graduate,,Omit,Yes,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Omit,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,6.0,Midlands,South,Suburb,Rural,Rural,Downscale,29115.0
4413455.0,South Carolina,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27087247371674,John McCain,Lindsey Graham,Female,White,65-74,Independent,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Energy policy,Not so good,Very worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Low Country,South,Suburb,Rural,Rural,Very upscale,29928.0
4408777.0,South Carolina,119.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.874255836009979,John McCain,Lindsey Graham,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat approve,Yes,Energy policy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Sometime last week,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,5.0,Piedmont,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,29730.0
4411105.0,South Carolina,84.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.86180591583252,John McCain,Lindsey Graham,Female,White,40-44,Something else,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,Piedmont,South,Low Density Rural,Rural,Rural,Downscale,29696.0
4412800.0,South Carolina,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.787727832794189,John McCain,Lindsey Graham,Female,White,45-49,Republican,Moderate,"$200,000 or more",Some college or associate degree,No,Somewhat approve,No,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Low Country,South,Suburb,Rural,Rural,Very upscale,29928.0
4408740.0,South Carolina,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07679355144501,John McCain,Lindsey Graham,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Good,Very worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Pee Dee,South,Town,80s Suburbs,Urban Perimeter,Upscale,29579.0
4406395.0,South Carolina,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.988267302513123,John McCain,Lindsey Graham,Female,White,30-39,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Midlands,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29073.0
4406375.0,South Carolina,103.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39038550853729,John McCain,Lindsey Graham,Female,White,65-74,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Piedmont,South,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,29070.0
4410781.0,South Carolina,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.938752830028534,John McCain,Lindsey Graham,Female,White,50-59,Independent,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly approve,Yes,Terrorism,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Piedmont,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,29690.0
4406351.0,South Carolina,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.746707141399384,John McCain,Lindsey Graham,Female,White,18-24,Republican,Moderate,"$100,000-$149,999",High school graduate,No,Somewhat approve,Yes,Terrorism,Good,Somewhat worried,Yes,Shares my values,Not a factor at all,Sometime in September,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,6.0,Low Country,South,Low Density Rural,Rural,Rural,Downscale,29488.0
4411003.0,South Carolina,84.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.86180591583252,John McCain,Lindsey Graham,Female,White,30-39,Republican,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat approve,Yes,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Sometime in September,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,Piedmont,South,Low Density Rural,Rural,Rural,Downscale,29696.0
4410954.0,South Carolina,8.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.831490516662598,John McCain,Lindsey Graham,Female,White,30-39,Republican,Moderate,"$200,000 or more",College graduate,No,Somewhat approve,Yes,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Low Country,South,Low Density Rural,Rural,Rural,Very downscale,29936.0
4408615.0,South Carolina,108.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.904402554035187,John McCain,Lindsey Graham,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,The economy,Not so good,Somewhat worried,Yes,Shares my values,The single most important factor,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Piedmont,South,Town,Rural,Rural,Very upscale,29302.0
4413243.0,South Carolina,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.36814713478088,John McCain,Lindsey Graham,Male,White,65-74,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,No,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,Low Country,South,Suburb,Rural,Rural,Very upscale,29928.0
4403909.0,South Carolina,113.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.943232715129852,John McCain,Lindsey Graham,Male,White,50-59,Republican,Moderate,"$200,000 or more",College graduate,No,Somewhat disapprove,Yes,Terrorism,Good,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,Piedmont,South,Suburb,Rural,Rural,Very upscale,29307.0
4406227.0,South Carolina,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.59441065788269,John McCain,Lindsey Graham,Female,White,60-64,Republican,Liberal,"$75,000-$99,999",High school graduate,No,Somewhat approve,Yes,Omit,Good,Somewhat worried,No,Omit,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Midlands,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29073.0
4408546.0,South Carolina,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07679355144501,John McCain,Lindsey Graham,Male,White,30-39,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,No,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Pee Dee,South,Town,80s Suburbs,Urban Perimeter,Upscale,29579.0
4408353.0,South Carolina,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07679355144501,John McCain,Lindsey Graham,Male,White,50-59,Republican,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,No,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Pee Dee,South,Town,80s Suburbs,Urban Perimeter,Upscale,29579.0
4410609.0,South Carolina,8.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.829674601554871,John McCain,Lindsey Graham,Female,White,25-29,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,The war in Iraq,Good,Somewhat worried,No,Has the right experience,Not a factor at all,Earlier in October,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Low Country,South,Low Density Rural,Rural,Rural,Very downscale,29936.0
4408520.0,South Carolina,108.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.4623019695282,John McCain,Lindsey Graham,Female,White,65-74,Republican,Conservative,"$150,000-$199,999",Postgraduate study,No,Somewhat approve,Yes,The economy,Not so good,Very worried,No,Shares my values,One of several important factors,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Piedmont,South,Town,Rural,Rural,Very upscale,29302.0
4406141.0,South Carolina,103.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.49680781364441,John McCain,Lindsey Graham,Male,White,60-64,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Not so good,Not too worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Piedmont,South,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,29070.0
