ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWA08,GOVWA08,WAINIT1000,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,WAVT2004,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4394594.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Christine Gregoire,,Female,Hispanic/Latino,75 or over,Republican,Moderate,,High school graduate,Yes,Somewhat approve,No,Omit,Omit,Christine Gregoire,Both of them,Strongly approve,Omit,Not so good,Very worried,No,Can bring about needed change,The single most important factor,Protestant,Earlier in October,Both of them,No one does,Approve,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Omit,Omit,,,,,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Non-white,,All others,All others,All others,Suburbs,Suburbs,9.0,West,West,Suburb,70s Suburbs,Urban Perimeter,Upscale,98503.0
4394538.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Dino Rossi,,Female,White,40-44,Something else,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Both of them,Dino Rossi,Both of them,Somewhat approve,Omit,Poor,Very worried,No,Shares my values,Not a factor at all,Other Christian,Omit,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Omit,Omit,Omit,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,2.0,Urban Puget Sound,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,98292.0
4395726.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Dino Rossi,Did not vote,Male,White,18-24,Independent,Moderate,,High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,Did not vote,Neither of them,Strongly disapprove,Health care,Not so good,Very worried,Yes,Cares about people like me,Not a factor at all,Jewish,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,,,,,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Jewish,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Jewish,,All others,All others,All others,Suburbs,Suburbs,1.0,Urban Puget Sound,West,Suburb,70s Suburbs,Urban Perimeter,Very upscale,98110.0
4395169.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Other,Yes,Male,Hispanic/Latino,30-39,Something else,Moderate,"$75,000-$99,999",College graduate,Yes,Somewhat approve,Yes,Take the country in a different direction,Neither of them,Someone else,Both of them,Somewhat approve,The war in Iraq,Not so good,Omit,No,Omit,Not a factor at all,Catholic,Earlier in October,Both of them,No one does,Approve,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Omit,Independent/Something else,Non black non Democrat,Latino Independents,All others,Asian,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,3.0,West,West,Low Density Rural,Rural,Rural,Downscale,98625.0
4395104.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Other,Yes,Female,Hispanic/Latino,30-39,Independent,Conservative,"$50,000-$74,999",High school graduate,Yes,Strongly disapprove,No,Take the country in a different direction,Neither of them,Someone else,Neither of them,Strongly disapprove,The war in Iraq,Poor,Not too worried,No,Cares about people like me,Not a factor at all,Other Christian,Before that,Neither of them,No one does,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,East,West,Suburb,Urban,Urban Core,Very upscale,99208.0
4394859.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Other,Yes,Male,Asian,45-49,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Omit,Neither of them,Omit,Neither of them,Omit,Omit,Poor,Not too worried,No,Shares my values,Not a factor at all,Mormon/LDS,Before that,Both of them,"Yes, I do and someone else does",Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is not,Omit,Not so good/Poor,Not worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Non-white,No,All others,All others,All others,Suburbs,Suburbs,2.0,Urban Puget Sound,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,98270.0
4395454.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Other,Yes,Male,Other,60-64,Independent,Liberal,"$50,000-$74,999",High school graduate,No,Strongly approve,No,Take the country in a different direction,Both of them,Someone else,Neither of them,Strongly approve,The economy,Poor,Very worried,No,Has the right experience,Omit,Something else,Before that,Both of them,"Yes, I do",Approve,Non black male,All other races,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,All other,Other,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,Omit,Omit,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Non-white,No,All others,All others,All others,Suburbs,Suburbs,1.0,Urban Puget Sound,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,98380.0
4395529.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Did not vote,Yes,Male,White,75 or over,Independent,,,College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only John McCain,Christine Gregoire,Neither of them,Strongly disapprove,Omit,Poor,Very worried,No,Omit,Not a factor at all,Something else,Omit,Omit,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,,,,,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Something else,Omit,Omit,Omit,Omit,Omit,No,No,No,Something else,,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,East,West,Suburb,Urban,Urban Core,Very downscale,99202.0
4394801.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Other,No,Female,White,50-59,Independent,Conservative,,Some college or associate degree,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Dino Rossi,Both of them,Omit,Health care,Not so good,Very worried,No,Omit,Not a factor at all,Catholic,Omit,Both of them,"Yes, I do",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,,,,,John McCain is,Barack Obama is,Omit,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Omit,Omit,Omit,John McCain did,Barack Obama did,Yes,I am,Yes,Catholic,,All others,All others,All others,Suburbs,Suburbs,9.0,King County,West,Suburb,60s Suburbs,Urban Perimeter,Very downscale,98168.0
4394541.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Other,No,Female,White,65-74,Independent,,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,Omit,Neither of them,Christine Gregoire,Neither of them,Somewhat approve,The economy,Poor,Not at all worried,No,Has the right experience,Not a factor at all,None,Omit,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,None,Omit,Omit,Omit,John McCain did,Barack Obama did,No,No,No,None,Yes,White Born-again/Evangelical Christians,All others,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Urban Puget Sound,West,High Density Urban,Urban,Urban Core,Very downscale,98408.0
4395587.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Other,No,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Neither of them,Someone else,Neither of them,Strongly disapprove,Health care,Poor,Very worried,No,Omit,One of several important factors,Other Christian,Before that,Neither of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,3.0,West,West,Extremely Low Density Rural,Rural,Rural,Very downscale,98648.0
4395495.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Other,No,Male,White,50-59,Independent,Conservative,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,Someone else,Neither of them,Somewhat approve,The economy,Poor,Not at all worried,No,Cares about people like me,Not a factor at all,Protestant,Earlier in October,Both of them,"Yes, I do",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,2.0,Urban Puget Sound,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,98270.0
4395375.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Other,Other,No,Male,Hispanic/Latino,60-64,Republican,Conservative,,Postgraduate study,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Did not vote,Both of them,Somewhat disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Omit,Only John McCain,No one does,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,,,,,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Omit,Omit,Omit,John McCain did,Barack Obama did not,No,No,No,Non-white,,All others,All others,All others,Suburbs,Suburbs,3.0,West,West,Low Density Rural,80s Suburbs,Urban Perimeter,Upscale,98512.0
4402439.0,Washington,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,0.14728632569313,John McCain,Christine Gregoire,Yes,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",High school graduate,,,No,,,,,,,,,,,,Protestant,Before that,,No one does,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,5.0,East,West,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0
4394597.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.186723247170448,Barack Obama,Christine Gregoire,Yes,Female,White,60-64,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,1.0,Urban Puget Sound,West,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,98087.0
4395512.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.192237943410873,Barack Obama,Dino Rossi,No,Female,White,65-74,Something else,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Christine Gregoire,Both of them,Somewhat disapprove,Omit,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Sometime in September,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,East,West,Suburb,Urban,Urban Core,Very upscale,99223.0
4395236.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.193247422575951,Barack Obama,Christine Gregoire,Yes,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Both of them,Christine Gregoire,Both of them,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,King County,West,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,98058.0
4395702.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.193247422575951,Barack Obama,Christine Gregoire,Yes,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Sometime in September,Both of them,"Yes, I do",Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,King County,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,98022.0
4394960.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.193545266985893,John McCain,Dino Rossi,No,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,Take the country in a different direction,Only John McCain,Dino Rossi,Only John McCain,Strongly approve,Terrorism,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,"Yes, someone else does",Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,4.0,East,West,Extremely Low Density Rural,Rural,Rural,Downscale,98858.0
4395240.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.19498199224472,John McCain,Dino Rossi,No,Female,White,60-64,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Dino Rossi,Only John McCain,Strongly approve,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,No one does,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,8.0,Urban Puget Sound,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,98391.0
4395337.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.205621212720871,Barack Obama,Christine Gregoire,Yes,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Both of them,Christine Gregoire,Both of them,Strongly disapprove,The economy,Poor,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,Sometime in September,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",5.0,East,West,Suburb,Urban,Urban Core,Very upscale,99223.0
4394993.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.208724692463875,Other,Christine Gregoire,No,Female,White,60-64,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Take the country in a different direction,Both of them,Christine Gregoire,Neither of them,Somewhat disapprove,Health care,Poor,Not too worried,No,Can bring about needed change,Not a factor at all,Protestant,Omit,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Omit,Omit,Omit,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",4.0,East,West,Low Density Rural,Urban,Urban Core,Upscale,99337.0
4395227.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.215519994497299,John McCain,Christine Gregoire,Yes,Male,White,65-74,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,No,Take the country in a different direction,Only John McCain,Christine Gregoire,Only John McCain,Strongly approve,The economy,Good,Not too worried,No,Has the right experience,Not a factor at all,Protestant,Before that,Neither of them,No one does,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",2.0,Urban Puget Sound,West,Suburb,Urban,Urban Core,Upscale,98203.0
4395368.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.223983481526375,Barack Obama,Christine Gregoire,Yes,Female,White,75 or over,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only Barack Obama,Someone else,Only Barack Obama,Strongly disapprove,Health care,Not so good,Somewhat worried,No,Cares about people like me,Not a factor at all,None,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,East,West,High Density Urban,Urban,Urban Core,Very upscale,99203.0
4395212.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.223983481526375,Barack Obama,Christine Gregoire,Yes,Female,White,75 or over,,,,Did not complete high school,No,Strongly disapprove,,Continue George W. Bush's policies,Only Barack Obama,Christine Gregoire,Only Barack Obama,Strongly disapprove,Omit,Poor,Very worried,No,Can bring about needed change,Omit,Something else,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,,,,,White,,Omit,Omit,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Something else,,All others,All others,,Rural,Small Cities/Rural,5.0,East,West,Extremely Low Density Rural,Rural,Rural,Very downscale,99141.0
