ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSSD08,SENSD08,HSESD08,SDINIT11,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4420825.0,South Dakota,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.829898834228516,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,45-49,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Southeast,Midwest,Extremely Low Density Rural,Urban,Urban Core,Very upscale,57032.0
4418449.0,South Dakota,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955846965312958,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,Yes,Energy policy,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4418393.0,South Dakota,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.724738538265228,John McCain,Joel Dykstra,Chris Lien,Yes,Female,,30-39,Republican,Moderate,"Under $15,000",High school graduate,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,,,,,30-44,30-59,18-44,30-44,30-39,18-64,,,,No college degree,High school graduate or less,,Less than 100k,Less than 50k,Less than 50 thousand,,Worried,Republican,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,Northeast,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,57381.0
4418380.0,South Dakota,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.816293954849243,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,No,Energy policy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Southeast,Midwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0
4420710.0,South Dakota,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.9717777967453,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,50-59,Democrat,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,Yes,The economy,Very worried,Just today,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4422979.0,South Dakota,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.861919701099396,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,18-24,Republican,Conservative,"Under $15,000",College graduate,No,Strongly approve,Yes,Terrorism,Not too worried,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4420630.0,South Dakota,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.829898834228516,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Strongly approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Southeast,Midwest,Low Density Rural,Rural,Rural,Downscale,57069.0
4417801.0,South Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03737354278564,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,30-39,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly approve,Yes,Terrorism,Not too worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,West,Midwest,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale,57703.0
4418223.0,South Dakota,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.858516037464142,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Suburb,Urban,Urban Core,Upscale,57701.0
4420555.0,South Dakota,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.876285076141357,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,25-29,Republican,Conservative,"Under $15,000",Postgraduate study,No,Somewhat disapprove,Yes,Health care,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Southeast,Midwest,Low Density Rural,Rural,Rural,Downscale,57069.0
4418164.0,South Dakota,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.853005349636078,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,50-59,Democrat,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,Yes,Terrorism,Not too worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Northeast,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,57381.0
4420490.0,South Dakota,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.876285076141357,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,18-24,Independent,Moderate,"$15,000-$29,999",College graduate,No,Somewhat approve,Yes,Energy policy,Very worried,Earlier in October,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Southeast,Midwest,Low Density Rural,Rural,Rural,Downscale,57069.0
4418033.0,South Dakota,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.853005349636078,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,30-39,Republican,Conservative,"$15,000-$29,999",College graduate,No,Somewhat disapprove,No,The economy,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Northeast,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,57381.0
4423639.0,South Dakota,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955846965312958,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,50-59,Independent,Conservative,"$200,000 or more",College graduate,No,Somewhat approve,Yes,Energy policy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4420209.0,South Dakota,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.41437828540802,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,75 or over,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4417357.0,South Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03737354278564,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,West,Midwest,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale,57703.0
4420063.0,South Dakota,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.995878636837006,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,The war in Iraq,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4419999.0,South Dakota,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.995878636837006,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",College graduate,No,Strongly approve,Yes,Terrorism,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4442010.0,South Dakota,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.1649534702301,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,30-39,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southeast,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,57025.0
4419385.0,South Dakota,80.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.984997987747192,John McCain,Joel Dykstra,Chris Lien,Yes,Female,,75 or over,Republican,Moderate,"$50,000-$74,999",Postgraduate study,No,,No,The economy,,Earlier in October,,,,,,65+,60+,45+,60+,65+,65+,,,,College graduate,More than High school graduate,,Less than 100k,50k or more,50 to 100 thousand,,,Republican,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Southeast,Midwest,Low Density Rural,Rural,Rural,Upscale,57078.0
4419384.0,South Dakota,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.38014948368073,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,65-74,Republican,Conservative,"$30,000-$49,999",High school graduate,,Somewhat approve,No,Terrorism,Not too worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4417566.0,South Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21472227573395,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat approve,Yes,Energy policy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,West,Midwest,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale,57703.0
4417520.0,South Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21472227573395,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,40-44,Republican,,"$75,000-$99,999",High school graduate,No,Strongly approve,No,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,West,Midwest,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale,57703.0
4417478.0,South Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03737354278564,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,40-44,Something else,Liberal,"$50,000-$74,999",High school graduate,No,Somewhat approve,No,The economy,Very worried,Sometime in September,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,West,Midwest,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale,57703.0
4419750.0,South Dakota,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21929168701172,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Suburb,Urban,Urban Core,Upscale,57701.0
4423708.0,South Dakota,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955846965312958,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,50-59,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Not too worried,Sometime in September,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
4417265.0,South Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21472227573395,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",High school graduate,No,Somewhat approve,No,Terrorism,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,West,Midwest,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale,57703.0
4421912.0,South Dakota,63.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955846965312958,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,30-39,Republican,Conservative,"$200,000 or more",Some college or associate degree,No,Somewhat approve,No,Terrorism,Somewhat worried,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4421911.0,South Dakota,63.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955846965312958,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,30-39,Republican,Conservative,"$200,000 or more",Some college or associate degree,No,Somewhat approve,No,Terrorism,Somewhat worried,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4421824.0,South Dakota,63.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955846965312958,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,Yes,Terrorism,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4421752.0,South Dakota,63.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.35752415657043,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,65-74,Republican,Moderate,"$100,000-$149,999",High school graduate,No,Somewhat approve,Yes,Energy policy,Very worried,Earlier in October,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Low Density Rural,Urban,Urban Core,Very upscale,57702.0
4421084.0,South Dakota,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.770844161510468,John McCain,Joel Dykstra,Chris Lien,Yes,Male,White,45-49,Republican,Conservative,"$30,000-$49,999",College graduate,No,Strongly approve,No,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Southeast,Midwest,Suburb,Urban,Urban Core,Very upscale,57106.0
4419232.0,South Dakota,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.858516037464142,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,Yes,Energy policy,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Midwest,Suburb,Urban,Urban Core,Upscale,57701.0
4420991.0,South Dakota,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.593612730503082,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,Terrorism,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Southeast,Midwest,Suburb,Urban,Urban Core,Very upscale,57106.0
4423829.0,South Dakota,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.816293954849243,John McCain,Joel Dykstra,Chris Lien,Yes,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very upscale,57401.0
