ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWV08,SENWV08,GOVWV08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,GOTV08,HILLPSPRT,ISSUE08,NEC,NECWORRY,QLT08,RACEISS4,TIME08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,GOTVMCCAIN,GOTVOBAMA,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,UNIONHH,UNIONMEM,UNIONVOT,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4418132.0,West Virginia,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.905926644802094,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,"No, I was not contacted",Barack Obama,The economy,Poor,Very worried,Cares about people like me,Not a factor at all,Before that,"Yes, I do",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,No,All others,Suburbs,Suburbs,3.0,Charleston/Huntington Areas,East,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale,25504.0
4420443.0,West Virginia,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05272006988525,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,65-74,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,"Yes, for Barack Obama",Hillary Clinton,The economy,Not so good,Somewhat worried,Shares my values,Not a factor at all,Before that,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,"Member in household, but not voter",No,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Ohio River,East,Extremely Low Density Rural,Rural,Rural,Very downscale,26348.0
4418105.0,West Virginia,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.928947508335114,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,18-24,Something else,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,No,"No, I was not contacted",Barack Obama,The war in Iraq,Poor,Very worried,Shares my values,Not a factor at all,Before that,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,"Member in household, but not voter",No,Yes,All others,Suburbs,Suburbs,1.0,Appalachian Highlands,East,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,26743.0
4418897.0,West Virginia,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.678478538990021,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,25-29,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,"No, I was not contacted",Barack Obama,The economy,Not so good,Somewhat worried,Shares my values,Not a factor at all,Earlier in October,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Yes,All others,Suburbs,Suburbs,2.0,Appalachian Highlands,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,25425.0
4418075.0,West Virginia,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.966431558132172,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,60-64,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,"Yes, for Barack Obama",Hillary Clinton,The economy,Not so good,Very worried,Can bring about needed change,Not a factor at all,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain did not,Barack Obama did,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Ohio River,East,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,26041.0
4418038.0,West Virginia,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.75178200006485,Barack Obama,Jay Rockefeller,Joe Manchin,Male,Hispanic/Latino,50-59,Democrat,Conservative,"$30,000-$49,999",High school graduate,Yes,Somewhat disapprove,Yes,"No, I was not contacted",Barack Obama,The economy,Poor,Very worried,Cares about people like me,One of several important factors,Before that,No one does,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,No,All others,Rural,Small Cities/Rural,1.0,Appalachian Highlands,East,Low Density Rural,Rural,Rural,Upscale,26847.0
4419819.0,West Virginia,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.678478538990021,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,18-24,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,"No, I was not contacted",Barack Obama,Terrorism,Not so good,Very worried,Cares about people like me,Not a factor at all,Before that,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Appalachian Highlands,East,Low Density Rural,Rural,Rural,Upscale,26847.0
4418014.0,West Virginia,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.905926644802094,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,50-59,Democrat,Liberal,"$100,000-$149,999",,,Strongly disapprove,,"No, I was not contacted",Barack Obama,The economy,Not so good,Very worried,Can bring about needed change,One of several important factors,Before that,"Yes, I do",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,,John McCain did not,Barack Obama did not,Democrats for Obama,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,,All others,Suburbs,Suburbs,3.0,Charleston/Huntington Areas,East,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale,25504.0
4417998.0,West Virginia,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.791349470615387,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,50-59,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,"Yes, for both Obama and McCain",Hillary Clinton,Energy policy,Poor,Very worried,Can bring about needed change,Not a factor at all,Before that,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain did,Barack Obama did,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Yes,All others,Rural,Small Cities/Rural,3.0,Appalachian Highlands,East,Low Density Rural,Rural,Rural,Very downscale,25981.0
4417996.0,West Virginia,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.67611175775528,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,30-39,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,Yes,"No, I was not contacted",Barack Obama,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,Earlier in October,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Ohio River,East,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,26041.0
4417924.0,West Virginia,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.31619894504547,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,30-39,Democrat,Liberal,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,"No, I was not contacted",Barack Obama,Energy policy,Not so good,Somewhat worried,Can bring about needed change,Not a factor at all,Earlier in October,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,No,All others,Suburbs,Suburbs,3.0,Southwest,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,25570.0
4417918.0,West Virginia,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05856168270111,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,60-64,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,"No, I was not contacted",Barack Obama,The economy,Poor,Very worried,Shares my values,Not a factor at all,Before that,"Yes, I do",Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,Yes,All others,Suburbs,Suburbs,1.0,Ohio River,East,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,26041.0
4417453.0,West Virginia,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.905926644802094,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,50-59,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,Yes,"Yes, for both Obama and McCain",Hillary Clinton,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,Earlier in October,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain did,Barack Obama did,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,"Member in household, but not voter",No,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Charleston/Huntington Areas,East,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale,25504.0
4417898.0,West Virginia,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.817593157291412,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,"No, I was not contacted",Hillary Clinton,The economy,Poor,Very worried,Can bring about needed change,One of several important factors,Before that,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain did not,Barack Obama did not,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,"Member in household, but not voter",No,No,All others,Suburbs,Suburbs,3.0,Charleston/Huntington Areas,East,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale,25504.0
4417897.0,West Virginia,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.813522219657898,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,40-44,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,"Yes, for both Obama and McCain",Hillary Clinton,The economy,Poor,Very worried,Cares about people like me,Not a factor at all,Before that,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain did,Barack Obama did,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,No,All others,Suburbs,Suburbs,2.0,Charleston/Huntington Areas,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
4419692.0,West Virginia,29.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.905926644802094,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,50-59,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,"Yes, for both Obama and McCain",Hillary Clinton,The economy,Not so good,Very worried,Shares my values,Not a factor at all,Before that,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain did,Barack Obama did,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Charleston/Huntington Areas,East,Suburb,Urban,Urban Core,Very upscale,25304.0
4417398.0,West Virginia,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.31619894504547,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,50-59,Democrat,,,High school graduate,,Strongly disapprove,Yes,"No, I was not contacted",Hillary Clinton,The economy,Poor,Somewhat worried,Can bring about needed change,One of several important factors,Earlier in October,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did not,Democrats for Clinton,,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Southwest,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,25570.0
4415516.0,West Virginia,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.920549392700195,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,30-39,Something else,,,College graduate,No,Strongly disapprove,No,"No, I was not contacted",Barack Obama,Energy policy,Poor,Very worried,Can bring about needed change,Not a factor at all,Before that,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain did not,Barack Obama did not,Non Democrats,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,,All others,Rural,Small Cities/Rural,1.0,Appalachian Highlands,East,Low Density Rural,Rural,Rural,Very downscale,26250.0
4422513.0,West Virginia,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.806687533855438,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,"No, I was not contacted",Hillary Clinton,The economy,Not so good,Very worried,Shares my values,Not a factor at all,Earlier in October,"Yes, I do",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did not,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,I am,Yes,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Ohio River,East,Extremely Low Density Rural,Rural,Rural,Very downscale,26348.0
4417844.0,West Virginia,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.732070326805115,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,25-29,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,"No, I was not contacted",Hillary Clinton,The economy,Not so good,Very worried,Can bring about needed change,Not a factor at all,Just today,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain did not,Barack Obama did not,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,No,All others,Suburbs,Suburbs,1.0,Ohio River,East,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,26041.0
4417833.0,West Virginia,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.813522219657898,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,Yes,"Yes, for both Obama and McCain",Another candidate,The economy,Poor,Very worried,Can bring about needed change,The single most important factor,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain did,Barack Obama did,Democrats for another candidate,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Charleston/Huntington Areas,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
4417813.0,West Virginia,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03270399570465,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,65-74,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,"Yes, for Barack Obama",Hillary Clinton,The economy,Poor,Very worried,Can bring about needed change,One of several important factors,Before that,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,No,All others,Rural,Small Cities/Rural,3.0,Appalachian Highlands,East,Low Density Rural,Rural,Rural,Very downscale,25981.0
4417353.0,West Virginia,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.891075432300568,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,50-59,Something else,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,"Yes, for John McCain",Another candidate,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,Earlier in October,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain did,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,No,All others,Suburbs,Suburbs,2.0,Charleston/Huntington Areas,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
4417808.0,West Virginia,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.06072092056274,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,65-74,Independent,,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,Yes,"Yes, for Barack Obama",Barack Obama,The economy,Poor,Somewhat worried,Can bring about needed change,One of several important factors,Earlier in October,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Southwest,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,25570.0
4421864.0,West Virginia,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.728030443191528,Barack Obama,Jay Rockefeller,Joe Manchin,Female,Hispanic/Latino,18-24,Independent,Liberal,,College graduate,Yes,Somewhat disapprove,Yes,"Yes, for Barack Obama",Barack Obama,The economy,Not so good,Somewhat worried,Can bring about needed change,Not a factor at all,Just today,"Yes, someone else does",Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,John McCain did not,Barack Obama did,Non Democrats,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,White,All others,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,"Member in household, but not voter",No,,All others,Rural,Small Cities/Rural,1.0,Ohio River,East,Extremely Low Density Rural,Rural,Rural,Very downscale,26348.0
4417782.0,West Virginia,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27369976043701,Barack Obama,Jay Rockefeller,Joe Manchin,Male,White,60-64,Independent,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,Yes,Omit,Barack Obama,The economy,Not so good,Not too worried,Can bring about needed change,Not a factor at all,Earlier in October,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Omit,Omit,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,"Member in household, but not voter",No,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Charleston/Huntington Areas,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
4417773.0,West Virginia,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.817593157291412,Barack Obama,Jay Rockefeller,Joe Manchin,Female,White,18-24,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,"No, I was not contacted",Barack Obama,The economy,Not so good,Somewhat worried,Cares about people like me,Not a factor at all,Sometime last week,"Yes, I do",Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,I am,Yes,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Charleston/Huntington Areas,East,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale,25504.0
