ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMO08,GOVMO08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4433403.0,Missouri,139.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.91636061668396,John McCain,Kenny Hulshof,Male,White,25-29,Something else,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Both of them,"Yes, for Barack Obama",Neither of them,The economy,Not so good,Not at all worried,No,Too liberal,Shares my values,A minor factor,Something else,Earlier in October,Both of them,No one does,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Something else,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Something else,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4433008.0,Missouri,137.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.12715363502502,,Jay Nixon,Female,White,65-74,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Catholic,Sometime in September,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Catholic,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4462841.0,Missouri,137.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.872289061546326,Barack Obama,,Male,White,25-29,Democrat,Moderate,"Under $15,000",Did not complete high school,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,The economy,Not so good,Not too worried,Yes,About right,Can bring about needed change,Not a factor at all,Other Christian,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4463745.0,Missouri,137.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.908288836479187,Barack Obama,Jay Nixon,Female,White,25-29,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,The economy,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,Catholic,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4433105.0,Missouri,137.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11772644519806,Barack Obama,Jay Nixon,Female,Black,45-49,Democrat,Moderate,"Under $15,000",High school graduate,,Strongly approve,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,The economy,Poor,Not at all worried,No,About right,Can bring about needed change,The single most important factor,,Before that,Only John McCain,No one does,Approve,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Non-white,No,All others,All others,,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4462258.0,Missouri,137.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.11615240573883,Barack Obama,Jay Nixon,Male,White,30-39,Democrat,Conservative,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Energy policy,Not so good,Not at all worried,No,About right,Cares about people like me,Not a factor at all,None,Before that,Both of them,"Yes, I do",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,None,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4432926.0,Missouri,137.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11615240573883,Barack Obama,Jay Nixon,Male,White,40-44,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,The economy,Not so good,Very worried,No,About right,Cares about people like me,One of several important factors,None,Before that,Only John McCain,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,"Member in household, but not voter",No,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4408561.0,Missouri,137.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00443780422211,Barack Obama,Jay Nixon,Female,White,45-49,Democrat,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,The war in Iraq,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Catholic,Earlier in October,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4432841.0,Missouri,137.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.12314784526825,Barack Obama,Jay Nixon,Male,Black,25-29,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,The economy,Not so good,Somewhat worried,No,About right,Cares about people like me,Not a factor at all,Other Christian,Before that,Only John McCain,"Yes, I do",Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4462996.0,Missouri,137.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.11615240573883,Barack Obama,Jay Nixon,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Take the country in a different direction,Both of them,"No, I was not contacted",Only Barack Obama,The economy,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,None,In the last three days,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,None,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4432717.0,Missouri,137.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11615240573883,Barack Obama,Jay Nixon,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Neither of them,"Yes, for Barack Obama",Only Barack Obama,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Protestant,In the last three days,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4432589.0,Missouri,137.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.00443780422211,Barack Obama,Jay Nixon,Female,White,45-49,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Only Barack Obama,Health care,Not so good,Somewhat worried,No,About right,Shares my values,One of several important factors,Protestant,Earlier in October,Only John McCain,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4461670.0,Missouri,137.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.00443780422211,Barack Obama,Jay Nixon,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,The war in Iraq,Poor,Very worried,No,About right,Can bring about needed change,One of several important factors,None,Before that,Neither of them,"Yes, I do",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Yes,I am,Yes,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4408145.0,Missouri,137.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00443780422211,Barack Obama,Jay Nixon,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,The war in Iraq,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,Other Christian,Sometime in September,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4461494.0,Missouri,137.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.11772644519806,Barack Obama,Jay Nixon,Female,Black,50-59,Democrat,Moderate,"Under $15,000",Postgraduate study,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,The war in Iraq,Not so good,Not too worried,No,About right,Can bring about needed change,Not a factor at all,Other Christian,Before that,Neither of them,"Yes, I do",Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Yes,I am,Yes,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4407968.0,Missouri,137.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24204123020172,Barack Obama,Jay Nixon,Male,Hispanic/Latino,40-44,Democrat,Conservative,"$100,000-$149,999",High school graduate,Yes,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,The economy,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,Catholic,Sometime in September,Only John McCain,"Yes, I do and someone else does",Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Black,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4461350.0,Missouri,137.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.24204123020172,Barack Obama,Jay Nixon,Male,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Other Christian,Sometime in September,Both of them,"Yes, I do",Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4407773.0,Missouri,137.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.11772644519806,Barack Obama,Jay Nixon,Female,Black,30-39,Democrat,Moderate,,Some college or associate degree,No,,Yes,,,,,,,Very worried,,,Can bring about needed change,,,Before that,,,,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,,,All others,,,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4461191.0,Missouri,137.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.11772644519806,Barack Obama,Jay Nixon,Female,Black,50-59,Democrat,Conservative,,Did not complete high school,No,,Yes,,,,,,,Not at all worried,,,Can bring about needed change,,,Before that,,,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,,,All others,,,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4410714.0,Missouri,137.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11772644519806,Barack Obama,Jay Nixon,Female,Black,50-59,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Both of them,The economy,Not so good,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,No one does,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is,Barack Obama is,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4462389.0,Missouri,137.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.908288836479187,Barack Obama,Jay Nixon,Female,White,25-29,Democrat,Conservative,"Under $15,000",Did not complete high school,No,Strongly approve,,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Health care,Poor,Very worried,No,About right,Cares about people like me,Not a factor at all,Catholic,Before that,Only John McCain,No one does,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Catholic,Yes,All others,All others,,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4410381.0,Missouri,137.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.00443780422211,Barack Obama,Jay Nixon,Female,White,30-39,Democrat,Liberal,,College graduate,No,,No,,,,,,,Very worried,,,Shares my values,,,Sometime in September,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,,,,,All others,,,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4409908.0,Missouri,137.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00443780422211,Barack Obama,Jay Nixon,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,The economy,Poor,Somewhat worried,No,About right,Can bring about needed change,One of several important factors,Catholic,Sometime in September,Only John McCain,"Yes, I do",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
4433375.0,Missouri,137.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11615240573883,Barack Obama,Jay Nixon,Male,White,30-39,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Omit,Only Barack Obama,The war in Iraq,Not so good,Very worried,No,About right,Shares my values,Not a factor at all,None,Before that,Both of them,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Omit,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,None,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,St. Louis City,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0
