ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSME08,SENME08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,GUNOWNER,ISSUE08,NEC,NECWORRY,QLT08,RACEISS4,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
4409938.0,Maine,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.773592412471771,Barack Obama,Susan Collins,Female,White,30-39,Democrat,Liberal,"Under $15,000",High school graduate,No,Strongly disapprove,Yes,Terrorism,Poor,Very worried,Can bring about needed change,Not a factor at all,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,Suburbs,Suburbs,2.0,Congressional District 2,East,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
4408662.0,Maine,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.958245635032654,John McCain,Susan Collins,Male,White,45-49,Independent,Conservative,"$200,000 or more",College graduate,No,Somewhat approve,Yes,Energy policy,Good,Somewhat worried,Has the right experience,Not a factor at all,Something else,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Excellent/Good,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,No,Suburbs,Suburbs,2.0,Congressional District 2,East,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
4409640.0,Maine,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.958245635032654,John McCain,Susan Collins,Male,White,45-49,Independent,Conservative,"$200,000 or more",College graduate,No,Somewhat approve,Yes,Energy policy,Good,Somewhat worried,Has the right experience,Not a factor at all,Something else,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Excellent/Good,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,No,Suburbs,Suburbs,2.0,Congressional District 2,East,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
4414566.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.726222097873688,Barack Obama,,Female,White,25-29,Something else,Liberal,"$30,000-$49,999",Did not complete high school,No,Strongly approve,No,Terrorism,Poor,Very worried,Cares about people like me,The single most important factor,Protestant,Just today,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,Yes,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4435689.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.76365339756012,Barack Obama,Tom Allen,Female,White,45-49,Something else,Moderate,"Under $15,000",College graduate,No,Strongly disapprove,Yes,The economy,Poor,Very worried,Can bring about needed change,One of several important factors,None,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4436111.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.835240960121155,Barack Obama,Tom Allen,Male,White,18-24,Democrat,Liberal,"Under $15,000",Did not complete high school,No,Strongly disapprove,No,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,Something else,Earlier in October,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Something else,Sometime last week or earlier,Earlier in October,In the last month or before that,Something else,Yes,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4435507.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.76365339756012,Barack Obama,Tom Allen,Female,White,45-49,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,The economy,Poor,Somewhat worried,Cares about people like me,Not a factor at all,Protestant,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,Yes,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4435399.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.76365339756012,Barack Obama,Tom Allen,Female,White,45-49,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,Health care,Not so good,Very worried,Can bring about needed change,A minor factor,Catholic,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Catholic,Yes,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4435089.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.76365339756012,Barack Obama,Tom Allen,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,The war in Iraq,Not so good,Somewhat worried,Cares about people like me,One of several important factors,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4436314.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.945934236049652,John McCain,Tom Allen,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,No,The economy,Not so good,Very worried,Has the right experience,Not a factor at all,Something else,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,Yes,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4435594.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.10536372661591,John McCain,Tom Allen,Male,White,65-74,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Yes,The economy,Poor,Somewhat worried,Has the right experience,Not a factor at all,Protestant,In the last three days,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4436634.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.722865045070648,Barack Obama,Susan Collins,Female,White,30-39,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,No,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,Catholic,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Catholic,Yes,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4436633.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.722865045070648,Barack Obama,Susan Collins,Female,White,30-39,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,No,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,Catholic,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Catholic,Yes,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4436511.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.777144014835358,Barack Obama,Susan Collins,Male,White,50-59,Democrat,Conservative,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,Energy policy,Not so good,Somewhat worried,Can bring about needed change,Not a factor at all,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4435985.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.777144014835358,Barack Obama,Susan Collins,Male,White,50-59,Republican,Moderate,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Not so good,Very worried,Can bring about needed change,One of several important factors,Catholic,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4435888.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.735408186912537,Barack Obama,Susan Collins,Female,White,18-24,,,,Did not complete high school,No,Somewhat disapprove,Yes,Health care,Not so good,Very worried,Can bring about needed change,Not a factor at all,Catholic,Earlier in October,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,Not so good/Poor,Worried,,,,,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4435786.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.722865045070648,Barack Obama,Susan Collins,Female,White,30-39,Republican,Moderate,,Some college or associate degree,No,Somewhat approve,Yes,The economy,Good,Somewhat worried,Can bring about needed change,A minor factor,Catholic,Just today,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4436416.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.910947024822235,John McCain,Susan Collins,Male,White,18-24,Republican,Conservative,"$15,000-$29,999",Did not complete high school,No,Strongly approve,Yes,The economy,Not so good,Very worried,Has the right experience,Not a factor at all,Other Christian,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4436208.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.910947024822235,John McCain,Susan Collins,Male,White,18-24,Republican,Conservative,"$100,000-$149,999",High school graduate,No,Somewhat approve,Yes,The economy,Not so good,Somewhat worried,Shares my values,Not a factor at all,Catholic,Earlier in October,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4435298.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.973244309425354,John McCain,Susan Collins,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Strongly approve,Yes,Terrorism,Good,Very worried,Shares my values,One of several important factors,Protestant,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Excellent/Good,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4435207.0,Maine,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.973244309425354,John McCain,Susan Collins,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Poor,Very worried,Has the right experience,Not a factor at all,Protestant,Just today,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,Congressional District 2,East,Town,Rural,Rural,Upscale
4409344.0,Maine,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.995768368244171,Barack Obama,Tom Allen,Male,White,45-49,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,The economy,Poor,Somewhat worried,Shares my values,Not a factor at all,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4409239.0,Maine,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.926219761371613,Barack Obama,Tom Allen,Female,White,40-44,Independent,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,Energy policy,Poor,Very worried,Shares my values,One of several important factors,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4408929.0,Maine,27.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.995768368244171,Barack Obama,Tom Allen,Male,White,50-59,Democrat,,,College graduate,No,,No,,,Very worried,Can bring about needed change,,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4408439.0,Maine,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01304686069489,Barack Obama,Tom Allen,Male,White,25-29,Independent,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,The economy,Poor,Somewhat worried,Can bring about needed change,Not a factor at all,Catholic,Sometime last week,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Catholic,No,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4408251.0,Maine,27.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.1727774143219,John McCain,Tom Allen,Male,White,30-39,Republican,,,High school graduate,No,,Yes,,,Very worried,Can bring about needed change,,,Just today,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4408823.0,Maine,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.93108195066452,Barack Obama,Susan Collins,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Not so good,Very worried,Can bring about needed change,A minor factor,Protestant,In the last three days,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4408538.0,Maine,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.93108195066452,Barack Obama,Susan Collins,Male,White,30-39,Independent,Moderate,"$15,000-$29,999",Postgraduate study,No,Somewhat disapprove,No,The economy,Poor,Very worried,Can bring about needed change,A minor factor,None,Sometime last week,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Factor,None,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,None,No,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4407960.0,Maine,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.93108195066452,Barack Obama,Susan Collins,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Yes,The economy,Not so good,Somewhat worried,Can bring about needed change,Not a factor at all,Protestant,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4407867.0,Maine,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.881079018115997,Barack Obama,Susan Collins,Female,White,25-29,Democrat,Conservative,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,None,Earlier in October,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,None,No,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4409671.0,Maine,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.866051316261292,Barack Obama,Susan Collins,Female,White,40-44,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,,The war in Iraq,Poor,Very worried,Shares my values,Not a factor at all,Other Christian,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4409902.0,Maine,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.866051316261292,Barack Obama,Susan Collins,Female,White,50-59,Independent,Liberal,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Poor,Somewhat worried,Can bring about needed change,Not a factor at all,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4409901.0,Maine,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.866051316261292,Barack Obama,Susan Collins,Female,White,50-59,Independent,Liberal,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Poor,Somewhat worried,Can bring about needed change,Not a factor at all,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,1.0,Congressional District 1,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
