ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIN08,GOVIN08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4403867.0,Indiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.85958331823349,Barack Obama,Jill Long Thompson,Female,White,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Other Christian,Sometime in September,Only John McCain,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities over 500,000","Cities over 50,000",5.0,Marion County,Midwest,Suburb,Urban,Urban Core,Very upscale,46239.0
4404050.0,Indiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.54239463806152,John McCain,Mitch Daniels,Male,White,18-24,Republican,Moderate,,Did not complete high school,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Only Barack Obama,Somewhat approve,The economy,Not so good,Not too worried,Yes,Omit,Has the right experience,A minor factor,Other Christian,Sometime last week,Both of them,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,,,,,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Protestant/Other Christian,,All others,All others,White Protestant non evangelical,"Cities over 500,000","Cities over 50,000",5.0,Marion County,Midwest,Suburb,Urban,Urban Core,Very upscale,46239.0
4404321.0,Indiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.54239463806152,John McCain,Mitch Daniels,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Both of them,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,About right,Has the right experience,Not a factor at all,Other Christian,Earlier in October,Both of them,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities over 500,000","Cities over 50,000",5.0,Marion County,Midwest,Suburb,Urban,Urban Core,Very upscale,46239.0
4403689.0,Indiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.52975499629974,John McCain,Mitch Daniels,Female,White,40-44,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,No,Take the country in a different direction,Both of them,"Yes, for Barack Obama",Only Barack Obama,Somewhat approve,The economy,Not so good,Somewhat worried,No,About right,Shares my values,Not a factor at all,Catholic,Just today,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Catholic,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",5.0,Marion County,Midwest,Suburb,Urban,Urban Core,Very upscale,46239.0
4403178.0,Indiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.54239463806152,John McCain,Mitch Daniels,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat approve,The economy,Not so good,Very worried,No,Too liberal,Has the right experience,Not a factor at all,Catholic,In the last three days,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Catholic,No,White Born-again/Evangelical Christians,All others,All others,"Cities over 500,000","Cities over 50,000",5.0,Marion County,Midwest,Suburb,Urban,Urban Core,Very upscale,46239.0
4404218.0,Indiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.54239463806152,John McCain,Mitch Daniels,Male,White,25-29,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Neither of them,"No, I was not contacted",Neither of them,Somewhat approve,The economy,Not so good,Somewhat worried,Yes,Too liberal,Shares my values,Not a factor at all,Catholic,Just today,Both of them,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Catholic,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",5.0,Marion County,Midwest,Suburb,Urban,Urban Core,Very upscale,46239.0
4404140.0,Indiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.913194537162781,Barack Obama,Mitch Daniels,Female,White,60-64,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Both of them,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,Protestant,In the last three days,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities over 500,000","Cities over 50,000",5.0,Marion County,Midwest,Suburb,Urban,Urban Core,Very upscale,46239.0
4403239.0,Indiana,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.54239463806152,John McCain,Mitch Daniels,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,Terrorism,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Before that,Neither of them,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities over 500,000","Cities over 50,000",5.0,Marion County,Midwest,Suburb,Urban,Urban Core,Very upscale,46239.0
4407888.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.909723103046417,Barack Obama,Mitch Daniels,Female,White,25-29,Democrat,Liberal,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Very worried,No,About right,Cares about people like me,Not a factor at all,None,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,None,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4408045.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03387272357941,Barack Obama,Mitch Daniels,Male,White,18-24,Independent,Liberal,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,None,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,None,Yes,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4410168.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08303356170654,Barack Obama,Jill Long Thompson,Female,White,45-49,Democrat,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,None,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,None,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4410872.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08303356170654,Barack Obama,Jill Long Thompson,Female,White,45-49,Democrat,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,None,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,None,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4409927.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30443465709686,Barack Obama,Jill Long Thompson,Male,White,25-29,Independent,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,None,Just today,Only John McCain,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,None,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,None,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4409664.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30443465709686,Barack Obama,Jill Long Thompson,Male,White,25-29,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,Energy policy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,None,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,None,Yes,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4407277.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.94334292411804,John McCain,Mitch Daniels,Male,White,65-74,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Only John McCain,Strongly approve,Terrorism,Not so good,Not too worried,No,Too liberal,Shares my values,Not a factor at all,None,Before that,Neither of them,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,None,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4407113.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.577819228172302,Other,Mitch Daniels,Male,White,30-39,Something else,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,"Yes, for Barack Obama",Neither of them,Somewhat disapprove,The war in Iraq,Not so good,Very worried,No,About right,Cares about people like me,Not a factor at all,Something else,Sometime in September,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Something else,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4408908.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14779543876648,Barack Obama,Jill Long Thompson,Female,White,25-29,Democrat,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Omit,Yes,About right,Can bring about needed change,Not a factor at all,Something else,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Omit,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Something else,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4409429.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.847414076328278,Barack Obama,Jill Long Thompson,Female,Black,40-44,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Other Christian,Before that,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4411028.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.96306037902832,Barack Obama,Jill Long Thompson,Male,Black,40-44,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,About right,Can bring about needed change,One of several important factors,Other Christian,Earlier in October,Only John McCain,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4411235.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14779543876648,Barack Obama,Jill Long Thompson,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,Yes,About right,Shares my values,Not a factor at all,Other Christian,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4410335.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14779543876648,Barack Obama,Jill Long Thompson,Female,White,18-24,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Somewhat approve,No,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Somewhat approve,The economy,Not so good,Somewhat worried,No,About right,Shares my values,Not a factor at all,Other Christian,Before that,Neither of them,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4407628.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.858393967151642,Barack Obama,Mitch Daniels,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,Catholic,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Catholic,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
4408420.0,Indiana,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.975538671016693,Barack Obama,Mitch Daniels,Male,White,30-39,Democrat,Moderate,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,No,About right,Shares my values,Not a factor at all,Catholic,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Catholic,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",7.0,Marion County,Midwest,High Density Urban,Urban,Urban Core,Downscale,46205.0
