ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSCA08,CAPROP4,CAPROP8,HOU08CA,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SPANISHQ,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4473480.0,California,39.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.562086343765259,Barack Obama,No,No,The Democratic candidate,Male,Hispanic/Latino,45-49,Democrat,Liberal,"$200,000 or more",Postgraduate study,Yes,,,,Somewhat support,,,,,,Somewhat disapprove,,Strongly oppose,Both of them,Worse today,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Stay about the same,,English,A minor factor,Go up only if McCain is elected president,Somewhat worried,,,,,,,,,,Non black male,Latino men,Non white male,Non white,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,,,,,Support,,,Disapprove,,Oppose,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,Latino Democrats,All others,Asian,,,,Stay about the same,,Not important,Factor,Go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4473300.0,California,39.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.525015532970428,Barack Obama,No,No,The Democratic candidate,Female,Hispanic/Latino,40-44,Democrat,Moderate,"$200,000 or more",Some college or associate degree,Yes,,,A few times a year,,,No,,,Yes,,Very confident,,,,,Only Michelle Obama,Stay about the same,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Catholic,English,,,,Before that,Seriously off on the wrong track,,No one does,No,George W. Bush,Only Joe Biden,Yes,,Non black female,Latino women,Non white female,Non white,Married women,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,No college degree,More than High school graduate,Non white no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,,,,Catholic,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,Working women,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4453547.0,California,39.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.525015532970428,Barack Obama,No,No,The Democratic candidate,Female,White,50-59,Democrat,Moderate,"$200,000 or more",High school graduate,No,,One of several important factors,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for Barack Obama",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Poor,,No,,Excited,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Neither of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4453469.0,California,39.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.525015532970428,Barack Obama,No,No,The Democratic candidate,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,Not a factor at all,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Poor,,No,,Excited,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Neither of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4473644.0,California,39.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.562086343765259,Barack Obama,No,No,The Democratic candidate,Male,White,50-59,Independent,Moderate,"$200,000 or more",Postgraduate study,No,,One of several important factors,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,"Concerned, but not scared",Not so good,,No,,"Optimistic, but not excited",Shares my values,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4473636.0,California,39.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.525015532970428,Barack Obama,No,No,The Democratic candidate,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,,One of several important factors,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,Omit,My candidate's position on the issues,,,Scared,Poor,,No,,Excited,Omit,Not a factor at all,,,English,,,,Sometime in September,,Only John McCain,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4473582.0,California,39.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.562086343765259,Barack Obama,No,No,The Democratic candidate,Male,White,50-59,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Strongly disapprove,A minor factor,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Shares my values,Not a factor at all,,,English,,,,Sometime in September,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4428658.0,California,39.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.512649834156036,Barack Obama,No,No,The Democratic candidate,Female,White,18-24,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,,Not a factor at all,,,One of several important factors,No,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,"Concerned, but not scared",Not so good,,Yes,,Excited,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Neither of them,,,,,,,Non black female,White women,White female,White female,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was not a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4473502.0,California,39.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.562086343765259,Barack Obama,No,No,The Democratic candidate,Male,White,40-44,Something else,Liberal,"$100,000-$149,999",College graduate,No,,,,Strongly oppose,,,,,,Somewhat disapprove,,Strongly oppose,Both of them,Worse today,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Neither of them,Yes,,,,Both of them,,,,,,About right,,,,Get somewhat better,,English,A minor factor,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Oppose,,,Disapprove,,Oppose,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is not,,John McCain does,Barack Obama does,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Get better,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4428571.0,California,39.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.562086343765259,Barack Obama,No,No,The Democratic candidate,Male,White,30-39,Independent,Moderate,"$200,000 or more",Postgraduate study,No,,A minor factor,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The war in Iraq,My candidate's leadership/personal qualities,,,Scared,Poor,,No,,Excited,Shares my values,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4428483.0,California,39.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.525015532970428,Barack Obama,No,No,The Democratic candidate,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,,Not a factor at all,,,One of several important factors,Yes,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's leadership/personal qualities,,,Scared,Not so good,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Neither of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4453185.0,California,39.0,National questionnaire,Version 2,Call 2,Not complete,Election day exit poll,0.676948726177216,Barack Obama,No,No,The Democratic candidate,Male,White,60-64,Democrat,,,Postgraduate study,No,,,,,One of several important factors,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shares my values,,,,English,,,,Before that,,,,,,,,,Non black male,White men,White male,White male,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,,,,,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,,,,,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4473328.0,California,39.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.495159924030304,Barack Obama,Did not vote,Yes,The Republican candidate,Male,White,25-29,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,,,Never,,,No,,,No,,Not very confident,,,,,Omit,Get worse,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,Something else,English,,,,Sometime in September,Seriously off on the wrong track,,"Yes, I do",No,John Kerry,Only Joe Biden,Yes,,Non black male,White men,White male,White male,Non-married men,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,Never,All others,,,,,Not confident,,No college degree,More than High school graduate,White no college degree,,,,Omit,Omit,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Unmmaried men with no children,All men,,,Men without children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Something else,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,Yes,I am,Yes,Joe Biden is,Sarah Palin is not,Something else,No,All others,All others,All others,All others,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4473553.0,California,39.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.512649834156036,Barack Obama,No,No,The Republican candidate,Female,Hispanic/Latino,25-29,Independent,Conservative,"$50,000-$74,999",College graduate,Yes,Strongly disapprove,Not a factor at all,,,The single most important factor,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Not so good,Somewhat worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,Disapprove,Non black female,Latino women,Non white female,Non white,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4473534.0,California,39.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.562086343765259,Barack Obama,No,No,The Republican candidate,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,Not a factor at all,,,The single most important factor,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,Energy policy,My candidate's position on the issues,,,,Not so good,Not too worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Sometime in September,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Not worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4473264.0,California,39.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.548847556114197,Barack Obama,No,No,The Republican candidate,Male,White,18-24,Something else,Moderate,"$150,000-$199,999",Some college or associate degree,No,,,Never,,,No,,,No,,Very confident,,,,,Omit,Stay about the same,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,Jewish,English,,,,Earlier in October,Generally going in the right direction,,No one does,No,Did not vote,Only Joe Biden,No,,Non black male,White men,White male,White male,Non-married men,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,Never,All others,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Omit,Omit,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,All others,Unmmaried men with no children,All men,,,Men without children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Jewish,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Jewish,No,All others,All others,All others,All others,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4452302.0,California,39.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.722963511943817,John McCain,No,No,The Democratic candidate,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,,,Omit,,,No,,,No,,Somewhat confident,,,,,Both of them,Stay about the same,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,,English,,,,Just today,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,No,,Non black female,White women,White female,White female,Non-married women,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,Omit,Omit,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Joe Biden is,Sarah Palin is not,,No,All others,All others,,All others,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4473591.0,California,39.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.52470076084137,John McCain,Yes,Did not vote,The Republican candidate,Male,White,40-44,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Not a factor at all,,,Not a factor at all,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for John McCain",,,,,John McCain,,,,The war in Iraq,My candidate's leadership/personal qualities,,,,Not so good,Not too worried,No,,,Has the right experience,A minor factor,,,English,,,,Before that,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Not worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4452372.0,California,39.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.676852107048035,John McCain,Yes,Yes,The Republican candidate,Female,White,45-49,Republican,Conservative,"$150,000-$199,999",Some college or associate degree,No,,,Once a week,,,Yes,,,Yes,,Very confident,,,,,Only Cindy McCain,Stay about the same,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Mormon/LDS,English,,,,Before that,Seriously off on the wrong track,,No one does,No,George W. Bush,Both of them,Yes,,Non black female,White women,White female,White female,Married women,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,More than once a week/Once a week,Protestant/Attend weekly,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Working women,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
4428378.0,California,39.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.815166831016541,John McCain,Yes,Yes,The Republican candidate,Female,White,65-74,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,A minor factor,,,One of several important factors,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,Energy policy,My candidate's leadership/personal qualities,,,,Not so good,Very worried,No,,,Has the right experience,Not a factor at all,,,English,,,,Earlier in October,,Both of them,,,,,,Approve,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,36.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90277.0
