ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSCT08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ISSUE08,NECWORRY,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4427538.0,Connecticut,87.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03365504741669,Barack Obama,Female,Hispanic/Latino,25-29,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,Yes,,The economy,,,Earlier in October,,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,Sometime last week or earlier,Earlier in October,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4427304.0,Connecticut,87.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.785246551036835,Barack Obama,Female,Asian,30-39,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Somewhat disapprove,The economy,Somewhat worried,,Earlier in October,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,,Sometime last week or earlier,Earlier in October,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4458230.0,Connecticut,87.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.785246551036835,Barack Obama,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,The economy,Very worried,,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4457585.0,Connecticut,87.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.03365504741669,Barack Obama,Female,White,25-29,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4427234.0,Connecticut,87.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.727546691894531,Barack Obama,Male,White,50-59,Republican,Conservative,"$200,000 or more",College graduate,No,Somewhat disapprove,The economy,Somewhat worried,,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4427165.0,Connecticut,87.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.785246551036835,Barack Obama,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4459719.0,Connecticut,87.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.727546691894531,Barack Obama,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,,The economy,,,Before that,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4459718.0,Connecticut,87.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.727546691894531,Barack Obama,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,,The economy,,,Before that,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4457384.0,Connecticut,87.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.02163624763489,Barack Obama,Female,Black,30-39,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,,,,,,,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4427054.0,Connecticut,87.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.727546691894531,Barack Obama,Male,Hispanic/Latino,30-39,Democrat,Moderate,"$100,000-$149,999",College graduate,Yes,,,,,,,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,Democrat,Non black Democrat,Latino Democrats,All others,White,,,,,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4426992.0,Connecticut,87.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.785246551036835,Barack Obama,Female,White,50-59,Independent,Liberal,"$100,000-$149,999",Postgraduate study,No,,,,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4403645.0,Connecticut,87.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.785246551036835,Barack Obama,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,,,,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4403571.0,Connecticut,87.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,1.24939131736755,Barack Obama,Male,Black,65-74,Republican,Moderate,"$75,000-$99,999",College graduate,No,,,,,,,Black male,Black men,Non white male,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,Republican,Black non Democrat,All Republicans,All others,Black,,,,,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4426904.0,Connecticut,87.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.03646194934845,Barack Obama,Female,White,65-74,Democrat,Moderate,"Under $15,000",College graduate,No,,,,,,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4457214.0,Connecticut,87.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.957702159881592,Barack Obama,Male,White,18-24,Something else,Conservative,"$100,000-$149,999",High school graduate,No,,,,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4426827.0,Connecticut,87.0,National questionnaire,Version 3,Call 2,Not complete,Election day exit poll,1.03646194934845,Barack Obama,Female,White,60-64,Democrat,,,High school graduate,No,,,,,,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4459484.0,Connecticut,87.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.785246551036835,Barack Obama,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,,The economy,,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4426590.0,Connecticut,87.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.03646194934845,Barack Obama,Female,Hispanic/Latino,65-74,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,Yes,,,,Catholic,Sometime last week,,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Non-white,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4403176.0,Connecticut,87.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.785246551036835,Barack Obama,Female,White,50-59,Democrat,Moderate,"$200,000 or more",Postgraduate study,No,,,,Protestant,Just today,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4405486.0,Connecticut,87.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.03646194934845,Barack Obama,Female,Hispanic/Latino,75 or over,Democrat,,,College graduate,Yes,,,,,Earlier in October,,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,College graduate,More than High school graduate,Non white college degree,,,,,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4405485.0,Connecticut,87.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.03646194934845,Barack Obama,Female,Hispanic/Latino,75 or over,Democrat,,,College graduate,Yes,,,,,Earlier in October,,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,College graduate,More than High school graduate,Non white college degree,,,,,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4403085.0,Connecticut,87.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.03646194934845,Barack Obama,Female,White,60-64,Independent,Moderate,"$200,000 or more",Some college or associate degree,No,,,,Catholic,Sometime last week,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Catholic,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4405410.0,Connecticut,87.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.727546691894531,Barack Obama,Male,White,50-59,Something else,Liberal,"$75,000-$99,999",Some college or associate degree,No,,The war in Iraq,,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Before that,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4403004.0,Connecticut,87.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.957702159881592,Barack Obama,Male,White,18-24,Democrat,Liberal,"$200,000 or more",Some college or associate degree,No,,,,None,Before that,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4405295.0,Connecticut,87.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.785246551036835,Barack Obama,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,,Energy policy,,,Earlier in October,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4456404.0,Connecticut,87.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.785246551036835,Barack Obama,Female,White,30-39,Independent,Liberal,"$100,000-$149,999",Postgraduate study,No,,,,Catholic,Sometime in September,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Catholic,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4459261.0,Connecticut,87.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.03365504741669,Barack Obama,Female,White,25-29,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,,Health care,,,Before that,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4456233.0,Connecticut,87.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.03365504741669,Barack Obama,Female,White,18-24,Democrat,Liberal,"$100,000-$149,999",High school graduate,No,,,,Something else,Before that,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4404829.0,Connecticut,87.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.727546691894531,Barack Obama,Male,White,50-59,Democrat,Liberal,"$100,000-$149,999",High school graduate,No,Strongly disapprove,The economy,Very worried,,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4427360.0,Connecticut,87.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.03365504741669,Barack Obama,Female,White,18-24,Independent,Liberal,"$75,000-$99,999",High school graduate,No,Strongly disapprove,The war in Iraq,Somewhat worried,,Earlier in October,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4456047.0,Connecticut,87.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.727546691894531,Barack Obama,Male,White,30-39,Democrat,Moderate,"$150,000-$199,999",Postgraduate study,No,,,,Catholic,Just today,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4405156.0,Connecticut,87.0,National questionnaire,Version 2,Call 1,Not complete,Election day exit poll,0.727546691894531,Barack Obama,Male,White,50-59,Independent,,,Postgraduate study,No,,,,,Sometime in September,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4457055.0,Connecticut,87.0,National questionnaire,Version 3,Call 3,Not complete,Election day exit poll,1.80538702011108,John McCain,Male,White,75 or over,Republican,,,High school graduate,,,,,,,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4455877.0,Connecticut,87.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.47627782821655,John McCain,Female,White,45-49,Independent,Conservative,"$100,000-$149,999",Some college or associate degree,No,,,,Protestant,Earlier in October,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4427478.0,Connecticut,87.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.47627782821655,John McCain,Female,White,30-39,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,,The economy,,,Earlier in October,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4427415.0,Connecticut,87.0,National questionnaire,Version 2,Call 2,Not complete,Election day exit poll,1.80538702011108,John McCain,Male,White,65-74,,,,Some college or associate degree,No,,,,,Just today,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,,,,White,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4403716.0,Connecticut,87.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,1.36780107021332,John McCain,Male,White,40-44,Republican,Conservative,"$200,000 or more",College graduate,No,,,,,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4403322.0,Connecticut,87.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.94856750965118,John McCain,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,,,Catholic,In the last three days,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,Yes,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4456589.0,Connecticut,87.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.36780107021332,John McCain,Male,White,40-44,Independent,Conservative,"$100,000-$149,999",College graduate,No,,,,Catholic,Sometime in September,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Catholic,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
4456773.0,Connecticut,87.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.47627782821655,John McCain,Female,White,40-44,Independent,Liberal,"$75,000-$99,999",College graduate,No,,,,Catholic,Just today,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,No,Suburbs,Suburbs,3.0,Connecticut Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0
