ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNY08,HOU08NY,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SPANISHQ,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4402621.0, New York,21.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.682213425636292,Barack Obama,The Democratic candidate,Female,Black,50-59,Republican,Moderate,"$100,000-$149,999",Postgraduate study,No,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for John McCain",,,,,,,,Strongly disapprove,The economy,My candidate's leadership/personal qualities,,,"Concerned, but not scared",Poor,,No,,Excited,Shares my values,One of several important factors,,,English,,,,Before that,,Only John McCain,,,,,,,Black female,Black women,Non white female,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,Republican,Black non Democrat,All Republicans,All others,Black,All others,Important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities 10,000-50,000",Small Cities/Rural,19.0,Lower Hudson Valley,East,Suburb,Rural,Rural,Very upscale,12603.0
4402622.0, New York,90.0,National questionnaire,Version 4,Call 1,Not complete,Election day exit poll,0.94495689868927,Barack Obama,The Democratic candidate,Female,Hispanic/Latino,60-64,Democrat,,,Some college or associate degree,Yes,,,,,,No,,,No,,,,,,,,Get better,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,Before that,,,,,,,,,Non black female,Latino women,Non white female,Non white,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,,,,,,,,,,,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,,,,,,,,,,All others,,,,,Women without children,Democrat,Non black Democrat,Latino Democrats,All others,,All others,,,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,,,,,All others,,,,Suburbs,Suburbs,22.0,Lower Hudson Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,12550.0
4402628.0, New York,30.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.936401546001434,Barack Obama,The Democratic candidate,Female,Black,65-74,Democrat,Moderate,,Some college or associate degree,No,,,,Somewhat oppose,,,,,,Strongly disapprove,,Somewhat oppose,Only Barack Obama,Worse today,Very worried,,,,,Government should do more to solve problems,,Not very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Stay about the same,,English,One of several important factors,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Black female,Black women,Non white female,Non white,,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,,,,,Oppose,,,Disapprove,,Oppose,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,Worried,,,,,Not worried,,,,,,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,Stay about the same,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,,,,,,"Cities 50,000-500,000","Cities over 50,000",28.0,Upstate Urban Areas,East,High Density Urban,Urban,Urban Core,Upscale,14214.0
4402629.0, New York,82.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.974704563617706,Barack Obama,The Democratic candidate,Female,White,50-59,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,,One of several important factors,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's position on the issues,,,Scared,Not so good,,No,,"Optimistic, but not excited",Shares my values,Not a factor at all,,,English,,,,Omit,,Both of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Omit,Omit,Omit,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,25.0,Upstate Urban Areas,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,13214.0
4402647.0, New York,86.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.959558248519897,John McCain,The Republican candidate,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,,,A few times a year,,,Yes,,,No,,Somewhat confident,,,,,Only Cindy McCain,Get better,No,,,Yes,,Another candidate,,,,,,,,Yes,,,,,,,,,,Protestant,English,,,,Before that,Generally going in the right direction,,No one does,No,George W. Bush,Only Sarah Palin,No,,Non black female,White women,White female,White female,Married women,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,A few times a month/A few times a year,Protestant/Do not attend weekly,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,All others,Suburbs,Suburbs,29.0,Rural Upstate Areas,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,14560.0
4402655.0, New York,30.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.862987399101257,Barack Obama,The Democratic candidate,Male,Black,30-39,Democrat,Liberal,"$15,000-$29,999",High school graduate,No,,,,Somewhat support,,,,,,Somewhat approve,,Strongly oppose,Only Barack Obama,About the same,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,No,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,English,One of several important factors,Go up no matter which candidate wins,Not too worried,,,,,,,,,,Black male,Black men,Non white male,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,,,,Support,,,Approve,,Oppose,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,Get better,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Not worried,,,,,,,,,,,,No,,,,,"Cities 50,000-500,000","Cities over 50,000",28.0,Upstate Urban Areas,East,High Density Urban,Urban,Urban Core,Upscale,14214.0
4402663.0, New York,21.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.750920712947845,Barack Obama,The Democratic candidate,Male,Black,40-44,Democrat,,,Some college or associate degree,No,,,,,Omit,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can bring about needed change,,,,English,,,,Before that,,,,,,,,,Black male,Black men,Non white male,Non white,,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,,,,,,Omit,Omit,,,,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,,,,,,,,,,,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,,,,,All others,,,,"Cities 10,000-50,000",Small Cities/Rural,19.0,Lower Hudson Valley,East,Suburb,Rural,Rural,Very upscale,12603.0
4402669.0, New York,16.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.774617552757263,Barack Obama,The Democratic candidate,Female,White,25-29,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,,A few times a year,,,Yes,,,No,,Somewhat confident,,,,,Both of them,Get worse,No,,,Yes,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Other Christian,English,,,,Before that,Seriously off on the wrong track,,No one does,No,George W. Bush,Only Joe Biden,Yes,,Non black female,White women,White female,White female,Married women,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,A few times a month/A few times a year,All others,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Working women,Rural,Small Cities/Rural,29.0,Rural Upstate Areas,East,Town,Rural,Rural,Upscale,14905.0
4402673.0, New York,31.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.05257749557495,Barack Obama,The Republican candidate,Male,Hispanic/Latino,60-64,Republican,Moderate,"$100,000-$149,999",Postgraduate study,Yes,Strongly disapprove,A minor factor,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Cares about people like me,Not a factor at all,,,English,,,,Sometime in September,,Both of them,,,,,,Disapprove,Non black male,Latino men,Non white male,Non white,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,Not Important,Was a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Republican,Non black non Democrat,All Republicans,All others,White,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,"Cities 10,000-50,000",Small Cities/Rural,23.0,Rural Upstate Areas,East,Low Density Rural,Rural,Rural,Very downscale,12953.0
4402680.0, New York,30.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.862987399101257,Barack Obama,The Democratic candidate,Male,Black,50-59,,Moderate,"$50,000-$74,999",Postgraduate study,No,,,,Strongly oppose,,,,,,Somewhat approve,,Somewhat oppose,Only Barack Obama,Worse today,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat worse,,English,Not a factor at all,Go up only if McCain is elected president,Somewhat worried,,,,,,,,,,Black male,Black men,Non white male,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,,,,,Oppose,,,Approve,,Oppose,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,,,,,Black,,,,Get worse,,Not important,Not a factor,Go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,"Cities 50,000-500,000","Cities over 50,000",28.0,Upstate Urban Areas,East,High Density Urban,Urban,Urban Core,Upscale,14214.0
4402685.0, New York,86.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.803414821624756,John McCain,The Republican candidate,Female,White,45-49,Republican,Moderate,"$75,000-$99,999",College graduate,No,,,,Somewhat oppose,,,,,,Somewhat approve,,Strongly favor,Both of them,Better today,Somewhat worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Both of them,Yes,,,,Both of them,,,,,,Too liberal,,,,Get somewhat better,,English,A minor factor,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Oppose,,,Approve,,Favor,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Get better,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,29.0,Rural Upstate Areas,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,14560.0
4402703.0, New York,21.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.948752820491791,John McCain,The Republican candidate,Male,White,18-24,Republican,Conservative,"$100,000-$149,999",College graduate,No,,Not a factor at all,,,The single most important factor,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat approve,Terrorism,My candidate's position on the issues,,,"Optimistic, but not excited",Not so good,,No,,Scared,Shares my values,Not a factor at all,,,English,,,,Before that,,Only Barack Obama,,,,,,,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,,,,,,,No,All others,,,,"Cities 10,000-50,000",Small Cities/Rural,19.0,Lower Hudson Valley,East,Suburb,Rural,Rural,Very upscale,12603.0
4402707.0, New York,30.0,National questionnaire,Version 3,Call 1,Not complete,Election day exit poll,0.784026265144348,Barack Obama,The Democratic candidate,Female,Black,45-49,Democrat,,,Postgraduate study,No,,,,,,,,,,Somewhat disapprove,,,,Worse today,Very worried,,,,,Omit,,,,,,,,,,,,,,,,,,,,,,English,,,,,,,,,,,,,Black female,Black women,Non white female,Non white,,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,,,,,,,,Disapprove,,,College graduate,More than High school graduate,Non white college degree,,,Worried,,,,,,,,,,,,,,,,,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cities 50,000-500,000","Cities over 50,000",28.0,Upstate Urban Areas,East,High Density Urban,Urban,Urban Core,Upscale,14214.0
4402710.0, New York,82.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.07286930084229,Barack Obama,The Democratic candidate,Male,Asian,45-49,Independent,,,Postgraduate study,No,,,,,Not a factor at all,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can bring about needed change,,,,English,,,,Before that,,,,,,,,,Non black male,All other races,Non white male,Non white,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,,,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,,,,,,,,,,,,,,,,Independent/Something else,Non black non Democrat,All other,All others,Asian,All others,,,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,,,,,All others,,,,Suburbs,Suburbs,25.0,Upstate Urban Areas,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,13214.0
4402711.0, New York,31.0,National questionnaire,Version 3,Call 1,Not complete,Election day exit poll,0.881297588348389,Barack Obama,,Male,White,40-44,Independent,,,High school graduate,No,,,,,,,,,,Somewhat disapprove,,,,Better today,Not too worried,,,,,Government should do more to solve problems,,,,,,,,,,,,,,,,,,,,,,English,,,,,,,,,,,,,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,,,,,Disapprove,,,No college degree,High school graduate or less,White no college degree,,,Not worried,,,,,,,,,,,,,,,,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cities 10,000-50,000",Small Cities/Rural,23.0,Rural Upstate Areas,East,Low Density Rural,Rural,Rural,Very downscale,12953.0
4402717.0, New York,90.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,1.04209399223328,Barack Obama,The Democratic candidate,Male,Black,30-39,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Somewhat oppose,Both of them,Better today,Very worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,English,A minor factor,Go up no matter which candidate wins,Very worried,,,,,,,,,,Black male,Black men,Non white male,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,,,,Oppose,,,Disapprove,,Oppose,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,Get better,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,22.0,Lower Hudson Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,12550.0
4402727.0, New York,86.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.733939409255981,Barack Obama,The Democratic candidate,Female,White,40-44,Democrat,Liberal,"$15,000-$29,999",College graduate,No,,,,Somewhat support,,,,,,Strongly disapprove,,Somewhat favor,Neither of them,Worse today,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Neither of them,No,,,,Neither of them,,,,,,About right,,,,Get somewhat better,,English,A minor factor,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Support,,,Disapprove,,Favor,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,,John McCain does not,Barack Obama does not,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get better,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,29.0,Rural Upstate Areas,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,14560.0
4402729.0, New York,16.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.733939409255981,Barack Obama,The Democratic candidate,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,,,Once a week,,,No,,,No,,Very confident,,,,,Only Michelle Obama,Get better,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Catholic,English,,,,Before that,Seriously off on the wrong track,,No one does,No,John Kerry,Only Joe Biden,Yes,,Non black female,White women,White female,White female,Married women,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,More than once a week/Once a week,Catholic/Attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Catholic,No,All others,All others,All others,Working women,Rural,Small Cities/Rural,29.0,Rural Upstate Areas,East,Town,Rural,Rural,Upscale,14905.0
4402744.0, New York,30.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.836663067340851,Barack Obama,Did not vote for U.S. House,Male,White,18-24,Independent,Liberal,,College graduate,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Strongly oppose,Both of them,About the same,Not too worried,,,,,Government should do more to solve problems,,Not very worried,,,Only Barack Obama,No,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,English,A minor factor,Go up no matter which candidate wins,Not too worried,,,,,,,,,,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,,,Oppose,,,Disapprove,,Oppose,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Not worried,,,,,Not worried,,,,,,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Get better,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Not worried,,,,,,,,,,,,,,,,,"Cities 50,000-500,000","Cities over 50,000",28.0,Upstate Urban Areas,East,High Density Urban,Urban,Urban Core,Upscale,14214.0
4402762.0, New York,21.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.748463749885559,Barack Obama,The Democratic candidate,Female,White,65-74,Independent,Conservative,,Postgraduate study,No,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,Health care,My candidate's position on the issues,,,"Concerned, but not scared",Poor,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,English,,,,Earlier in October,,Only John McCain,,,,,,,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,,,,,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,,All others,,,,"Cities 10,000-50,000",Small Cities/Rural,19.0,Lower Hudson Valley,East,Suburb,Rural,Rural,Very upscale,12603.0
4402763.0, New York,90.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.946745157241821,Barack Obama,The Democratic candidate,Female,Black,50-59,Democrat,Conservative,"$50,000-$74,999",High school graduate,No,Strongly disapprove,One of several important factors,,,One of several important factors,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The war in Iraq,My candidate's position on the issues,,,,Poor,Somewhat worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,Disapprove,Black female,Black women,Non white female,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,Important,Was a factor,,,,Important,Was a factor,,,,No college degree,High school graduate or less,Non white no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,22.0,Lower Hudson Valley,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,12550.0
4402770.0, New York,31.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.800661146640778,Barack Obama,The Democratic candidate,Female,White,50-59,Democrat,Moderate,"Under $15,000",Some college or associate degree,No,,,,Somewhat support,,,,,,Somewhat disapprove,,Somewhat oppose,Both of them,About the same,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Stay about the same,,English,A minor factor,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Support,,,Disapprove,,Oppose,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Stay about the same,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,Yes,,,,,"Cities 10,000-50,000",Small Cities/Rural,23.0,Rural Upstate Areas,East,Low Density Rural,Rural,Rural,Very downscale,12953.0
