ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMI08,SENMI08,MIPROP2,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,JOBSIT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4462136.0, Michigan,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.994838953018188,Barack Obama,Jack Hoogendyk,No,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Only John McCain,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Earlier in October,Only John McCain,"Yes, I do",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Catholic,No,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48603.0
4418370.0, Michigan,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13397586345673,John McCain,Jack Hoogendyk,No,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,Worse today,Only John McCain,Strongly approve,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Neither of them,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,4.0,University Belt,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48603.0
4460811.0, Michigan,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.13397586345673,John McCain,Jack Hoogendyk,No,Male,White,30-39,Something else,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Worse today,Neither of them,Somewhat approve,The economy,Poor,Very worried,Yes,Has the right experience,A minor factor,Other Christian,Earlier in October,Only Barack Obama,No one does,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,4.0,University Belt,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48603.0
4416741.0, Michigan,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.999797940254211,John McCain,Jack Hoogendyk,No,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",College graduate,No,Strongly approve,No,Take the country in a different direction,Only John McCain,Worse today,Only John McCain,Strongly approve,Terrorism,Not so good,Very worried,No,Has the right experience,Not a factor at all,Protestant,Before that,Both of them,No one does,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,4.0,University Belt,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48603.0
4461866.0, Michigan,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.707937180995941,John McCain,Other,Yes,Female,Other,45-49,Independent,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Both of them,Worse today,Only John McCain,Strongly disapprove,Health care,Poor,Somewhat worried,No,Can bring about needed change,Not a factor at all,Something else,In the last three days,Only John McCain,No one does,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,Not important,Not a factor,Something else,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48603.0
4462010.0, Michigan,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.90228259563446,Other,Other,Yes,Male,White,18-24,Something else,Conservative,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,Worse today,Neither of them,Somewhat disapprove,The economy,Not so good,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,Other Christian,Sometime last week,Neither of them,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,4.0,University Belt,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48603.0
4460623.0, Michigan,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.708915174007416,Barack Obama,Carl Levin,Yes,Male,White,25-29,Independent,Liberal,"$100,000-$149,999",Postgraduate study,No,Somewhat disapprove,No,Take the country in a different direction,Both of them,Better today,Only Barack Obama,Strongly disapprove,Health care,Not so good,Not too worried,No,Shares my values,Not a factor at all,Catholic,Earlier in October,Both of them,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48603.0
4459377.0, Michigan,105.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.869187772274017,John McCain,Carl Levin,Yes,Male,White,25-29,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,About the same,Only John McCain,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Catholic,Before that,Both of them,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Catholic,Yes,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4414347.0, Michigan,105.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.832383036613464,John McCain,Carl Levin,No,Female,White,50-59,Republican,Conservative,"$15,000-$29,999",Postgraduate study,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,About the same,Only John McCain,Strongly approve,Health care,Not so good,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,No one does,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4414751.0, Michigan,105.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.889940023422241,John McCain,,No,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Worse today,Only John McCain,Strongly approve,Terrorism,Good,Somewhat worried,No,Shares my values,A minor factor,Protestant,Before that,Both of them,"Yes, I do",Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4440061.0, Michigan,105.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.784637689590454,John McCain,,No,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",High school graduate,No,Somewhat disapprove,No,Take the country in a different direction,Both of them,Worse today,Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Shares my values,One of several important factors,Catholic,Before that,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4459116.0, Michigan,105.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.734596490859985,Barack Obama,Did not vote,Did not vote,Female,White,25-29,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Somewhat disapprove,Health care,Poor,Very worried,No,Cares about people like me,One of several important factors,Something else,Earlier in October,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Something else,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Something else,Yes,All others,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4460725.0, Michigan,105.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.88552588224411,Barack Obama,Did not vote,No,Male,White,30-39,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Take the country in a different direction,Only Barack Obama,Worse today,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Can bring about needed change,A minor factor,None,Before that,Neither of them,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,None,Yes,All others,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4440133.0, Michigan,105.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.784637689590454,John McCain,Did not vote,No,Female,White,40-44,Something else,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Take the country in a different direction,Both of them,Worse today,Both of them,Somewhat approve,The economy,Poor,Very worried,No,Cares about people like me,A minor factor,Protestant,Just today,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4459513.0, Michigan,105.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.711438775062561,Barack Obama,Carl Levin,Did not vote,Female,Hispanic/Latino,40-44,Democrat,Liberal,"$15,000-$29,999",College graduate,Yes,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,Yes,Can bring about needed change,The single most important factor,None,Sometime in September,Only Barack Obama,No one does,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Important,Factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Non-white,No,All others,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4413739.0, Michigan,105.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.696140944957733,Barack Obama,Carl Levin,Yes,Female,White,50-59,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Worse today,Both of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,One of several important factors,Protestant,Sometime in September,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4413582.0, Michigan,105.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.696140944957733,Barack Obama,Carl Levin,Yes,Female,White,30-39,Independent,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,Yes,Can bring about needed change,A minor factor,None,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,None,Yes,All others,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4459944.0, Michigan,105.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.696140944957733,Barack Obama,Carl Levin,Yes,Female,White,30-39,Independent,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Earlier in October,Neither of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4440304.0, Michigan,105.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.696140944957733,Barack Obama,Carl Levin,Yes,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Both of them,Worse today,Only Barack Obama,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Earlier in October,Only John McCain,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Yes,"Member in household, but not voter",No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4459254.0, Michigan,105.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.696140944957733,Barack Obama,Carl Levin,Yes,Female,White,30-39,Independent,Liberal,,College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Can bring about needed change,One of several important factors,,Earlier in October,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,,,All others,All others,,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4415468.0, Michigan,105.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.696140944957733,Barack Obama,Carl Levin,Yes,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Worse today,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4458131.0, Michigan,105.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.59516716003418,Barack Obama,Carl Levin,Yes,Female,Hispanic/Latino,30-39,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,Energy policy,Poor,Not too worried,No,Can bring about needed change,Not a factor at all,None,Before that,Only John McCain,No one does,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,,All others,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
4440462.0, Michigan,105.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.864876508712769,Barack Obama,Carl Levin,Yes,Male,White,18-24,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Worse today,Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,None,Earlier in October,Neither of them,"Yes, I do",Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Yes,I am,Yes,None,Yes,All others,All others,All others,Suburbs,Suburbs,4.0,University Belt,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,48616.0
