ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMA08,SENMA08,HOU08MA,MAQUES1,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4431967.0,Massachusetts,91.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.990956425666809,John McCain,Jeff Beatty' 9 'Other' 0 'Did not vote',The Republican candidate,No,Female,White,65-74,Republican,,,Did not complete high school,No,,Not a factor at all,,,One of several important factors,Yes,Take the country in a different direction,Omit,,,,,,,,,,,Omit,,,,,,,,Omit,The economy,My candidate's position on the issues,,,Excited,Omit,,,,Scared,Shares my values,Not a factor at all,,,,,,Before that,,Omit,,,,,,,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,,,,Important,Was a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,Omit,Omit,,,,,,,,,Omit,,,,,,Omit,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,,,,,,,,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,1.0,West,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,1089.0
4433253.0,Massachusetts,56.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.486551523208618,John McCain,John Kerry,The Democratic candidate,Yes,Male,White,50-59,Democrat,,,Postgraduate study,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Omit,Only John McCain,Worse today,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Only John McCain,,,,,Only John McCain,,,,,,About right,,,,Get much worse,,One of several important factors,Go up no matter which candidate wins,Omit,,,,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Oppose,,,Disapprove,,Omit,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Worried,,,,,Worried,,,,,,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get worse,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Omit,,,,,,,,,,,,,,,,,Suburbs,Suburbs,6.0,Boston Area,East,Extremely High Density Urban,,High-Growth Suburban Perimeter,Very downscale,1901.0
4434476.0,Massachusetts,56.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.564977943897247,John McCain,John Kerry,The Republican candidate,No,Female,White,50-59,Democrat,,,High school graduate,No,,Omit,,,One of several important factors,No,Omit,Omit,,,,,,,,,,,Omit,,,,,,,,Omit,The economy,Omit,,,Omit,Omit,,,,"Concerned, but not scared",Has the right experience,Omit,,,,,,In the last three days,,Omit,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Omit,Omit,,,,Important,Was a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,Omit,Omit,,,,,,,,,Omit,,,,,,Omit,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Omit,Omit,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Omit,Omit,,,,,,,,All others,,,,Suburbs,Suburbs,6.0,Boston Area,East,Extremely High Density Urban,,High-Growth Suburban Perimeter,Very downscale,1901.0
4457047.0,Massachusetts,92.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.6590576171875,Barack Obama,,The Democratic candidate,No,Female,Hispanic/Latino,50-59,Democrat,Liberal,,Some college or associate degree,Yes,,A minor factor,,,One of several important factors,,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Poor,,No,,"Optimistic, but not excited",Cares about people like me,Not a factor at all,,,,,,Before that,,Neither of them,,,,,,,Non black female,Latino women,Non white female,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,Not Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,Non white no college degree,,,,,,John McCain did not,Barack Obama did not,,,,,,,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,Latino Democrats,All others,White,,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,,All others,,,,Suburbs,Suburbs,10.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2189.0
4457336.0,Massachusetts,92.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.314407348632813,Other,John Kerry,The Democratic candidate,No,Female,,30-39,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,Not a factor at all,,,Not a factor at all,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,,,,Before that,,Neither of them,,,,,,Disapprove,,,,,,30-44,30-59,18-44,30-44,30-39,18-64,,,,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,,,,,,,,,,Not so good/Poor,Worried,,Democrat,,,,,,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,,All others,,,,Suburbs,Suburbs,10.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2189.0
4457959.0,Massachusetts,72.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.637664794921875,John McCain,Jeff Beatty' 9 'Other' 0 'Did not vote',The Republican candidate,Yes,Female,,45-49,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,A minor factor,,,A minor factor,Yes,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,Terrorism,My candidate's leadership/personal qualities,,,,Not so good,Somewhat worried,No,,,Shares my values,Not a factor at all,,,,,,Before that,,Neither of them,,,,,,Approve,,,,,,45-65,30-59,45+,45-59,40-49,18-64,,,,Not Important,Was a factor,,,,Not Important,Was a factor,,,,No college degree,More than High school graduate,,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,,,,,,,,,,Not so good/Poor,Worried,,Republican,,,,,,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,,All others,,,,Suburbs,Suburbs,2.0,Other Large Industrial Cities,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1069.0
4458101.0,Massachusetts,74.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.417613655328751,Barack Obama,John Kerry,The Democratic candidate,No,Female,White,50-59,Independent,,,College graduate,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Omit,Only Barack Obama,Worse today,Very worried,,,,,Government should do more to solve problems,,Omit,,,Only Barack Obama,,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,Omit,Go up no matter which candidate wins,Omit,,,,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Oppose,,,Disapprove,,Omit,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Worried,,,,,Omit,,,,,,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Get better,,Omit,Omit,Go up if McCain is elected president,Go up if Obama is elected president,Omit,,,,,,,,,,,,,,,,,Suburbs,Suburbs,10.0,North & South Shores and Cape Cod,East,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Upscale,2359.0
4458890.0,Massachusetts,91.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.902803421020508,Barack Obama,,Did not vote for U.S. House,Yes,Female,Black,18-24,Democrat,Conservative,,Did not complete high school,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Strongly oppose,Only Barack Obama,Worse today,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,No,,,,Only Barack Obama,,,,,,About right,,,,Stay about the same,,Omit,Stay the same or go down,Very worried,,,,,,,,,,Black female,Black women,Non white female,Non white,,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,,,,,Oppose,,,Disapprove,,Oppose,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,,,,,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,Stay about the same,,Omit,Omit,Not go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,,,,,,Suburbs,Suburbs,1.0,West,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,1089.0
4459330.0,Massachusetts,14.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.73125559091568,Barack Obama,John Kerry,The Democratic candidate,Yes,Male,Hispanic/Latino,60-64,Democrat,Moderate,"$30,000-$49,999",,Yes,Strongly disapprove,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for both Obama and McCain",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Not so good,Very worried,No,,,Cares about people like me,Not a factor at all,,,,,,Before that,,Both of them,,,,,,Disapprove,Non black male,Latino men,Non white male,Non white,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,,,,,,,,,John McCain did,Barack Obama did,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,,All others,,,,"Cities over 500,000","Cities over 50,000",8.0,Boston Area,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,2124.0
4460961.0,Massachusetts,74.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.381149888038635,Did not vote,John Kerry,The Democratic candidate,No,Female,,45-49,Independent,Moderate,"$15,000-$29,999",Did not complete high school,No,,Not a factor at all,,,The single most important factor,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The war in Iraq,My candidate's leadership/personal qualities,,,Scared,Poor,,No,,"Concerned, but not scared",Can bring about needed change,A minor factor,,,,,,Earlier in October,,Both of them,,,,,,,,,,,,45-65,30-59,45+,45-59,40-49,18-64,,,,Not Important,Was not a factor,,,,Important,Was a factor,,,,No college degree,High school graduate or less,,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,,,,,,Not important,Factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,,All others,,,,Suburbs,Suburbs,10.0,North & South Shores and Cape Cod,East,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Upscale,2359.0
4400401.0,Massachusetts,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,7.27452993392944,Barack Obama,,The Democratic candidate,,Male,White,45-49,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,,,A minor factor,,,,No,Continue George W. Bush's policies,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The war in Iraq,My candidate's position on the issues,,,"Concerned, but not scared",Poor,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,,,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,Yes,All others,,,,"Cities 50,000-500,000","Cities over 50,000",4.0,Boston Area,East,High Density Urban,Urban,Urban Core,Very upscale,2459.0
4400992.0,Massachusetts,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,1.03452229499817,Barack Obama,,The Democratic candidate,,Female,White,65-74,Democrat,Moderate,"Under $15,000",High school graduate,,Strongly disapprove,One of several important factors,,,,No,Continue George W. Bush's policies,Only regular land-line phone service,,,,,,,,,,,"Yes, for Barack Obama",,,,,Hillary Clinton,,,,Terrorism,My candidate's position on the issues,,,,Poor,Very worried,No,,,Cares about people like me,Not a factor at all,,,,,,Earlier in October,,Both of them,,,,,,Disapprove,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Important,Was a factor,,,,,,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,Yes,All others,,,,"Cities 50,000-500,000","Cities over 50,000",10.0,Boston Area,East,High Density Urban,Urban,Urban Core,Downscale,2169.0
4405324.0,Massachusetts,6.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,3.05346250534058,John McCain,John Kerry,The Democratic candidate,No,Female,White,65-74,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,A minor factor,,,One of several important factors,No,Take the country in a different direction,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's position on the issues,,,,Not so good,Very worried,No,,,Has the right experience,Not a factor at all,,,,,,Sometime last week,,Both of them,,,,,,Disapprove,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,Yes,All others,,,,Suburbs,Suburbs,2.0,East,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2019.0
4405429.0,Massachusetts,57.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.820929408073425,Barack Obama,John Kerry,The Democratic candidate,No,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,A minor factor,,,One of several important factors,No,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,,,,Before that,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,Yes,All others,,,,Suburbs,Suburbs,6.0,Boston Area,East,Extremely High Density Urban,,High-Growth Suburban Perimeter,Very downscale,1901.0
4405499.0,Massachusetts,91.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.42407551407814,John McCain,John Kerry,The Democratic candidate,Yes,Male,White,45-49,Independent,Moderate,"Under $15,000",High school graduate,No,,,,Somewhat support,,,,,,Somewhat approve,,Somewhat favor,Only John McCain,Worse today,Omit,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Only John McCain,No,,,,Only John McCain,,,,,,Too conservative,,,,Get somewhat worse,,The single most important factor,Go up only if Obama is elected president,Very worried,,,,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Support,,,Approve,,Favor,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,Omit,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Get worse,,Important,Factor,Not go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,Yes,,,,,Suburbs,Suburbs,1.0,West,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,1089.0
4405815.0,Massachusetts,72.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.506825566291809,John McCain,John Kerry,The Republican candidate,No,Female,White,50-59,Independent,Conservative,"Under $15,000",Some college or associate degree,No,,One of several important factors,,,One of several important factors,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly approve,The economy,Omit,,,"Optimistic, but not excited",Poor,,No,,Scared,Has the right experience,One of several important factors,,,,,,Sometime in September,,Only Barack Obama,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did,,,,,,,Yes,All others,,,,Suburbs,Suburbs,2.0,Other Large Industrial Cities,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1069.0
4405862.0,Massachusetts,91.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.512203395366669,John McCain,Jeff Beatty' 9 'Other' 0 'Did not vote',The Republican candidate,No,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,One of several important factors,,,A minor factor,No,Take the country in a different direction,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The war in Iraq,My candidate's position on the issues,,,,Poor,Somewhat worried,No,,,Has the right experience,Not a factor at all,,,,,,Sometime in September,,Only Barack Obama,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,,,,Not Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did,,,,,,,Yes,All others,,,,Suburbs,Suburbs,1.0,West,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,1089.0
4406148.0,Massachusetts,91.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.811248362064362,Barack Obama,John Kerry,The Democratic candidate,No,Male,White,25-29,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,A minor factor,,,Not a factor at all,Yes,Continue George W. Bush's policies,No telephone service at home,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,Disapprove,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,Yes,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,1.0,West,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,1089.0
4406289.0,Massachusetts,47.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.504808008670807,Barack Obama,John Kerry,The Democratic candidate,Yes,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,,,,Somewhat oppose,,,,,,Strongly disapprove,,Strongly favor,Only Barack Obama,Worse today,Somewhat worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,A minor factor,Go up no matter which candidate wins,Not too worried,,,,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Oppose,,,Disapprove,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get better,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Not worried,,,,,,,,,,,,Yes,,,,,Suburbs,Suburbs,1.0,West,East,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1050.0
4406474.0,Massachusetts,72.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.720968544483185,Barack Obama,Jeff Beatty' 9 'Other' 0 'Did not vote',The Republican candidate,No,Male,White,45-49,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,A minor factor,,,The single most important factor,No,Continue George W. Bush's policies,Only regular land-line phone service,,,,,,,,,,,"Yes, for both Obama and McCain",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Not so good,Somewhat worried,No,,,Shares my values,Not a factor at all,,,,,,Before that,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did,Barack Obama did,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,Yes,All others,,,,Suburbs,Suburbs,2.0,Other Large Industrial Cities,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1069.0
4406540.0,Massachusetts,91.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.449627369642258,Barack Obama,John Kerry,The Democratic candidate,Yes,Female,White,40-44,Independent,Liberal,"$30,000-$49,999",Some college or associate degree,No,,A minor factor,,,One of several important factors,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The war in Iraq,My candidate's position on the issues,,,"Concerned, but not scared",Not so good,,No,,Excited,Can bring about needed change,Not a factor at all,,,,,,Earlier in October,,Neither of them,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,Yes,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,1.0,West,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,1089.0
