ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSAR08,SENAR08,ARINIT1,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,HILLPSPRT,IRAQWAR,ISSUE08,NECWORRY,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,IRAQWAR2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4385983.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.54223191738129,Barack Obama,Mark Pryor,Yes,Female,Black,75 or over,Democrat,,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,Yes,Barack Obama,Strongly disapprove,Health care,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,No college degree,High school graduate or less,Non white no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,South,South,Suburb,Urban,Urban Core,Very upscale,71603.0
4385958.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.63232612609863,Barack Obama,Mark Pryor,Yes,Male,White,75 or over,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Barack Obama,Strongly disapprove,The economy,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Disapprove,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,4.0,South,South,Low Density Rural,Rural,Rural,Very upscale,71909.0
4386075.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.852131485939026,Barack Obama,Mark Pryor,Yes,Female,White,65-74,Democrat,Moderate,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Hillary Clinton,Strongly disapprove,The war in Iraq,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Disapprove,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,4.0,South,South,Low Density Rural,Rural,Rural,Very upscale,71909.0
4400666.0,Arkansas,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,0.992262065410614,Barack Obama,Mark Pryor,Yes,Female,Black,65-74,Democrat,Conservative,"$30,000-$49,999",High school graduate,,Strongly disapprove,No,,,The economy,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,No college degree,High school graduate or less,Non white no college degree,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,South,South,Suburb,Urban,Urban Core,Very upscale,71603.0
4386199.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.26465225219727,Barack Obama,Mark Pryor,Yes,Male,White,75 or over,Democrat,,,High school graduate,No,Strongly disapprove,,Hillary Clinton,Strongly disapprove,The war in Iraq,Not at all worried,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,,,,,Disapprove,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Low Density Rural,Rural,Rural,Upscale,71854.0
4386103.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.15077590942383,Barack Obama,Mark Pryor,Yes,Female,Black,65-74,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Barack Obama,Strongly disapprove,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,South,South,Suburb,Urban,Urban Core,Very upscale,71603.0
4386039.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.599089980125427,Barack Obama,Mark Pryor,No,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Hillary Clinton,Omit,The economy,Somewhat worried,Cares about people like me,A minor factor,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Omit,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,South,South,Extremely Low Density Rural,Rural,Rural,Very downscale,71667.0
4386013.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.43129658699036,Barack Obama,Mark Pryor,No,Male,Black,40-44,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Yes,Hillary Clinton,Somewhat disapprove,Terrorism,Very worried,Can bring about needed change,Not a factor at all,Omit,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Omit,Omit,Omit,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,South,South,Suburb,Urban,Urban Core,Very upscale,71603.0
4385990.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.971386253833771,Barack Obama,Mark Pryor,No,Female,Black,65-74,Democrat,Liberal,"Under $15,000",High school graduate,No,Strongly disapprove,Yes,Barack Obama,Strongly disapprove,Omit,Omit,Cares about people like me,Not a factor at all,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,No college degree,High school graduate or less,Non white no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Omit,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Low Density Rural,Rural,Rural,Very downscale,71801.0
4385977.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.70985221862793,Barack Obama,Mark Pryor,No,Female,White,18-24,Republican,Moderate,"Under $15,000",Some college or associate degree,No,Somewhat approve,No,Did not care who won,Somewhat disapprove,Energy policy,Not too worried,Can bring about needed change,Not a factor at all,Earlier in October,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Disapprove,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Suburb,Rural,Rural,Downscale,71901.0
4400082.0,Arkansas,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.305915027856827,Barack Obama,Mark Pryor,No,Female,Black,60-64,Democrat,Moderate,"Under $15,000",Some college or associate degree,,,Yes,,Somewhat approve,Health care,,Can bring about needed change,Not a factor at all,Before that,,Black female,Black women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Approve,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,4.0,South,South,Extremely Low Density Rural,Rural,Rural,Downscale,71635.0
4386036.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.14894700050354,Barack Obama,Mark Pryor,No,Female,Black,50-59,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,Hillary Clinton,Strongly disapprove,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,South,South,Suburb,Urban,Urban Core,Very upscale,71603.0
4386011.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.796961665153503,Barack Obama,Mark Pryor,No,Female,Other,45-49,,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,Yes,Barack Obama,Strongly disapprove,The economy,Not too worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,Omit,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Disapprove,Not worried,,,,,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Extremely Low Density Rural,Rural,Rural,Upscale,71923.0
4386099.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.525425374507904,Barack Obama,Mark Pryor,No,Female,White,65-74,Democrat,Moderate,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Hillary Clinton,Strongly disapprove,The war in Iraq,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Disapprove,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Suburb,Rural,Rural,Upscale,71913.0
4386158.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.63578462600708,Barack Obama,Mark Pryor,No,Female,White,40-44,Democrat,Liberal,"$100,000-$149,999",High school graduate,No,Strongly disapprove,No,Hillary Clinton,Somewhat disapprove,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Disapprove,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Suburb,Rural,Rural,Upscale,71913.0
4386112.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.527551174163818,Barack Obama,Mark Pryor,No,Female,White,75 or over,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,Hillary Clinton,Strongly disapprove,The economy,Somewhat worried,Can bring about needed change,A minor factor,Earlier in October,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Disapprove,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Extremely Low Density Rural,Rural,Rural,Upscale,71923.0
4386062.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.26922559738159,Barack Obama,Mark Pryor,No,Male,White,50-59,Republican,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Barack Obama,Strongly disapprove,The economy,Very worried,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Disapprove,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Suburb,Rural,Rural,Upscale,71913.0
4386081.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.84560239315033,John McCain,Mark Pryor,,Female,White,65-74,Independent,Moderate,,College graduate,No,Somewhat disapprove,Yes,Hillary Clinton,Somewhat disapprove,Omit,Very worried,Shares my values,Not a factor at all,Sometime last week,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Non Democrats,,,,,Disapprove,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,South,South,Low Density Rural,Rural,Rural,Very upscale,71909.0
4400667.0,Arkansas,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,0.870085656642914,John McCain,Mark Pryor,,Female,White,65-74,Republican,Conservative,"Under $15,000",High school graduate,,Strongly disapprove,Yes,,,The economy,Somewhat worried,Has the right experience,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,South,South,Extremely Low Density Rural,Rural,Rural,Upscale,72150.0
4386195.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.809909522533417,John McCain,Mark Pryor,Did not vote,Male,White,75 or over,Independent,Moderate,"$15,000-$29,999",College graduate,No,Somewhat approve,No,Hillary Clinton,Somewhat approve,The economy,Very worried,Shares my values,Not a factor at all,Earlier in October,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,4.0,South,South,Low Density Rural,Rural,Rural,Very upscale,71909.0
4385962.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.51797044277191,John McCain,Mark Pryor,Yes,Male,White,65-74,Something else,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,Did not care who won,Somewhat approve,Energy policy,Very worried,Cares about people like me,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Extremely Low Density Rural,Rural,Rural,Upscale,71753.0
4401251.0,Arkansas,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,1.02478718757629,John McCain,Mark Pryor,Yes,Female,White,60-64,Independent,Conservative,"$30,000-$49,999",High school graduate,,,,,,,,,,,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,Yes,,Rural,Small Cities/Rural,4.0,South,South,Extremely Low Density Rural,Rural,Rural,Downscale,71958.0
4385993.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.997835576534271,John McCain,Mark Pryor,Yes,Female,White,65-74,Independent,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,Hillary Clinton,Somewhat approve,The economy,Very worried,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Suburb,Rural,Rural,Downscale,71901.0
4386194.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.51797044277191,John McCain,Mark Pryor,Yes,Male,White,65-74,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Yes,Did not care who won,Somewhat disapprove,The economy,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Disapprove,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,South,South,Extremely Low Density Rural,Rural,Rural,Downscale,71958.0
4386175.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.82077360153198,John McCain,Mark Pryor,Yes,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Did not care who won,Strongly approve,The economy,Somewhat worried,Cares about people like me,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",4.0,South,South,Suburb,Urban,Urban Core,Very upscale,71603.0
4386150.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.23316240310669,John McCain,Mark Pryor,Yes,Female,,50-59,Democrat,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,Another candidate,Strongly approve,Energy policy,Not too worried,Has the right experience,Not a factor at all,Before that,Approve,,,,,45-65,30-59,45+,45-59,50-64,18-64,,,,No college degree,More than High school graduate,,Democrats for another candidate,100k or more,50k or more,100 thousand or more,,Approve,Not worried,Democrat,,,,,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Low Density Rural,Rural,Rural,Upscale,71854.0
4386078.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.56561136245728,John McCain,Mark Pryor,Yes,Female,White,30-39,Republican,,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Hillary Clinton,Somewhat disapprove,The economy,Somewhat worried,Has the right experience,Not a factor at all,Sometime last week,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Disapprove,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Low Density Rural,Rural,Rural,Upscale,71701.0
4386043.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.49675333499908,John McCain,Mark Pryor,Yes,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Hillary Clinton,Somewhat disapprove,Health care,Not too worried,Can bring about needed change,A minor factor,Omit,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Disapprove,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Omit,Omit,Omit,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Low Density Rural,Rural,Rural,Upscale,71854.0
4386042.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.997835576534271,John McCain,Mark Pryor,Yes,Female,White,65-74,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,Yes,Another candidate,Somewhat approve,The economy,Somewhat worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Suburb,Rural,Rural,Upscale,71913.0
4386003.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.4215395450592,John McCain,Mark Pryor,No,Female,White,45-49,Democrat,Moderate,,High school graduate,No,Strongly disapprove,No,Hillary Clinton,Strongly disapprove,The economy,Very worried,Shares my values,The single most important factor,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,,,,,Disapprove,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,4.0,South,South,Low Density Rural,Rural,Rural,Downscale,72104.0
4385989.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.700817763805389,Other,Mark Pryor,No,Male,,50-59,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,,Strongly disapprove,Yes,Another candidate,Somewhat approve,Energy policy,Not at all worried,Cares about people like me,Not a factor at all,Omit,Disapprove,,,,,45-65,30-59,45+,45-59,50-64,18-64,,,,No college degree,More than High school graduate,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,,Approve,Not worried,Independent/Something else,,,,,,Not important,Not a factor,Omit,Omit,Omit,,All others,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,South,Suburb,Rural,Rural,Downscale,71901.0
4385978.0,Arkansas,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.610805988311768,Other,Mark Pryor,No,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,Yes,Hillary Clinton,Somewhat disapprove,The economy,Very worried,Shares my values,Not a factor at all,Omit,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Disapprove,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Omit,Omit,Omit,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,South,South,Extremely Low Density Rural,Rural,Rural,Upscale,72150.0
