ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSCO08,SENCO08,COAMD48,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,IMMDEPORT,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4386683.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,7.45839643478394,Barack Obama,Mark Udall,No,Male,Black,50-59,Democrat,,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Omit,Good,Not too worried,Yes,Omit,Omit,Not a factor at all,Omit,Omit,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Excellent/Good,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Omit,Omit,Omit,Omit,Omit,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Denver/Adams/Boulder,West,High Density Urban,Urban,Urban Core,Upscale,80013.0
4386675.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.63016366958618,Barack Obama,Mark Udall,No,Female,White,25-29,Democrat,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"Yes, for Barack Obama",Only Barack Obama,Somewhat disapprove,Health care,Not so good,Very worried,No,About right,Shares my values,Not a factor at all,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,Suburbs,Suburbs,6.0,Denver/Adams/Boulder,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
4386674.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.219113484025002,Barack Obama,Mark Udall,No,Female,White,75 or over,Democrat,Moderate,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Yes,Take the country in a different direction,Only Barack Obama,Offered a chance to apply for legal status,"No, I was not contacted",Neither of them,Strongly disapprove,The economy,Poor,Very worried,No,Too liberal,Omit,The single most important factor,Earlier in October,Neither of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Denver/Adams/Boulder,West,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,80031.0
4386669.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.651154160499573,Barack Obama,Mark Udall,No,Male,White,50-59,Democrat,Liberal,,Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"No, I was not contacted",Only Barack Obama,Strongly disapprove,Energy policy,Poor,Very worried,No,Too conservative,Omit,Not a factor at all,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,All others,Suburbs,Suburbs,2.0,Denver/Adams/Boulder,West,Suburb,80s Suburbs,Urban Perimeter,Very upscale,80027.0
4386665.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.30230832099915,Barack Obama,Mark Udall,No,Male,White,50-59,Independent,Liberal,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,Offered a chance to apply for legal status,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,Suburbs,Suburbs,6.0,Denver/Adams/Boulder,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
4400882.0,Colorado,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,1.31631398200989,Barack Obama,Mark Udall,No,Female,White,45-49,Democrat,Liberal,"$75,000-$99,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,,,"Yes, for Barack Obama",,,The economy,Poor,Very worried,No,,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Suburbs,Suburbs,2.0,Denver/Adams/Boulder,West,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,80221.0
4387449.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.77645874023438,Barack Obama,Mark Udall,Yes,Male,Black,30-39,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,Yes,About right,Cares about people like me,Not a factor at all,Earlier in October,Neither of them,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,No,All others,"Cities over 500,000","Cities over 50,000",1.0,Denver/Adams/Boulder,West,High Density Urban,Urban,Urban Core,Upscale,80220.0
4386954.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.547192513942719,John McCain,Mark Udall,No,Male,Other,50-59,Independent,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Both of them,Offered a chance to apply for legal status,"No, I was not contacted",Neither of them,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Cares about people like me,Not a factor at all,Before that,Only John McCain,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,American Indian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Suburbs,Suburbs,2.0,Denver/Adams/Boulder,West,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,80221.0
4386809.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.20829975605011,Barack Obama,Mark Udall,No,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Omit,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Has the right experience,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Omit,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities over 500,000","Cities over 50,000",1.0,Denver/Adams/Boulder,West,High Density Urban,Urban,Urban Core,Upscale,80220.0
4400297.0,Colorado,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.252313792705536,Barack Obama,Mark Udall,No,Female,Hispanic/Latino,50-59,Democrat,Conservative,"Under $15,000",High school graduate,Yes,,No,Continue George W. Bush's policies,,,"No, I was not contacted",,Somewhat disapprove,The economy,Poor,,No,,Can bring about needed change,Not a factor at all,Sometime in September,Both of them,,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,,,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Disapprove,Not so good/Poor,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,All others,"Cities over 500,000","Cities over 50,000",1.0,Denver/Adams/Boulder,West,Extremely High Density Urban,Urban,Urban Core,Very downscale,80211.0
4400291.0,Colorado,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.504627585411072,Barack Obama,Mark Udall,No,Female,Hispanic/Latino,50-59,Something else,,,Postgraduate study,Yes,,No,Continue George W. Bush's policies,,,"Yes, for both Obama and McCain",,Strongly disapprove,The economy,Poor,,No,,Cares about people like me,Not a factor at all,Before that,Only John McCain,,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,,,John McCain did,Barack Obama did,,,,,,,Disapprove,Not so good/Poor,,Independent/Something else,Non black non Democrat,Latino Independents,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,All others,Suburbs,Suburbs,2.0,Denver/Adams/Boulder,West,Suburb,80s Suburbs,Urban Perimeter,Very upscale,80026.0
4400289.0,Colorado,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.09775733947754,Barack Obama,Mark Udall,No,Male,White,50-59,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,,No,Continue George W. Bush's policies,,,"No, I was not contacted",,Somewhat disapprove,The economy,Not so good,,No,,Shares my values,Not a factor at all,Before that,Both of them,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,Suburbs,Suburbs,4.0,Denver/Adams/Boulder,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,80501.0
4400287.0,Colorado,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.445640712976456,Barack Obama,Mark Udall,No,Female,White,50-59,Something else,Liberal,"$200,000 or more",Postgraduate study,No,,No,Continue George W. Bush's policies,,,"Yes, for Barack Obama",,Strongly disapprove,The economy,Poor,,Yes,,Cares about people like me,A minor factor,Before that,Only John McCain,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Denver/Adams/Boulder,West,Suburb,Urban,Urban Core,Very upscale,80304.0
4400278.0,Colorado,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.504627585411072,Barack Obama,Mark Udall,Yes,Male,Black,65-74,Something else,Moderate,"$50,000-$74,999",Postgraduate study,No,,Yes,Continue George W. Bush's policies,,,"No, I was not contacted",,Somewhat disapprove,Health care,Poor,,No,,Cares about people like me,Not a factor at all,Earlier in October,Only John McCain,,Black male,Black men,Non white male,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,College graduate,More than High school graduate,Non white college degree,,,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Disapprove,Not so good/Poor,,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities over 500,000","Cities over 50,000",1.0,Denver/Adams/Boulder,West,Suburb,Urban,Urban Core,Downscale,80239.0
4387835.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.113149702548981,John McCain,Bob Schaffer,Yes,Female,White,60-64,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Neither of them,Offered a chance to apply for legal status,"No, I was not contacted",Both of them,Somewhat disapprove,The war in Iraq,Poor,Very worried,No,Too liberal,Shares my values,Not a factor at all,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Denver/Adams/Boulder,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,80501.0
4387834.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,,Bob Schaffer,Yes,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,"Yes, for John McCain",Only John McCain,Strongly approve,The economy,Poor,Very worried,No,Too liberal,Shares my values,Not a factor at all,Before that,Neither of them,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,7.0,Denver/Adams/Boulder,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,80136.0
4387832.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.218382194638252,John McCain,Bob Schaffer,Yes,Female,White,65-74,Republican,Conservative,,Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,"Yes, for both Obama and McCain",Only John McCain,Somewhat disapprove,Terrorism,Poor,Somewhat worried,No,Too liberal,Has the right experience,Not a factor at all,Earlier in October,Neither of them,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,,,,,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,,All others,Suburbs,Suburbs,2.0,Denver/Adams/Boulder,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,80466.0
4387819.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.30268514156342,John McCain,Bob Schaffer,No,Female,White,30-39,Independent,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,Deported to the country they came from,"No, I was not contacted",Only John McCain,Somewhat approve,Terrorism,Not so good,Somewhat worried,No,Too liberal,Shares my values,The single most important factor,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,Suburbs,Suburbs,6.0,Denver/Adams/Boulder,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
4387809.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.46106266975403,John McCain,Bob Schaffer,Yes,Female,White,18-24,Republican,Conservative,,High school graduate,No,Strongly approve,Yes,Continue George W. Bush's policies,Only John McCain,Deported to the country they came from,"No, I was not contacted",Only John McCain,Strongly approve,Health care,Not so good,Very worried,Yes,Too liberal,Shares my values,Not a factor at all,Before that,Both of them,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,,,,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Denver/Adams/Boulder,West,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,80501.0
4387805.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.479553639888763,John McCain,Bob Schaffer,No,Female,White,50-59,Republican,Conservative,"$15,000-$29,999",Postgraduate study,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Deported to the country they came from,"No, I was not contacted",Only John McCain,Somewhat disapprove,Terrorism,Not so good,Somewhat worried,No,Too liberal,Has the right experience,Not a factor at all,Before that,Only Barack Obama,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,All others,"Cities over 500,000","Cities over 50,000",1.0,Denver/Adams/Boulder,West,High Density Urban,Urban,Urban Core,Upscale,80222.0
4387787.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.218382194638252,John McCain,Bob Schaffer,Yes,Female,White,65-74,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,Omit,"Yes, for Barack Obama",Only John McCain,Somewhat disapprove,Terrorism,Poor,Very worried,No,Too liberal,Shares my values,Not a factor at all,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,Denver/Adams/Boulder,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
4387782.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.91821455955505,John McCain,Bob Schaffer,No,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Neither of them,Offered a chance to apply for legal status,"No, I was not contacted",Neither of them,Strongly disapprove,The war in Iraq,Poor,Very worried,No,Too liberal,Has the right experience,Not a factor at all,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Denver/Adams/Boulder,West,High Density Urban,70s Suburbs,High-Growth Suburban Perimeter,Downscale,80233.0
4387780.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.616539776325226,Barack Obama,Bob Schaffer,No,Male,,,Republican,Moderate,"$75,000-$99,999",,,Strongly disapprove,Yes,Take the country in a different direction,Only Barack Obama,Deported to the country they came from,"No, I was not contacted",Only Barack Obama,Strongly disapprove,Health care,Poor,Not at all worried,No,About right,Cares about people like me,Not a factor at all,In the last three days,Neither of them,Disapprove,,,,,,,,,,,,,,,,,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Republican,,,,,,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,,All others,"Cities over 500,000","Cities over 50,000",1.0,Denver/Adams/Boulder,West,Extremely High Density Urban,Urban,Urban Core,Very downscale,80211.0
4387760.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.30268514156342,John McCain,Bob Schaffer,No,Female,White,30-39,Independent,Moderate,,Postgraduate study,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,"Yes, for both Obama and McCain",Only John McCain,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,Too liberal,Has the right experience,Not a factor at all,Earlier in October,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,,,,,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,All others,Suburbs,Suburbs,2.0,Denver/Adams/Boulder,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
4387747.0,Colorado,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.03143787384033,John McCain,Bob Schaffer,No,Male,White,25-29,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Yes,Take the country in a different direction,Both of them,Deported to the country they came from,"No, I was not contacted",Both of them,Somewhat disapprove,The economy,Good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Sometime last week,Both of them,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Excellent/Good,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,Denver/Adams/Boulder,West,High Density Urban,70s Suburbs,High-Growth Suburban Perimeter,Downscale,80233.0
