ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIL08,SENIL08,HOU08IL,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SPANISHQ,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4411788.0, Illinois,64.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.996570646762848,John McCain,Steve Sauerberg,The Republican candidate,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,,,,Somewhat support,,,,,,Somewhat approve,,Strongly favor,Only John McCain,Worse today,Very worried,,,,,Government should do more to solve problems,,Not very worried,,,Only John McCain,Yes,,,,Only John McCain,,,,,,Too liberal,,,,Stay about the same,,English,Not a factor at all,Go up no matter which candidate wins,Very worried,,,,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Support,,,Approve,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Worried,,,,,Not worried,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Stay about the same,,Not important,Not a factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4411897.0, Illinois,64.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,1.19830679893494,Barack Obama,Steve Sauerberg,The Republican candidate,Female,White,45-49,Independent,Conservative,"$100,000-$149,999",Some college or associate degree,No,,,,Strongly oppose,,,,,,Strongly disapprove,,Strongly favor,Only John McCain,Better today,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Only John McCain,Yes,,,,Only John McCain,,,,,,Too liberal,,,,Stay about the same,,English,One of several important factors,Go up only if Obama is elected president,Very worried,,,,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Oppose,,,Disapprove,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Stay about the same,,Important,Factor,Not go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4412035.0, Illinois,64.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.995880782604218,John McCain,Dick Durbin,The Democratic candidate,Male,White,40-44,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,A minor factor,,,One of several important factors,Yes,Take the country in a different direction,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's position on the issues,,,,Poor,Somewhat worried,No,,,Shares my values,Not a factor at all,,,English,,,,Sometime in September,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4412181.0, Illinois,64.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.10631537437439,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Somewhat disapprove,Not a factor at all,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Omit,,,,The economy,My candidate's leadership/personal qualities,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Just today,,Neither of them,,,,,,Disapprove,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was not a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4412417.0, Illinois,64.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.920065999031067,John McCain,Dick Durbin,The Democratic candidate,Female,White,45-49,,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,A minor factor,,,Not a factor at all,Yes,Omit,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's leadership/personal qualities,,,,Not so good,Very worried,No,,,Has the right experience,Not a factor at all,,,English,,,,Earlier in October,,Both of them,,,,,,Approve,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,,,,,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4412728.0, Illinois,64.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.19747734069824,Barack Obama,Dick Durbin,The Democratic candidate,Male,White,50-59,Democrat,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,A minor factor,,,One of several important factors,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Omit,,,,Omit,My candidate's position on the issues,,,,Not so good,Very worried,No,,,Can bring about needed change,A minor factor,,,English,,,,Sometime in September,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4412854.0, Illinois,64.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07868957519531,John McCain,Steve Sauerberg,The Republican candidate,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,,Not a factor at all,,,One of several important factors,Yes,Take the country in a different direction,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly approve,Terrorism,My candidate's leadership/personal qualities,,,Excited,Good,,No,,Scared,Has the right experience,One of several important factors,,,English,,,,Before that,,Only Barack Obama,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Approve,,,,,,Excellent/Good,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4412979.0, Illinois,64.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07868957519531,John McCain,Steve Sauerberg,The Republican candidate,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,,Not a factor at all,,,A minor factor,Yes,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for both Obama and McCain",,,,,,,,Strongly approve,The economy,My candidate's leadership/personal qualities,,,"Optimistic, but not excited",Not so good,,No,,"Concerned, but not scared",Omit,Not a factor at all,,,English,,,,Sometime in September,,Both of them,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Not Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did,Barack Obama did,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4413136.0, Illinois,64.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22254467010498,John McCain,Dick Durbin,The Democratic candidate,Male,White,60-64,Independent,Liberal,"$50,000-$74,999",College graduate,No,,One of several important factors,,,One of several important factors,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,"Optimistic, but not excited",Poor,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,English,,,,Sometime last week,,Both of them,,,,,,,Non black male,White men,White male,White male,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4413138.0, Illinois,64.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22254467010498,John McCain,Dick Durbin,The Democratic candidate,Male,White,60-64,Independent,Liberal,"$50,000-$74,999",College graduate,No,,One of several important factors,,,One of several important factors,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,"Optimistic, but not excited",Poor,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,English,,,,Sometime last week,,Both of them,,,,,,,Non black male,White men,White male,White male,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4439916.0, Illinois,64.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.12947428226471,John McCain,Dick Durbin,The Democratic candidate,Female,White,65-74,Independent,Conservative,"$75,000-$99,999",High school graduate,No,,,More than once a week,,,Yes,,,No,,Somewhat confident,,,,,Only Cindy McCain,Get better,No,,,Yes,,Another candidate,,,,,,,,Yes,,,,,,,,,,Protestant,English,,,,Sometime last week,Generally going in the right direction,,No one does,Yes,George W. Bush,Both of them,No,,Non black female,White women,White female,White female,Married women,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,More than once a week/Once a week,Protestant/Attend weekly,,,,,Confident,,No college degree,High school graduate or less,White no college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,,No,No,No,Joe Biden is,Sarah Palin is,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,All others,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4440235.0, Illinois,64.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.928185999393463,John McCain,Dick Durbin,The Democratic candidate,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",College graduate,No,,,A few times a month,,,Yes,,,Yes,,Very confident,,,,,Both of them,Stay about the same,No,,,No,,Hillary Clinton,,,,,,,,No,,,,,,,,,,Protestant,English,,,,Before that,Seriously off on the wrong track,,No one does,No,George W. Bush,Neither of them,Yes,,Non black female,White women,White female,White female,Non-married women,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,A few times a month/A few times a year,Protestant/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Unmarried women with children,Women who are not married or have no children,,,Moms - Women with children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Working women,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4440366.0, Illinois,64.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.07868957519531,John McCain,Steve Sauerberg,The Republican candidate,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",Postgraduate study,No,,,A few times a month,,,Yes,,,Yes,,Somewhat confident,,,,,Only Cindy McCain,Stay about the same,No,,,No,,Did not care who won,,,,,,,,Yes,,,,,,,,,,Other Christian,English,,,,Before that,Seriously off on the wrong track,,No one does,No,George W. Bush,Neither of them,Yes,,Non black male,White men,White male,White male,Married men,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,A few times a month/A few times a year,All others,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,All others,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4440497.0, Illinois,64.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.10631537437439,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,30-39,Democrat,Moderate,"$30,000-$49,999",College graduate,No,,,A few times a month,,,No,,,Yes,,Somewhat confident,,,,,Only Michelle Obama,Get better,No,,,No,,Barack Obama,,,,,,,,No,,,,,,,,,,Catholic,English,,,,Earlier in October,Seriously off on the wrong track,,No one does,No,George W. Bush,Only Joe Biden,Yes,,Non black female,White women,White female,White female,Non-married women,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,All others,Unmarried women with children,Women who are not married or have no children,,,Moms - Women with children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Catholic,No,All others,All others,All others,Working women,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4440705.0, Illinois,64.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.45277786254883,Barack Obama,Dick Durbin,The Democratic candidate,Male,Black,50-59,Democrat,Liberal,"Under $15,000",Some college or associate degree,No,,,Never,,,No,,,No,,Very confident,,,,,Only Michelle Obama,Get better,No,,,No,,Barack Obama,,,,,,,,No,,,,,,,,,,Catholic,English,,,,Before that,Seriously off on the wrong track,,"Yes, I do",No,John Kerry,Only Joe Biden,No,,Black male,Black men,Non white male,Non white,Non-married men,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,,,Never,Catholic/Do not attend weekly,,,,,Confident,,No college degree,More than High school graduate,Non white no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,,,,All others,Unmmaried men with no children,All men,,,Men without children,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,,Catholic,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,Yes,I am,Yes,Joe Biden is,Sarah Palin is not,Non-white,No,All others,All others,All others,All others,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4440889.0, Illinois,64.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.20804572105408,Barack Obama,Dick Durbin,The Democratic candidate,Male,White,25-29,Independent,Liberal,"$100,000-$149,999",College graduate,No,,,,Strongly oppose,,,,,,Strongly disapprove,,Somewhat favor,Only Barack Obama,About the same,Very worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get much better,,English,Not a factor at all,Stay the same or go down,Not too worried,,,,,,,,,,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,,,Oppose,,,Disapprove,,Favor,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Get better,,Not important,Not a factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Not worried,,,,,,,,,,,,No,,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4441124.0, Illinois,64.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.3421802520752,Barack Obama,Dick Durbin,The Democratic candidate,Female,Black,30-39,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Somewhat oppose,Both of them,Worse today,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Both of them,Yes,,,,Both of them,,,,,,About right,,,,Stay about the same,,English,One of several important factors,Go up no matter which candidate wins,Not too worried,,,,,,,,,,Black female,Black women,Non white female,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,,,,Oppose,,,Disapprove,,Oppose,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,Stay about the same,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Not worried,,,,,,,,,,,,No,,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4441280.0, Illinois,64.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.3421802520752,Barack Obama,Dick Durbin,The Democratic candidate,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,A minor factor,,,Not a factor at all,Yes,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Cares about people like me,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,Disapprove,Black female,Black women,Non white female,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Not Important,Was a factor,,,,Not Important,Was not a factor,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4441363.0, Illinois,64.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.00466990470886,John McCain,Dick Durbin,The Democratic candidate,Male,White,18-24,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Not a factor at all,,,Not a factor at all,Yes,Take the country in a different direction,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's position on the issues,,,,Good,Not too worried,No,,,Shares my values,Not a factor at all,,,English,,,,Before that,,Only Barack Obama,,,,,,Approve,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Excellent/Good,Not worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,,,,,,,No,White Born-again/Evangelical Christians,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
4441438.0, Illinois,64.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.32420074939728,John McCain,Steve Sauerberg,The Republican candidate,Male,White,60-64,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,One of several important factors,,,One of several important factors,Yes,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's leadership/personal qualities,,,,Poor,Very worried,No,,,Shares my values,One of several important factors,,,English,,,,Before that,,Neither of them,,,,,,Disapprove,Non black male,White men,White male,White male,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,White Born-again/Evangelical Christians,,,,Rural,Small Cities/Rural,19.0,South,Midwest,Low Density Rural,Rural,Rural,Very downscale,62946.0
