ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNC08,SENNC08,GOVNC08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4432158.0, North Carolina,92.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.469143629074097,Barack Obama,Christopher Cole,Bev Perdue,Female,White,25-29,Something else,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Neither of them,Somewhat disapprove,Energy policy,Not so good,Somewhat worried,No,Too liberal,Can bring about needed change,Not a factor at all,Sometime last week,Neither of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",4.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27613.0
4406607.0, North Carolina,92.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.40000706911087,Barack Obama,Christopher Cole,Michael Munger,Female,White,18-24,Republican,Moderate,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Neither of them,"Yes, for Barack Obama",Both of them,Somewhat disapprove,The war in Iraq,Poor,Somewhat worried,No,Too liberal,Cares about people like me,Not a factor at all,Sometime last week,Neither of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",4.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27613.0
4450739.0, North Carolina,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.52872633934021,Barack Obama,Kay Hagan,,Female,White,45-49,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Earlier in October,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4406516.0, North Carolina,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.715518891811371,Barack Obama,Kay Hagan,Bev Perdue,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only John McCain,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,In the last three days,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4439146.0, North Carolina,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.545664727687836,Barack Obama,Kay Hagan,Bev Perdue,Female,Black,18-24,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Shares my values,Not a factor at all,Before that,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4439107.0, North Carolina,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.715518891811371,Barack Obama,Kay Hagan,Bev Perdue,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Sometime in September,Only John McCain,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4438900.0, North Carolina,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.57911229133606,Barack Obama,Kay Hagan,Bev Perdue,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4450883.0, North Carolina,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.789864242076874,Barack Obama,Kay Hagan,Bev Perdue,Male,Asian,50-59,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Omit,Poor,Very worried,No,About right,Omit,Not a factor at all,Before that,Both of them,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4407120.0, North Carolina,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.627397239208221,Barack Obama,Kay Hagan,Bev Perdue,Female,,30-39,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Neither of them,"No, I was not contacted",Neither of them,Strongly disapprove,The economy,Poor,Very worried,Yes,About right,Omit,Not a factor at all,Sometime in September,Both of them,Disapprove,,,,,30-44,30-59,18-44,30-44,30-39,18-64,,,,No college degree,More than High school graduate,,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,,,,,,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4450835.0, North Carolina,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.67419296503067,Barack Obama,Kay Hagan,Bev Perdue,Female,Hispanic/Latino,18-24,Something else,Moderate,"$50,000-$74,999",Some college or associate degree,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,Yes,About right,Can bring about needed change,Not a factor at all,Sometime in September,Both of them,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4407046.0, North Carolina,91.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.789864242076874,Barack Obama,Kay Hagan,Bev Perdue,Male,White,45-49,Democrat,,,Postgraduate study,No,,No,,,,,,,,Very worried,,,Can bring about needed change,,Before that,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,Sometime last week or earlier,Before that,In the last month or before that,,,,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4450784.0, North Carolina,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.789864242076874,Barack Obama,Kay Hagan,Bev Perdue,Male,Hispanic/Latino,40-44,Democrat,Liberal,"$50,000-$74,999",High school graduate,Yes,Strongly disapprove,Yes,Take the country in a different direction,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly approve,The economy,Not so good,Not too worried,Yes,About right,Can bring about needed change,One of several important factors,Before that,Only Barack Obama,Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4406990.0, North Carolina,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.67419296503067,Barack Obama,Kay Hagan,Bev Perdue,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4406843.0, North Carolina,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.744244396686554,Barack Obama,Kay Hagan,Bev Perdue,Male,White,18-24,Democrat,Liberal,"$200,000 or more",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Shares my values,One of several important factors,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4406686.0, North Carolina,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.744244396686554,Barack Obama,Kay Hagan,Bev Perdue,Male,White,25-29,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4406600.0, North Carolina,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.545664727687836,Barack Obama,Kay Hagan,Bev Perdue,Female,Black,25-29,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Earlier in October,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4406342.0, North Carolina,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.23718905448914,Barack Obama,Kay Hagan,Bev Perdue,Male,White,60-64,Democrat,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Shares my values,Not a factor at all,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4406203.0, North Carolina,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.57911229133606,Barack Obama,Kay Hagan,Bev Perdue,Female,Black,50-59,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Somewhat disapprove,Health care,Not so good,Somewhat worried,No,Omit,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4439078.0, North Carolina,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.715518891811371,Barack Obama,Kay Hagan,Bev Perdue,Female,Hispanic/Latino,50-59,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,Yes,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Somewhat disapprove,The war in Iraq,Not so good,Somewhat worried,No,About right,Shares my values,Not a factor at all,Sometime in September,Neither of them,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4439056.0, North Carolina,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.789864242076874,Barack Obama,Kay Hagan,Bev Perdue,Male,White,50-59,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4439010.0, North Carolina,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.789864242076874,Barack Obama,Kay Hagan,Bev Perdue,Male,White,30-39,Independent,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Cares about people like me,Not a factor at all,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4438971.0, North Carolina,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.67419296503067,Barack Obama,Kay Hagan,Bev Perdue,Female,Other,18-24,Democrat,Conservative,"Under $15,000",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,Yes,About right,Cares about people like me,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4439209.0, North Carolina,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.602361559867859,Barack Obama,Kay Hagan,Bev Perdue,Male,Black,25-29,Something else,Conservative,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,Yes,About right,Cares about people like me,Omit,Sometime in September,Both of them,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Omit,Omit,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
4406766.0, North Carolina,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.789864242076874,Barack Obama,Kay Hagan,Bev Perdue,Male,White,50-59,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Sometime last week,Neither of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",13.0,Raleigh/Durham area,South,Suburb,Urban,Urban Core,Very upscale,27612.0
