ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSFL08,FLAMD2,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,CUBAN3,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,SPANISHQ,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
4387857.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.52457523345947,John McCain,Yes,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,The economy,Not so good,Somewhat worried,No,Too liberal,Shares my values,One of several important factors,Protestant,English,Before that,Neither of them,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,16.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Downscale
4388330.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.554933309555054,John McCain,Yes,Female,White,75 or over,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,No,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Only John McCain,Somewhat approve,Terrorism,Poor,Very worried,No,Too liberal,Has the right experience,One of several important factors,Catholic,English,Before that,Only Barack Obama,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Catholic,Yes,All others,All others,All others,Suburbs,Suburbs,14.0,South,South,Suburb,80s Suburbs,Urban Perimeter,Upscale
4387867.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.469600021839142,John McCain,Yes,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",College graduate,No,Strongly approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,The economy,Not so good,Somewhat worried,No,Too liberal,Has the right experience,Not a factor at all,Catholic,English,Before that,Neither of them,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Catholic,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,13.0,South,South,Suburb,Rural,Rural,Upscale
4388164.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.5686057806015,John McCain,Yes,Male,White,65-74,Republican,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat disapprove,The economy,Poor,Very worried,No,Too liberal,Has the right experience,One of several important factors,Catholic,English,Before that,Neither of them,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Catholic,No,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Upscale
4387872.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.137211561203,John McCain,Yes,Male,White,65-74,Republican,Moderate,"$150,000-$199,999",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Only John McCain,Strongly approve,Energy policy,Good,Not too worried,No,Omit,Can bring about needed change,Not a factor at all,Catholic,English,Omit,Neither of them,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Omit,Omit,Omit,John McCain did not,Barack Obama did not,Catholic,No,All others,All others,All others,Suburbs,Suburbs,14.0,South,South,Suburb,80s Suburbs,Urban Perimeter,Downscale
4388528.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.469600021839142,John McCain,Yes,Female,White,65-74,Republican,Moderate,"$150,000-$199,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,Terrorism,Not so good,Somewhat worried,No,Omit,Has the right experience,The single most important factor,Protestant,English,Before that,Only Barack Obama,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",13.0,South,South,Suburb,Urban,Urban Core,Very upscale
4388497.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.554933309555054,John McCain,Yes,Female,White,75 or over,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Omit,Terrorism,Poor,Very worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,English,Sometime in September,Both of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Omit,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 10,000-50,000",Small Cities/Rural,14.0,South,South,High Density Urban,Rural,Rural,Very upscale
4388463.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.48235130310059,John McCain,No,Female,White,40-44,Independent,Moderate,,Some college or associate degree,No,Somewhat approve,,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,Terrorism,Not so good,Not too worried,No,Too liberal,Can bring about needed change,Not a factor at all,None,English,Before that,Neither of them,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,,,,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,None,,All others,All others,,Suburbs,Suburbs,14.0,South,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
4388327.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.29955577850342,John McCain,No,Male,White,75 or over,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Only John McCain,Somewhat disapprove,Terrorism,Not so good,Somewhat worried,No,Too liberal,Shares my values,A minor factor,Protestant,English,Before that,Neither of them,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,14.0,South,South,Suburb,80s Suburbs,Urban Perimeter,Very downscale
4388313.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.715354144573212,John McCain,No,Male,,75 or over,Democrat,Conservative,"$50,000-$74,999",High school graduate,No,Omit,No,Omit,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Strongly approve,The war in Iraq,Good,Not at all worried,No,Too liberal,Shares my values,Not a factor at all,Catholic,English,Before that,Neither of them,Omit,,,,,65+,60+,45+,60+,65+,65+,,,,No college degree,High school graduate or less,,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,,John McCain is,Barack Obama is not,Approve,Excellent/Good,Not worried,Democrat,,,,,,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,All others,All others,,"Cities 50,000-500,000","Cities over 50,000",16.0,South,South,Suburb,Urban,Urban Core,Downscale
4388120.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.46223974227905,John McCain,No,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only Barack Obama,Strongly approve,The economy,Poor,Very worried,No,Too liberal,Has the right experience,Not a factor at all,Other Christian,English,Sometime in September,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,14.0,South,South,Suburb,80s Suburbs,Urban Perimeter,Downscale
4388108.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.5398998260498,John McCain,No,Female,White,45-49,Republican,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,English,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Upscale
4388093.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.23111987113953,John McCain,No,Female,White,30-39,Republican,Moderate,,Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat approve,The economy,Not so good,Not too worried,No,Omit,Has the right experience,One of several important factors,Catholic,English,Before that,Both of them,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,,,,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Catholic,,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",13.0,South,South,Suburb,Urban,Urban Core,Very downscale
4387958.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.60933113098145,John McCain,No,Male,White,50-59,Independent,Conservative,"$150,000-$199,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Strongly approve,The economy,Not so good,Very worried,No,Too liberal,Cares about people like me,Not a factor at all,Protestant,English,Sometime in September,Both of them,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,16.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Downscale
4388009.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.130785524845123,Other,Yes,Female,White,65-74,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Take the country in a different direction,Both of them,"No, I was not contacted",Both of them,Omit,The economy,Poor,Very worried,No,About right,Can bring about needed change,A minor factor,Protestant,English,Omit,Both of them,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Omit,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Protestant/Other Christian,Omit,Omit,Omit,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,14.0,South,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
4388417.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.10677266120911,Other,No,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Somewhat approve,No,Take the country in a different direction,Neither of them,"Yes, for both Obama and McCain",Neither of them,Strongly approve,Health care,Not so good,Very worried,No,About right,Omit,Not a factor at all,Protestant,English,Before that,Both of them,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does not,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",14.0,South,South,Suburb,Urban,Urban Core,Upscale
4400312.0,Florida,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.43456149101257,John McCain,Did not vote,Male,White,30-39,Republican,Conservative,,College graduate,,,No,Take the country in a different direction,,"No, I was not contacted",,Somewhat approve,The economy,Not so good,,No,,Shares my values,Not a factor at all,,English,Before that,Both of them,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did not,,,,,,,Approve,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,All others,,,Suburbs,Suburbs,14.0,South,South,Suburb,80s Suburbs,Urban Perimeter,Upscale
4401467.0,Florida,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,0.44187119603157,John McCain,Yes,Male,,65-74,Republican,Conservative,"$75,000-$99,999",Postgraduate study,,,,,Only John McCain,,Only John McCain,,,,,,Too liberal,,,,English,,,,,,,,65+,60+,45+,60+,65+,65+,,,,College graduate,More than High school graduate,,John McCain does,Barack Obama does not,,,Less than 100k,50k or more,50 to 100 thousand,,John McCain is,Barack Obama is not,,,,Republican,,,,,,,,,,,,,,,,,,,Suburbs,Suburbs,14.0,South,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
4402112.0,Florida,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,2.0735194683075,Barack Obama,,Male,White,75 or over,Independent,Moderate,,High school graduate,,,No,,,,,,,,,,,,,,English,Before that,,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,All others,All others,,"Cities 10,000-50,000",Small Cities/Rural,14.0,South,South,High Density Urban,Rural,Rural,Very upscale
4402138.0,Florida,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,1.98256492614746,Barack Obama,,Female,White,,,Liberal,,Some college or associate degree,,,No,,,,,,,,,,,,,Catholic,English,Omit,,,Non black female,White women,White female,White female,,,,,,,,,,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,,,,White,White non born again,,,Catholic,Omit,Omit,Omit,,,Catholic,,All others,All others,All others,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Upscale
4401478.0,Florida,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,0.99128246307373,Barack Obama,Did not vote,Female,White,,Independent,Moderate,,Some college or associate degree,,,,,Neither of them,,Neither of them,,,,,,Too liberal,,,,English,,,,Non black female,White women,White female,White female,,,,,,,,,,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,,,,,,,John McCain is not,Barack Obama is not,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,,,,,,,Suburbs,Suburbs,14.0,South,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
4401465.0,Florida,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,0.77511990070343,Barack Obama,Yes,Female,White,50-59,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,,,,,Only Barack Obama,,Only Barack Obama,,,,,,About right,,,,English,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,Yes,,,,Suburbs,Suburbs,13.0,South,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
4402142.0,Florida,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,1.89574229717255,Barack Obama,No,Male,White,65-74,Democrat,Moderate,"$200,000 or more",College graduate,,,No,,,,,,,,,,,,,Catholic,English,Before that,,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,,,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,,,Catholic,No,All others,All others,All others,Suburbs,Suburbs,14.0,South,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale
4400915.0,Florida,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,1.89216148853302,Barack Obama,No,Male,White,60-64,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,,Strongly disapprove,No,Continue George W. Bush's policies,,"Yes, for Barack Obama",,,The economy,Poor,Somewhat worried,No,,Can bring about needed change,Not a factor at all,,English,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,No,All others,,,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Upscale
4400318.0,Florida,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.09516572952271,Barack Obama,No,Male,White,30-39,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,,,No,Take the country in a different direction,,"Yes, for Barack Obama",,Somewhat disapprove,The economy,Poor,,No,,Cares about people like me,Not a factor at all,,English,Before that,Neither of them,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,No,All others,,,Suburbs,Suburbs,14.0,South,South,Suburb,80s Suburbs,Urban Perimeter,Upscale
4401474.0,Florida,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,2.58660197257996,Barack Obama,No,Female,White,45-49,Democrat,Moderate,"$100,000-$149,999",High school graduate,,,,,Only Barack Obama,,Only Barack Obama,,,,,,About right,,,,English,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,No,,,,Suburbs,Suburbs,13.0,South,South,Suburb,70s Suburbs,Urban Perimeter,Upscale
4401470.0,Florida,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,4.15100812911987,Barack Obama,No,Male,White,40-44,Independent,Liberal,"$200,000 or more",College graduate,,,,,Only Barack Obama,,Only Barack Obama,,,,,,About right,,,,English,,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,,,No,,,,Suburbs,Suburbs,14.0,South,South,Suburb,80s Suburbs,Urban Perimeter,Upscale
4400892.0,Florida,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,2.02213311195374,Barack Obama,No,Female,White,30-39,Republican,Liberal,"$75,000-$99,999",College graduate,,Strongly disapprove,No,Continue George W. Bush's policies,,"No, I was not contacted",,,Health care,Poor,Somewhat worried,No,,Can bring about needed change,Not a factor at all,,English,Sometime in September,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,No,All others,,,Suburbs,Suburbs,13.0,South,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
