ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMN08,SENMN08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,UNFAIRMN,@2WAYSENMN,INTOUCH08,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,UNFAIRCOLE,UNFAIRFRANK,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4470316.0,Minnesota,51.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.712996304035187,Barack Obama,Al Franken,Female,White,25-29,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Both of them,Al Franken,Only Barack Obama,The economy,Poor,Very worried,No,Shares my values,The single most important factor,Catholic,Before that,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Norm Coleman did,Al Franken did,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Minneapolis/St. Paul,Midwest,Suburb,Urban,Urban Core,Very upscale,55345.0
4470356.0,Minnesota,51.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.835474073886871,Barack Obama,Dean Barkley,Female,White,18-24,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Both of them,Al Franken,Only Barack Obama,Energy policy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Norm Coleman did,Al Franken did,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Minneapolis/St. Paul,Midwest,Suburb,Urban,Urban Core,Very upscale,55345.0
4470416.0,Minnesota,51.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.75932502746582,Barack Obama,Dean Barkley,Female,White,50-59,Something else,Moderate,"$30,000-$49,999",,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Both of them,Al Franken,Only Barack Obama,The war in Iraq,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Norm Coleman did,Al Franken did,,,,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,Minneapolis/St. Paul,Midwest,Suburb,Urban,Urban Core,Very upscale,55345.0
4470417.0,Minnesota,51.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.75932502746582,Barack Obama,Dean Barkley,Female,White,50-59,Something else,Moderate,"$30,000-$49,999",,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Both of them,Al Franken,Only Barack Obama,The war in Iraq,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Norm Coleman did,Al Franken did,,,,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",3.0,Minneapolis/St. Paul,Midwest,Suburb,Urban,Urban Core,Very upscale,55345.0
4422343.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.871723353862762,Barack Obama,Al Franken,Male,Black,45-49,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Both of them,Al Franken,Only John McCain,The economy,Poor,Very worried,No,Can bring about needed change,A minor factor,Other Christian,Before that,Only Barack Obama,"Yes, I do",Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Norm Coleman did,Al Franken did,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Yes,I am,Yes,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4422494.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.709905862808228,Barack Obama,Al Franken,Female,Black,30-39,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,No,Continue George W. Bush's policies,Both of them,Both of them,Al Franken,Neither of them,The economy,Not so good,Very worried,No,Can bring about needed change,A minor factor,Other Christian,Before that,Both of them,"Yes, someone else does",Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Norm Coleman did,Al Franken did,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is not,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4422610.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.709905862808228,Barack Obama,Al Franken,Female,Black,45-49,Democrat,Liberal,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Only Norm Coleman,Al Franken,Only Barack Obama,Terrorism,Poor,Very worried,Yes,Can bring about needed change,The single most important factor,Something else,Before that,Only John McCain,"Yes, I do",Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Norm Coleman did,Al Franken did not,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4422686.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.838819205760956,Barack Obama,Al Franken,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Neither of them,Al Franken,Only Barack Obama,The war in Iraq,Not so good,Somewhat worried,No,Cares about people like me,A minor factor,None,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Norm Coleman did not,Al Franken did not,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4422856.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.20322966575623,Barack Obama,Al Franken,Male,White,75 or over,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Only Norm Coleman,Al Franken,Only Barack Obama,The economy,Not so good,Somewhat worried,No,Shares my values,A minor factor,Protestant,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Norm Coleman did,Al Franken did not,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4422986.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.838819205760956,Barack Obama,Al Franken,Female,White,18-24,Democrat,Liberal,"$200,000 or more",College graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Both of them,Al Franken,Only Barack Obama,Energy policy,Poor,Very worried,No,Cares about people like me,One of several important factors,Catholic,Before that,Only Barack Obama,"Yes, I do",Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Norm Coleman did,Al Franken did,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Yes,I am,Yes,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423074.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.20695745944977,Barack Obama,Dean Barkley,Male,White,25-29,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Both of them,Al Franken,Only Barack Obama,The war in Iraq,Not so good,Not too worried,No,Can bring about needed change,One of several important factors,None,Sometime in September,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Norm Coleman did,Al Franken did,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423157.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03002142906189,Barack Obama,Al Franken,Male,White,25-29,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Take the country in a different direction,Both of them,Neither of them,Al Franken,Both of them,Energy policy,Not so good,Not too worried,No,Has the right experience,Not a factor at all,None,Before that,Neither of them,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Norm Coleman did not,Al Franken did not,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423242.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.762365221977234,Barack Obama,Al Franken,Female,White,45-49,Something else,Liberal,"Under $15,000",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Neither of them,Al Franken,Only Barack Obama,The war in Iraq,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Norm Coleman did not,Al Franken did not,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Something else,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423311.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.979796469211578,Barack Obama,Norm Coleman,Female,Asian,30-39,Independent,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Only Barack Obama,Both of them,Norm Coleman,Both of them,The economy,Not so good,Very worried,Yes,Can bring about needed change,Not a factor at all,Other Christian,Sometime in September,Both of them,No one does,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,Norm Coleman did,Al Franken did,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is,Barack Obama is,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423377.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.762365221977234,Barack Obama,Al Franken,Female,White,30-39,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Only Norm Coleman,Al Franken,Only Barack Obama,The economy,Not so good,Very worried,No,Shares my values,A minor factor,Protestant,Before that,Neither of them,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Norm Coleman did,Al Franken did not,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423475.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.762365221977234,Barack Obama,Al Franken,Female,Hispanic/Latino,40-44,Independent,Liberal,"$75,000-$99,999",Postgraduate study,Yes,Strongly disapprove,No,Take the country in a different direction,Both of them,Neither of them,Al Franken,Only Barack Obama,Health care,Poor,Very worried,No,Has the right experience,Not a factor at all,Other Christian,Earlier in October,Only John McCain,No one does,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,Norm Coleman did not,Al Franken did not,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,White,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423552.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.762365221977234,Barack Obama,Al Franken,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Only Norm Coleman,Al Franken,Only Barack Obama,Health care,Poor,Very worried,No,Shares my values,One of several important factors,Something else,Before that,Only John McCain,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Norm Coleman did,Al Franken did not,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,"Member in household, but not voter",No,Something else,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423644.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.979874849319458,Barack Obama,Al Franken,Female,White,65-74,Something else,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Omit,Only Barack Obama,Only Norm Coleman,Al Franken,Only Barack Obama,The economy,Poor,Very worried,No,Shares my values,One of several important factors,None,Before that,Only John McCain,"Yes, I do",Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Norm Coleman did,Al Franken did not,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423732.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.979874849319458,Barack Obama,Al Franken,Female,White,60-64,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Only Norm Coleman,Al Franken,Only Barack Obama,Energy policy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Jewish,Before that,Neither of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Norm Coleman did,Al Franken did not,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Jewish,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Jewish,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423826.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.838819205760956,Barack Obama,Al Franken,Female,White,25-29,Democrat,Liberal,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Only Norm Coleman,Al Franken,Only Barack Obama,Energy policy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,None,Just today,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Norm Coleman did,Al Franken did not,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,No,No,No,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423907.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.936140418052673,Barack Obama,Al Franken,Male,White,30-39,Something else,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Only Norm Coleman,Al Franken,Only Barack Obama,Energy policy,Good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Norm Coleman did,Al Franken did not,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Excellent/Good,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Something else,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4423968.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.936140418052673,Barack Obama,Al Franken,Male,White,50-59,Independent,Liberal,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Both of them,Al Franken,Only Barack Obama,The war in Iraq,Not so good,Somewhat worried,No,Cares about people like me,Not a factor at all,None,Before that,Only John McCain,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Norm Coleman did,Al Franken did,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,None,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
4424036.0,Minnesota,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.36844325065613,John McCain,Norm Coleman,Male,Hispanic/Latino,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,Yes,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Only Al Franken,Norm Coleman,Neither of them,Energy policy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,"Yes, I do",Approve,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,Norm Coleman did not,Al Franken did,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",5.0,Minneapolis/St. Paul,Midwest,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
