ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSKS08,SENKS08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4415288.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.824746251106262,Barack Obama,Jim Slattery,Male,Hispanic/Latino,75 or over,Democrat,Moderate,"$15,000-$29,999",Did not complete high school,Yes,Somewhat disapprove,Yes,The economy,Somewhat worried,Earlier in October,Disapprove,Non black male,Latino men,Non white male,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,White,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415366.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.824746251106262,Barack Obama,Jim Slattery,Male,White,75 or over,Independent,,,College graduate,No,,,,Very worried,Before that,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415214.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.824746251106262,Barack Obama,Jim Slattery,Male,White,60-64,Democrat,,,Did not complete high school,No,,,,Very worried,Sometime in September,,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4414964.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.610747635364532,Barack Obama,Jim Slattery,Female,White,30-39,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The war in Iraq,Somewhat worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415905.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.465182453393936,Barack Obama,Other,Male,White,18-24,Independent,,,Some college or associate degree,No,,,,Very worried,Just today,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415991.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.82266902923584,John McCain,Jim Slattery,Female,White,40-44,Independent,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4416137.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09463894367218,John McCain,Pat Roberts,Male,White,65-74,Independent,Conservative,"$30,000-$49,999",Postgraduate study,No,Somewhat approve,No,Energy policy,Very worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4416058.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.974074065685272,John McCain,Pat Roberts,Male,White,25-29,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,Yes,Health care,Somewhat worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415766.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.810610771179199,John McCain,Pat Roberts,Female,White,50-59,Independent,Moderate,"Under $15,000",Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415689.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09463894367218,John McCain,Pat Roberts,Male,White,60-64,Independent,Conservative,"$100,000-$149,999",College graduate,No,Strongly disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415607.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02738416194916,John McCain,Pat Roberts,Female,White,75 or over,Independent,Conservative,,Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Sometime in September,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415517.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.857438564300537,John McCain,Pat Roberts,Female,,65-74,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Earlier in October,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,No college degree,More than High school graduate,,Less than 100k,Less than 50k,Less than 50 thousand,,Worried,Republican,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415441.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09463894367218,John McCain,Pat Roberts,Male,White,75 or over,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415133.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.810610771179199,John McCain,Pat Roberts,Female,Hispanic/Latino,40-44,Something else,Conservative,"$30,000-$49,999",High school graduate,Yes,Strongly approve,Yes,The war in Iraq,Somewhat worried,Before that,Approve,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415042.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.02738416194916,John McCain,Pat Roberts,Female,White,75 or over,Republican,,,High school graduate,No,,,,Somewhat worried,Before that,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4414862.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.914226830005646,John McCain,Pat Roberts,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4415853.0,Kansas,8.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.59743857383728,Other,,Male,Other,60-64,Republican,,,Some college or associate degree,,,,,Not at all worried,Before that,,Non black male,All other races,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,All other,Other,No college degree,More than High school graduate,Non white no college degree,,,,,Not worried,Republican,Non black non Democrat,All Republicans,All others,Other,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural counties,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,67846.0
4418139.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.733816206455231,Barack Obama,Jim Slattery,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4418571.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688730418682098,Barack Obama,Jim Slattery,Female,White,45-49,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,,Somewhat disapprove,Yes,The war in Iraq,Very worried,Sometime last week,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4415572.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688730418682098,Barack Obama,Jim Slattery,Female,White,40-44,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4417816.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688730418682098,Barack Obama,Jim Slattery,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Omit,Somewhat worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4418258.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.930053234100342,Barack Obama,Jim Slattery,Male,White,60-64,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4418228.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688730418682098,Barack Obama,Jim Slattery,Female,White,40-44,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4418193.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.733816206455231,Barack Obama,Jim Slattery,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4415753.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688730418682098,Barack Obama,Jim Slattery,Female,White,40-44,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4415684.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688730418682098,Barack Obama,Jim Slattery,Female,White,50-59,Independent,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4417978.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688730418682098,Barack Obama,Jim Slattery,Female,White,50-59,Democrat,Liberal,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,No,The war in Iraq,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4417916.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.733816206455231,Barack Obama,Jim Slattery,Male,White,45-49,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4417892.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.627830028533936,Barack Obama,Jim Slattery,Male,Black,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4419253.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688730418682098,Barack Obama,Jim Slattery,Female,White,40-44,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4418953.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688730418682098,Barack Obama,Jim Slattery,Female,Hispanic/Latino,30-39,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,Yes,Strongly disapprove,Yes,The economy,Somewhat worried,Earlier in October,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4418301.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688730418682098,Barack Obama,Jim Slattery,Female,White,30-39,Democrat,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4418780.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.733816206455231,Barack Obama,Jim Slattery,Male,White,45-49,Independent,Liberal,"$50,000-$74,999",Some college or associate degree,,Somewhat disapprove,Yes,The war in Iraq,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4417848.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.74437153339386,Barack Obama,Pat Roberts,Female,White,60-64,Republican,Moderate,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4417945.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.37414932250977,John McCain,Pat Roberts,Female,White,40-44,Independent,Conservative,"$200,000 or more",Postgraduate study,No,Somewhat approve,Yes,Energy policy,Not too worried,In the last three days,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
4418994.0,Kansas,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.46410405635834,John McCain,Pat Roberts,Male,White,45-49,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",3.0,Topeka/Kansas City area,Midwest,Suburb,Urban,Urban Core,Upscale,66046.0
