ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSPA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BUSHMCCAIN,EXPER08,GOTV08,HILLPSPRT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4408659.0,Pennsylvania,102.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1441593170166,John McCain,Female,White,75 or over,Independent,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Another candidate,Neither of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Too conservative,Can bring about needed change,A minor factor,Protestant,Just today,,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,Protestant/Other Christian,Yes,Suburbs,Suburbs,15.0,Northeast,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,18087.0
4407188.0,Pennsylvania,102.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.963941037654877,John McCain,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Continue George W. Bush's policies,Only John McCain,"Yes, for John McCain",Did not care who won,Both of them,Somewhat approve,Terrorism,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Sometime in September,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,15.0,Northeast,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,18087.0
4406865.0,Pennsylvania,102.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.963941037654877,John McCain,Female,White,50-59,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Take the country in a different direction,Only John McCain,Omit,Another candidate,Only John McCain,Somewhat approve,The economy,Not so good,Very worried,No,Too liberal,Has the right experience,A minor factor,Protestant,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Omit,Omit,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,15.0,Northeast,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,18087.0
4408166.0,Pennsylvania,102.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.992367446422577,John McCain,Female,White,25-29,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,Take the country in a different direction,Both of them,"Yes, for John McCain",Hillary Clinton,Neither of them,Strongly approve,The war in Iraq,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Catholic,Before that,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did not,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,15.0,Northeast,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,18087.0
4408532.0,Pennsylvania,102.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0987297296524,John McCain,Male,White,40-44,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Hillary Clinton,Neither of them,Somewhat approve,The economy,Not so good,Very worried,No,Too liberal,Shares my values,One of several important factors,Other Christian,Before that,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,15.0,Northeast,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,18087.0
4408912.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.448685050010681,Barack Obama,Female,White,45-49,Democrat,Liberal,,Some college or associate degree,No,,,,,,,,,,Somewhat worried,,,Can bring about needed change,,,Earlier in October,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4408814.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.448685050010681,Barack Obama,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,Yes,About right,Can bring about needed change,Not a factor at all,None,Before that,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,None,Yes,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4408487.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.512436211109161,Barack Obama,Female,Hispanic/Latino,18-24,Democrat,Moderate,"$30,000-$49,999",High school graduate,Yes,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Barack Obama,Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Not too worried,Yes,About right,Can bring about needed change,One of several important factors,Other Christian,Before that,No one does,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,Black,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4408223.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.461916655302048,Barack Obama,Female,Hispanic/Latino,18-24,Democrat,Moderate,"$50,000-$74,999",High school graduate,Yes,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Poor,Not too worried,Yes,About right,Can bring about needed change,One of several important factors,None,Earlier in October,"Yes, someone else does",Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,Important,Factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,"Member in household, but not voter",No,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4407977.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.511425077915192,Barack Obama,Male,White,45-49,Democrat,Liberal,,High school graduate,No,Strongly disapprove,Take the country in a different direction,Only Barack Obama,"Yes, for John McCain",Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Too liberal,Cares about people like me,Not a factor at all,Protestant,Before that,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did not,Democrats for Obama,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4407781.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.511425077915192,Barack Obama,Male,White,40-44,Democrat,Liberal,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Other Christian,Earlier in October,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Protestant/Other Christian,Yes,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4407484.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.44951719045639,Barack Obama,Female,White,,,,"Under $15,000",High school graduate,No,Strongly disapprove,Omit,Only Barack Obama,Omit,Barack Obama,Only Barack Obama,Strongly disapprove,Omit,Poor,Omit,,Omit,Omit,Omit,Catholic,Sometime in September,,Disapprove,Non black female,White women,White female,White female,,,,,,,,,,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,Omit,Omit,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Omit,,,,,White,Omit,Omit,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,Catholic,Yes,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4407328.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.497757464647293,Barack Obama,Female,Black,40-44,Democrat,Liberal,"$15,000-$29,999",Did not complete high school,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Barack Obama,Only Barack Obama,Strongly disapprove,Omit,Not so good,Very worried,No,Too liberal,Can bring about needed change,One of several important factors,Other Christian,Before that,No one does,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4408646.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.497757464647293,Barack Obama,Female,Black,45-49,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Take the country in a different direction,Only Barack Obama,"No, I was not contacted",Omit,Only Barack Obama,Somewhat disapprove,The war in Iraq,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,,Before that,No one does,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Omit,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4408326.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.497757464647293,Barack Obama,Female,Black,45-49,Democrat,Moderate,,High school graduate,No,,,,,,,,,,Very worried,,,Can bring about needed change,,,Before that,,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4408109.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.497757464647293,Barack Obama,Female,Black,45-49,Democrat,Liberal,"Under $15,000",High school graduate,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Barack Obama,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Can bring about needed change,One of several important factors,Other Christian,Sometime in September,No one does,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4407621.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.448685050010681,Barack Obama,Female,White,30-39,Democrat,,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,None,Just today,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,None,Yes,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4409062.0,Pennsylvania,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.448685050010681,Barack Obama,Female,Hispanic/Latino,40-44,Democrat,Moderate,"$30,000-$49,999",High school graduate,Yes,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Barack Obama,Only Barack Obama,Strongly disapprove,Energy policy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Other Christian,Earlier in October,No one does,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",15.0,Northeast,East,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0
4408838.0,Pennsylvania,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.893245935440063,Barack Obama,Female,White,75 or over,Independent,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Barack Obama,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Something else,Before that,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Something else,Yes,"Cities 50,000-500,000","Cities over 50,000",16.0,Central and Northern Tier,East,Suburb,Urban,Urban Core,Downscale,17602.0
4408417.0,Pennsylvania,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01814925670624,Barack Obama,Male,White,60-64,Democrat,Liberal,,Postgraduate study,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,None,Before that,No one does,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Obama,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,None,,"Cities 50,000-500,000","Cities over 50,000",16.0,Central and Northern Tier,East,Suburb,Urban,Urban Core,Downscale,17602.0
4409496.0,Pennsylvania,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.774741947650909,Barack Obama,Female,White,18-24,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Barack Obama,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,Yes,About right,Cares about people like me,The single most important factor,Protestant,Sometime in September,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",16.0,Central and Northern Tier,East,Suburb,Urban,Urban Core,Downscale,17602.0
4409224.0,Pennsylvania,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.785710096359253,Barack Obama,Male,,45-49,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Barack Obama,Only Barack Obama,Strongly disapprove,Energy policy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,None,Before that,No one does,Disapprove,,,,,45-65,30-59,45+,45-59,40-49,18-64,,,,No college degree,More than High school graduate,,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,,,,,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,,,"Cities 50,000-500,000","Cities over 50,000",16.0,Central and Northern Tier,East,Suburb,Urban,Urban Core,Downscale,17602.0
4408654.0,Pennsylvania,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.752549409866333,Barack Obama,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Protestant,Sometime last week,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,No,No,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",16.0,Central and Northern Tier,East,Suburb,Urban,Urban Core,Downscale,17602.0
4409652.0,Pennsylvania,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.774741947650909,Barack Obama,Female,White,18-24,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Poor,Not too worried,No,About right,Can bring about needed change,The single most important factor,Jewish,Before that,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Jewish,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Jewish,Yes,"Cities 50,000-500,000","Cities over 50,000",16.0,Central and Northern Tier,East,Suburb,Urban,Urban Core,Downscale,17602.0
4409341.0,Pennsylvania,96.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.752549409866333,Barack Obama,Female,White,30-39,Democrat,Liberal,,Postgraduate study,No,,,,,,,,,,Very worried,,,Shares my values,,,Before that,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,"Cities 50,000-500,000","Cities over 50,000",16.0,Central and Northern Tier,East,Suburb,Urban,Urban Core,Downscale,17602.0
