ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSTN08,SENTN08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,HILLPSPRT,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4393868.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.854311764240265,Barack Obama,Robert Tuke,Female,Hispanic/Latino,18-24,Democrat,Liberal,"Under $15,000",Did not complete high school,Yes,Strongly approve,Yes,Hillary Clinton,Energy policy,Excellent,Very worried,Yes,Shares my values,The single most important factor,Before that,Approve,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Excellent/Good,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",9.0,Southwest,South,Suburb,Urban,Urban Core,Very upscale,38117.0
4393869.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.41668319702148,John McCain,Lamar Alexander,Female,White,25-29,Republican,Moderate,"$75,000-$99,999",College graduate,No,Strongly approve,No,Did not care who won,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,8.0,Middle/West,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,37036.0
4393870.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.01145315170288,John McCain,Did not vote,Male,White,60-64,Independent,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Another candidate,The economy,Poor,Very worried,No,Has the right experience,One of several important factors,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Very upscale,38134.0
4393871.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.62862277030945,Barack Obama,Robert Tuke,Male,White,45-49,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Yes,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,8.0,Middle/West,South,Low Density Rural,Rural,Rural,Downscale,37134.0
4393872.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.12388384342194,John McCain,Lamar Alexander,Male,White,65-74,Republican,Conservative,,College graduate,No,Somewhat disapprove,Yes,Hillary Clinton,Terrorism,Not so good,Somewhat worried,No,Shares my values,A minor factor,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Non Democrats,,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,Middle/West,South,Low Density Rural,Rural,Rural,Upscale,38401.0
4393873.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.01305103302002,John McCain,Lamar Alexander,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,Hillary Clinton,The war in Iraq,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,7.0,Middle/West,South,Low Density Rural,Rural,Rural,Very downscale,38372.0
4393874.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.90919375419617,Barack Obama,Lamar Alexander,Female,White,40-44,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,Barack Obama,Health care,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",8.0,Southwest,South,Suburb,Urban,Urban Core,Very downscale,38127.0
4393875.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.39299082756042,John McCain,Lamar Alexander,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,Yes,Another candidate,The war in Iraq,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",3.0,East,South,Suburb,Urban,Urban Core,Very upscale,37343.0
4393876.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.487652808427811,John McCain,Lamar Alexander,Female,,,Republican,Conservative,,,,Somewhat disapprove,No,Did not care who won,The economy,Good,Somewhat worried,No,Shares my values,One of several important factors,Before that,Disapprove,,,,,,,,,,,,,,,,,Non Democrats,,,,,Excellent/Good,Worried,Republican,,,,,,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,East,South,Low Density Rural,Rural,Rural,Downscale,37743.0
4393877.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.50700402259827,Barack Obama,Robert Tuke,Female,White,75 or over,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,Hillary Clinton,Health care,Not so good,Not too worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,East,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,37871.0
4393878.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.94686090946198,Barack Obama,Lamar Alexander,Female,Black,40-44,Independent,,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,Hillary Clinton,The economy,Poor,Somewhat worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",9.0,Southwest,South,Suburb,Urban,Urban Core,Very upscale,38018.0
4393879.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.836861073970795,John McCain,Lamar Alexander,Female,White,75 or over,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Yes,Hillary Clinton,Health care,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,4.0,Middle/West,South,Low Density Rural,Rural,Rural,Upscale,38401.0
4393880.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.975444495677948,John McCain,Lamar Alexander,Female,White,60-64,Democrat,Conservative,,Did not complete high school,No,Somewhat approve,No,Did not care who won,Terrorism,Not so good,Not too worried,No,Cares about people like me,Not a factor at all,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Democrats who did not care who won,,,,,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,,All others,Rural,Small Cities/Rural,2.0,East,South,Low Density Rural,Rural,Rural,Downscale,37354.0
4393881.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.974560499191284,Barack Obama,Robert Tuke,Female,White,65-74,Republican,Moderate,,Some college or associate degree,No,Strongly disapprove,No,Barack Obama,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Non Democrats,,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,6.0,Middle/West,South,Town,Rural,Rural,Downscale,38501.0
4393882.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.57396531105042,Barack Obama,Did not vote,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Barack Obama,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,South,Suburb,Urban,Urban Core,Very upscale,37923.0
4393883.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.21403682231903,Barack Obama,Robert Tuke,Male,White,60-64,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Barack Obama,Terrorism,Poor,Very worried,Yes,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities over 500,000","Cities over 50,000",5.0,Nashville area,South,Suburb,Urban,Urban Core,Very upscale,37013.0
4393884.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.89372181892395,Barack Obama,Lamar Alexander,Female,Black,45-49,Independent,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",9.0,Southwest,South,Suburb,Urban,Urban Core,Upscale,38016.0
4393885.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.64351511001587,John McCain,Robert Tuke,Male,Hispanic/Latino,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,Yes,Strongly approve,Yes,Did not care who won,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",5.0,Nashville area,South,Suburb,Urban,Urban Core,Very upscale,37205.0
4393886.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.50652551651001,John McCain,Lamar Alexander,Female,White,50-59,Republican,Liberal,,High school graduate,No,Strongly approve,No,Another candidate,The economy,Good,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Non Democrats,,,,,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,Middle/West,South,Suburb,Urban,Urban Core,Downscale,38301.0
4393887.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.51123929023743,John McCain,Lamar Alexander,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,Hillary Clinton,Energy policy,Not so good,Very worried,No,Shares my values,Not a factor at all,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,East,South,Low Density Rural,Rural,Rural,Downscale,37876.0
4393888.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,6.04284524917603,Barack Obama,Robert Tuke,Female,White,30-39,Democrat,Moderate,"$100,000-$149,999",High school graduate,No,Strongly disapprove,No,Barack Obama,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Democrats for Obama,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",9.0,Southwest,South,High Density Urban,Urban,Urban Core,Downscale,38104.0
4393889.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.94686090946198,Barack Obama,Lamar Alexander,Female,Black,50-59,Independent,Conservative,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,Did not care who won,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",9.0,Southwest,South,Suburb,Urban,Urban Core,Very upscale,38018.0
4393890.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.83853721618652,Barack Obama,Lamar Alexander,Male,White,75 or over,Independent,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,Yes,Barack Obama,The economy,Poor,Somewhat worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,East,South,Low Density Rural,Rural,Rural,Downscale,37331.0
4393891.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.56811571121216,John McCain,Lamar Alexander,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Strongly approve,Yes,Did not care who won,Terrorism,Good,Not at all worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",2.0,East,South,Suburb,Urban,Urban Core,Upscale,37920.0
4393892.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.13623142242432,John McCain,Lamar Alexander,Female,White,30-39,Something else,,"$30,000-$49,999",High school graduate,No,Strongly approve,Yes,Did not care who won,Terrorism,Not so good,Not too worried,No,Cares about people like me,Not a factor at all,Earlier in October,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,East,South,Low Density Rural,Rural,Rural,Downscale,37381.0
4393893.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.49738466739655,Barack Obama,Robert Tuke,Male,Hispanic/Latino,45-49,Something else,Moderate,,Postgraduate study,Yes,Strongly disapprove,No,Did not care who won,Energy policy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Non Democrats,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,5.0,Nashville area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37122.0
4393894.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.487280249595642,Barack Obama,Robert Tuke,Female,White,65-74,Democrat,,"Under $15,000",College graduate,No,Strongly disapprove,Yes,Hillary Clinton,The economy,Poor,Very worried,Yes,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Middle/West,South,Extremely Low Density Rural,Rural,Rural,Very downscale,38483.0
4393895.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.95492780208588,Barack Obama,Robert Tuke,Male,Asian,30-39,Democrat,Moderate,,Some college or associate degree,No,Strongly disapprove,No,Barack Obama,The war in Iraq,Not so good,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,All other races,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,No college degree,More than High school graduate,Non white no college degree,Democrats for Obama,,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities over 500,000","Cities over 50,000",7.0,Southwest,South,Suburb,Urban,Urban Core,Very upscale,38134.0
4393896.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.9787871837616,Barack Obama,Robert Tuke,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Hillary Clinton,The war in Iraq,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,7.0,Southwest,South,Suburb,70s Suburbs,Urban Perimeter,Very upscale,38138.0
4393897.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.02353549003601,John McCain,Lamar Alexander,Male,White,65-74,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Somewhat disapprove,Yes,Did not care who won,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,2.0,East,South,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,37871.0
4393898.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.24510443210602,Other,Lamar Alexander,Female,White,50-59,Independent,Moderate,,High school graduate,No,Strongly disapprove,Yes,Barack Obama,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Non Democrats,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,East,South,Suburb,80s Suburbs,Urban Perimeter,Upscale,37615.0
4393899.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,7.33451461791992,,Lamar Alexander,Male,White,45-49,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Another candidate,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,East,South,Suburb,Urban,Urban Core,Upscale,37920.0
