ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSLA08,SENLA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,HURRICANE,ISSUE08,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,HURRICANE2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4464322.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,45-49,Republican,Liberal,"$75,000-$99,999",High school graduate,No,Somewhat disapprove,Yes,No severe hardship,The war in Iraq,Very worried,No,Has the right experience,One of several important factors,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4437050.0, Louisiana,107.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.31310820579529,John McCain,John Kennedy,Male,White,60-64,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,Yes,No severe hardship,The war in Iraq,Very worried,No,Shares my values,The single most important factor,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4436929.0, Louisiana,107.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,45-49,Republican,,,College graduate,No,,Yes,,,Very worried,,Shares my values,,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,College graduate,More than High school graduate,White college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,,Sometime last week or earlier,Before that,In the last month or before that,,,White Born-again/Evangelical Christians,,,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4436843.0, Louisiana,107.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.31310820579529,John McCain,John Kennedy,Male,White,75 or over,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Somewhat approve,Yes,No severe hardship,The economy,Very worried,No,Has the right experience,One of several important factors,Protestant,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4436580.0, Louisiana,107.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,No severe hardship,The economy,Very worried,No,Can bring about needed change,The single most important factor,Other Christian,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4436458.0, Louisiana,107.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.841530323028564,John McCain,John Kennedy,Female,Hispanic/Latino,25-29,Republican,Conservative,"$30,000-$49,999",Did not complete high school,Yes,Strongly disapprove,Yes,No severe hardship,Energy policy,Very worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No severe hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4410384.0, Louisiana,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11232495307922,John McCain,John Kennedy,Female,White,65-74,Republican,Moderate,"$30,000-$49,999",College graduate,No,Somewhat disapprove,Yes,No severe hardship,The economy,Very worried,No,Has the right experience,Not a factor at all,Mormon/LDS,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4436276.0, Louisiana,107.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11232495307922,John McCain,John Kennedy,Female,White,65-74,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,No,A severe hardship but you have recovered,The economy,Somewhat worried,No,Has the right experience,The single most important factor,Something else,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,A severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,No,All others,All others,All others,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4436153.0, Louisiana,107.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Strongly approve,No,No severe hardship,The economy,Somewhat worried,No,Shares my values,A minor factor,Other Christian,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4409422.0, Louisiana,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.31310820579529,John McCain,John Kennedy,Male,White,60-64,Independent,Conservative,"$150,000-$199,999",College graduate,No,Strongly approve,No,No severe hardship,The economy,Not at all worried,No,Shares my values,Not a factor at all,Catholic,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4464566.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,No severe hardship,Terrorism,Very worried,No,Shares my values,The single most important factor,Protestant,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4464565.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,No severe hardship,Terrorism,Very worried,No,Shares my values,The single most important factor,Protestant,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4464458.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.993433117866516,John McCain,John Kennedy,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",College graduate,No,Somewhat approve,Yes,A severe hardship but you have recovered,Terrorism,Somewhat worried,No,Has the right experience,One of several important factors,Other Christian,Sometime in September,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,A severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4464386.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.11232495307922,John McCain,John Kennedy,Female,White,60-64,Democrat,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,Yes,No severe hardship,Health care,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4464229.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,45-49,Republican,Conservative,"$100,000-$149,999",Postgraduate study,No,Strongly approve,Yes,No severe hardship,The economy,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4464171.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,Yes,No severe hardship,Energy policy,Not too worried,No,Shares my values,Not a factor at all,Protestant,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4410664.0, Louisiana,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11232495307922,John McCain,John Kennedy,Female,White,75 or over,Republican,Conservative,"$15,000-$29,999",Did not complete high school,No,Somewhat approve,Yes,No severe hardship,Health care,Somewhat worried,No,Can bring about needed change,One of several important factors,Other Christian,Sometime last week,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4464020.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.841530323028564,John McCain,John Kennedy,Female,White,18-24,Democrat,,,Some college or associate degree,No,,Yes,,,Very worried,,Has the right experience,,,Earlier in October,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,No college degree,More than High school graduate,White no college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,White Born-again/Evangelical Christians,,,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4410536.0, Louisiana,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,No severe hardship,The economy,Very worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4463917.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.993433117866516,John McCain,John Kennedy,Male,Hispanic/Latino,18-24,Republican,Conservative,"$30,000-$49,999",High school graduate,Yes,Somewhat disapprove,No,No severe hardship,The economy,Somewhat worried,Yes,Cares about people like me,Not a factor at all,Other Christian,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No severe hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,White,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4463855.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.11232495307922,John McCain,John Kennedy,Female,White,60-64,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,Strongly approve,Yes,No severe hardship,Terrorism,Not too worried,No,Shares my values,The single most important factor,Other Christian,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4463791.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.841530323028564,John McCain,John Kennedy,Female,White,25-29,Republican,Conservative,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,No severe hardship,The economy,Very worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4463721.0, Louisiana,107.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,30-39,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,No severe hardship,The economy,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4410073.0, Louisiana,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,No severe hardship,Terrorism,Somewhat worried,No,Has the right experience,One of several important factors,Protestant,Earlier in October,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4409904.0, Louisiana,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.31310820579529,John McCain,John Kennedy,Male,White,75 or over,Republican,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat approve,Yes,No severe hardship,Health care,Somewhat worried,No,Has the right experience,One of several important factors,Protestant,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4409746.0, Louisiana,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11232495307922,John McCain,John Kennedy,Female,White,65-74,Republican,Moderate,"$15,000-$29,999",High school graduate,,Somewhat approve,Yes,No severe hardship,Health care,Very worried,No,Shares my values,One of several important factors,Protestant,Just today,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4409575.0, Louisiana,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11232495307922,John McCain,John Kennedy,Female,White,75 or over,Republican,Conservative,"Under $15,000",Did not complete high school,No,Somewhat approve,Yes,No severe hardship,Health care,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4409285.0, Louisiana,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,50-59,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat approve,Yes,No severe hardship,Terrorism,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No severe hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
4438038.0, Louisiana,107.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.831786215305328,John McCain,John Kennedy,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,,No severe hardship,Health care,Somewhat worried,No,Can bring about needed change,The single most important factor,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No severe hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,All others,,,Rural,Small Cities/Rural,5.0,Protestant North,South,Extremely Low Density Rural,Rural,Rural,Downscale,71241.0
