ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSUT08,GOVUT08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ISSUE08,NECWORRY,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4423119.0, Utah,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.794224441051483,John McCain,Jon Huntsman,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",High school graduate,No,Strongly approve,The economy,Very worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4424216.0, Utah,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.67990481853485,John McCain,Jon Huntsman,Female,White,75 or over,Republican,Conservative,"$75,000-$99,999",High school graduate,No,Somewhat approve,The economy,Somewhat worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,West/Provo Area,West,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,84663.0
4423705.0, Utah,18.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.790455341339111,John McCain,Jon Huntsman,Male,White,25-29,Republican,,,High school graduate,No,,,Somewhat worried,,Before that,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4425299.0, Utah,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.43959963321686,John McCain,Jon Huntsman,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Somewhat approve,Omit,Very worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,West/Provo Area,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,84660.0
4421971.0, Utah,48.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.832478702068329,John McCain,Jon Huntsman,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",College graduate,No,Strongly approve,The economy,Very worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",3.0,West/Provo Area,West,Suburb,Urban,Urban Core,Very downscale,84601.0
4424143.0, Utah,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.794224441051483,John McCain,Jon Huntsman,Female,White,50-59,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,The economy,Somewhat worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4424142.0, Utah,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.794224441051483,John McCain,Jon Huntsman,Female,White,50-59,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,The economy,Somewhat worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4422529.0, Utah,56.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.921107351779938,John McCain,Jon Huntsman,Male,White,50-59,Something else,Conservative,"$200,000 or more",High school graduate,No,Strongly approve,Terrorism,Not at all worried,,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Before that,In the last month or before that,,No,"Cities 50,000-500,000","Cities over 50,000",1.0,East/Ogden Area,West,Suburb,Urban,Urban Core,Very downscale,84404.0
4423881.0, Utah,25.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.809871017932892,John McCain,Jon Huntsman,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",Postgraduate study,No,,,,Mormon/LDS,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Salt Lake County,West,High Density Urban,Urban,Urban Core,Downscale,84106.0
4421849.0, Utah,56.0,National questionnaire,Version 4,Call 1,Not complete,Election day exit poll,1.47914063930511,John McCain,Jon Huntsman,Female,White,75 or over,Republican,,,College graduate,No,,,,,Before that,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 50,000-500,000","Cities over 50,000",1.0,East/Ogden Area,West,Suburb,Urban,Urban Core,Very downscale,84404.0
4422832.0, Utah,56.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.841025829315186,John McCain,Jon Huntsman,Male,White,18-24,Independent,Conservative,"$75,000-$99,999",Some college or associate degree,No,,The economy,,,In the last three days,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,No,"Cities 50,000-500,000","Cities over 50,000",1.0,East/Ogden Area,West,Suburb,Urban,Urban Core,Very downscale,84404.0
4422634.0, Utah,56.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.771568238735199,John McCain,Jon Huntsman,Female,White,18-24,Republican,Conservative,"Under $15,000",Some college or associate degree,,Somewhat approve,The economy,Very worried,,Earlier in October,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,Yes,"Cities 50,000-500,000","Cities over 50,000",1.0,East/Ogden Area,West,Suburb,Urban,Urban Core,Very downscale,84404.0
4423735.0, Utah,25.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.30051410198212,John McCain,Jon Huntsman,Female,White,60-64,Republican,Conservative,"$75,000-$99,999",College graduate,No,,,,Mormon/LDS,Before that,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Salt Lake County,West,High Density Urban,Urban,Urban Core,Downscale,84106.0
4422079.0, Utah,56.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.771568238735199,John McCain,Jon Huntsman,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,,,,,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,Yes,"Cities 50,000-500,000","Cities over 50,000",1.0,East/Ogden Area,West,Suburb,Urban,Urban Core,Very downscale,84404.0
4423053.0, Utah,56.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.921107351779938,John McCain,Jon Huntsman,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",College graduate,No,,The economy,,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,No,"Cities 50,000-500,000","Cities over 50,000",1.0,East/Ogden Area,West,Suburb,Urban,Urban Core,Very downscale,84404.0
4422156.0, Utah,56.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.845036089420319,John McCain,Jon Huntsman,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",Did not complete high school,No,,,,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,No,"Cities 50,000-500,000","Cities over 50,000",1.0,East/Ogden Area,West,Suburb,Urban,Urban Core,Very downscale,84404.0
4424171.0, Utah,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14091408252716,John McCain,Other,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly approve,Omit,Very worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,West/Provo Area,West,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,84663.0
4420844.0, Utah,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.52716338634491,Other,Bob Springmeyer,Male,Hispanic/Latino,25-29,Democrat,Liberal,"$30,000-$49,999",College graduate,Yes,Strongly disapprove,Health care,Very worried,None,Just today,Disapprove,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,None,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Non-white,No,Suburbs,Suburbs,2.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,84117.0
4422630.0, Utah,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.728760778903961,Other,Jon Huntsman,Male,White,60-64,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,Terrorism,Very worried,Mormon/LDS,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,West/Provo Area,West,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,84663.0
4425396.0, Utah,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.74912691116333,Other,Jon Huntsman,Female,White,25-29,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,The war in Iraq,Very worried,Mormon/LDS,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,Suburbs,Suburbs,3.0,West/Provo Area,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,84660.0
4422586.0, Utah,38.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.474447041749954,Other,Jon Huntsman,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Omit,Very worried,Mormon/LDS,Just today,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,Salt Lake County,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84092.0
4421439.0, Utah,48.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.474447041749954,Other,Jon Huntsman,Female,White,50-59,Independent,Conservative,,College graduate,No,Somewhat disapprove,The economy,Somewhat worried,Other Christian,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,,"Cities 50,000-500,000","Cities over 50,000",3.0,West/Provo Area,West,Suburb,Urban,Urban Core,Very downscale,84601.0
4421177.0, Utah,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.52716338634491,Other,Jon Huntsman,Male,White,40-44,Something else,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,None,Sometime in September,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Sometime in September,In the last month or before that,None,No,Suburbs,Suburbs,2.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,84117.0
4424316.0, Utah,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.499417930841446,Other,Jon Huntsman,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",College graduate,No,Somewhat approve,Energy policy,Somewhat worried,Mormon/LDS,Sometime last week,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,West/Provo Area,West,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,84663.0
4425397.0, Utah,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.74912691116333,Other,Jon Huntsman,Female,White,25-29,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,The war in Iraq,Very worried,Mormon/LDS,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,Suburbs,Suburbs,3.0,West/Provo Area,West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,84660.0
4421354.0, Utah,48.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.755050659179688,Other,Other,Female,White,60-64,Independent,Conservative,"$15,000-$29,999",College graduate,No,Strongly disapprove,The war in Iraq,Very worried,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",3.0,West/Provo Area,West,Suburb,Urban,Urban Core,Very downscale,84601.0
4421241.0, Utah,48.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.475688815116882,Other,Other,Male,,25-29,Something else,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,Mormon/LDS,Earlier in October,Disapprove,,,,,18-29,18-29,18-44,18-29,25-29,18-64,,,,No college degree,More than High school graduate,,Less than 100k,Less than 50k,Less than 50 thousand,,Worried,Independent/Something else,,,,,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,,,"Cities 50,000-500,000","Cities over 50,000",3.0,West/Provo Area,West,Suburb,Urban,Urban Core,Very downscale,84601.0
4423203.0, Utah,38.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.775905549526215,Other,Other,Male,Other,50-59,Independent,Conservative,"$30,000-$49,999",High school graduate,No,Strongly disapprove,The economy,Somewhat worried,Mormon/LDS,Sometime in September,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Non-white,No,Suburbs,Suburbs,2.0,Salt Lake County,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84092.0
4448900.0, Utah,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.704531610012054,,Jon Huntsman,Female,White,45-49,Republican,,"$150,000-$199,999",Some college or associate degree,No,Somewhat approve,The economy,Very worried,Mormon/LDS,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,East/Ogden Area,West,Suburb,70s Suburbs,Urban Perimeter,Upscale,84405.0
4448609.0, Utah,11.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.643279314041138,,Jon Huntsman,Female,White,18-24,Republican,Moderate,"Under $15,000",Some college or associate degree,No,Somewhat approve,The war in Iraq,Somewhat worried,Mormon/LDS,Just today,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,Yes,Rural,Small Cities/Rural,2.0,East/Ogden Area,West,Extremely Low Density Rural,Rural,Rural,Downscale,84523.0
4448556.0, Utah,11.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.748273730278015,Barack Obama,,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,The economy,Very worried,Mormon/LDS,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,Rural,Small Cities/Rural,2.0,East/Ogden Area,West,Extremely Low Density Rural,Rural,Rural,Downscale,84523.0
4449499.0, Utah,18.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.86667692661285,Barack Obama,Bob Springmeyer,Male,White,65-74,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,Mormon/LDS,Earlier in October,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4449292.0, Utah,18.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.980238080024719,Barack Obama,Bob Springmeyer,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,The war in Iraq,Very worried,Catholic,Sometime last week,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Catholic,No,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4449317.0, Utah,18.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.980238080024719,Barack Obama,Bob Springmeyer,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,Health care,Very worried,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,3.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
4448098.0, Utah,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.10730600357056,Barack Obama,Bob Springmeyer,Female,White,30-39,Independent,Liberal,"$30,000-$49,999",College graduate,No,Somewhat approve,The economy,Very worried,Something else,In the last three days,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Something else,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Something else,No,Suburbs,Suburbs,2.0,Salt Lake County,West,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,84117.0
4448794.0, Utah,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.909932613372803,Barack Obama,Bob Springmeyer,Female,White,18-24,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,The economy,Somewhat worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,2.0,Salt Lake County,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84092.0
