ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWI08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4422834.0,Wisconsin,3.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.376243531703949,John McCain,Male,White,50-59,Republican,Conservative,,Some college or associate degree,No,,No,,,,,,,,Not too worried,,Shares my values,,,Before that,,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,,,All others,,,Suburbs,Suburbs,8.0,Northeast,Midwest,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0
4417952.0,Wisconsin,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.20815050601959,John McCain,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",Postgraduate study,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Somewhat approve,The economy,Good,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,Only Barack Obama,No one does,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Milwaukee Vicinity,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0
4422801.0,Wisconsin,82.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03488302230835,John McCain,Female,White,40-44,Independent,Liberal,"$15,000-$29,999",High school graduate,No,Somewhat approve,No,Take the country in a different direction,Both of them,"No, I was not contacted",Only John McCain,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Just today,Both of them,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,Catholic,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Milwaukee Vicinity,Midwest,Suburb,Urban,Urban Core,Downscale,53081.0
4420681.0,Wisconsin,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24365484714508,John McCain,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat disapprove,Energy policy,Not so good,Somewhat worried,No,Has the right experience,A minor factor,Protestant,Before that,Both of them,"Yes, I do",Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,2.0,South,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,53576.0
4422747.0,Wisconsin,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.477765470743179,John McCain,Male,Asian,65-74,Republican,Conservative,"$100,000-$149,999",Postgraduate study,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Only John McCain,Strongly approve,The economy,Not so good,Very worried,No,Has the right experience,The single most important factor,Catholic,Before that,Only John McCain,No one does,Approve,Non black male,All other races,Non white male,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,All other,Other,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,Asian,All others,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,Suburbs,Suburbs,8.0,Northeast,Midwest,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0
4417860.0,Wisconsin,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27473199367523,John McCain,Female,White,18-24,Republican,Conservative,,Postgraduate study,No,Strongly approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Neither of them,No one does,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,,,,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Milwaukee Vicinity,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0
4417858.0,Wisconsin,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.71769309043884,John McCain,Male,White,18-24,Something else,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,Terrorism,Not so good,Very worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Neither of them,No one does,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,1.0,Milwaukee,Midwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53154.0
4422687.0,Wisconsin,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40536618232727,John McCain,Male,White,65-74,Republican,Conservative,"$30,000-$49,999",Did not complete high school,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Only John McCain,Somewhat approve,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Catholic,Before that,Only Barack Obama,No one does,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Catholic,Yes,White Born-again/Evangelical Christians,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Midwest,Low Density Rural,Rural,Rural,Downscale,53818.0
4422679.0,Wisconsin,82.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03488302230835,John McCain,Female,White,30-39,Republican,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat approve,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",6.0,Milwaukee Vicinity,Midwest,Suburb,Urban,Urban Core,Downscale,53081.0
4422656.0,Wisconsin,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01559436321259,John McCain,Female,White,30-39,Something else,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only Barack Obama,Somewhat approve,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Catholic,In the last three days,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,8.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very downscale,54153.0
4417722.0,Wisconsin,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0230575799942,John McCain,Female,White,30-39,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Neither of them,Somewhat disapprove,The war in Iraq,Not so good,Somewhat worried,No,Omit,Not a factor at all,None,Just today,Both of them,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,None,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,None,No,All others,All others,All others,Rural,Small Cities/Rural,7.0,Northwest,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,54830.0
4422555.0,Wisconsin,82.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03488302230835,John McCain,Female,White,40-44,Independent,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Strongly approve,Terrorism,Not so good,Very worried,No,Has the right experience,Not a factor at all,Catholic,Before that,Only Barack Obama,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,Milwaukee Vicinity,Midwest,Suburb,Urban,Urban Core,Downscale,53081.0
4425194.0,Wisconsin,14.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40536618232727,John McCain,Male,White,75 or over,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Strongly approve,The economy,Not so good,Somewhat worried,No,Cares about people like me,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,2.0,South,Midwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
4425192.0,Wisconsin,14.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40536618232727,John McCain,Male,White,75 or over,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Strongly approve,The economy,Not so good,Somewhat worried,No,Cares about people like me,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,2.0,South,Midwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
4417630.0,Wisconsin,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14962482452393,John McCain,Female,White,18-24,Republican,Moderate,"Under $15,000",High school graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Somewhat disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Other Christian,Sometime in September,Only Barack Obama,"Yes, someone else does",Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,7.0,Northwest,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,54830.0
4420423.0,Wisconsin,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29910945892334,John McCain,Female,White,75 or over,Republican,Liberal,"Under $15,000",Did not complete high school,No,Somewhat disapprove,,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Somewhat approve,The economy,Good,Somewhat worried,No,Has the right experience,The single most important factor,Catholic,Before that,Only Barack Obama,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Catholic,Yes,All others,All others,,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northwest,Midwest,Low Density Rural,Rural,Rural,Downscale,54751.0
4422447.0,Wisconsin,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08162951469421,John McCain,Male,White,45-49,Independent,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Only John McCain,Strongly disapprove,Health care,Poor,Very worried,No,Has the right experience,One of several important factors,Catholic,Earlier in October,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,Yes,White Born-again/Evangelical Christians,All others,All others,Rural,Small Cities/Rural,8.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very downscale,54153.0
4417569.0,Wisconsin,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22437477111816,John McCain,Male,White,18-24,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Both of them,"No, I was not contacted",Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Other Christian,Sometime last week,Both of them,No one does,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,7.0,Northwest,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,54830.0
4420362.0,Wisconsin,21.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.10476768016815,John McCain,Female,White,25-29,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Both of them,Strongly approve,Terrorism,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Other Christian,Earlier in October,Both of them,No one does,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 10,000-50,000",Small Cities/Rural,6.0,Milwaukee Vicinity,Midwest,Low Density Rural,Rural,Rural,Downscale,53916.0
4420354.0,Wisconsin,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.10673534870148,John McCain,Male,White,40-44,Republican,Conservative,"$150,000-$199,999",Some college or associate degree,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Both of them,Somewhat approve,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,2.0,South,Midwest,Low Density Rural,Rural,Rural,Upscale,53555.0
4422396.0,Wisconsin,82.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.31412589550018,John McCain,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Earlier in October,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",6.0,Milwaukee Vicinity,Midwest,Suburb,Urban,Urban Core,Downscale,53081.0
4418389.0,Wisconsin,65.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.750035405158997,John McCain,Female,,65-74,Independent,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Both of them,"Yes, for both Obama and McCain",Both of them,Strongly disapprove,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Protestant,Sometime in September,Both of them,No one does,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,College graduate,More than High school graduate,,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,,,,,,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,No,No,,,All others,All others,,Suburbs,Suburbs,5.0,Milwaukee Vicinity,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0
4422292.0,Wisconsin,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08162951469421,John McCain,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Only John McCain,Somewhat approve,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Other Christian,Before that,Only Barack Obama,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,8.0,Northeast,Midwest,Low Density Rural,Rural,Rural,Very downscale,54153.0
