ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWY08,SENWY08,SEN2WY08,HSEWY08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4428493.0,Wyoming,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.705305099487305,Barack Obama,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,18-24,Something else,Moderate,"$15,000-$29,999",College graduate,No,Somewhat disapprove,No,Energy policy,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very upscale,82604.0
4424882.0,Wyoming,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.944518029689789,John McCain,,John Barrasso,Cynthia Lummis,Male,White,45-49,Independent,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82070.0
4422765.0,Wyoming,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06321227550507,John McCain,Did not vote,John Barrasso,Cynthia Lummis,Male,Hispanic/Latino,45-49,Republican,Moderate,"$30,000-$49,999",Did not complete high school,Yes,Somewhat disapprove,Yes,Health care,Not too worried,In the last three days,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Republican,Non black non Democrat,All Republicans,All others,Hispanic/Latino,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82501.0
4429005.0,Wyoming,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.65403079986572,John McCain,Chris Rothfuss,Nick Carter,Cynthia Lummis,Male,White,60-64,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,No,Health care,Not at all worried,Just today,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82214.0
4427155.0,Wyoming,20.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16075873374939,John McCain,Mike Enzi,,Cynthia Lummis,Female,White,60-64,Republican,Moderate,,High school graduate,,Somewhat disapprove,Yes,Health care,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82523.0
4423615.0,Wyoming,31.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.02479732036591,John McCain,Mike Enzi,,Cynthia Lummis,Male,White,45-49,Independent,,,Some college or associate degree,No,,,,Very worried,Just today,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,"Cities 50,000-500,000","Cities over 50,000",1.0,South,West,Extremely Low Density Rural,Urban,Urban Core,Very upscale,82009.0
4425393.0,Wyoming,15.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.50455188751221,John McCain,Mike Enzi,Nick Carter,Cynthia Lummis,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,,No,,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82637.0
4423753.0,Wyoming,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15348982810974,John McCain,Mike Enzi,Nick Carter,Cynthia Lummis,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82401.0
4423351.0,Wyoming,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.50660133361816,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,65-74,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Strongly approve,No,The economy,Very worried,Sometime in September,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82401.0
4423327.0,Wyoming,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.49056327342987,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,75 or over,Republican,Moderate,,Postgraduate study,No,Somewhat approve,No,Energy policy,Not too worried,Earlier in October,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,,,,,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82072.0
4423319.0,Wyoming,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.49056327342987,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,65-74,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82601.0
4427977.0,Wyoming,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1821049451828,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,50-59,Republican,Moderate,"$200,000 or more",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very upscale,82604.0
4425618.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00210535526276,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,50-59,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4425617.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00210535526276,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,50-59,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4425577.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00210535526276,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,45-49,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,No,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4423243.0,Wyoming,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29325175285339,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,75 or over,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82072.0
4423238.0,Wyoming,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15499663352966,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,40-44,Republican,Moderate,"Under $15,000",High school graduate,No,Somewhat approve,Yes,Health care,Somewhat worried,Just today,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82401.0
4425531.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30716681480408,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,65-74,Republican,Moderate,"$75,000-$99,999",,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4425525.0,Wyoming,15.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.50651729106903,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,,No,,,Before that,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82637.0
4425524.0,Wyoming,15.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.50651729106903,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,,No,,,Before that,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82637.0
4423126.0,Wyoming,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00210535526276,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,50-59,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82401.0
4423111.0,Wyoming,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03666067123413,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82501.0
4425401.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30716681480408,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4423048.0,Wyoming,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03666067123413,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,40-44,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat approve,Yes,Terrorism,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82501.0
4425362.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15499663352966,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,No,The economy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4425318.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00210535526276,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,50-59,Republican,Conservative,"Under $15,000",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4422983.0,Wyoming,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.19482409954071,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,45-49,Republican,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,Energy policy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82501.0
4422981.0,Wyoming,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.991437673568726,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,40-44,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat approve,No,The economy,Very worried,Sometime in September,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82072.0
4425279.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00210535526276,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,50-59,Republican,Conservative,"$15,000-$29,999",College graduate,No,Strongly approve,No,The economy,Very worried,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4422922.0,Wyoming,22.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.03666067123413,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,40-44,Republican,,,High school graduate,No,,,,Somewhat worried,Earlier in October,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82501.0
4429090.0,Wyoming,46.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.50660133361816,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,65-74,Republican,,,High school graduate,No,,,,Not too worried,Before that,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82214.0
4425230.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15499663352966,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,No,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4424540.0,Wyoming,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02289259433746,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,25-29,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Somewhat approve,No,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,South,West,Extremely Low Density Rural,Urban,Urban Core,Very upscale,82009.0
4429858.0,Wyoming,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30716681480408,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Strongly approve,No,Omit,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82214.0
4425191.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.50660133361816,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,65-74,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,The war in Iraq,Not too worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4422232.0,Wyoming,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.50660133361816,John McCain,Mike Enzi,John Barrasso,Cynthia Lummis,Male,White,60-64,Democrat,Conservative,"$75,000-$99,999",,No,Somewhat disapprove,No,The economy,Very worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Downscale,82401.0
