ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNM08,SENNM08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,IMMDEPORT,HILLPSPRT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,SPANISHQ,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4398301.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.504584312438965,Barack Obama,Tom Udall,Female,White,60-64,Democrat,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,Health care,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Protestant,English,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Democrats for Obama,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,3.0,Northwest,West,Extremely Low Density Rural,,High-Growth Suburban Perimeter,Upscale,87506.0
4398264.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,18.0213661193848,Barack Obama,Tom Udall,Female,Hispanic/Latino,18-24,Democrat,Conservative,"Under $15,000",College graduate,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Deported to the country they came from,Did not care who won,Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,Yes,Cares about people like me,Not a factor at all,Catholic,English,Sometime in September,Both of them,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,Democrats who did not care who won,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Low Density Rural,Urban,Urban Core,Very downscale,87121.0
4398262.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.226018935441971,Barack Obama,Tom Udall,Male,,75 or over,Democrat,,,Postgraduate study,No,Strongly disapprove,No,Omit,Only Barack Obama,Omit,Barack Obama,Only Barack Obama,Strongly disapprove,Health care,Poor,Not at all worried,No,Omit,Not a factor at all,None,English,Omit,Only John McCain,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,College graduate,More than High school graduate,,John McCain does not,Barack Obama does,Democrats for Obama,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,,,,,,Not important,Not a factor,None,Omit,Omit,Omit,John McCain did,Barack Obama did not,,,All others,All others,,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87111.0
4398261.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.18514597415924,Barack Obama,Tom Udall,Female,Other,60-64,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Did not care who won,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Catholic,English,Before that,Only John McCain,Disapprove,Non black female,All other races,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,All other,Other,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,Democrats who did not care who won,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,American Indian,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87111.0
4398204.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.34806251525879,Barack Obama,Tom Udall,Female,Hispanic/Latino,25-29,Democrat,Liberal,"$50,000-$74,999",College graduate,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,One of several important factors,Other Christian,English,Before that,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,High Density Urban,Urban,Urban Core,Very upscale,87109.0
4398186.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.11213338375092,Barack Obama,Tom Udall,Female,Hispanic/Latino,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,Yes,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,English,Before that,Only John McCain,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87114.0
4398858.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.917794644832611,Barack Obama,Tom Udall,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Offered a chance to apply for legal status,Hillary Clinton,Only Barack Obama,Strongly disapprove,Health care,Poor,Somewhat worried,No,Shares my values,Not a factor at all,None,English,Earlier in October,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,None,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,South/East,West,Extremely Low Density Rural,Rural,Rural,Upscale,88310.0
4398152.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.40611267089844,Barack Obama,Tom Udall,Male,White,60-64,Independent,Liberal,,College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Deported to the country they came from,Another candidate,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Something else,English,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Non Democrats,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Something else,,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,High Density Urban,Urban,Urban Core,Very upscale,87109.0
4398151.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.54153060913086,Barack Obama,Tom Udall,Female,White,75 or over,Democrat,Liberal,,College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Offered a chance to apply for legal status,Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,,English,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Democrats for Clinton,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,All others,All others,,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northwest,West,Low Density Rural,Rural,Rural,Very upscale,87544.0
4398844.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.518114149570465,John McCain,Tom Udall,Female,White,50-59,Republican,Moderate,,Postgraduate study,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,Did not care who won,Both of them,Somewhat approve,The war in Iraq,Not so good,Somewhat worried,No,Shares my values,A minor factor,Other Christian,English,Sometime in September,Both of them,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Non Democrats,,,,,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Extremely Low Density Rural,Urban,Urban Core,Very upscale,87015.0
4398815.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.28705167770386,John McCain,Tom Udall,Male,White,50-59,Independent,Moderate,"$150,000-$199,999",College graduate,No,Somewhat disapprove,No,Take the country in a different direction,Both of them,Offered a chance to apply for legal status,Hillary Clinton,Both of them,Somewhat disapprove,Terrorism,Poor,Somewhat worried,No,Has the right experience,Not a factor at all,Protestant,English,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very downscale,87102.0
4398773.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.238974422216415,John McCain,Tom Udall,Female,White,60-64,Republican,Moderate,,College graduate,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,Deported to the country they came from,Barack Obama,Neither of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Protestant,English,Earlier in October,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Non Democrats,,,,,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",2.0,South/East,West,Low Density Rural,Urban,Urban Core,Very upscale,88011.0
4398763.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,10.6549425125122,John McCain,Tom Udall,Female,Hispanic/Latino,40-44,Republican,Liberal,"$30,000-$49,999",College graduate,Yes,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,Omit,Did not care who won,Only John McCain,Somewhat disapprove,The war in Iraq,Not so good,Very worried,No,Has the right experience,Not a factor at all,Catholic,English,Earlier in October,Neither of them,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Non-white,No,All others,All others,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,South/East,West,Low Density Rural,Rural,Rural,Downscale,88101.0
4398580.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.518114149570465,John McCain,Tom Udall,Female,Hispanic/Latino,50-59,Democrat,Moderate,"$50,000-$74,999",College graduate,Yes,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,Hillary Clinton,Neither of them,Strongly disapprove,The economy,Not so good,Not too worried,No,Has the right experience,Not a factor at all,None,English,Sometime in September,Both of them,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does not,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,White,All others,Not important,Not a factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87111.0
4398561.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.518114149570465,John McCain,Tom Udall,Female,White,50-59,Something else,Conservative,"$50,000-$74,999",College graduate,No,Strongly approve,Yes,Continue George W. Bush's policies,Only John McCain,Deported to the country they came from,Did not care who won,Both of them,Strongly approve,Energy policy,Good,Somewhat worried,No,Has the right experience,Not a factor at all,Other Christian,English,Sometime in September,Omit,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Excellent/Good,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Omit,Omit,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,1.0,Albuquerque Area,West,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87144.0
4398509.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,10.3483543395996,John McCain,Tom Udall,Male,White,30-39,Independent,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,Did not care who won,Neither of them,Somewhat approve,The economy,Poor,Very worried,No,Has the right experience,Not a factor at all,Catholic,English,Before that,Neither of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Extremely Low Density Rural,Urban,Urban Core,Very upscale,87015.0
4398419.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,10.1062269210815,John McCain,Tom Udall,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",Postgraduate study,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,Did not care who won,Neither of them,Somewhat approve,Health care,Poor,Somewhat worried,No,Has the right experience,Not a factor at all,Other Christian,English,Before that,Both of them,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87114.0
4398381.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.259522169828415,John McCain,Tom Udall,Female,White,60-64,Democrat,Conservative,,College graduate,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,Deported to the country they came from,Barack Obama,Only John McCain,Strongly approve,The economy,Poor,Somewhat worried,No,Has the right experience,A minor factor,Protestant,English,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Democrats for Obama,,,,,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,,All others,All others,White Protestant non evangelical,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87111.0
4398376.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.28705167770386,John McCain,Tom Udall,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Take the country in a different direction,Both of them,Offered a chance to apply for legal status,Hillary Clinton,Neither of them,Somewhat approve,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Catholic,English,Sometime last week,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,High Density Urban,Urban,Urban Core,Very upscale,87109.0
4398273.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,10.3483543395996,John McCain,Tom Udall,Male,White,30-39,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,Did not care who won,Both of them,Somewhat approve,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,English,Before that,Neither of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Extremely Low Density Rural,Urban,Urban Core,Very upscale,87015.0
4398268.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.162421971559525,John McCain,Tom Udall,Female,Black,75 or over,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Omit,Hillary Clinton,Both of them,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Catholic,English,Sometime in September,Both of them,Approve,Black female,Black women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does not,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,South/East,West,Low Density Rural,Urban,Urban Core,Upscale,88005.0
4398188.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.03808867931366,John McCain,Tom Udall,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,Barack Obama,Neither of them,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Catholic,English,Before that,Both of them,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Catholic,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Albuquerque Area,West,Suburb,Urban,Urban Core,Very upscale,87114.0
4402264.0, New Mexico,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,0.658199489116669,John McCain,Tom Udall,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",College graduate,No,,Yes,,,,Hillary Clinton,,,,,,,,,Protestant,English,Earlier in October,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,,,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northwest,West,Extremely Low Density Rural,Rural,Rural,Downscale,87701.0
4398166.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.13728928565979,John McCain,Tom Udall,Female,White,75 or over,Democrat,Moderate,"Under $15,000",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Offered a chance to apply for legal status,Barack Obama,Both of them,Strongly approve,The economy,Not so good,Somewhat worried,No,Has the right experience,One of several important factors,Protestant,English,Before that,Both of them,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 10,000-50,000",Small Cities/Rural,2.0,South/East,West,Extremely Low Density Rural,Rural,Rural,Downscale,88210.0
