ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIA08,SENIA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,ETHANOL,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ETHANOL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4449052.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.626501321792603,Barack Obama,Tom Harkin,Male,White,65-74,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Strongly oppose,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Catholic,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Oppose,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4447504.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.558485209941864,Barack Obama,Tom Harkin,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Somewhat support,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Catholic,Yes,All others,All others,All others,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4447410.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.558485209941864,Barack Obama,Tom Harkin,Female,White,75 or over,Democrat,Liberal,,,,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Strongly support,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,,,,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Catholic,,White Born-again/Evangelical Christians,All others,All others,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4423993.0, Iowa,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.49633651971817,Barack Obama,Tom Harkin,Female,White,18-24,Democrat,Moderate,,High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Somewhat oppose,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Not so good,Somewhat worried,No,Omit,Not a factor at all,Protestant,In the last three days,Only John McCain,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did not,Protestant/Other Christian,,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4423849.0, Iowa,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.558485209941864,Barack Obama,Tom Harkin,Female,White,75 or over,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,Strongly oppose,"Yes, for Barack Obama",Only Barack Obama,Somewhat disapprove,Terrorism,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Protestant,Sometime in September,Omit,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Oppose,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Omit,Omit,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4449976.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.626501321792603,Barack Obama,Tom Harkin,Male,White,65-74,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Take the country in a different direction,Both of them,Somewhat support,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,Can bring about needed change,A minor factor,Catholic,Just today,Both of them,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Catholic,Yes,All others,All others,All others,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4423761.0, Iowa,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.626501321792603,Barack Obama,Tom Harkin,Male,White,75 or over,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Somewhat support,"Yes, for Barack Obama",Only John McCain,Strongly disapprove,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4423659.0, Iowa,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.479466408491135,Barack Obama,Tom Harkin,Male,White,30-39,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Neither of them,Somewhat support,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The economy,Poor,Somewhat worried,No,Can bring about needed change,A minor factor,Other Christian,In the last three days,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4447883.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.427413135766983,Barack Obama,Tom Harkin,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Both of them,Omit,"Yes, for both Obama and McCain",Only Barack Obama,Somewhat disapprove,The economy,Not so good,Very worried,No,Can bring about needed change,One of several important factors,Catholic,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Omit,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4423566.0, Iowa,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.558485209941864,Barack Obama,Tom Harkin,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Somewhat oppose,"Yes, for Barack Obama",Only Barack Obama,Omit,The economy,Not so good,Somewhat worried,No,Can bring about needed change,The single most important factor,Catholic,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Omit,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Catholic,Yes,All others,All others,All others,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4446555.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.672462940216064,John McCain,Tom Harkin,Female,White,60-64,Republican,Moderate,"$75,000-$99,999",College graduate,No,Strongly approve,Yes,Take the country in a different direction,Only John McCain,Strongly support,"Yes, for John McCain",Neither of them,Strongly approve,The economy,Not so good,Somewhat worried,No,Has the right experience,One of several important factors,Catholic,Before that,Both of them,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Support,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Catholic,No,White Born-again/Evangelical Christians,All others,All others,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4446229.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.514641165733337,John McCain,Tom Harkin,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Continue George W. Bush's policies,Only John McCain,Somewhat support,"Yes, for both Obama and McCain",Only John McCain,Somewhat approve,The war in Iraq,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,Sometime in September,Both of them,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4470201.0, Iowa,112.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.577317714691162,John McCain,Tom Harkin,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,Omit,Only John McCain,Somewhat support,"No, I was not contacted",Neither of them,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Other Christian,Before that,Both of them,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4470162.0, Iowa,112.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.672462940216064,John McCain,Tom Harkin,Female,White,60-64,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Both of them,Somewhat support,"Yes, for both Obama and McCain",Both of them,Somewhat approve,The economy,Not so good,Somewhat worried,No,Shares my values,One of several important factors,Catholic,Earlier in October,Only John McCain,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4470071.0, Iowa,112.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.577317714691162,John McCain,Tom Harkin,Male,White,30-39,Independent,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Somewhat oppose,"Yes, for both Obama and McCain",Only John McCain,Strongly approve,Terrorism,Not so good,Very worried,No,Shares my values,A minor factor,Other Christian,Earlier in October,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4449133.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.672462940216064,John McCain,Tom Harkin,Female,White,60-64,Republican,Moderate,"$75,000-$99,999",College graduate,No,Strongly approve,Yes,Take the country in a different direction,Only John McCain,Strongly support,"Yes, for John McCain",Neither of them,Strongly approve,The economy,Not so good,Somewhat worried,No,Has the right experience,One of several important factors,Catholic,Before that,Both of them,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Support,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Catholic,No,White Born-again/Evangelical Christians,All others,All others,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4446699.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.672462940216064,John McCain,Tom Harkin,Female,White,60-64,Independent,Moderate,,Some college or associate degree,No,Somewhat approve,,Omit,Only John McCain,Omit,"No, I was not contacted",Both of them,Somewhat disapprove,The economy,Not so good,Very worried,No,Has the right experience,A minor factor,Protestant,Before that,Both of them,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Omit,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,,,,,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,,All others,,,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4470131.0, Iowa,112.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.514641165733337,John McCain,Tom Harkin,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,Somewhat oppose,"Yes, for Barack Obama",Both of them,Somewhat approve,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Other Christian,Earlier in October,Both of them,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4446432.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.733968496322632,John McCain,Tom Harkin,Male,White,65-74,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Strongly oppose,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Catholic,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Oppose,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4446289.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.514641165733337,John McCain,Tom Harkin,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Continue George W. Bush's policies,Only John McCain,Somewhat support,"Yes, for both Obama and McCain",Only John McCain,Somewhat approve,The war in Iraq,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,Sometime in September,Both of them,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4448966.0, Iowa,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.514641165733337,John McCain,Tom Harkin,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Continue George W. Bush's policies,Only John McCain,Somewhat support,"Yes, for both Obama and McCain",Only John McCain,Somewhat approve,The war in Iraq,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,Sometime in September,Both of them,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4424534.0, Iowa,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.577317714691162,John McCain,Tom Harkin,Male,White,40-44,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly approve,Yes,Take the country in a different direction,Only John McCain,Somewhat support,"No, I was not contacted",Only John McCain,Somewhat approve,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Other Christian,Before that,Both of them,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Support,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
4424356.0, Iowa,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.514641165733337,John McCain,Tom Harkin,Female,White,45-49,Republican,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Omit,Omit,"No, I was not contacted",Omit,Omit,The economy,Not so good,Somewhat worried,,Shares my values,Not a factor at all,Protestant,Just today,Both of them,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Omit,College graduate,More than High school graduate,White college degree,Omit,Omit,John McCain did not,Barack Obama did not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Omit,Omit,Omit,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,4.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Upscale,50516.0
