ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSRI08,SENRI08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ISSUE08,NECWORRY,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4411596.0,Rhode Island,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.735737800598145,Barack Obama,Jack Reed,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,Catholic,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Providence and Other Industrial Towns,East,Extremely High Density Urban,Urban,Urban Core,Downscale,2908.0
4411409.0,Rhode Island,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.879442691802979,Barack Obama,Jack Reed,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,The war in Iraq,Somewhat worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2920.0
4411073.0,Rhode Island,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.772799909114838,Barack Obama,Jack Reed,Male,White,45-49,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,The war in Iraq,Very worried,None,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,1.0,Providence and Other Industrial Towns,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2895.0
4415177.0,Rhode Island,61.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.865025579929352,Barack Obama,Jack Reed,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,Suburb,Urban,Urban Core,Upscale,2886.0
4411279.0,Rhode Island,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.772799909114838,Barack Obama,Jack Reed,Male,White,50-59,Democrat,Moderate,"$200,000 or more",College graduate,No,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,1.0,Providence and Other Industrial Towns,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2895.0
4411200.0,Rhode Island,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.837266206741333,Barack Obama,Jack Reed,Female,White,50-59,Independent,Liberal,"$150,000-$199,999",High school graduate,No,Strongly disapprove,Health care,Very worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2920.0
4411191.0,Rhode Island,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.871159315109253,Barack Obama,Jack Reed,Male,White,50-59,Independent,,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,The war in Iraq,Very worried,Mormon/LDS,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,2812.0
4413457.0,Rhode Island,43.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.81555712223053,Barack Obama,Jack Reed,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,The economy,Very worried,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Rural/Rest of State,East,Suburb,Rural,Rural,Very upscale,2871.0
4410859.0,Rhode Island,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.837266206741333,Barack Obama,Jack Reed,Female,White,50-59,Independent,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,The economy,Very worried,Catholic,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2920.0
4413416.0,Rhode Island,62.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.942260026931763,Barack Obama,Jack Reed,Male,White,50-59,Independent,,,High school graduate,No,,,Very worried,,Omit,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Omit,Omit,Omit,,,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,Suburb,Urban,Urban Core,Upscale,2886.0
4413415.0,Rhode Island,62.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.942260026931763,Barack Obama,Jack Reed,Male,White,50-59,Independent,,,High school graduate,No,,,Very worried,,Omit,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Omit,Omit,Omit,,,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,Suburb,Urban,Urban Core,Upscale,2886.0
4422739.0,Rhode Island,30.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.81555712223053,Barack Obama,Jack Reed,Female,White,50-59,Independent,Moderate,"$30,000-$49,999",College graduate,No,,,,Catholic,Earlier in October,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2882.0
4422738.0,Rhode Island,30.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.81555712223053,Barack Obama,Jack Reed,Female,White,50-59,Independent,Moderate,"$30,000-$49,999",College graduate,No,,,,Catholic,Earlier in October,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2882.0
4413392.0,Rhode Island,61.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.865025579929352,Barack Obama,Jack Reed,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,The economy,Very worried,Catholic,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,Suburb,Urban,Urban Core,Upscale,2886.0
4410775.0,Rhode Island,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.829380095005035,Barack Obama,Jack Reed,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,The war in Iraq,Very worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,2812.0
4411021.0,Rhode Island,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.837266206741333,Barack Obama,Jack Reed,Female,White,45-49,Independent,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,Yes,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2920.0
4413319.0,Rhode Island,43.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.81555712223053,Barack Obama,Jack Reed,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Health care,Somewhat worried,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Rural/Rest of State,East,Suburb,Rural,Rural,Very upscale,2871.0
4413285.0,Rhode Island,12.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.947848498821259,Barack Obama,Jack Reed,Female,White,50-59,Democrat,,,Postgraduate study,No,,,Very worried,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2910.0
4412957.0,Rhode Island,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.947848498821259,Barack Obama,Jack Reed,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Health care,Very worried,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2910.0
4413264.0,Rhode Island,43.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.856639981269836,Barack Obama,Jack Reed,Male,White,45-49,Independent,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Energy policy,Very worried,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Rural/Rest of State,East,Suburb,Rural,Rural,Very upscale,2871.0
4415176.0,Rhode Island,61.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.865025579929352,Barack Obama,Jack Reed,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,Suburb,Urban,Urban Core,Upscale,2886.0
4413176.0,Rhode Island,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.947848498821259,Barack Obama,Jack Reed,Female,White,45-49,Independent,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,None,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2910.0
4410842.0,Rhode Island,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.735737800598145,Barack Obama,Jack Reed,Female,White,50-59,Independent,Moderate,"$150,000-$199,999",College graduate,No,Strongly disapprove,The economy,Very worried,Catholic,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Catholic,No,Suburbs,Suburbs,1.0,Providence and Other Industrial Towns,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2895.0
4410805.0,Rhode Island,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.837266206741333,Barack Obama,Jack Reed,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,The war in Iraq,Not too worried,Catholic,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,Yes,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2920.0
4413135.0,Rhode Island,43.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.81555712223053,Barack Obama,Jack Reed,Female,White,50-59,Independent,,,Postgraduate study,No,,,Very worried,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,1.0,Rural/Rest of State,East,Suburb,Rural,Rural,Very upscale,2871.0
4410741.0,Rhode Island,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.837266206741333,Barack Obama,Jack Reed,Female,White,50-59,Independent,,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Health care,Very worried,Protestant,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,Yes,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2920.0
4410364.0,Rhode Island,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.871159315109253,Barack Obama,Jack Reed,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,None,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,2812.0
4410577.0,Rhode Island,52.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.829380095005035,Barack Obama,Jack Reed,Female,White,45-49,Independent,,,Postgraduate study,No,,,Very worried,,Earlier in October,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,2812.0
4410512.0,Rhode Island,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.829380095005035,Barack Obama,Jack Reed,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,2812.0
4410418.0,Rhode Island,68.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.735737800598145,Barack Obama,Jack Reed,Female,White,50-59,Democrat,,,College graduate,No,,,Very worried,,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,1.0,Providence and Other Industrial Towns,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2895.0
4419601.0,Rhode Island,30.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.81555712223053,Barack Obama,Jack Reed,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,,Health care,,,Sometime in September,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Sometime in September,In the last month or before that,,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2882.0
4410268.0,Rhode Island,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.871159315109253,Barack Obama,Jack Reed,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,Something else,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,2812.0
4412587.0,Rhode Island,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.947848498821259,Barack Obama,Jack Reed,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,High Density Urban,Urban,Urban Core,Downscale,2910.0
4412493.0,Rhode Island,61.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.865025579929352,Barack Obama,Jack Reed,Male,White,50-59,Independent,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,Health care,Very worried,Protestant,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,Protestant/Other Christian,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,Suburb,Urban,Urban Core,Upscale,2886.0
4412441.0,Rhode Island,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.942260026931763,Barack Obama,Jack Reed,Male,White,45-49,Democrat,Moderate,"$200,000 or more",High school graduate,No,Strongly disapprove,The economy,Very worried,Catholic,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",2.0,Warwick and Middle Class Suburbs,East,Suburb,Urban,Urban Core,Upscale,2886.0
4424027.0,Rhode Island,33.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.842596709728241,Barack Obama,Jack Reed,Male,White,50-59,Independent,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,Energy policy,Very worried,Something else,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,No,Suburbs,Suburbs,2.0,Rural/Rest of State,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2852.0
