ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSAL08,SENAL08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4439340.0,Alabama,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.36088311672211,John McCain,Jeff Sessions,Male,White,60-64,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat disapprove,No,The economy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4439383.0,Alabama,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.964434683322906,John McCain,Jeff Sessions,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4439424.0,Alabama,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.970343589782715,John McCain,Vivian Figures,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,Yes,Health care,Very worried,Earlier in October,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4439479.0,Alabama,68.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.33722615242004,John McCain,Jeff Sessions,Female,White,60-64,Republican,,,Postgraduate study,No,,,,Very worried,Before that,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4439519.0,Alabama,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.36088311672211,John McCain,Jeff Sessions,Male,White,65-74,Independent,Conservative,,College graduate,No,Somewhat approve,Yes,Energy policy,Not too worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,,,,,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4439520.0,Alabama,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.36088311672211,John McCain,Jeff Sessions,Male,White,65-74,Independent,Conservative,,College graduate,No,Somewhat approve,Yes,Energy policy,Not too worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,,,,,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4454647.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.26607346534729,Barack Obama,Jeff Sessions,Female,Black,60-64,Republican,Conservative,"$30,000-$49,999",,No,Omit,Yes,Health care,Very worried,Earlier in October,Omit,Black female,Black women,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4454736.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.444789171218872,Barack Obama,Jeff Sessions,Male,White,40-44,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Somewhat disapprove,No,The economy,Somewhat worried,Sometime in September,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4454801.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.736495316028595,Barack Obama,Did not vote,Female,Black,30-39,Democrat,,,College graduate,No,Strongly disapprove,,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4454937.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.918712377548218,Barack Obama,Vivian Figures,Female,Black,30-39,Democrat,Conservative,"$100,000-$149,999",College graduate,No,Strongly disapprove,Yes,The war in Iraq,Not at all worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455012.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.435967266559601,Barack Obama,Vivian Figures,Female,Hispanic/Latino,18-24,Democrat,Liberal,"$50,000-$74,999",College graduate,Yes,Strongly disapprove,Yes,The economy,Very worried,Sometime in September,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455092.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.435967266559601,Barack Obama,Vivian Figures,Male,White,25-29,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455147.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.964434683322906,John McCain,Jeff Sessions,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",Did not complete high school,No,Somewhat disapprove,Yes,The economy,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455200.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.964434683322906,John McCain,Jeff Sessions,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455265.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.964434683322906,John McCain,Jeff Sessions,Female,Other,30-39,Republican,Conservative,"$30,000-$49,999",College graduate,No,Somewhat approve,Yes,The war in Iraq,Not too worried,Before that,Approve,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Republican,Non black non Democrat,All Republicans,All others,Other,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455324.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.964434683322906,John McCain,Jeff Sessions,Female,White,40-44,Republican,,,Some college or associate degree,No,,,,Somewhat worried,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455377.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.36088311672211,John McCain,Jeff Sessions,Male,White,60-64,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,Omit,Not too worried,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455451.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.964434683322906,John McCain,Jeff Sessions,Female,White,40-44,Republican,Conservative,"$100,000-$149,999",College graduate,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455526.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.898353755474091,John McCain,Jeff Sessions,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455586.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.898353755474091,John McCain,Jeff Sessions,Female,White,25-29,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,The war in Iraq,Very worried,In the last three days,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455664.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.36088311672211,John McCain,Jeff Sessions,Male,White,65-74,Republican,,,Some college or associate degree,No,,,,Not at all worried,Before that,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455732.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.981496632099152,John McCain,Jeff Sessions,Male,White,50-59,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,The economy,Very worried,In the last three days,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455798.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.981496632099152,John McCain,Jeff Sessions,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Not at all worried,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4455799.0,Alabama,68.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.981496632099152,John McCain,Jeff Sessions,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Not at all worried,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,6.0,North central,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35007.0
4416174.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.892145395278931,Barack Obama,Vivian Figures,Female,Black,18-24,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Not too worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416254.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.957769632339478,Barack Obama,Vivian Figures,Female,Hispanic/Latino,50-59,Democrat,Moderate,"$50,000-$74,999",College graduate,Yes,Somewhat disapprove,Yes,The economy,Very worried,Earlier in October,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Black,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416314.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.73618257045746,John McCain,Jeff Sessions,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat approve,Yes,Terrorism,Very worried,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416375.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.76689755916595,John McCain,Jeff Sessions,Male,White,45-49,Independent,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,The war in Iraq,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416430.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.40728449821472,John McCain,Jeff Sessions,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",High school graduate,,Somewhat disapprove,Yes,Terrorism,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416497.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.64508330821991,Barack Obama,Other,,Black,50-59,Democrat,Moderate,,High school graduate,No,Strongly approve,No,The economy,Not too worried,Just today,Approve,,,,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,All others,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416542.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.62275367975235,Barack Obama,Did not vote,Male,Black,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416601.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.62275367975235,Barack Obama,Did not vote,Male,Black,18-24,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416663.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.64508330821991,Barack Obama,Other,Female,Black,30-39,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Health care,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416712.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.64508330821991,Barack Obama,Other,Male,Black,50-59,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,The economy,Very worried,Earlier in October,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416781.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.64508330821991,Barack Obama,Other,Male,,60-64,Democrat,Moderate,"$15,000-$29,999",Did not complete high school,,Strongly disapprove,Yes,The economy,Not too worried,Before that,Disapprove,,,,,45-65,60+,45+,60+,50-64,18-64,,,,No college degree,High school graduate or less,,Less than 100k,Less than 50k,Less than 50 thousand,,Not worried,Democrat,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416837.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.46887576580048,John McCain,Vivian Figures,Female,White,45-49,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,The economy,Somewhat worried,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
4416907.0,Alabama,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.957769632339478,Barack Obama,Vivian Figures,Female,Black,40-44,Democrat,Conservative,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,The economy,Very worried,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,3.0,Black belt,South,Suburb,70s Suburbs,Urban Perimeter,Very downscale,36869.0
