ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSID08,SENID08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4422809.0, Idaho,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.53634190559387,John McCain,Jim Risch,Male,White,75 or over,Republican,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly approve,No,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Ada county,West,High Density Urban,Urban,Urban Core,Very upscale,83706.0
4422113.0, Idaho,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.45725619792938,Other,Rex Rammell,Male,White,45-49,Independent,Moderate,"Under $15,000",Postgraduate study,No,Strongly disapprove,No,Health care,Not at all worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Ada county,West,High Density Urban,Urban,Urban Core,Very upscale,83706.0
4448888.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.747953116893768,John McCain,Did not vote,Female,Hispanic/Latino,18-24,Republican,Moderate,"$15,000-$29,999",High school graduate,Yes,Somewhat disapprove,Yes,The economy,Very worried,In the last three days,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Hispanic/Latino,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4448770.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.89335709810257,Barack Obama,Larry LaRocco,Female,,75 or over,Democrat,Liberal,"Under $15,000",High school graduate,No,Strongly disapprove,No,Health care,Somewhat worried,Before that,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,No college degree,High school graduate or less,,Less than 100k,Less than 50k,Less than 50 thousand,,Worried,Democrat,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449266.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.42596137523651,John McCain,Larry LaRocco,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Yes,The economy,Very worried,Just today,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449156.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.546208918094635,Barack Obama,Jim Risch,Female,White,30-39,Republican,Conservative,"$150,000-$199,999",Postgraduate study,No,Somewhat approve,Yes,Health care,Very worried,In the last three days,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4448662.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.546208918094635,Barack Obama,Jim Risch,Female,White,30-39,Republican,Liberal,"$15,000-$29,999",High school graduate,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4448624.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.58404266834259,Barack Obama,Jim Risch,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,The economy,Somewhat worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449200.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.681145250797272,Barack Obama,Jim Risch,Female,White,60-64,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,The war in Iraq,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4448736.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.918584108352661,John McCain,Jim Risch,Female,White,18-24,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449076.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01153945922852,John McCain,Jim Risch,Female,White,30-39,Republican,Liberal,"Under $15,000",High school graduate,No,Somewhat approve,Yes,The war in Iraq,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4448995.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01153945922852,John McCain,Jim Risch,Female,White,30-39,Republican,Liberal,"$15,000-$29,999",High school graduate,No,Strongly approve,Yes,The war in Iraq,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4448927.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01153945922852,John McCain,Jim Risch,Female,White,45-49,Independent,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat approve,No,The economy,Somewhat worried,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4448579.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01153945922852,John McCain,Jim Risch,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449459.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08160483837128,John McCain,Jim Risch,Male,White,50-59,Republican,Conservative,"$200,000 or more",College graduate,No,Strongly disapprove,No,The war in Iraq,Very worried,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449458.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08160483837128,John McCain,Jim Risch,Male,White,50-59,Republican,Conservative,"$200,000 or more",College graduate,No,Strongly disapprove,No,The war in Iraq,Very worried,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449233.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08160483837128,John McCain,Jim Risch,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,Yes,Energy policy,Not too worried,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449040.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08160483837128,John McCain,Jim Risch,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4448702.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08160483837128,John McCain,Jim Risch,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Energy policy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449417.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08160483837128,John McCain,Jim Risch,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,No,Terrorism,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449336.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.26143181324005,John McCain,Jim Risch,Female,White,75 or over,Republican,,,Some college or associate degree,No,,,,Somewhat worried,Earlier in October,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449373.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.3488062620163,John McCain,Jim Risch,Male,White,60-64,Independent,Conservative,"$15,000-$29,999",Some college or associate degree,,Somewhat approve,Yes,The economy,Not at all worried,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449116.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.3488062620163,John McCain,Jim Risch,Male,White,60-64,Republican,,,Did not complete high school,No,,,,Not too worried,Before that,,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449303.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.3488062620163,John McCain,Jim Risch,Male,White,60-64,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly approve,Yes,Energy policy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4448841.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.92503690719604,John McCain,Rex Rammell,Male,White,45-49,Independent,Conservative,"$100,000-$149,999",Postgraduate study,No,Somewhat approve,Yes,Energy policy,Not too worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4448811.0, Idaho,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.92659020423889,John McCain,Rex Rammell,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,Health care,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4449426.0, Idaho,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.441921234130859,Barack Obama,Larry LaRocco,Male,White,25-29,Democrat,Conservative,,High school graduate,No,Strongly disapprove,No,The economy,Very worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4448981.0, Idaho,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.455116927623749,Barack Obama,Larry LaRocco,Female,White,40-44,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,No,Terrorism,Very worried,Just today,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4449685.0, Idaho,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.455116927623749,Barack Obama,Larry LaRocco,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,Yes,Energy policy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4449684.0, Idaho,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.455116927623749,Barack Obama,Larry LaRocco,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,Yes,Energy policy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4449369.0, Idaho,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.657511591911316,John McCain,Larry LaRocco,Male,White,40-44,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,No,The economy,Not too worried,Just today,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4448934.0, Idaho,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.657511591911316,John McCain,Larry LaRocco,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4449632.0, Idaho,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.526979625225067,Other,Larry LaRocco,Female,White,30-39,Something else,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,No,The economy,Very worried,Just today,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4449197.0, Idaho,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.590770900249481,John McCain,Jim Risch,Male,White,18-24,Republican,Conservative,"$50,000-$74,999",Did not complete high school,No,Strongly approve,No,The economy,Not too worried,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4449550.0, Idaho,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.590770900249481,John McCain,Jim Risch,Male,White,18-24,Republican,Moderate,"Under $15,000",High school graduate,No,Somewhat approve,No,The economy,Somewhat worried,Earlier in October,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4449169.0, Idaho,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.605262041091919,John McCain,Jim Risch,Male,,45-49,Republican,Conservative,"$100,000-$149,999",High school graduate,No,Strongly disapprove,No,The economy,Very worried,Sometime in September,Disapprove,,,,,45-65,30-59,45+,45-59,40-49,18-64,,,,No college degree,High school graduate or less,,100k or more,50k or more,100 thousand or more,,Worried,Republican,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4449393.0, Idaho,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.608411252498627,John McCain,Jim Risch,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat approve,No,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
