ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOH08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,HILLPSPRT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4406903.0,Ohio,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.846896767616272,John McCain,Male,White,50-59,Independent,Conservative,"$75,000-$99,999",High school graduate,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Barack Obama,Only John McCain,Strongly approve,The economy,Poor,Very worried,No,Too liberal,Has the right experience,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,10.0,Cuyahoga County,Midwest,Suburb,60s Suburbs,Urban Perimeter,Very upscale,44070.0
4403678.0,Ohio,116.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.827407479286194,John McCain,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Did not care who won,Only John McCain,Somewhat approve,The economy,Not so good,Very worried,No,Too liberal,Has the right experience,One of several important factors,Catholic,Before that,Both of them,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,Rural,Small Cities/Rural,5.0,Northwest,Midwest,Low Density Rural,Rural,Rural,Downscale,45856.0
4406900.0,Ohio,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.751958549022675,John McCain,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Hillary Clinton,Both of them,Somewhat approve,The war in Iraq,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Before that,Both of them,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,8.0,Southwest,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,45424.0
4408530.0,Ohio,111.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.813843429088593,John McCain,Female,White,50-59,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Hillary Clinton,Only John McCain,Somewhat approve,The economy,Good,Somewhat worried,No,Too liberal,Shares my values,One of several important factors,Other Christian,Earlier in October,Neither of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,9.0,Northwest,Midwest,Suburb,Rural,Rural,Upscale,43440.0
4416310.0,Ohio,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.854970991611481,John McCain,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Strongly approve,No,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Did not care who won,Only John McCain,Strongly approve,Terrorism,Good,Very worried,No,Too liberal,Shares my values,The single most important factor,Catholic,Before that,Only Barack Obama,No one does,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,4.0,Southwest,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,45895.0
4409629.0,Ohio,78.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.85759574174881,John McCain,Male,White,18-24,Republican,Moderate,"$50,000-$74,999",High school graduate,,Somewhat disapprove,Yes,Take the country in a different direction,,"No, I was not contacted",,,,The economy,Poor,Somewhat worried,No,,Can bring about needed change,Not a factor at all,,Before that,Only Barack Obama,,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,John McCain did not,Barack Obama did not,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,,,,,No,White Born-again/Evangelical Christians,,,Rural,Small Cities/Rural,18.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,43037.0
4406873.0,Ohio,48.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.838102638721466,John McCain,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Did not care who won,Neither of them,Somewhat approve,The economy,Poor,Very worried,No,Omit,Has the right experience,A minor factor,Catholic,Before that,Both of them,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Catholic,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",15.0,Central,Midwest,Suburb,Urban,Urban Core,Upscale,43228.0
4408506.0,Ohio,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.749408006668091,John McCain,Female,White,45-49,Republican,Conservative,"$150,000-$199,999",Some college or associate degree,No,Somewhat approve,Yes,Continue George W. Bush's policies,Only John McCain,"No, I was not contacted",Another candidate,Neither of them,Somewhat approve,The economy,Not so good,Very worried,No,Too liberal,Has the right experience,Not a factor at all,Other Christian,Before that,Neither of them,"Yes, someone else does",Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,18.0,Central,Midwest,Low Density Rural,Rural,Rural,Downscale,43019.0
4406844.0,Ohio,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.874856352806091,John McCain,Male,White,25-29,Independent,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Hillary Clinton,Neither of them,Strongly approve,The war in Iraq,Not so good,Very worried,No,Too liberal,Shares my values,The single most important factor,Protestant,Before that,Neither of them,No one does,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",8.0,Southwest,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,45011.0
4403608.0,Ohio,116.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.858589053153992,John McCain,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Did not care who won,Only John McCain,Somewhat approve,The economy,Not so good,Somewhat worried,No,Too liberal,Shares my values,A minor factor,Catholic,Sometime in September,Both of them,"Yes, I do",Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Yes,I am,Yes,Catholic,Yes,All others,All others,All others,Rural,Small Cities/Rural,5.0,Northwest,Midwest,Low Density Rural,Rural,Rural,Downscale,45856.0
4406826.0,Ohio,7.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.770744264125824,John McCain,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,,,,Only John McCain,,,Only John McCain,,,,,,Too liberal,,,,,,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,,,,No,,,,"Cities 50,000-500,000","Cities over 50,000",8.0,Southwest,Midwest,Suburb,Urban,Urban Core,Downscale,45044.0
4406825.0,Ohio,7.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.770744264125824,John McCain,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,,,,Only John McCain,,,Only John McCain,,,,,,Too liberal,,,,,,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,,,,No,,,,"Cities 50,000-500,000","Cities over 50,000",8.0,Southwest,Midwest,Suburb,Urban,Urban Core,Downscale,45044.0
4403832.0,Ohio,116.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.827407479286194,John McCain,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Another candidate,Only John McCain,Strongly approve,Terrorism,Not so good,Not too worried,No,Too liberal,Shares my values,Not a factor at all,Other Christian,Before that,Only Barack Obama,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,5.0,Northwest,Midwest,Low Density Rural,Rural,Rural,Downscale,45856.0
4406811.0,Ohio,127.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.800829768180847,John McCain,Male,White,25-29,Republican,Liberal,"$30,000-$49,999",High school graduate,No,Strongly approve,No,Omit,Both of them,"Yes, for John McCain",Another candidate,Only John McCain,Somewhat approve,Terrorism,Poor,Somewhat worried,Yes,Too conservative,Shares my values,The single most important factor,Catholic,Earlier in October,Only John McCain,"Yes, I do",Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Catholic,Yes,All others,All others,All others,Suburbs,Suburbs,16.0,Northeast,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,44614.0
4406785.0,Ohio,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.751958549022675,John McCain,Female,White,30-39,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Neither of them,"No, I was not contacted",Barack Obama,Neither of them,Somewhat approve,Health care,Poor,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Other Christian,Just today,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,8.0,Southwest,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,45424.0
4406780.0,Ohio,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.837967991828918,John McCain,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,Yes,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Barack Obama,Both of them,Strongly approve,The war in Iraq,Poor,Somewhat worried,No,Too liberal,Shares my values,The single most important factor,Protestant,Before that,Both of them,"Yes, someone else does",Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,5.0,Northwest,Midwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,43567.0
4406775.0,Ohio,18.0,National questionnaire,Version 3,Call 1,Not complete,Election day exit poll,0.857606828212738,John McCain,Female,White,60-64,Independent,,,College graduate,,,,,,,,,,,,,,,,,,,,,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,,,,,,,,,,Suburbs,Suburbs,10.0,Cuyahoga County,Midwest,Suburb,60s Suburbs,Urban Perimeter,Very upscale,44140.0
4406768.0,Ohio,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.74485719203949,John McCain,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly approve,No,Take the country in a different direction,Only John McCain,"Yes, for Barack Obama",Hillary Clinton,Both of them,Somewhat disapprove,The economy,Not so good,Somewhat worried,Yes,Too liberal,Has the right experience,One of several important factors,None,Before that,Only Barack Obama,"Yes, someone else does",Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,Yes,"Member in household, but not voter",No,None,No,All others,All others,All others,Suburbs,Suburbs,10.0,Cuyahoga County,Midwest,Suburb,60s Suburbs,Urban Perimeter,Very upscale,44070.0
4403522.0,Ohio,116.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.827407479286194,John McCain,Female,White,30-39,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,No,Take the country in a different direction,Only John McCain,"No, I was not contacted",Did not care who won,Only John McCain,Somewhat disapprove,The war in Iraq,Not so good,Somewhat worried,No,Too liberal,Has the right experience,Not a factor at all,Protestant,Before that,Both of them,No one does,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Disapprove,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Rural,Small Cities/Rural,5.0,Northwest,Midwest,Low Density Rural,Rural,Rural,Downscale,45856.0
4408382.0,Ohio,16.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.840955078601837,John McCain,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,,No,Take the country in a different direction,,"Yes, for John McCain",,,Strongly approve,The economy,Good,,No,,Shares my values,Not a factor at all,,Before that,Neither of them,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,John McCain did,Barack Obama did not,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Approve,Excellent/Good,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,No,All others,,,Suburbs,Suburbs,2.0,Southwest,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,45150.0
4408366.0,Ohio,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.766838133335114,John McCain,Female,White,18-24,Independent,Moderate,"$30,000-$49,999",College graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Both of them,"No, I was not contacted",Hillary Clinton,Only John McCain,Somewhat approve,The economy,Not so good,Somewhat worried,No,Too liberal,Shares my values,One of several important factors,Other Christian,Earlier in October,Neither of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,18.0,Central,Midwest,Low Density Rural,Rural,Rural,Downscale,43019.0
4405197.0,Ohio,144.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.02593076229095,John McCain,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,Yes,,,,Hillary Clinton,,,,,,,,,,Other Christian,Before that,,"Yes, someone else does",,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,,,Yes,"Member in household, but not voter",No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,2.0,Southwest,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,45039.0
4405183.0,Ohio,90.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.80961412191391,John McCain,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Yes,Take the country in a different direction,Only John McCain,"No, I was not contacted",Did not care who won,Only John McCain,Somewhat approve,Energy policy,Not so good,Not too worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Sometime in September,Neither of them,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,No,No,No,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,13.0,Northeast,Midwest,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
