ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOK08,SENOK08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4420805.0,Oklahoma,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.491539657115936,John McCain,Jim Inhofe,Male,White,65-74,Independent,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,Yes,Energy policy,Very worried,Sometime in September,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4420786.0,Oklahoma,21.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.631133675575256,John McCain,Jim Inhofe,Female,White,50-59,Republican,Conservative,"Under $15,000",Postgraduate study,No,,,,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,No,,Suburbs,Suburbs,3.0,Tulsa area,South,Suburb,70s Suburbs,Urban Perimeter,Downscale,74066.0
4418448.0,Oklahoma,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.02351021766663,John McCain,Jim Inhofe,Male,White,65-74,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,No,The economy,Not at all worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Very downscale,73029.0
4420741.0,Oklahoma,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.452735960483551,John McCain,Jim Inhofe,Female,White,60-64,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4420712.0,Oklahoma,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.44369316101074,John McCain,Jim Inhofe,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4420688.0,Oklahoma,21.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.631133675575256,John McCain,Jim Inhofe,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",College graduate,No,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,No,,Suburbs,Suburbs,3.0,Tulsa area,South,Suburb,70s Suburbs,Urban Perimeter,Downscale,74066.0
4420673.0,Oklahoma,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.350693762302399,John McCain,Jim Inhofe,Female,Other,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,No,Strongly approve,No,Terrorism,Somewhat worried,Before that,Approve,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,American Indian,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4420668.0,Oklahoma,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.706300318241119,John McCain,Jim Inhofe,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4420667.0,Oklahoma,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.717878997325897,John McCain,Jim Inhofe,Male,White,50-59,Something else,Conservative,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74033.0
4420659.0,Oklahoma,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.66948819160461,John McCain,Jim Inhofe,Male,White,30-39,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,No,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4420621.0,Oklahoma,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.452735960483551,John McCain,Jim Inhofe,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",Did not complete high school,No,Somewhat disapprove,Yes,Terrorism,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4420613.0,Oklahoma,43.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.47768115997314,John McCain,Jim Inhofe,Female,White,60-64,Republican,Conservative,"$100,000-$149,999",College graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",5.0,Oklahoma City area,South,Suburb,Urban,Urban Core,Very upscale,73131.0
4420586.0,Oklahoma,48.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.930464863777161,John McCain,Jim Inhofe,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",College graduate,No,,Yes,The economy,,Before that,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities over 500,000","Cities over 50,000",5.0,Oklahoma City area,South,Suburb,Urban,Urban Core,Very upscale,73135.0
4420585.0,Oklahoma,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.38476860523224,John McCain,Jim Inhofe,Female,White,25-29,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,No,Energy policy,Very worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4420556.0,Oklahoma,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.706300318241119,John McCain,Jim Inhofe,Male,White,40-44,Republican,Conservative,,High school graduate,No,Strongly approve,Yes,Omit,Not too worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4424522.0,Oklahoma,69.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.77281779050827,John McCain,Jim Inhofe,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,,,,,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,Yes,,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Downscale,74108.0
4421671.0,Oklahoma,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.631133675575256,John McCain,Jim Inhofe,Female,White,45-49,Republican,Conservative,"$150,000-$199,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4419473.0,Oklahoma,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.66948819160461,John McCain,Jim Inhofe,Male,White,30-39,Democrat,Conservative,"$200,000 or more",Some college or associate degree,No,Strongly approve,Yes,Terrorism,Very worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Very downscale,73029.0
4422837.0,Oklahoma,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.700055003166199,John McCain,Jim Inhofe,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",College graduate,No,Strongly approve,No,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4422835.0,Oklahoma,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.35566592216492,John McCain,Jim Inhofe,Female,White,75 or over,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Extremely Low Density Rural,Rural,Rural,Downscale,74501.0
4419898.0,Oklahoma,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32776665687561,John McCain,Jim Inhofe,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Yes,Energy policy,Somewhat worried,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,73160.0
4422728.0,Oklahoma,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.631133675575256,John McCain,Jim Inhofe,Female,White,30-39,Republican,Conservative,"$100,000-$149,999",Postgraduate study,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4418046.0,Oklahoma,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.620787262916565,John McCain,Jim Inhofe,Female,Hispanic/Latino,50-59,Republican,Conservative,"$30,000-$49,999",High school graduate,Yes,Strongly approve,Yes,Terrorism,Not at all worried,Before that,Approve,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Republican,Non black non Democrat,All Republicans,All others,Other,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Very downscale,74110.0
4420290.0,Oklahoma,21.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.942208051681519,John McCain,Jim Inhofe,Male,White,75 or over,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Somewhat worried,Sometime in September,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Tulsa area,South,Suburb,70s Suburbs,Urban Perimeter,Downscale,74066.0
4422595.0,Oklahoma,59.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.610774576663971,John McCain,Jim Inhofe,Female,White,40-44,Republican,,,Some college or associate degree,No,,,,Very worried,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4422522.0,Oklahoma,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.788493096828461,John McCain,Jim Inhofe,Female,White,60-64,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4420182.0,Oklahoma,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.66948819160461,John McCain,Jim Inhofe,Male,White,40-44,Republican,Moderate,"$75,000-$99,999",College graduate,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4422443.0,Oklahoma,48.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.833472907543182,John McCain,Jim Inhofe,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,,,,,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,No,,"Cities over 500,000","Cities over 50,000",5.0,Oklahoma City area,South,Suburb,Urban,Urban Core,Very upscale,73135.0
4422427.0,Oklahoma,80.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.631133675575256,John McCain,Jim Inhofe,Female,White,30-39,Republican,,,Some college or associate degree,No,,,,Very worried,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4422424.0,Oklahoma,69.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.931715309619904,John McCain,Jim Inhofe,Male,Hispanic/Latino,30-39,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,,Yes,The economy,,In the last three days,,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Downscale,74108.0
4420089.0,Oklahoma,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.53543066978455,John McCain,Jim Inhofe,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,73160.0
4420088.0,Oklahoma,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.53543066978455,John McCain,Jim Inhofe,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,73160.0
4422412.0,Oklahoma,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.788493096828461,John McCain,Jim Inhofe,Female,White,60-64,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,Strongly approve,Yes,Terrorism,Not too worried,Before that,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4420070.0,Oklahoma,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.38476860523224,John McCain,Jim Inhofe,Female,White,18-24,Republican,Moderate,"$15,000-$29,999",College graduate,No,Strongly approve,Yes,Terrorism,Very worried,Before that,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4420045.0,Oklahoma,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32776665687561,John McCain,Jim Inhofe,Female,White,30-39,Independent,Conservative,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,The economy,Somewhat worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,70s Suburbs,Urban Perimeter,Upscale,73160.0
4420031.0,Oklahoma,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.86376798152924,John McCain,Jim Inhofe,Female,Other,65-74,Republican,Conservative,"$15,000-$29,999",High school graduate,No,Strongly approve,Yes,Terrorism,Very worried,Before that,Approve,Non black female,All other races,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,All other,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,American Indian,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
4421205.0,Oklahoma,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.44369316101074,John McCain,Jim Inhofe,Female,White,50-59,Democrat,Conservative,,Some college or associate degree,No,Strongly approve,Yes,Omit,Very worried,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Upscale,73750.0
