ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSVA08,SENVA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,TIME08,UNFR08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
4406404.0, Virginia,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.783162236213684,Barack Obama,Mark Warner,Female,White,25-29,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Energy policy,Not so good,Somewhat worried,No,About right,Shares my values,One of several important factors,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,North,South,Extremely High Density Urban,Urban,Urban Core,Very upscale
4404782.0, Virginia,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.887017905712128,Barack Obama,Mark Warner,Male,White,25-29,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for John McCain",Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Earlier in October,Only John McCain,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,9.0,West/Shenandoah,South,Low Density Rural,Rural,Rural,Very downscale
4410961.0, Virginia,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.54650890827179,Barack Obama,Mark Warner,Female,Black,75 or over,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Before that,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4403241.0, Virginia,88.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.664015352725983,Barack Obama,Mark Warner,Male,White,50-59,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Take the country in a different direction,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Strongly disapprove,Energy policy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Southeast,South,Suburb,Urban,Urban Core,Upscale
4404760.0, Virginia,25.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.770587265491486,Barack Obama,Mark Warner,Male,White,45-49,Democrat,Liberal,"$75,000-$99,999",College graduate,No,,,Continue George W. Bush's policies,,"Yes, for Barack Obama",,Strongly disapprove,The economy,Poor,,,,Can bring about needed change,Not a factor at all,Before that,Only John McCain,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Disapprove,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Suburbs,Suburbs,8.0,North,South,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale
4424185.0, Virginia,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.61038446426392,Barack Obama,Mark Warner,Male,White,60-64,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Sometime in September,Only John McCain,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Rural,Small Cities/Rural,6.0,West/Shenandoah,South,Low Density Rural,Rural,Rural,Very downscale
4404730.0, Virginia,17.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.928866803646088,Barack Obama,Mark Warner,Female,Hispanic/Latino,18-24,Democrat,Moderate,"$100,000-$149,999",College graduate,No,,,,Both of them,,Only Barack Obama,,,,,,About right,,,,,,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,,,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,,,,,,,,No,,Suburbs,Suburbs,10.0,North,South,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
4410921.0, Virginia,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.386688441038132,Barack Obama,Mark Warner,Female,Black,50-59,Democrat,Moderate,"$15,000-$29,999",,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Neither of them,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,Health care,Not so good,Not too worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,,,,John McCain does not,Barack Obama does not,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4404709.0, Virginia,20.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.783162236213684,Barack Obama,Mark Warner,Female,White,18-24,Independent,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Omit,Strongly disapprove,The economy,Not so good,Somewhat worried,No,About right,Shares my values,Not a factor at all,Before that,Both of them,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Omit,Omit,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,Suburbs,Suburbs,11.0,North,South,High Density Urban,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
4409569.0, Virginia,14.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.619096219539642,Barack Obama,Mark Warner,Female,Black,50-59,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Both of them,Somewhat disapprove,Health care,Not so good,Very worried,No,About right,Can bring about needed change,A minor factor,Before that,Neither of them,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,All others,Rural,Small Cities/Rural,1.0,East/Richmond,South,Low Density Rural,Rural,Rural,Downscale
4403186.0, Virginia,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.72168231010437,Barack Obama,Mark Warner,Female,Black,30-39,Democrat,Conservative,"$15,000-$29,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Cares about people like me,Not a factor at all,Before that,Neither of them,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Low Density Rural,Rural,Rural,Very downscale
4404705.0, Virginia,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.844049751758575,Barack Obama,Mark Warner,Male,Black,50-59,Democrat,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for John McCain",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Before that,Both of them,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,All others,Suburbs,Suburbs,4.0,Southeast,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
4404685.0, Virginia,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06488060951233,Barack Obama,Mark Warner,Female,White,50-59,Democrat,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The economy,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Rural,Small Cities/Rural,10.0,West/Shenandoah,South,Low Density Rural,Rural,Rural,Downscale
4403162.0, Virginia,88.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.665928244590759,Barack Obama,Mark Warner,Female,Black,40-44,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Very worried,No,About right,Can bring about needed change,One of several important factors,Before that,Neither of them,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Southeast,South,Suburb,Urban,Urban Core,Upscale
4406295.0, Virginia,84.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.847291946411133,Barack Obama,Mark Warner,Female,White,45-49,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Cares about people like me,Not a factor at all,Before that,Only John McCain,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",7.0,East/Richmond,South,High Density Urban,Urban,Urban Core,Upscale
4404659.0, Virginia,41.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02988338470459,Barack Obama,Mark Warner,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Both of them,Somewhat approve,Health care,Not so good,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Just today,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,All others,"Cities 10,000-50,000",Small Cities/Rural,9.0,West/Shenandoah,South,Town,Rural,Rural,Downscale
4404651.0, Virginia,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.329677939414978,Barack Obama,Mark Warner,Female,White,30-39,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The war in Iraq,Not so good,Somewhat worried,Yes,About right,Cares about people like me,Not a factor at all,Before that,Neither of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Yes,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4404650.0, Virginia,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.329677939414978,Barack Obama,Mark Warner,Female,White,30-39,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Only Barack Obama,Somewhat disapprove,The war in Iraq,Not so good,Somewhat worried,Yes,About right,Cares about people like me,Not a factor at all,Before that,Neither of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Yes,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Very downscale
4424059.0, Virginia,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32818043231964,Barack Obama,Mark Warner,Male,Black,25-29,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,Yes,About right,Can bring about needed change,Not a factor at all,Before that,Only John McCain,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,Rural,Small Cities/Rural,6.0,West/Shenandoah,South,Low Density Rural,Rural,Rural,Very downscale
4409196.0, Virginia,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.899511575698853,Barack Obama,Mark Warner,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Only Barack Obama,Somewhat disapprove,The war in Iraq,Not so good,Very worried,Yes,About right,Can bring about needed change,Not a factor at all,Earlier in October,Both of them,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,All others,Suburbs,Suburbs,4.0,Southeast,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
4404600.0, Virginia,17.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.934676229953766,Barack Obama,Mark Warner,Female,White,45-49,Independent,Moderate,"$150,000-$199,999",College graduate,No,,,,Both of them,,Only Barack Obama,,,,,,About right,,,,,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,No,,Suburbs,Suburbs,10.0,North,South,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
4403080.0, Virginia,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.705106616020203,Barack Obama,Mark Warner,Female,White,40-44,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Only Barack Obama,Somewhat disapprove,Terrorism,Not so good,Somewhat worried,No,About right,Can bring about needed change,One of several important factors,Sometime in September,Both of them,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,No,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,North,South,High Density Urban,Urban,Urban Core,Very upscale
4409455.0, Virginia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.19351577758789,Barack Obama,Mark Warner,Female,Black,45-49,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Take the country in a different direction,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,Health care,Poor,Not too worried,No,About right,Cares about people like me,The single most important factor,Before that,Only John McCain,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,All others,"Cities 50,000-500,000","Cities over 50,000",6.0,West/Shenandoah,South,Suburb,Urban,Urban Core,Very downscale
4404586.0, Virginia,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24126493930817,Barack Obama,Mark Warner,Female,Black,18-24,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for Barack Obama",Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Before that,Only Barack Obama,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,No,All others,Rural,Small Cities/Rural,10.0,West/Shenandoah,South,Low Density Rural,Rural,Rural,Downscale
4403053.0, Virginia,87.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.72168231010437,Barack Obama,Mark Warner,Female,Black,30-39,Democrat,Moderate,,College graduate,No,,Yes,,,,,,,,Somewhat worried,,,Shares my values,,Sometime in September,,,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,All others,Suburbs,Suburbs,4.0,Southeast,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
4404566.0, Virginia,33.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.870287001132965,Barack Obama,Mark Warner,Male,White,25-29,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,No,Continue George W. Bush's policies,,"No, I was not contacted",,,Health care,Not so good,Somewhat worried,No,,Cares about people like me,Not a factor at all,Just today,Both of them,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,,,John McCain did not,Barack Obama did not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,No,All others,Rural,Small Cities/Rural,5.0,East/Richmond,South,Low Density Rural,Rural,Rural,Very downscale
