ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSHI08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,FAVOBAM,ISSUE08,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,FAVOBAM2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEHI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4439069.0,Hawaii,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14061272144318,John McCain,Male,Black,65-74,Republican,Moderate,"$15,000-$29,999",High school graduate,No,Strongly approve,No,Somewhat favorable,Terrorism,Very worried,No,Has the right experience,The single most important factor,Just today,Approve,Black male,Black men,Non white male,Non white,65+,60+,45+,60+,65+,65+,Black 60+,Black 60+,Black 65+,Favorable,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96737.0
4438975.0,Hawaii,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.23566067218781,John McCain,Male,White,45-49,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Yes,Strongly unfavorable,Energy policy,Very worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Unfavorable,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96737.0
4439149.0,Hawaii,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1752313375473,John McCain,Female,White,50-59,Independent,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat approve,No,Somewhat unfavorable,Energy policy,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Unfavorable,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96737.0
4437481.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.777210056781769,Did not vote,Female,Other,50-59,Democrat,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,Somewhat favorable,The economy,Very worried,No,Can bring about needed change,Omit,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Other,All others,Omit,Omit,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4437302.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.827231049537659,Barack Obama,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,No,Strongly favorable,Energy policy,Somewhat worried,No,Can bring about needed change,One of several important factors,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4437204.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.978520512580872,Barack Obama,Male,White,65-74,Democrat,,,Some college or associate degree,No,,No,,,Omit,,Can bring about needed change,,Before that,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,No college degree,More than High school graduate,White no college degree,,,,,Omit,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4436076.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.769128262996674,Barack Obama,Male,White,25-29,Something else,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Strongly favorable,The war in Iraq,Very worried,No,Can bring about needed change,One of several important factors,Earlier in October,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Favorable,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4437110.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.786775767803192,Barack Obama,Female,Other,45-49,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Strongly favorable,The economy,Somewhat worried,No,Shares my values,The single most important factor,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Other,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4437029.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.786775767803192,Barack Obama,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Strongly favorable,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4436933.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.786775767803192,Barack Obama,Female,Other,50-59,Something else,Moderate,"Under $15,000",High school graduate,No,Somewhat approve,Yes,Somewhat favorable,Health care,Not too worried,No,Cares about people like me,Not a factor at all,Sometime last week,Approve,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Favorable,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Independent/Something else,Non black non Democrat,All other,All others,Native Hawaiian,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4436750.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.731514453887939,Barack Obama,Female,Other,25-29,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,Strongly favorable,The economy,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Native Hawaiian,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4436662.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.930666506290436,Barack Obama,Female,Other,60-64,,Conservative,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,Strongly favorable,The economy,Very worried,No,Can bring about needed change,Omit,Sometime in September,Disapprove,Non black female,All other races,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,All other,Other,Favorable,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,,,,,Native Hawaiian,All others,Omit,Omit,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4436846.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.786775767803192,Barack Obama,Female,Other,45-49,Something else,Liberal,"Under $15,000",College graduate,No,Strongly disapprove,No,Strongly favorable,Health care,Very worried,No,Can bring about needed change,The single most important factor,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4436577.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.786775767803192,Barack Obama,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Yes,Somewhat favorable,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4436493.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.827231049537659,Barack Obama,Male,Hispanic/Latino,50-59,Democrat,,,Some college or associate degree,Yes,,No,,,Very worried,,Shares my values,,Before that,,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,,No college degree,More than High school graduate,Non white no college degree,,,,,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Asian,All others,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4436321.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.978520512580872,Barack Obama,Male,Hispanic/Latino,60-64,Democrat,Liberal,"Under $15,000",Some college or associate degree,Yes,Strongly disapprove,,Strongly favorable,The economy,Very worried,No,Omit,One of several important factors,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4436243.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.786775767803192,Barack Obama,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Strongly favorable,Omit,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4436158.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.786775767803192,Barack Obama,Female,White,45-49,Democrat,Liberal,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,Strongly favorable,The economy,Very worried,No,Cares about people like me,Not a factor at all,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4435960.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.930666506290436,Barack Obama,Female,White,65-74,Democrat,Moderate,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,Yes,Strongly favorable,The economy,Not at all worried,No,Can bring about needed change,Not a factor at all,In the last three days,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4436400.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.731514453887939,Barack Obama,Female,Asian,18-24,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Strongly favorable,The war in Iraq,Somewhat worried,No,Can bring about needed change,One of several important factors,Earlier in October,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4437385.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.930666506290436,Barack Obama,Female,White,65-74,Something else,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Strongly favorable,Energy policy,Very worried,No,Can bring about needed change,One of several important factors,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Favorable,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4437558.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.901053547859192,John McCain,Male,Hispanic/Latino,45-49,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,Yes,Somewhat approve,No,Somewhat unfavorable,The war in Iraq,Somewhat worried,No,Has the right experience,The single most important factor,Before that,Approve,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,Unfavorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Hispanic/Latino,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4437679.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.901053547859192,John McCain,Male,White,50-59,Something else,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,No,Somewhat unfavorable,Energy policy,Not too worried,No,Omit,Not a factor at all,Sometime last week,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Unfavorable,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4437677.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.901053547859192,John McCain,Male,White,50-59,Something else,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,No,Somewhat unfavorable,Energy policy,Not too worried,No,Omit,Not a factor at all,Sometime last week,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Unfavorable,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Extremely Low Density Rural,Rural,Rural,Very downscale,96778.0
4437315.0,Hawaii,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.739961624145508,Barack Obama,Male,White,50-59,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,Yes,Strongly favorable,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96720.0
4437210.0,Hawaii,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.703774213790894,Barack Obama,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly approve,Yes,Strongly favorable,The economy,Very worried,No,Cares about people like me,A minor factor,Earlier in October,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96720.0
4436084.0,Hawaii,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.703774213790894,Barack Obama,Female,White,45-49,Something else,Liberal,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,No,Strongly favorable,Terrorism,Very worried,No,Cares about people like me,A minor factor,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96720.0
4437111.0,Hawaii,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.68798840045929,Barack Obama,Male,White,25-29,Something else,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Somewhat favorable,The war in Iraq,Very worried,No,Cares about people like me,Not a factor at all,Sometime in September,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96720.0
4437033.0,Hawaii,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.703774213790894,Barack Obama,Female,Other,30-39,Democrat,Liberal,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Somewhat favorable,Health care,Somewhat worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,Favorable,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Native Hawaiian,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96720.0
4436697.0,Hawaii,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.703774213790894,Barack Obama,Female,Other,30-39,Independent,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,Strongly favorable,The economy,Very worried,No,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Native Hawaiian,All others,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96720.0
4436469.0,Hawaii,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.703774213790894,Barack Obama,Female,Other,40-44,Democrat,Moderate,"Under $15,000",Postgraduate study,No,Somewhat disapprove,No,Somewhat favorable,Health care,Somewhat worried,No,Shares my values,One of several important factors,Before that,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,Favorable,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Native Hawaiian,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96720.0
4436368.0,Hawaii,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.68798840045929,Barack Obama,Male,Other,18-24,Democrat,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,Strongly favorable,The war in Iraq,Very worried,Yes,Can bring about needed change,One of several important factors,Before that,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,Favorable,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Native Hawaiian,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96720.0
4436157.0,Hawaii,1.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.739961624145508,Barack Obama,Male,Other,30-39,Democrat,,,High school graduate,No,,,,,Not too worried,,Cares about people like me,,Earlier in October,,Non black male,All other races,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,,No college degree,High school graduate or less,Non white no college degree,,,,,Not worried,Democrat,Non black Democrat,All other,All others,Native Hawaiian,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,Rural,Small Cities/Rural,2.0,Neighboring Islands,West,Low Density Rural,Rural,Rural,Downscale,96720.0
