ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMT08,SENMT08,GOVMT08,HSEMT08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,CANDVIS,PRES2WAY,GUNOWNER,ISSUE08,NECWORRY,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,CANDVISA,CANDVISB,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4390133.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.30280768871307,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,A minor factor,Barack Obama,No,Energy policy,Somewhat worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Upscale,59714.0
4390131.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.33885857462883,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,65-74,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,No,A minor factor,Barack Obama,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Very downscale,59864.0
4390120.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.71521931886673,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,Not a factor at all,Barack Obama,Yes,The war in Iraq,Somewhat worried,Can bring about needed change,The single most important factor,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Very downscale,59873.0
4390100.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.357609659433365,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Independent,Conservative,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,One of several important factors,Barack Obama,No,The war in Iraq,Somewhat worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Downscale,59047.0
4390093.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.13674974441528,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,25-29,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,A minor factor,Barack Obama,No,Energy policy,Somewhat worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4390084.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.18233346939087,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,25-29,Independent,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,A minor factor,Barack Obama,No,Health care,Somewhat worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4390068.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.706121802330017,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,50-59,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Yes,Not a factor at all,Barack Obama,Yes,The economy,Very worried,Shares my values,Not a factor at all,Omit,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Omit,Omit,Omit,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Upscale,59735.0
4390055.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.577183127403259,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,60-64,Independent,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,A minor factor,Barack Obama,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Very upscale,59715.0
4390045.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.33885857462883,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,65-74,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,One of several important factors,Barack Obama,No,The war in Iraq,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Important,Was a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Downscale,59047.0
4390036.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.357609659433365,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Independent,Moderate,,Postgraduate study,No,Strongly disapprove,No,A minor factor,Barack Obama,No,Health care,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Very upscale,59715.0
4390035.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.5724720954895,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,30-39,Democrat,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,A minor factor,Barack Obama,No,The economy,Very worried,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Very upscale,59718.0
4390016.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.706121802330017,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,50-59,Independent,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,A minor factor,Barack Obama,No,The war in Iraq,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Very upscale,59715.0
4390014.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.577183127403259,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,60-64,Independent,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,A minor factor,Barack Obama,Yes,The economy,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Very upscale,59922.0
4389993.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.16456305980682,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,75 or over,Democrat,Liberal,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,One of several important factors,Barack Obama,Yes,The war in Iraq,Very worried,Cares about people like me,The single most important factor,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Important,Was a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
4389988.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.00728988647461,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,65-74,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,A minor factor,Barack Obama,No,The economy,Somewhat worried,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Very upscale,59937.0
4389935.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.485476285219193,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,60-64,Independent,,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,A minor factor,Barack Obama,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Downscale,59840.0
4389933.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.28859156370163,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,60-64,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Not a factor at all,Barack Obama,Yes,The war in Iraq,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Downscale,59632.0
4389929.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.353060901165009,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,One of several important factors,Barack Obama,Yes,The economy,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Downscale,59632.0
4389924.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.52149987220764,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,45-49,Independent,Liberal,"Under $15,000",College graduate,No,Strongly disapprove,No,Not a factor at all,Barack Obama,No,The war in Iraq,Not too worried,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Downscale,59828.0
4389947.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.357609659433365,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Democrat,Liberal,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,Not a factor at all,Barack Obama,No,Energy policy,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Very upscale,59715.0
4389930.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.71521931886673,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Yes,A minor factor,Barack Obama,Yes,The war in Iraq,Somewhat worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Downscale,59474.0
4390087.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.67771714925766,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,Yes,Not a factor at all,Barack Obama,No,The war in Iraq,Not too worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Downscale,59875.0
4390160.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.582281529903412,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,75 or over,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,A minor factor,Barack Obama,Yes,The war in Iraq,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Downscale,59860.0
4390116.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.67771714925766,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,65-74,Democrat,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,Not a factor at all,Barack Obama,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Upscale,59932.0
4390212.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.39503729343414,Barack Obama,Max Baucus,Brian Schweitzer,Denny Rehberg,Male,White,50-59,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Not a factor at all,Barack Obama,Yes,Energy policy,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Very upscale,59715.0
4390152.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.00197494029999,Barack Obama,Max Baucus,Brian Schweitzer,Denny Rehberg,Female,White,45-49,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,A minor factor,Barack Obama,Yes,Energy policy,Very worried,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Very upscale,59027.0
4390132.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.66946005821228,Barack Obama,Max Baucus,Brian Schweitzer,Denny Rehberg,Female,White,65-74,Republican,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat approve,No,A minor factor,Barack Obama,Yes,The economy,Not too worried,Shares my values,Not a factor at all,Sometime in September,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Upscale,59714.0
4390117.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.14030182361603,Barack Obama,Max Baucus,Brian Schweitzer,Denny Rehberg,Female,White,60-64,Independent,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,One of several important factors,Barack Obama,Yes,Health care,Very worried,Shares my values,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Important,Was a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Rural West,West,Extremely Low Density Rural,Rural,Rural,Very downscale,59864.0
4390110.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.28693473339081,Barack Obama,Max Baucus,Brian Schweitzer,Denny Rehberg,Female,White,30-39,Independent,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,One of several important factors,Barack Obama,Yes,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Very upscale,59715.0
4390091.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.348759323358536,Barack Obama,Max Baucus,Brian Schweitzer,Denny Rehberg,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,Yes,A minor factor,Barack Obama,Yes,The war in Iraq,Not too worried,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Rural West,West,Low Density Rural,Rural,Rural,Upscale,59901.0
