ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSKY08,SENKY08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BAILOUT,BRNAGAIN,HILLPSPRT,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BAILOUT2,EDUCCOLL,EDUCHS,EDUCWHITE,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4426371.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.727564871311188,Barack Obama,,Female,White,18-24,Democrat,,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Omit,No,Barack Obama,The war in Iraq,Poor,Very worried,No,Shares my values,The single most important factor,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Omit,No college degree,More than High school graduate,White no college degree,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4426424.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.727564871311188,Barack Obama,,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,Strongly oppose,No,Hillary Clinton,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,College graduate,More than High school graduate,White college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4447668.0,Kentucky,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.829676985740662,John McCain,,Female,White,60-64,Republican,Conservative,,Some college or associate degree,No,Somewhat disapprove,Somewhat oppose,Yes,Hillary Clinton,The economy,Not so good,Very worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,Non Democrats,,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4426484.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.878352403640747,John McCain,,Male,White,18-24,Republican,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,Somewhat support,No,Did not care who won,The economy,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4404356.0,Kentucky,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.856625914573669,Barack Obama,Bruce Lunsford,Male,White,30-39,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,Strongly oppose,No,Hillary Clinton,Energy policy,Not so good,Somewhat worried,No,Omit,Not a factor at all,Earlier in October,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4404251.0,Kentucky,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.853624045848846,Barack Obama,Bruce Lunsford,Female,White,65-74,Democrat,Conservative,"$50,000-$74,999",Did not complete high school,,Strongly disapprove,Somewhat support,,Barack Obama,Terrorism,Good,Somewhat worried,No,Can bring about needed change,The single most important factor,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,No college degree,High school graduate or less,White no college degree,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4448039.0,Kentucky,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.780071437358856,Barack Obama,Bruce Lunsford,Female,White,25-29,Democrat,Moderate,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,Somewhat support,No,Hillary Clinton,The economy,Poor,Very worried,Yes,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4426202.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.856625914573669,Barack Obama,Bruce Lunsford,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Somewhat oppose,Yes,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,More than High school graduate,White no college degree,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4403531.0,Kentucky,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.739433586597443,Barack Obama,Bruce Lunsford,Female,White,50-59,Republican,Conservative,"Under $15,000",Did not complete high school,No,Strongly disapprove,Strongly oppose,Yes,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,In the last three days,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4426583.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.739433586597443,Barack Obama,Bruce Lunsford,Female,White,45-49,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,Somewhat oppose,Yes,Barack Obama,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4426166.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.856625914573669,Barack Obama,Bruce Lunsford,Male,White,45-49,Democrat,Liberal,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Somewhat oppose,No,Hillary Clinton,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4448041.0,Kentucky,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.780071437358856,Barack Obama,Bruce Lunsford,Female,White,25-29,Democrat,Moderate,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,Somewhat support,No,Hillary Clinton,The economy,Poor,Very worried,Yes,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,High school graduate or less,White no college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4425968.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.739433586597443,Barack Obama,Bruce Lunsford,Female,White,40-44,Democrat,Liberal,"Under $15,000",College graduate,No,Strongly disapprove,Omit,No,Hillary Clinton,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Omit,College graduate,More than High school graduate,White college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4426091.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.780071437358856,Barack Obama,Bruce Lunsford,Female,White,25-29,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Strongly support,Yes,Barack Obama,The economy,Not so good,Not too worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Support,No college degree,More than High school graduate,White no college degree,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4404073.0,Kentucky,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.770556032657623,John McCain,Bruce Lunsford,Female,White,30-39,Republican,Conservative,"$15,000-$29,999",College graduate,No,Somewhat disapprove,Somewhat oppose,Yes,Hillary Clinton,The economy,Poor,Very worried,No,Cares about people like me,A minor factor,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4426279.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.889552712440491,John McCain,Bruce Lunsford,Female,White,75 or over,,,,,,Omit,Omit,,Omit,The war in Iraq,Omit,Omit,,Omit,Omit,Omit,Omit,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Omit,,,,Omit,,,,,Omit,Omit,,,,,White,,Omit,Omit,Omit,Omit,Omit,,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4403598.0,Kentucky,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.688843786716461,John McCain,Bruce Lunsford,Female,,50-59,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,Strongly oppose,Yes,Hillary Clinton,Omit,Poor,Very worried,No,Shares my values,The single most important factor,Just today,Disapprove,,,,,45-65,30-59,45+,45-59,50-64,18-64,,,,Oppose,No college degree,More than High school graduate,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,,Not so good/Poor,Worried,Republican,,,,,,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4426241.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.892680883407593,John McCain,Bruce Lunsford,Male,White,50-59,Republican,Moderate,"$15,000-$29,999",College graduate,,Strongly disapprove,Somewhat support,Yes,Hillary Clinton,The economy,Poor,Very worried,,Shares my values,The single most important factor,In the last three days,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4426130.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.770556032657623,John McCain,Bruce Lunsford,Female,White,30-39,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly approve,Strongly oppose,No,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,The single most important factor,Sometime in September,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4447890.0,Kentucky,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.812904298305511,John McCain,Bruce Lunsford,Female,White,25-29,Republican,Liberal,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,Somewhat oppose,No,Hillary Clinton,Energy policy,Poor,Very worried,No,Has the right experience,Not a factor at all,Just today,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4425906.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.941740930080414,John McCain,Bruce Lunsford,Male,White,18-24,Something else,Moderate,"$30,000-$49,999",College graduate,No,Somewhat approve,Strongly oppose,No,Did not care who won,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4404822.0,Kentucky,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.892680883407593,John McCain,Bruce Lunsford,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Somewhat oppose,Yes,Did not care who won,The economy,Poor,Very worried,No,Has the right experience,A minor factor,In the last three days,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4426758.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.743574261665344,Other,Bruce Lunsford,Male,White,18-24,Something else,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Somewhat oppose,Yes,Hillary Clinton,The economy,Not so good,Very worried,No,Omit,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4426757.0,Kentucky,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.743574261665344,Other,Bruce Lunsford,Male,White,18-24,Something else,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Somewhat oppose,Yes,Hillary Clinton,The economy,Not so good,Very worried,No,Omit,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4403369.0,Kentucky,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.704837739467621,Other,Bruce Lunsford,Male,White,30-39,Independent,Conservative,"$30,000-$49,999",College graduate,No,Strongly disapprove,Strongly oppose,Yes,Barack Obama,The economy,Not so good,Not too worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4447555.0,Kentucky,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.01464509963989,,Mitch McConnell,Female,White,60-64,Republican,,"Under $15,000",Some college or associate degree,No,Omit,Somewhat oppose,Yes,Hillary Clinton,Health care,Not so good,Omit,No,Shares my values,Omit,Earlier in October,Omit,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Omit,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Omit,Omit,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4447994.0,Kentucky,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.850185453891754,Barack Obama,Mitch McConnell,Female,White,30-39,Independent,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Strongly oppose,No,Hillary Clinton,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4404403.0,Kentucky,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.885969400405884,John McCain,Mitch McConnell,Female,White,40-44,Republican,Liberal,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Somewhat support,Yes,Did not care who won,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4447724.0,Kentucky,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.02638602256775,John McCain,Mitch McConnell,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",Did not complete high school,No,Somewhat approve,Somewhat oppose,No,Hillary Clinton,The economy,Good,Somewhat worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4404302.0,Kentucky,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.885969400405884,John McCain,Mitch McConnell,Female,White,30-39,Independent,Liberal,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Strongly oppose,Yes,Hillary Clinton,The economy,Poor,Somewhat worried,No,Cares about people like me,The single most important factor,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,More than High school graduate,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
4404187.0,Kentucky,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.885969400405884,John McCain,Mitch McConnell,Female,White,45-49,Republican,Conservative,"Under $15,000",Did not complete high school,No,Strongly disapprove,Strongly oppose,Yes,Hillary Clinton,Health care,Not so good,Not at all worried,No,Can bring about needed change,Omit,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Omit,Omit,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,5.0,South-central,South,Low Density Rural,Rural,Rural,Very downscale,41386.0
