ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSVT08,GOVVT08,HSEVT08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ISSUE08,NECWORRY,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4413593.0, Vermont,69.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.705375075340271,Barack Obama,Anthony Pollina,Peter Welch,Female,White,30-39,Democrat,Liberal,"$150,000-$199,999",High school graduate,No,Strongly disapprove,The economy,Very worried,,Earlier in October,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,No,Suburbs,Suburbs,1.0,Burlington/Winooski River Valley,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,5488.0
4415899.0, Vermont,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.818470597267151,Barack Obama,Anthony Pollina,Peter Welch,Female,White,45-49,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,None,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Downscale,5487.0
4413534.0, Vermont,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.841081738471985,Barack Obama,Anthony Pollina,Peter Welch,Male,White,45-49,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Energy policy,Very worried,None,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,1.0,Green Mountains,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0
4413458.0, Vermont,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.739883720874786,Barack Obama,Anthony Pollina,Peter Welch,Male,White,45-49,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Energy policy,Very worried,None,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Burlington/Winooski River Valley,East,Low Density Rural,Rural,Rural,Very upscale,5602.0
4413405.0, Vermont,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.663307845592499,Barack Obama,Anthony Pollina,Peter Welch,Male,White,30-39,Independent,Liberal,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,Energy policy,Very worried,None,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,Yes,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5647.0
4415721.0, Vermont,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.49187496304512,Barack Obama,Anthony Pollina,Peter Welch,Female,White,40-44,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,The war in Iraq,Very worried,Something else,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,No,Rural,Small Cities/Rural,1.0,Rutland/CT River Valley,East,Low Density Rural,Rural,Rural,Upscale,5301.0
4413367.0, Vermont,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.693811535835266,Barack Obama,Anthony Pollina,Peter Welch,Female,White,40-44,Democrat,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,Health care,Somewhat worried,Jewish,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,No,Rural,Small Cities/Rural,1.0,Burlington/Winooski River Valley,East,Low Density Rural,Rural,Rural,Very upscale,5602.0
4415221.0, Vermont,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955830574035645,Barack Obama,Anthony Pollina,Peter Welch,Female,White,65-74,Democrat,Liberal,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,Health care,Very worried,Protestant,Earlier in October,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Downscale,5487.0
4413227.0, Vermont,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0193018913269,Barack Obama,Anthony Pollina,Peter Welch,Male,White,60-64,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,The economy,Very worried,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Downscale,5487.0
4413222.0, Vermont,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.774627566337585,Barack Obama,Anthony Pollina,Peter Welch,Male,White,65-74,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,The war in Iraq,Somewhat worried,None,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,Yes,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5647.0
4415541.0, Vermont,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.63646137714386,Barack Obama,Anthony Pollina,Peter Welch,Male,White,18-24,Independent,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Energy policy,Very worried,Something else,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,Yes,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5839.0
4413145.0, Vermont,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.62200403213501,Barack Obama,Anthony Pollina,Peter Welch,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,None,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5647.0
4415062.0, Vermont,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.739883720874786,Barack Obama,Anthony Pollina,Peter Welch,Male,White,40-44,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,Energy policy,Somewhat worried,None,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Burlington/Winooski River Valley,East,Low Density Rural,Rural,Rural,Very upscale,5602.0
4415008.0, Vermont,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.982236385345459,Barack Obama,Anthony Pollina,Peter Welch,Male,White,60-64,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,None,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Earlier in October,In the last month or before that,None,No,Suburbs,Suburbs,1.0,Green Mountains,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0
4419504.0, Vermont,78.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.900383353233337,Barack Obama,Anthony Pollina,Peter Welch,Male,White,65-74,Democrat,,,Postgraduate study,No,,,Somewhat worried,,Before that,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5740.0
4412981.0, Vermont,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.752215087413788,Barack Obama,Anthony Pollina,Peter Welch,Male,White,50-59,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,None,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,1.0,Burlington/Winooski River Valley,East,Town,70s Suburbs,Urban Perimeter,Very upscale,5446.0
4412667.0, Vermont,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.908747315406799,Barack Obama,Anthony Pollina,Peter Welch,Male,White,60-64,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Somewhat disapprove,The war in Iraq,Very worried,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Burlington/Winooski River Valley,East,Town,80s Suburbs,Urban Perimeter,Very upscale,5495.0
4412969.0, Vermont,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729698359966278,Barack Obama,Anthony Pollina,Peter Welch,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat disapprove,The economy,Somewhat worried,Protestant,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Burlington/Winooski River Valley,East,Town,80s Suburbs,Urban Perimeter,Very upscale,5495.0
4408302.0, Vermont,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.525107562541962,Barack Obama,Anthony Pollina,Peter Welch,Male,White,60-64,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,Health care,Very worried,Jewish,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Low Density Rural,Rural,Rural,Upscale,5491.0
4415282.0, Vermont,40.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.993314146995544,Barack Obama,Anthony Pollina,Peter Welch,Female,White,75 or over,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,None,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Downscale,5733.0
4412912.0, Vermont,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.788708031177521,Barack Obama,Anthony Pollina,Peter Welch,Female,White,50-59,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,The war in Iraq,Very worried,Jewish,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,No,Suburbs,Suburbs,1.0,Green Mountains,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0
4415196.0, Vermont,10.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.524537622928619,Barack Obama,Anthony Pollina,Peter Welch,Male,White,45-49,Independent,,,College graduate,No,,,Very worried,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,1.0,Rutland/CT River Valley,East,Low Density Rural,Rural,Rural,Upscale,5301.0
4412827.0, Vermont,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.788708031177521,Barack Obama,Anthony Pollina,Peter Welch,Female,White,45-49,Democrat,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,The war in Iraq,Somewhat worried,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Green Mountains,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0
4415159.0, Vermont,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.693811535835266,Barack Obama,Anthony Pollina,Peter Welch,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Rural,Small Cities/Rural,1.0,Burlington/Winooski River Valley,East,Low Density Rural,Rural,Rural,Very upscale,5602.0
4419802.0, Vermont,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.900383353233337,Barack Obama,Anthony Pollina,Peter Welch,Male,White,60-64,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5740.0
4412763.0, Vermont,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.663307845592499,Barack Obama,Anthony Pollina,Peter Welch,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,Energy policy,Somewhat worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5647.0
4412432.0, Vermont,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.574423968791962,Barack Obama,Anthony Pollina,Peter Welch,Female,White,65-74,Something else,Conservative,"Under $15,000",High school graduate,No,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,Yes,Rural,Small Cities/Rural,1.0,Rutland/CT River Valley,East,Low Density Rural,Rural,Rural,Upscale,5763.0
4419720.0, Vermont,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.844317018985748,Barack Obama,Anthony Pollina,Peter Welch,Female,White,60-64,Independent,Moderate,,College graduate,No,Strongly disapprove,The economy,Very worried,None,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Sometime in September,In the last month or before that,None,,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5740.0
4412701.0, Vermont,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.818470597267151,Barack Obama,Anthony Pollina,Peter Welch,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,Other Christian,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Downscale,5487.0
4412367.0, Vermont,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.49187496304512,Barack Obama,Anthony Pollina,Peter Welch,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,The economy,Very worried,None,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Rutland/CT River Valley,East,Low Density Rural,Rural,Rural,Upscale,5763.0
4414993.0, Vermont,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.872820675373077,Barack Obama,Anthony Pollina,Peter Welch,Male,White,30-39,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,Energy policy,Very worried,None,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Downscale,5487.0
4414959.0, Vermont,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.574423968791962,Barack Obama,Anthony Pollina,Peter Welch,Female,White,75 or over,Democrat,Liberal,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,The war in Iraq,Very worried,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Rutland/CT River Valley,East,Low Density Rural,Rural,Rural,Upscale,5301.0
4414951.0, Vermont,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.693811535835266,Barack Obama,Anthony Pollina,Peter Welch,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,None,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,Yes,Rural,Small Cities/Rural,1.0,Burlington/Winooski River Valley,East,Low Density Rural,Rural,Rural,Very upscale,5602.0
4412614.0, Vermont,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729698359966278,Barack Obama,Anthony Pollina,Peter Welch,Female,White,50-59,Democrat,Conservative,"Under $15,000",High school graduate,No,Strongly disapprove,The war in Iraq,Somewhat worried,Other Christian,Just today,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,Yes,Suburbs,Suburbs,1.0,Burlington/Winooski River Valley,East,Town,80s Suburbs,Urban Perimeter,Very upscale,5495.0
4414881.0, Vermont,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.984377086162567,Barack Obama,Anthony Pollina,Peter Welch,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,Energy policy,Somewhat worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Downscale,5487.0
