ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNJ08,SENNJ08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ECONHARDSHIP,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ECONHARDSHIP2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4410093.0,New Jersey,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.537668168544769,Barack Obama,Frank Lautenberg,Female,White,50-59,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,A severe hardship,The economy,Poor,Very worried,Yes,Can bring about needed change,Not a factor at all,Catholic,Before that,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Yes,"Member in household, but not voter",No,Catholic,Yes,Suburbs,Suburbs,12.0,Central,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8831.0
4407603.0,New Jersey,43.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.2988753318786599,Barack Obama,Frank Lautenberg,Male,Hispanic/Latino,18-24,Independent,Liberal,"Under $15,000",Some college or associate degree,Yes,,,The economy,Not so good,,Yes,Can bring about needed change,Not a factor at all,,Earlier in October,,,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,No,Suburbs,Suburbs,8.0,Northern Cities,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7052.0
4407734.0,New Jersey,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.692940652370453,Barack Obama,Frank Lautenberg,Female,White,40-44,Independent,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,No hardship at all,Energy policy,Poor,Very worried,No,Shares my values,Not a factor at all,Protestant,Before that,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No hardship at all,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,11.0,Northwest,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7866.0
4407583.0,New Jersey,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.75947380065918,Barack Obama,Frank Lautenberg,Male,White,45-49,Something else,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Something else,Before that,No one does,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Something else,Yes,Suburbs,Suburbs,11.0,Northwest,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7866.0
4407719.0,New Jersey,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.692932188510895,Barack Obama,Frank Lautenberg,Female,Black,50-59,Independent,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,No,Can bring about needed change,A minor factor,Catholic,Earlier in October,"Yes, I do",Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,A hardship,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,Not important,Factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,I am,Yes,Non-white,No,Suburbs,Suburbs,5.0,Bergen/Passaic Counties,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0
4405384.0,New Jersey,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.27931335568428,Barack Obama,Frank Lautenberg,Female,Asian,40-44,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Something else,Earlier in October,No one does,Disapprove,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,A hardship,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,Asian,Not important,Not a factor,Something else,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",7.0,Central,East,High Density Urban,Urban,Urban Core,Very upscale,8820.0
4407704.0,New Jersey,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.716430187225342,Barack Obama,Frank Lautenberg,Female,White,50-59,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Strongly disapprove,No hardship at all,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No hardship at all,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,7.0,Northwest,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8822.0
4407696.0,New Jersey,18.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.830129563808441,Barack Obama,Frank Lautenberg,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,,Before that,,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,Yes,Suburbs,Suburbs,9.0,Bergen/Passaic Counties,East,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7057.0
4405355.0,New Jersey,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.741466104984283,Barack Obama,Frank Lautenberg,Male,White,18-24,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,A moderate hardship,The economy,Not so good,Somewhat worried,Yes,Shares my values,Not a factor at all,None,Earlier in October,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,A hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,None,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,None,Yes,"Cities 50,000-500,000","Cities over 50,000",12.0,Central,East,High Density Urban,Urban,Urban Core,Very downscale,8618.0
4405181.0,New Jersey,51.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.750555872917175,Barack Obama,Frank Lautenberg,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,,,,,,,,,Other Christian,Before that,No one does,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,13.0,Northern Cities,East,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0
4412326.0,New Jersey,85.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.08721745014191,Barack Obama,Frank Lautenberg,Male,Black,50-59,Democrat,,,High school graduate,No,,,,,Very worried,No,Cares about people like me,,,Earlier in October,,,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,,No college degree,High school graduate or less,Non white no college degree,,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,,Suburbs,Suburbs,12.0,Central,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7738.0
4405326.0,New Jersey,51.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.968623757362366,Barack Obama,Frank Lautenberg,Male,White,30-39,Democrat,Liberal,"$150,000-$199,999",College graduate,No,,,,,,,,,Catholic,Before that,No one does,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,13.0,Northern Cities,East,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0
4405247.0,New Jersey,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.949178099632263,Barack Obama,Frank Lautenberg,Male,White,18-24,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,Strongly disapprove,A moderate hardship,The war in Iraq,Not so good,Not too worried,Yes,Cares about people like me,The single most important factor,Catholic,Sometime in September,No one does,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,A hardship,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,9.0,Northern Cities,East,Suburb,60s Suburbs,Urban Perimeter,Upscale,7094.0
4407500.0,New Jersey,101.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.946117401123047,Barack Obama,Frank Lautenberg,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly approve,A moderate hardship,The war in Iraq,Not so good,Very worried,No,Shares my values,A minor factor,Catholic,Before that,"Yes, I do",Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,Catholic,No,Suburbs,Suburbs,3.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
4407103.0,New Jersey,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.759464502334595,Barack Obama,Frank Lautenberg,Male,Black,50-59,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,No hardship at all,The economy,Not so good,Somewhat worried,No,Cares about people like me,A minor factor,Other Christian,Just today,"Yes, I do",Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No hardship at all,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Republican,Black non Democrat,All Republicans,All others,Black,Not important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,I am,Yes,Non-white,No,Suburbs,Suburbs,5.0,Bergen/Passaic Counties,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0
4407625.0,New Jersey,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.685498833656311,Barack Obama,Frank Lautenberg,Female,White,60-64,Democrat,Moderate,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,No,Cares about people like me,The single most important factor,Catholic,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,A hardship,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,12.0,Central,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8831.0
4407608.0,New Jersey,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.651108682155609,Barack Obama,Frank Lautenberg,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,A moderate hardship,The economy,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Catholic,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,5.0,Bergen/Passaic Counties,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,7624.0
4407597.0,New Jersey,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.759464502334595,Barack Obama,Frank Lautenberg,Male,Black,30-39,Independent,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,A moderate hardship,The war in Iraq,Not so good,Somewhat worried,Yes,Shares my values,Not a factor at all,Something else,Sometime last week,No one does,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,A hardship,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,Not important,Not a factor,Something else,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,No,No,Non-white,No,Suburbs,Suburbs,5.0,Bergen/Passaic Counties,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0
4407595.0,New Jersey,65.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.912849366664886,Barack Obama,Frank Lautenberg,Male,White,30-39,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,,,,,,,,,,,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,No,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,8648.0
4404919.0,New Jersey,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11764276027679,Barack Obama,Frank Lautenberg,Male,Hispanic/Latino,30-39,Independent,Conservative,"$75,000-$99,999",High school graduate,Yes,Somewhat approve,No hardship at all,The war in Iraq,Not so good,Somewhat worried,No,Shares my values,The single most important factor,Catholic,Before that,No one does,Approve,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No hardship at all,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Non-white,No,Suburbs,Suburbs,9.0,Northern Cities,East,Suburb,60s Suburbs,Urban Perimeter,Upscale,7094.0
4407579.0,New Jersey,101.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.946117401123047,Barack Obama,Frank Lautenberg,Female,Hispanic/Latino,50-59,Independent,Liberal,"$100,000-$149,999",Postgraduate study,Yes,Strongly disapprove,A moderate hardship,Energy policy,Not so good,Very worried,No,Shares my values,Not a factor at all,Catholic,Before that,"Yes, I do",Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,A hardship,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,Non-white,No,Suburbs,Suburbs,3.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
4407578.0,New Jersey,101.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.946117401123047,Barack Obama,Frank Lautenberg,Female,Hispanic/Latino,50-59,Independent,Liberal,"$100,000-$149,999",Postgraduate study,Yes,Strongly disapprove,A moderate hardship,Energy policy,Not so good,Very worried,No,Shares my values,Not a factor at all,Catholic,Before that,"Yes, I do",Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,A hardship,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,Non-white,No,Suburbs,Suburbs,3.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
4407574.0,New Jersey,37.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.25195360183716,Barack Obama,Frank Lautenberg,Female,White,75 or over,Democrat,Conservative,"Under $15,000",Some college or associate degree,No,Omit,A severe hardship,Terrorism,Poor,Very worried,No,Cares about people like me,One of several important factors,Catholic,Before that,No one does,Omit,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,A hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,Yes,"Cities 50,000-500,000","Cities over 50,000",13.0,Northern Cities,East,High Density Urban,Urban,Urban Core,Very downscale,7105.0
4405228.0,New Jersey,65.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.901152312755585,Barack Obama,Frank Lautenberg,Female,Black,45-49,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,,,The economy,Poor,,No,Can bring about needed change,A minor factor,,Before that,,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,8648.0
4405222.0,New Jersey,102.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30662631988525,Barack Obama,Frank Lautenberg,Male,White,75 or over,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No hardship at all,The economy,Not so good,Very worried,No,Shares my values,One of several important factors,Protestant,Before that,No one does,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No hardship at all,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,4.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8759.0
4407537.0,New Jersey,38.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.90393841266632,Barack Obama,Frank Lautenberg,Male,Black,25-29,Democrat,Moderate,"$150,000-$199,999",Some college or associate degree,No,Strongly disapprove,A severe hardship,Health care,Not so good,Somewhat worried,No,Can bring about needed change,A minor factor,None,Before that,No one does,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,A hardship,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Non-white,No,Suburbs,Suburbs,10.0,Northern Cities,East,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7111.0
4407532.0,New Jersey,18.0,National questionnaire,Version 2,Call 1,Not complete,Election day exit poll,0.713625311851501,Barack Obama,Frank Lautenberg,Male,White,50-59,Democrat,,,Did not complete high school,No,,,,,,,Cares about people like me,,,Earlier in October,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,No college degree,High school graduate or less,White no college degree,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,,Suburbs,Suburbs,9.0,Bergen/Passaic Counties,East,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7057.0
4405186.0,New Jersey,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.256656467914581,Barack Obama,Frank Lautenberg,Female,Black,18-24,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,A moderate hardship,The economy,Not so good,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,Other Christian,Sometime in September,No one does,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,A hardship,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",7.0,Central,East,High Density Urban,Urban,Urban Core,Very upscale,8820.0
4407366.0,New Jersey,108.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.85623687505722,Barack Obama,Frank Lautenberg,Female,Black,50-59,Democrat,Conservative,"$50,000-$74,999",High school graduate,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Other Christian,Before that,No one does,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,A hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Non-white,No,Suburbs,Suburbs,8.0,Bergen/Passaic Counties,East,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7514.0
4407499.0,New Jersey,108.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.727174401283264,Barack Obama,Frank Lautenberg,Female,Black,18-24,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,A moderate hardship,The economy,Poor,Very worried,Yes,Can bring about needed change,Not a factor at all,Other Christian,Before that,"Yes, someone else does",Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,A hardship,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Yes,"Member in household, but not voter",No,Non-white,No,Suburbs,Suburbs,8.0,Bergen/Passaic Counties,East,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7514.0
