ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESPA04,SENPA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,GUNOWNER,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECPA,UNFR04G,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNFRBUSH,UNFRKERY,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1525383.0,Pennsylvania,12.0,National,3.0,Call 3,Complete,0.733687877655029,Kerry,Hoeffel,Female,Other,30-39,Democrat,Moderate,,"$50,000-$74,999",,Catholic,A few times a year,,,No,Yes,,For your candidate,,,,,,,,,,Both candidates did,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,,,,,,,,,,,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,,,Married women,Other,Pittsburg area/West,Suburbs,Suburbs,14.0,15235.0
1530243.0,Pennsylvania,17.0,State,1.0,Call 3,Complete,2.00433707237244,Kerry,Specter,Female,White,75 or over,Democrat,Moderate,No,"$75,000-$99,999",About the same,Protestant,Once a week,High school graduate,No one does,No,Yes,Before that,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,Only George W. Bush did,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,Married women,White,Pittsburg area/West,Suburbs,Suburbs,4.0,15139.0
1505936.0,Pennsylvania,159.0,State,1.0,Call 1,Complete,0.364555865526199,Bush,Clymer,Female,White,50-59,Independent,Conservative,No,"$50,000-$74,999",Better today,Protestant,Once a week,High school graduate,"Yes, I do",Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Omit,Only John Kerry did,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is union member,All others,White,Central/Northern Tier,Rural,Small cities and Rural,5.0,16948.0
1476768.0,Pennsylvania,171.0,State,1.0,Call 1,Complete,1.00462234020233,Bush,Specter,Male,White,30-39,Republican,Moderate,Yes,"$15,000-$29,999",Worse today,Protestant,A few times a year,High school graduate,No one does,No,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Neither candidate did,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,19.0,17368.0
1486486.0,Pennsylvania,144.0,State,1.0,Call 1,Complete,0.71973729133606,Kerry,Hoeffel,Male,Black,25-29,Democrat,Liberal,No,"Under $15,000",Worse today,Other Christian,Once a week,High school graduate,No one does,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Both candidates did,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,Black,Philadelphia,"City over 500,000","City over 50,000",2.0,19143.0
1510784.0,Pennsylvania,60.0,National,4.0,Call 2,Complete,2.931077003479,Bush,Specter,Male,White,45-49,Independent,Conservative,,"Under $15,000",,,,Postgraduate study,No one does,,Yes,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,,,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,,,No one in household is union member,Voter is not union member,All others,White,Philly suburbs,Suburbs,Suburbs,7.0,19380.0
1505922.0,Pennsylvania,99.0,State,1.0,Call 2,Complete,1.27699995040894,Bush,Specter,Male,White,65-74,Republican,Conservative,No,"$15,000-$29,999",Better today,Catholic,Never,High school graduate,"Yes, I do",No,,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Only George W. Bush did,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,Someone in household is union member,Voter is union member,All others,White,Northeast,Suburbs,Suburbs,10.0,18424.0
1505918.0,Pennsylvania,123.0,State,1.0,Call 2,Complete,1.36753129959106,Kerry,Hoeffel,Male,White,65-74,Democrat,Moderate,No,,About the same,Catholic,Once a week,High school graduate,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Somewhat approve,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Only George W. Bush did,White male,60 or over,65 or over,65 or over,Democrat,,,Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,Someone in household is union member,Voter is not union member,All others,White,Northeast,Rural,Small cities and Rural,11.0,18322.0
1491334.0,Pennsylvania,123.0,State,1.0,Call 1,Not complete,1.36753129959106,Kerry,Hoeffel,Male,White,60-64,,,,,,,,,,,,Before that,Omit,Iraq,Will bring about needed change,Strongly disapprove,,,,,,Poor,Only George W. Bush did,White male,60 or over,50-64,18-64,,,,,,All others,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,,,All others,White,Northeast,Rural,Small cities and Rural,11.0,18322.0
1486470.0,Pennsylvania,61.0,State,1.0,Call 1,Complete,0.824297785758972,Bush,Specter,Female,White,30-39,Republican,Conservative,No,"Under $15,000",About the same,Catholic,Never,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Terrorism,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Only John Kerry did,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Central/Northern Tier,Rural,Small cities and Rural,5.0,15848.0
1476747.0,Pennsylvania,141.0,State,1.0,Call 1,Not complete,0.698377370834351,Kerry,Hoeffel,,Black,65-74,,,,,,,,,,,,Before that,For your candidate,Moral values,Cares about people like me,Strongly disapprove,,,,,,Not so good,Only George W. Bush did,,60 or over,65 or over,65 or over,,,,,All others,All others,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,,,,Black,Philadelphia,"City over 500,000","City over 50,000",2.0,19140.0
1501048.0,Pennsylvania,44.0,State,1.0,Call 2,Complete,0.858710765838623,Kerry,Hoeffel,Female,White,45-49,Independent,Moderate,No,"$150,000-$199,999",About the same,Jewish,A few times a year,College graduate,No one does,No,Yes,Before that,Omit,Omit,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Both of them,Very badly,Good,Omit,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Omit,Omit,No one in household is union member,Voter is not union member,Married women,White,Philly suburbs,Suburbs,Suburbs,8.0,19067.0
1501047.0,Pennsylvania,156.0,National,1.0,Call 1,Complete,0.95366644859314,Kerry,Specter,Male,White,25-29,Independent,Moderate,No,"$30,000-$49,999",About the same,Catholic,Once a week,High school graduate,No one does,,Yes,During the last month,,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,,,Very badly,,,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,No one in household is union member,Voter is not union member,All others,White,Philadelphia,"City over 500,000","City over 50,000",2.0,19124.0
1530207.0,Pennsylvania,23.0,National,1.0,Call 1,Complete,1.41774833202362,Kerry,Specter,Male,White,30-39,Democrat,Moderate,,"$75,000-$99,999",Better today,Protestant,Once a week,Postgraduate study,,,Yes,During the last month,,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Somewhat well,,,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,,,,,,,,,All others,White,Pittsburg area/West,Suburbs,Suburbs,4.0,15001.0
1502678.0,Pennsylvania,45.0,State,1.0,Call 2,Complete,0.957489192485809,Bush,Specter,Female,White,18-24,Republican,,No,"Under $15,000",Better today,Other Christian,A few times a year,Some college/associate degree,No one does,No,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Neither candidate did,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,3.0,16033.0
1515619.0,Pennsylvania,50.0,State,1.0,Call 2,Complete,0.993271291255951,Kerry,Hoeffel,Female,Other,30-39,Something Else,,No,"$30,000-$49,999",Worse today,Something else,Never,College graduate,No one does,Yes,No,Before that,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Not so good,Both candidates did,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Something else,All others,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,Other,Central/Northern Tier,Suburbs,Suburbs,5.0,16823.0
1481590.0,Pennsylvania,103.0,State,1.0,Call 1,Complete,1.04409325122833,Kerry,Specter,Male,White,65-74,Republican,Moderate,No,"$30,000-$49,999",Worse today,Protestant,Once a week,Some college/associate degree,No one does,No,Yes,Before that,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Good,Both candidates did,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,16.0,17552.0
1476728.0,Pennsylvania,130.0,State,1.0,Call 1,Complete,1.03755080699921,Kerry,Specter,Male,White,65-74,Republican,Liberal,No,"Under $15,000",Better today,Catholic,Once a week,Did not complete high school,"Yes, I do",No,Yes,Sometime last week,For your candidate,Taxes,Cares about people like me,Somewhat disapprove,Strongly approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Good,Only George W. Bush did,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,Someone in household is union member,Voter is union member,All others,White,Philly suburbs,Suburbs,Suburbs,6.0,19401.0
1502673.0,Pennsylvania,122.0,State,1.0,Call 2,Complete,0.807779490947723,Kerry,Specter,Male,White,30-39,Republican,Moderate,Yes,"$15,000-$29,999",Worse today,None,Never,Some college/associate degree,No one does,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Only George W. Bush did,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,White,Central/Northern Tier,"City: 10,000 to 49,999",Small cities and Rural,10.0,17701.0
1505891.0,Pennsylvania,29.0,State,1.0,Call 2,Complete,1.08940160274506,Kerry,Hoeffel,Female,White,50-59,Independent,,No,,Worse today,Protestant,Omit,College graduate,No one does,Yes,Yes,Just today,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,Neither of them,Only John Kerry,Somewhat badly,Poor,Both candidates did,White female,45-59,50-64,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Omit,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Northeast,Suburbs,Suburbs,6.0,19508.0
1507383.0,Pennsylvania,94.0,State,1.0,Call 2,Complete,0.543690323829651,Kerry,Hoeffel,Female,Black,18-24,Democrat,Moderate,Yes,"$50,000-$74,999",About the same,Other Christian,A few times a month,Some college/associate degree,No one does,No,No,Before that,For your candidate,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Only George W. Bush did,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,Black,Central/Northern Tier,"City: 10,000 to 49,999",Small cities and Rural,9.0,15701.0
1476721.0,Pennsylvania,161.0,State,1.0,Call 1,Complete,0.678706049919128,,Specter,Female,White,75 or over,Republican,Conservative,No,"Under $15,000",About the same,Protestant,Once a week,High school graduate,No one does,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Only John Kerry did,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,17.0,17901.0
1479092.0,Pennsylvania,102.0,State,1.0,Call 1,Complete,0.837245166301727,Kerry,Hoeffel,Male,White,45-49,Democrat,Moderate,No,"$100,000-$149,999",About the same,Catholic,More than once a week,Postgraduate study,"Yes, someone else does",Yes,Yes,Before that,Against his opponent,Iraq,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Only George W. Bush did,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,Someone in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,16.0,17547.0
1505876.0,Pennsylvania,94.0,State,1.0,Call 2,Complete,0.362714946269989,Bush,Clymer,Female,White,50-59,Republican,Conservative,No,,Omit,,More than once a week,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Only John Kerry did,White female,45-59,50-64,18-64,Republican,,,,,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Central/Northern Tier,"City: 10,000 to 49,999",Small cities and Rural,9.0,15701.0
1496152.0,Pennsylvania,12.0,National,1.0,Call 1,Complete,0.768282830715179,Kerry,Other,Male,White,,Republican,Moderate,No,"$15,000-$29,999",Better today,Other Christian,More than once a week,Some college/associate degree,"Yes, I do",,,Before that,,Taxes,Cares about people like me,Strongly approve,Somewhat approve,Less safe from terrorism,,,Very well,,,White male,,,,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,Someone in household is union member,Voter is union member,All others,White,Pittsburg area/West,Suburbs,Suburbs,14.0,15235.0
1502654.0,Pennsylvania,38.0,State,1.0,Call 2,Complete,0.903484523296356,Bush,Did not vote,Female,White,40-44,Republican,Conservative,No,"$50,000-$74,999",About the same,Catholic,More than once a week,High school graduate,No one does,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Only John Kerry did,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Philly suburbs,Suburbs,Suburbs,8.0,19020.0
1505870.0,Pennsylvania,168.0,National,3.0,Call 2,Complete,1.11170542240143,Bush,Specter,Male,White,60-64,Republican,Conservative,,"$30,000-$49,999",,Jewish,Once a week,,,Yes,No,,For your candidate,,,,,,,,,,Only John Kerry did,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,Weekly,All others,,,,,,,,,,,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,,,All others,White,Pittsburg area/West,Suburbs,Suburbs,18.0,15601.0
1525312.0,Pennsylvania,168.0,National,4.0,Call 3,Complete,0.571811437606812,Kerry,Hoeffel,Male,White,18-24,Something Else,Liberal,,"$15,000-$29,999",,,,High school graduate,No one does,,No,Before that,,,,,,,Only John Kerry,Only John Kerry,,,,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,,,No one in household is union member,Voter is not union member,All others,White,Pittsburg area/West,Suburbs,Suburbs,18.0,15601.0
1530169.0,Pennsylvania,61.0,State,1.0,Call 3,Complete,0.824297785758972,Bush,Specter,Female,White,45-49,Democrat,Moderate,No,"$50,000-$74,999",Better today,Protestant,More than once a week,Some college/associate degree,No one does,Yes,Yes,During the last month,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Both candidates did,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Central/Northern Tier,Rural,Small cities and Rural,5.0,15848.0
1530167.0,Pennsylvania,99.0,State,1.0,Call 3,Complete,1.22913241386414,Bush,Specter,Female,White,65-74,Republican,Conservative,No,"$15,000-$29,999",Better today,Protestant,Once a week,High school graduate,No one does,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Only John Kerry did,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Northeast,Suburbs,Suburbs,10.0,18424.0
1486417.0,Pennsylvania,15.0,State,1.0,Call 1,Complete,0.605415225028992,Kerry,Hoeffel,Female,Other,25-29,Independent,Liberal,Yes,"$15,000-$29,999",Worse today,Catholic,A few times a month,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Neither candidate did,Non-white female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only John Kerry did/Neither candidate did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,Married women,Other,Pittsburg area/West,"City: 50,000 to 500,000","City over 50,000",14.0,15211.0
1505859.0,Pennsylvania,15.0,State,1.0,Call 2,Complete,0.562442123889923,Kerry,Specter,Male,White,18-24,Independent,Moderate,Yes,"$30,000-$49,999",About the same,Catholic,A few times a year,College graduate,No one does,No,No,Before that,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Both candidates did,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Pittsburg area/West,"City: 50,000 to 500,000","City over 50,000",14.0,15211.0
