ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESIA04,SENIA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,EDUC,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECIA,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1469535.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Male,White,75 or over,Republican,Conservative,No,,About the same,Protestant,Once a week,No,College graduate,No,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White male,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Weekly,Protestants/Weekly,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Suburbs,Suburbs,,50322.0
1469536.0,Iowa,,State,1.0,,Complete,Phone survey,0.92715185880661,Kerry,Small,Female,,75 or over,Democrat,Liberal,No,,Worse today,Protestant,More than once a week,No,College graduate,No,,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,All others,All others,All others,Weekly,Protestants/Weekly,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,,East,"City: 50,000 to 500,000","City over 50,000",,52240.0
1469537.0,Iowa,,State,1.0,,Complete,Phone survey,0.881104528903961,Kerry,Small,Female,White,50-59,Democrat,,No,"$15,000-$29,999",Worse today,Other Christian,More than once a week,Yes,Some college/associate degree,No,,For your candidate,Health care,Cares about people like me,Somewhat approve,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Poor,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,All others,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,East,"City: 10,000 to 49,999",Small cities and Rural,,52761.0
1469538.0,Iowa,,State,1.0,,Complete,Phone survey,0.477951407432556,Kerry,Small,Female,White,65-74,Independent,Moderate,No,"$30,000-$49,999",About the same,Catholic,Once a week,Yes,High school graduate,No,,For your candidate,Economy/Jobs,Is a strong leader,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Central,Suburbs,Suburbs,,50111.0
1469539.0,Iowa,,State,1.0,,Complete,Phone survey,0.786766469478607,Kerry,Small,Female,White,75 or over,Democrat,Conservative,No,"$15,000-$29,999",About the same,Protestant,Once a week,Yes,High school graduate,No,,For your candidate,Health care,Cares about people like me,Somewhat approve,Strongly disapprove,Omit,Both of them,Both of them,Omit,Worse today,Omit,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Omit,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,East,"City: 10,000 to 49,999",Small cities and Rural,,52501.0
1469540.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Male,White,60-64,Republican,Moderate,No,"$50,000-$74,999",About the same,Protestant,Once a week,Yes,Postgraduate study,Yes,,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Better today,Good,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,"City: 50,000 to 500,000","City over 50,000",,50310.0
1469541.0,Iowa,,State,1.0,,Complete,Phone survey,2.5274829864502,Kerry,Grassley,Female,White,50-59,Independent,Moderate,No,"$30,000-$49,999",About the same,Other Christian,A few times a year,No,High school graduate,Yes,,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Not so good,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,Central,"City: 50,000 to 500,000","City over 50,000",,50317.0
1469542.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Female,White,50-59,Republican,Conservative,No,,About the same,Protestant,Once a week,Yes,Some college/associate degree,Yes,,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,East,"City: 50,000 to 500,000","City over 50,000",,52240.0
1469543.0,Iowa,,State,1.0,,Complete,Phone survey,2.31516170501709,Kerry,Small,Female,White,40-44,Democrat,Moderate,No,"$100,000-$149,999",About the same,Catholic,More than once a week,Yes,Postgraduate study,Yes,,For your candidate,Terrorism,Cares about people like me,Somewhat approve,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Worse today,Good,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,White evangelicals,Weekly,Catholics/Weekly,All others,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,White,West,Rural,Small cities and Rural,,51555.0
1469544.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Male,White,18-24,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,Once a week,Yes,College graduate,Yes,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,East,"City: 10,000 to 49,999",Small cities and Rural,,52632.0
1469545.0,Iowa,,State,1.0,,Complete,Phone survey,2.14226388931274,Bush,Grassley,Female,White,75 or over,Independent,Conservative,No,"Under $15,000",Better today,Protestant,Once a week,Yes,Some college/associate degree,No,,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Excellent,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,"City: 10,000 to 49,999",Small cities and Rural,,50501.0
1469546.0,Iowa,,State,1.0,,Complete,Phone survey,1.91943669319153,Bush,Grassley,Female,White,25-29,Republican,Conservative,No,"Under $15,000",Better today,Protestant,Once a week,Yes,College graduate,No,,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Suburbs,Suburbs,,50009.0
1469547.0,Iowa,,State,1.0,,Complete,Phone survey,1.41004717350006,Kerry,Small,Female,Hispanic/Latino,50-59,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Catholic,Never,,High school graduate,Yes,,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Not so good,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Never,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,Hispanic/Latino,West,Rural,Small cities and Rural,,51537.0
1469548.0,Iowa,,State,1.0,,Complete,Phone survey,0.356321096420288,Nader,Did not vote,Male,White,75 or over,Something Else,Moderate,No,,Worse today,None,Never,Yes,Did not complete high school,No,,Omit,Iraq,Is a strong leader,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat badly,Worse today,Good,White male,60 or over,65 or over,65 or over,Independent,,,None,White None,All others,White evangelicals,Never,All others,All others,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Rural,Small cities and Rural,,50138.0
1469549.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Male,White,40-44,Republican,Conservative,No,"Under $15,000",Better today,Protestant,A few times a month,Yes,Postgraduate study,Yes,,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,Protestants/Non-weekly,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,East,Rural,Small cities and Rural,,50616.0
1469550.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Female,White,50-59,Republican,Conservative,No,,Worse today,Other Christian,Once a week,Yes,College graduate,Yes,,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Good,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,East,"City: 50,000 to 500,000","City over 50,000",,52403.0
1469551.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Female,White,45-49,Republican,Conservative,No,"$100,000-$149,999",Better today,Other Christian,More than once a week,Yes,College graduate,Yes,,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Worse today,Good,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,Central,Rural,Small cities and Rural,,50156.0
1469552.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Male,White,45-49,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,More than once a week,Yes,College graduate,Yes,,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Good,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,"City: 10,000 to 49,999",Small cities and Rural,,50158.0
1469553.0,Iowa,,State,1.0,,Complete,Phone survey,1.0836968421936,Kerry,Small,Male,White,75 or over,Democrat,Moderate,No,"$30,000-$49,999",About the same,None,Never,No,College graduate,Yes,,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,East,"City: 50,000 to 500,000","City over 50,000",,52402.0
1469554.0,Iowa,,State,1.0,,Complete,Phone survey,2.30964660644531,Kerry,Small,Male,White,60-64,Democrat,Moderate,No,"$75,000-$99,999",About the same,Catholic,A few times a month,No,High school graduate,Yes,,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Worse today,Poor,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,East,"City: 10,000 to 49,999",Small cities and Rural,,52732.0
1469555.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Male,White,65-74,Independent,Conservative,No,"$50,000-$74,999",About the same,Protestant,Once a week,Yes,High school graduate,Yes,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Suburbs,Suburbs,,50003.0
1469556.0,Iowa,,State,1.0,,Complete,Phone survey,2.39983415603638,Kerry,Grassley,Female,White,60-64,Democrat,Liberal,No,,Worse today,Catholic,Once a week,Yes,High school graduate,Yes,,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,White female,60 or over,50-64,18-64,Democrat,,,Catholic,White Catholic,All others,White evangelicals,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,East,"City: 50,000 to 500,000","City over 50,000",,52806.0
1469557.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Male,White,60-64,Independent,Conservative,No,"$50,000-$74,999",Better today,Catholic,Once a week,No,Some college/associate degree,Yes,,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,East,"City: 50,000 to 500,000","City over 50,000",,52803.0
1469558.0,Iowa,,State,1.0,,Complete,Phone survey,1.30908930301666,Kerry,Small,Male,White,45-49,Independent,Moderate,No,"$100,000-$149,999",About the same,None,A few times a year,No,Some college/associate degree,No,,For your candidate,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,East,"City: 50,000 to 500,000","City over 50,000",,52240.0
1469559.0,Iowa,,State,1.0,,Complete,Phone survey,2.57019758224487,Bush,Small,Female,White,60-64,Independent,Conservative,No,"Under $15,000",About the same,Other Christian,Once a week,Yes,High school graduate,Yes,,For your candidate,Terrorism,Will bring about needed change,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,About the same,Good,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,East,Rural,Small cities and Rural,,50644.0
1469560.0,Iowa,,State,1.0,,Complete,Phone survey,0.786766469478607,Kerry,Small,Female,White,65-74,Democrat,Moderate,Yes,"Under $15,000",Worse today,Catholic,Never,No,Did not complete high school,No,,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Never,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,East,"City: 50,000 to 500,000","City over 50,000",,52001.0
1469561.0,Iowa,,State,1.0,,Complete,Phone survey,0.705023586750031,Kerry,Small,Female,White,50-59,Democrat,Moderate,Yes,"$30,000-$49,999",Worse today,Other Christian,A few times a month,Yes,College graduate,No,,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Poor,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,West,Rural,Small cities and Rural,,51401.0
1469562.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Male,White,25-29,Republican,Conservative,Yes,"$50,000-$74,999",About the same,Mormon/LDS,Once a week,No,High school graduate,No,,Against his opponent,Economy/Jobs,Cares about people like me,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,West,"City: 50,000 to 500,000","City over 50,000",,51503.0
1469563.0,Iowa,,State,1.0,,Complete,Phone survey,2.77558588981628,Bush,Grassley,Female,White,60-64,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,More than once a week,Yes,Some college/associate degree,No,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,West,Rural,Small cities and Rural,,50441.0
1469564.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Male,White,40-44,Independent,Conservative,Yes,,About the same,Other Christian,Never,Yes,High school graduate,No,,Against his opponent,Iraq,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,About the same,Not so good,White male,30-44,40-49,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Never,All others,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,West,Rural,Small cities and Rural,,51012.0
1469565.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Male,White,50-59,Republican,Moderate,No,"$100,000-$149,999",About the same,Protestant,A few times a year,No,Some college/associate degree,Yes,,For your candidate,Taxes,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Suburbs,Suburbs,,50265.0
1469566.0,Iowa,,State,1.0,,Complete,Phone survey,2.77558588981628,Bush,Grassley,Female,White,75 or over,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,More than once a week,Yes,High school graduate,Yes,,For your candidate,Moral values,Cares about people like me,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,West,Rural,Small cities and Rural,,51031.0
1469567.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Male,White,75 or over,Democrat,Moderate,No,"$75,000-$99,999",About the same,Protestant,Once a week,Yes,High school graduate,Yes,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Omit,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,West,Rural,Small cities and Rural,,51632.0
1469568.0,Iowa,,State,1.0,,Complete,Phone survey,2.43483901023865,Kerry,Small,Male,White,18-24,Democrat,Liberal,No,"$50,000-$74,999",About the same,Something else,A few times a year,No,Some college/associate degree,No,,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,East,"City: 50,000 to 500,000","City over 50,000",,52246.0
1469569.0,Iowa,,State,1.0,,Complete,Phone survey,2.81705689430237,Bush,Grassley,Female,White,30-39,Republican,Conservative,No,"$30,000-$49,999",Better today,None,More than once a week,Yes,College graduate,Yes,,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Both of them,Somewhat well,About the same,Good,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,White evangelicals,Weekly,All others,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Married women,White,Central,Suburbs,Suburbs,,50009.0
