ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESWV04,GOVWV04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,UNION4,GUNOWNER,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECWV,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1481692.0,West Virginia,15.0,State,1.0,Call 1,Complete,1.50538444519043,Bush,Manchin,Female,White,65-74,Democrat,Moderate,No,"$30,000-$49,999",Better today,Protestant,Yes,High school graduate,No one does,Yes,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Monongahla River Valley,Rural,Small cities and Rural,1.0,26351.0
1481689.0,West Virginia,3.0,State,1.0,Call 1,Complete,0.839590966701508,Bush,Warner,Female,White,45-49,Independent,Conservative,No,"$50,000-$74,999",Better today,Catholic,No,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Suburbs,Suburbs,2.0,25420.0
1486540.0,West Virginia,58.0,State,1.0,Call 1,Complete,0.823128402233124,Bush,Warner,Female,White,30-39,Republican,Conservative,No,"$30,000-$49,999",Better today,,No,High school graduate,No one does,No,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",,,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Rural,Small cities and Rural,2.0,26802.0
1505983.0,West Virginia,69.0,State,1.0,Call 2,Complete,0.765185594558716,Bush,Manchin,Female,White,30-39,Independent,Moderate,No,"$30,000-$49,999",About the same,Other Christian,No,Some college/associate degree,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Moral values,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Only George W. Bush,Somewhat well,Not so good,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Rural,Small cities and Rural,2.0,26241.0
1481673.0,West Virginia,48.0,State,1.0,Call 1,Complete,0.653204798698425,Bush,Warner,Female,White,18-24,Independent,Conservative,No,"$15,000-$29,999",Better today,Other Christian,Yes,College graduate,No one does,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Both of them,Both of them,Somewhat badly,Not so good,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Rural,Small cities and Rural,3.0,25971.0
1481670.0,West Virginia,33.0,State,1.0,Call 1,Not complete,0.800356388092041,Kerry,Manchin,Female,White,65-74,,,,,,,,,,,,Before that,Against his opponent,Omit,Omit,Strongly disapprove,,,,,,Not so good,White female,60 or over,65 or over,65 or over,,,,,,All others,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,All others,White,Charleston/Huntingon,"City: 50,000 to 500,000","City over 50,000",2.0,25302.0
1525415.0,West Virginia,17.0,State,1.0,Call 3,Complete,0.938073515892029,Kerry,Manchin,Female,White,30-39,Independent,Conservative,Yes,"$15,000-$29,999",About the same,Other Christian,Yes,High school graduate,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Terrorism,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Rural,Small cities and Rural,3.0,24901.0
1488607.0,West Virginia,18.0,State,1.0,Call 1,Complete,0.795192897319794,Bush,Manchin,Female,White,40-44,Republican,Conservative,No,"$30,000-$49,999",About the same,Other Christian,Yes,High school graduate,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Rural,Small cities and Rural,2.0,26704.0
1505969.0,West Virginia,29.0,State,1.0,Call 2,Complete,0.768691658973694,Bush,Manchin,Female,White,30-39,Democrat,Moderate,No,,Better today,Catholic,No,College graduate,No one does,No,No,During the last month,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Not so good,White female,30-44,30-39,18-64,Democrat,,,Catholic,White Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Charleston/Huntingon,"City: 50,000 to 500,000","City over 50,000",2.0,25314.0
1505966.0,West Virginia,37.0,State,1.0,Call 2,Complete,1.31503927707672,Kerry,Manchin,Female,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Other Christian,No,Some college/associate degree,"Yes, someone else does",Yes,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Poor,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Southwest,Rural,Small cities and Rural,3.0,25524.0
1525408.0,West Virginia,77.0,State,1.0,Call 3,Complete,1.36211585998535,Bush,Warner,Male,White,18-24,Republican,Liberal,Yes,"$50,000-$74,999",About the same,Other Christian,No,Some college/associate degree,,Yes,No,Before that,Against his opponent,Omit,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,,,All others,White,Charleston/Huntingon,Rural,Small cities and Rural,2.0,26143.0
1481655.0,West Virginia,12.0,State,1.0,Call 1,Complete,2.24372434616089,Kerry,Warner,Male,White,40-44,Democrat,Moderate,No,"$50,000-$74,999",Better today,Protestant,No,Postgraduate study,"Yes, I do",Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,25840.0
1486515.0,West Virginia,6.0,State,1.0,Call 1,Complete,1.5838268995285,Bush,Warner,Male,White,65-74,Democrat,Liberal,No,"$30,000-$49,999",Better today,Protestant,No,High school graduate,No one does,Yes,No,Before that,Against his opponent,Terrorism,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Not so good,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Charleston/Huntingon,"City: 10,000 to 49,999",Small cities and Rural,3.0,25701.0
1483881.0,West Virginia,8.0,State,1.0,Call 1,Complete,0.768691658973694,Bush,Manchin,Female,White,50-59,Independent,Moderate,No,"$100,000-$149,999",Better today,Protestant,No,Postgraduate study,No one does,Yes,Yes,Before that,For your candidate,Education,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Good,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Charleston/Huntingon,"City: 10,000 to 49,999",Small cities and Rural,3.0,25701.0
1486512.0,West Virginia,8.0,State,1.0,Call 1,Complete,0.764851570129395,Bush,Manchin,Male,White,50-59,Democrat,Moderate,No,"$100,000-$149,999",Better today,Protestant,No,College graduate,No one does,Yes,Yes,Before that,For your candidate,Health care,Is a strong leader,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Both of them,Both of them,Very badly,Not so good,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Charleston/Huntingon,"City: 10,000 to 49,999",Small cities and Rural,3.0,25701.0
1481648.0,West Virginia,37.0,State,1.0,Call 1,Complete,1.00347328186035,Bush,Warner,Female,White,40-44,Republican,Conservative,No,"$100,000-$149,999",Better today,None,No,College graduate,No one does,Yes,No,Before that,For your candidate,Taxes,Omit,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Omit,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,25524.0
1505952.0,West Virginia,19.0,State,1.0,Call 2,Complete,0.669330656528473,Kerry,Manchin,Male,Black,45-49,Independent,Moderate,No,"$30,000-$49,999",Worse today,Other Christian,No,High school graduate,No one does,Yes,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Non-white male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Appalachian Highlands,Rural,Small cities and Rural,2.0,26836.0
1486505.0,West Virginia,9.0,State,1.0,Call 1,Complete,1.02426159381866,Bush,Warner,Female,White,40-44,Republican,Conservative,No,"$15,000-$29,999",About the same,None,No,Postgraduate study,No one does,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Charleston/Huntingon,"City: 10,000 to 49,999",Small cities and Rural,3.0,25703.0
1486501.0,West Virginia,56.0,State,1.0,Call 1,Complete,0.622420608997345,Bush,Manchin,Female,White,25-29,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,No,College graduate,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Ohio River Region,"City: 10,000 to 49,999",Small cities and Rural,1.0,26003.0
1481636.0,West Virginia,69.0,State,1.0,Call 1,Complete,0.77877801656723,Kerry,Manchin,Female,White,40-44,Independent,Moderate,No,"$30,000-$49,999",About the same,Something else,No,College graduate,No one does,No,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Good,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Appalachian Highlands,Rural,Small cities and Rural,2.0,26241.0
1505940.0,West Virginia,5.0,State,1.0,Call 2,Complete,0.848319590091705,Bush,Manchin,Female,White,30-39,Democrat,Moderate,No,"$15,000-$29,999",About the same,Other Christian,Yes,High school graduate,No one does,Yes,Yes,Just today,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Monongahla River Valley,Rural,Small cities and Rural,2.0,26639.0
1486495.0,West Virginia,76.0,State,1.0,Call 1,Complete,1.02499186992645,Bush,Warner,Female,White,30-39,Democrat,Moderate,No,"$50,000-$74,999",Better today,Other Christian,No,High school graduate,No one does,Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Not so good,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Ohio River Region,Rural,Small cities and Rural,1.0,26186.0
1481619.0,West Virginia,15.0,State,1.0,Call 1,Complete,1.52678203582764,Kerry,Manchin,Female,White,75 or over,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,Yes,Some college/associate degree,No one does,No,Yes,Before that,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Poor,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Monongahla River Valley,Rural,Small cities and Rural,1.0,26351.0
1486476.0,West Virginia,24.0,State,1.0,Call 1,Complete,2.04973697662354,Kerry,Other,Male,White,50-59,Democrat,Moderate,No,"Under $15,000",Worse today,Other Christian,Yes,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Ohio River Region,Rural,Small cities and Rural,2.0,25271.0
1486472.0,West Virginia,54.0,State,1.0,Call 1,Complete,0.523387968540192,Kerry,Manchin,Male,White,45-49,Independent,Conservative,No,"$30,000-$49,999",Better today,Other Christian,Yes,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,26651.0
1505913.0,West Virginia,58.0,State,1.0,Call 2,Complete,0.795192897319794,Bush,Manchin,Female,White,45-49,Republican,Moderate,No,"$15,000-$29,999",Better today,Other Christian,Yes,High school graduate,No one does,Yes,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Appalachian Highlands,Rural,Small cities and Rural,2.0,26802.0
1486465.0,West Virginia,22.0,State,1.0,Call 1,Complete,1.12285363674164,Kerry,Manchin,Male,White,65-74,Democrat,Conservative,No,"$50,000-$74,999",About the same,Protestant,Yes,College graduate,No one does,No,No,Before that,For your candidate,Omit,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,Neither of them,Somewhat badly,Poor,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Monongahla River Valley,Rural,Small cities and Rural,1.0,26431.0
1527105.0,West Virginia,67.0,State,1.0,Call 3,Complete,0.733954906463623,Bush,Manchin,Male,White,30-39,Republican,Conservative,Yes,"$50,000-$74,999",About the same,Other Christian,No,Did not complete high school,No one does,Yes,Yes,Before that,Against his opponent,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,25832.0
1505905.0,West Virginia,76.0,State,1.0,Call 2,Complete,1.02499186992645,Bush,Warner,Female,White,30-39,Republican,Liberal,No,,Better today,Other Christian,No,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,White female,30-44,30-39,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Ohio River Region,Rural,Small cities and Rural,1.0,26186.0
1486460.0,West Virginia,29.0,State,1.0,Call 1,Complete,0.920049130916595,Kerry,Manchin,Male,White,45-49,Democrat,Moderate,No,"$200,000 or more",Worse today,Catholic,No,Postgraduate study,No one does,No,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,Only John Kerry,Very badly,Poor,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Charleston/Huntingon,"City: 50,000 to 500,000","City over 50,000",2.0,25314.0
1525343.0,West Virginia,17.0,State,1.0,Call 3,Complete,0.954080641269684,Bush,Warner,Female,White,45-49,Republican,Moderate,No,"$30,000-$49,999",About the same,Protestant,No,High school graduate,No one does,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Rural,Small cities and Rural,3.0,24901.0
1505896.0,West Virginia,48.0,State,1.0,Call 2,Complete,0.652653694152832,Bush,Warner,Male,White,40-44,Democrat,Conservative,No,"$30,000-$49,999",Worse today,Other Christian,Yes,Some college/associate degree,"Yes, I do",Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Not so good,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Appalachian Highlands,Rural,Small cities and Rural,3.0,25971.0
