ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESMS04,AMEND1MS,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1507917.0,Mississippi,80.0,State,1.0,Call 2,0.877147436141968,Kerry,Yes,Male,Black,40-44,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Southeast,Suburbs,Suburbs,2.0,39046.0
1532213.0,Mississippi,36.0,State,1.0,Call 3,0.69219434261322,Kerry,Yes,Female,Black,18-24,Democrat,Liberal,"$30,000-$49,999",About the same,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1506548.0,Mississippi,111.0,State,1.0,Call 2,1.64464545249939,Bush,Yes,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Northeast,Rural,Small cities and Rural,1.0,38663.0
1508880.0,Mississippi,28.0,National,3.0,Call 2,0.826979219913483,Kerry,Yes,Male,White,50-59,Democrat,Moderate,"$75,000-$99,999",,Protestant,No,,For your candidate,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,,,,,White,Southeast,Suburbs,Suburbs,4.0,39571.0
1480883.0,Mississippi,70.0,State,1.0,Call 1,1.29163670539856,Bush,Yes,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,"City: 10,000 to 49,999",Small cities and Rural,3.0,39601.0
1527541.0,Mississippi,70.0,State,1.0,Call 3,0.669459342956543,Kerry,Yes,Male,White,45-49,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,Yes,In the last three days,Against his opponent,Somewhat disapprove,Somewhat approve,White male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Jackson and delta,"City: 10,000 to 49,999",Small cities and Rural,3.0,39601.0
1480878.0,Mississippi,95.0,State,1.0,Call 1,1.4323593378067,Kerry,,Female,Black,65-74,,,,Omit,,,Omit,Omit,Omit,Omit,Non-white female,60 or over,65 or over,65 or over,,,,,All others,All others,All others,Omit,Omit,Omit,Omit,Black,Jackson and delta,Rural,Small cities and Rural,3.0,39652.0
1480874.0,Mississippi,53.0,State,1.0,Call 1,0.735181450843811,Kerry,No,Female,Black,40-44,Democrat,Liberal,,Worse today,Protestant,,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white female,30-44,40-49,18-64,Democrat,,,Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1508869.0,Mississippi,80.0,State,1.0,Call 2,0.807333588600159,Kerry,Yes,,Black,50-59,Democrat,Moderate,,Worse today,Other Christian,Yes,During the last month,For your candidate,Somewhat disapprove,Somewhat disapprove,,45-59,50-64,18-64,Democrat,,,Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Southeast,Suburbs,Suburbs,2.0,39046.0
1483202.0,Mississippi,109.0,State,1.0,Call 1,0.909634351730347,Kerry,Yes,Male,Black,45-49,Democrat,Moderate,"$15,000-$29,999",About the same,Protestant,Yes,During the last month,For your candidate,Somewhat disapprove,Somewhat disapprove,Non-white male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Northeast,Rural,Small cities and Rural,1.0,38668.0
1508862.0,Mississippi,109.0,State,1.0,Call 2,0.958753108978271,Bush,Yes,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",Better today,Catholic,,During the last month,For your candidate,Strongly approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Northeast,Rural,Small cities and Rural,1.0,38668.0
1480863.0,Mississippi,36.0,State,1.0,Call 1,0.643659651279449,Kerry,Yes,Female,Black,50-59,Democrat,Moderate,"$15,000-$29,999",About the same,Protestant,Yes,In the last three days,For your candidate,Somewhat approve,Somewhat approve,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1506525.0,Mississippi,5.0,State,1.0,Call 2,1.02402448654175,Bush,Yes,Female,White,50-59,Republican,Conservative,,Better today,Other Christian,Yes,Before that,For your candidate,Somewhat approve,Omit,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,White,Northeast,Rural,Small cities and Rural,1.0,38915.0
1506522.0,Mississippi,80.0,State,1.0,Call 2,0.943288028240204,Kerry,Yes,Male,Black,18-24,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Southeast,Suburbs,Suburbs,2.0,39046.0
1527514.0,Mississippi,91.0,State,1.0,Call 3,1.56486761569977,Bush,Yes,Female,White,65-74,Republican,Conservative,"Under $15,000",Better today,Catholic,,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1508351.0,Mississippi,36.0,State,1.0,Call 2,0.643659651279449,Kerry,Yes,Female,Black,30-39,Democrat,Liberal,"$30,000-$49,999",About the same,Other Christian,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1508350.0,Mississippi,109.0,State,1.0,Call 2,0.958753108978271,Bush,Yes,Male,White,45-49,Republican,Liberal,"$50,000-$74,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Northeast,Rural,Small cities and Rural,1.0,38668.0
1506513.0,Mississippi,70.0,State,1.0,Call 2,0.821788370609283,Bush,Yes,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,"City: 10,000 to 49,999",Small cities and Rural,3.0,39601.0
1483181.0,Mississippi,19.0,State,1.0,Call 1,0.608031570911407,Kerry,Yes,Male,White,60-64,Independent,Conservative,"$50,000-$74,999",Worse today,Protestant,Yes,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Southeast,Suburbs,Suburbs,4.0,39401.0
1506082.0,Mississippi,70.0,State,1.0,Call 2,0.821788370609283,Bush,Yes,Male,White,45-49,Republican,Conservative,"$100,000-$149,999",About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,"City: 10,000 to 49,999",Small cities and Rural,3.0,39601.0
1513503.0,Mississippi,102.0,State,1.0,Call 2,0.976842820644379,Bush,Yes,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Before that,Omit,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Suburbs,Suburbs,3.0,39073.0
1528699.0,Mississippi,52.0,State,1.0,Call 3,1.64464545249939,Bush,Yes,Female,White,40-44,Republican,Conservative,"$15,000-$29,999",Worse today,Protestant,Yes,During the last month,Against his opponent,Strongly approve,Somewhat approve,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1481187.0,Mississippi,28.0,National,4.0,Call 1,1.06418228149414,Bush,Yes,Female,White,45-49,Republican,Conservative,"$15,000-$29,999",,,,Before that,,,,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Southeast,Suburbs,Suburbs,4.0,39571.0
1480833.0,Mississippi,70.0,State,1.0,Call 1,1.29163670539856,Bush,Yes,Female,White,65-74,Democrat,Conservative,"Under $15,000",About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,"City: 10,000 to 49,999",Small cities and Rural,3.0,39601.0
1507417.0,Mississippi,5.0,State,1.0,Call 2,1.02402448654175,Bush,Yes,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Worse today,Other Christian,Yes,Before that,For your candidate,Somewhat approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Northeast,Rural,Small cities and Rural,1.0,38915.0
1480821.0,Mississippi,36.0,State,1.0,Call 1,0.537360191345215,Kerry,No,Male,Black,18-24,Democrat,Liberal,"$50,000-$74,999",Worse today,Other Christian,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1511149.0,Mississippi,91.0,State,1.0,Call 2,1.04371726512909,Bush,Yes,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1480818.0,Mississippi,28.0,National,3.0,Call 1,1.06418228149414,Bush,Yes,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",,Other Christian,Yes,,For your candidate,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,White,Southeast,Suburbs,Suburbs,4.0,39571.0
1508812.0,Mississippi,53.0,State,1.0,Call 2,1.36182224750519,Bush,Yes,Male,White,60-64,Republican,,,Better today,Protestant,,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,60 or over,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1506478.0,Mississippi,28.0,National,1.0,Call 2,0.866922438144684,Kerry,Yes,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Worse today,,No,Before that,,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Southeast,Suburbs,Suburbs,4.0,39571.0
1527473.0,Mississippi,70.0,State,1.0,Call 3,0.821788370609283,Bush,Yes,Male,White,40-44,Independent,Conservative,"$50,000-$74,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,"City: 10,000 to 49,999",Small cities and Rural,3.0,39601.0
1527469.0,Mississippi,53.0,State,1.0,Call 3,1.02109241485596,Kerry,Yes,,White,65-74,Democrat,Moderate,"$50,000-$74,999",About the same,Protestant,Yes,During the last month,For your candidate,Somewhat approve,Strongly disapprove,,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1529801.0,Mississippi,80.0,State,1.0,Call 3,0.869202494621277,Kerry,,Male,Black,,,,,Omit,,,Before that,Against his opponent,Omit,Omit,Non-white male,,,,,,,,All others,All others,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Black,Southeast,Suburbs,Suburbs,2.0,39046.0
1483139.0,Mississippi,109.0,State,1.0,Call 1,1.00506103038788,Bush,Yes,Female,White,45-49,Republican,Conservative,"$100,000-$149,999",Better today,Catholic,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Northeast,Rural,Small cities and Rural,1.0,38668.0
1506466.0,Mississippi,111.0,State,1.0,Call 2,1.91622078418732,Kerry,Yes,Male,White,60-64,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,Yes,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Northeast,Rural,Small cities and Rural,1.0,38663.0
1508798.0,Mississippi,80.0,State,1.0,Call 2,0.943288028240204,Kerry,Yes,Male,Black,25-29,Democrat,Moderate,"$50,000-$74,999",Worse today,Other Christian,Yes,Before that,Against his opponent,Somewhat disapprove,Somewhat approve,Non-white male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Southeast,Suburbs,Suburbs,2.0,39046.0
1508791.0,Mississippi,109.0,State,1.0,Call 2,0.958753108978271,Bush,Yes,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Northeast,Rural,Small cities and Rural,1.0,38668.0
1508788.0,Mississippi,36.0,State,1.0,Call 2,0.533181130886078,Kerry,,Female,Other,50-59,,Moderate,"$75,000-$99,999",About the same,Something else,,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,,"$50,000 or more","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Other,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1531978.0,Mississippi,36.0,State,1.0,Call 3,0.69219434261322,Kerry,Yes,Female,Black,18-24,Democrat,Liberal,"$30,000-$49,999",About the same,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1527446.0,Mississippi,95.0,State,1.0,Call 3,1.12241792678833,Bush,Yes,Female,White,25-29,Independent,Moderate,"$30,000-$49,999",Better today,Protestant,Yes,During the last month,Against his opponent,Somewhat approve,Somewhat approve,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,Rural,Small cities and Rural,3.0,39652.0
1480784.0,Mississippi,36.0,State,1.0,Call 1,0.523816823959351,Kerry,No,Female,Black,30-39,Democrat,Liberal,"$30,000-$49,999",Worse today,Other Christian,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1508283.0,Mississippi,36.0,State,1.0,Call 2,0.74918395280838,Kerry,No,Male,Black,60-64,,Conservative,"$15,000-$29,999",About the same,Catholic,,During the last month,Omit,Somewhat approve,Strongly approve,Non-white male,60 or over,50-64,18-64,,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1506444.0,Mississippi,19.0,State,1.0,Call 2,0.497814118862152,Bush,Yes,Male,White,40-44,Republican,Moderate,"$100,000-$149,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Suburbs,Suburbs,4.0,39401.0
1480778.0,Mississippi,70.0,State,1.0,Call 1,1.29163670539856,Bush,Yes,Female,White,65-74,Democrat,Conservative,,Better today,Protestant,Yes,Before that,For your candidate,Somewhat approve,Strongly approve,White female,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,"City: 10,000 to 49,999",Small cities and Rural,3.0,39601.0
1529768.0,Mississippi,102.0,State,1.0,Call 2,1.02402448654175,Bush,Yes,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Suburbs,Suburbs,3.0,39073.0
1483109.0,Mississippi,52.0,State,1.0,Call 1,1.50538182258606,Kerry,Did not vote,Female,Black,45-49,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,Yes,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1527435.0,Mississippi,19.0,State,1.0,Call 3,0.532457172870636,Kerry,Yes,Female,Black,18-24,Something Else,Conservative,"$15,000-$29,999",Worse today,Other Christian,Yes,Just today,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Black,Southeast,Suburbs,Suburbs,4.0,39401.0
1506433.0,Mississippi,5.0,State,1.0,Call 2,1.46460127830505,Bush,Yes,Male,White,60-64,Republican,Conservative,,Better today,Other Christian,Yes,Before that,Omit,Strongly approve,Strongly approve,White male,60 or over,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Northeast,Rural,Small cities and Rural,1.0,38915.0
1508765.0,Mississippi,28.0,National,3.0,Call 2,1.06418228149414,Bush,Yes,Female,White,50-59,Independent,Conservative,"$50,000-$74,999",,Other Christian,No,,For your candidate,,,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,,,,,White,Southeast,Suburbs,Suburbs,4.0,39571.0
1524104.0,Mississippi,9.0,State,1.0,Call 2,1.72233200073242,Bush,Did not vote,Male,White,50-59,Republican,Moderate,"$200,000 or more",Better today,Mormon/LDS,Yes,In the last three days,Against his opponent,Somewhat approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Southeast,Rural,Small cities and Rural,4.0,39330.0
1530889.0,Mississippi,5.0,State,1.0,Call 3,1.19263136386871,Bush,Yes,Female,Black,40-44,Democrat,Conservative,"$15,000-$29,999",Better today,Other Christian,Yes,In the last three days,Against his opponent,Somewhat approve,Somewhat approve,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Black,Northeast,Rural,Small cities and Rural,1.0,38915.0
1506423.0,Mississippi,70.0,State,1.0,Call 2,0.926440238952637,Bush,Yes,Female,White,25-29,Republican,Moderate,"Under $15,000",Worse today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,"City: 10,000 to 49,999",Small cities and Rural,3.0,39601.0
1483092.0,Mississippi,19.0,State,1.0,Call 1,0.521858632564545,Bush,Yes,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Suburbs,Suburbs,4.0,39401.0
1527415.0,Mississippi,91.0,State,1.0,Call 3,1.04371726512909,Bush,Yes,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
