ID,STANUM,QTYPE,VERSION,TELEPOLL,WGT,PRESOR04,SENOR04,MEAS33OR,MEAS36OR,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,UNION4,MARRIED,LATINO,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECOR,COUNTACC,ENVIRON,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,ZIPCODE
1465242.0,Oregon,State,1.0,Phone survey,0.840140640735626,Bush,King,No,No,Male,White,50-59,Republican,Moderate,No,"$75,000-$99,999",About the same,Protestant,No,College graduate,No one is,Yes,No,For your candidate,Omit,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Omit,Both of them,Neither of them,Somewhat badly,Not so good,Very confident,Omit,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Suburbs and capital,Suburbs,Suburbs,97229.0
1465243.0,Oregon,State,1.0,Phone survey,0.589109182357788,Kerry,Wyden,No,No,Male,White,50-59,Democrat,Liberal,No,"$30,000-$49,999",Better today,Protestant,No,College graduate,No one is,Yes,No,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Very confident,Protecting the environment,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,South and East,"City: 50,000 to 500,000","City over 50,000",97701.0
1465244.0,Oregon,State,1.0,Phone survey,0.690034031867981,Kerry,Wyden,No,Yes,Female,White,50-59,Democrat,Liberal,No,"$200,000 or more",Better today,None,No,Postgraduate study,No one is,Yes,No,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Poor,Somewhat confident,Protecting the environment,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Multnomah county,"City over 500,000","City over 50,000",97219.0
1465245.0,Oregon,State,1.0,Phone survey,0.433268845081329,Bush,King,No,Yes,Female,White,,Republican,Conservative,No,"$15,000-$29,999",Better today,Protestant,Yes,Some college/associate degree,No one is,,No,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Somewhat confident,Keeping jobs in your state,White female,,,,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Suburbs and capital,Suburbs,Suburbs,97022.0
1465246.0,Oregon,State,1.0,Phone survey,0.528600811958313,Kerry,Wyden,Yes,Yes,Female,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,Yes,College graduate,No one is,No,No,Against his opponent,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Somewhat confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Suburbs and capital,Suburbs,Suburbs,97007.0
1465247.0,Oregon,State,1.0,Phone survey,1.10083794593811,Bush,King,No,Yes,Female,White,30-39,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,Yes,College graduate,No one is,Yes,No,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Somewhat confident,Keeping jobs in your state,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Suburbs and capital,Suburbs,Suburbs,97015.0
1465248.0,Oregon,State,1.0,Phone survey,0.596023678779602,Bush,King,No,Yes,Female,White,75 or over,Republican,Conservative,No,,Better today,Protestant,Yes,Some college/associate degree,No one is,No,No,Against his opponent,Iraq,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Very confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,South and East,"City: 50,000 to 500,000","City over 50,000",97501.0
1465249.0,Oregon,State,1.0,Phone survey,1.03954255580902,Kerry,King,No,No,Female,White,18-24,Independent,Liberal,Yes,"$15,000-$29,999",Worse today,None,No,Some college/associate degree,No one is,No,No,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Poor,Not at all confident,Keeping jobs in your state,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,South and East,"City: 10,000 to 49,999",Small cities and Rural,97914.0
1465250.0,Oregon,State,1.0,Phone survey,0.560093760490417,Bush,King,No,Yes,Male,White,25-29,Republican,Conservative,No,"$30,000-$49,999",About the same,Mormon/LDS,No,High school graduate,"Yes, someone else is",No,No,For your candidate,Taxes,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Very confident,Keeping jobs in your state,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Suburbs and capital,Suburbs,Suburbs,97381.0
1465251.0,Oregon,State,1.0,Phone survey,0.71444833278656,Bush,King,No,Yes,Female,White,60-64,Republican,Conservative,No,,About the same,Protestant,No,Some college/associate degree,No one is,No,No,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Excellent,Not very confident,Omit,White female,60 or over,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Not very/Not at all confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Multnomah county,Suburbs,Suburbs,97229.0
1465252.0,Oregon,State,1.0,Phone survey,1.10083794593811,Bush,King,,Yes,Female,White,60-64,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Yes,Some college/associate degree,No one is,Yes,No,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Somewhat confident,Keeping jobs in your state,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Somewhat/Strongly disapprove,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Suburbs and capital,Suburbs,Suburbs,97381.0
1465253.0,Oregon,State,1.0,Phone survey,1.05295014381409,Kerry,Wyden,Yes,No,Female,White,50-59,Democrat,Liberal,No,"$75,000-$99,999",About the same,Protestant,No,Some college/associate degree,"Yes, someone else is",Yes,No,For your candidate,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Very confident,Keeping jobs in your state,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Northwest Pacific Coast,,,97322.0
1465254.0,Oregon,State,1.0,Phone survey,1.57048511505127,Kerry,Wyden,Yes,No,Female,White,65-74,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Protestant,No,High school graduate,No one is,Yes,No,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Very confident,Protecting the environment,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Northwest Pacific Coast,Suburbs,Suburbs,97487.0
1465255.0,Oregon,State,1.0,Phone survey,0.531609892845154,Kerry,Wyden,Yes,No,Female,White,45-49,Something Else,Moderate,No,"$50,000-$74,999",Worse today,None,No,Some college/associate degree,No one is,No,No,Against his opponent,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Somewhat confident,Keeping jobs in your state,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Suburbs and capital,Suburbs,Suburbs,97034.0
1465256.0,Oregon,State,1.0,Phone survey,1.38006806373596,Kerry,Wyden,Yes,No,Female,White,40-44,Democrat,Liberal,No,"$75,000-$99,999",Worse today,Catholic,No,College graduate,No one is,Yes,No,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Very confident,Protecting the environment,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Multnomah county,"City over 500,000","City over 50,000",97202.0
1465257.0,Oregon,State,1.0,Phone survey,0.470828413963318,Bush,Wyden,No,Yes,Female,White,65-74,Republican,Moderate,No,"$15,000-$29,999",About the same,Catholic,No,Some college/associate degree,No one is,No,No,Against his opponent,Terrorism,Has strong religious faith,Somewhat approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Neither of them,Somewhat badly,Poor,Somewhat confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Suburbs and capital,Suburbs,Suburbs,97013.0
1465258.0,Oregon,State,1.0,Phone survey,1.05295014381409,Kerry,Wyden,Yes,No,Female,White,30-39,Republican,Conservative,No,"Under $15,000",About the same,Other Christian,Yes,High school graduate,No one is,No,No,For your candidate,Terrorism,Will bring about needed change,Somewhat approve,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Very badly,Good,Very confident,Keeping jobs in your state,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Northwest Pacific Coast,"City: 50,000 to 500,000","City over 50,000",97477.0
1465259.0,Oregon,State,1.0,Phone survey,3.87997984886169,Bush,Other,No,No,Male,White,45-49,Independent,Moderate,No,"$30,000-$49,999",About the same,None,No,High school graduate,No one is,No,No,For your candidate,Terrorism,Has clear stands on the issues,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only George W. Bush,Neither of them,Very badly,Not so good,Somewhat confident,Keeping jobs in your state,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Multnomah county,,,
1465260.0,Oregon,State,1.0,Phone survey,0.702162861824036,Kerry,Wyden,Yes,No,Male,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,None,No,College graduate,No one is,No,No,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Not so good,Very confident,Protecting the environment,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Multnomah county,,,
1465261.0,Oregon,State,1.0,Phone survey,0.523495018482208,Kerry,Wyden,No,Yes,Female,White,75 or over,Democrat,Conservative,No,"$15,000-$29,999",Omit,Protestant,Yes,Did not complete high school,No one is,No,No,Against his opponent,Moral values,Omit,Somewhat approve,Omit,Omit,Only John Kerry,Only John Kerry,Somewhat badly,Good,Very confident,Omit,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Omit,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Northwest Pacific Coast,"City: 50,000 to 500,000","City over 50,000",97401.0
1465262.0,Oregon,State,1.0,Phone survey,1.15786635875702,Kerry,Wyden,Yes,No,Female,White,60-64,Democrat,Liberal,No,"$50,000-$74,999",Worse today,None,No,College graduate,No one is,Yes,No,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Protecting the environment,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,South and East,Suburbs,Suburbs,97520.0
1465263.0,Oregon,State,1.0,Phone survey,0.411961942911148,Bush,,,Yes,Male,White,60-64,Something Else,Conservative,No,"$30,000-$49,999",Better today,Mormon/LDS,No,Some college/associate degree,No one is,Yes,No,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not so good,Not very confident,Keeping jobs in your state,White male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Somewhat/Very badly,Not very/Not at all confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northwest Pacific Coast,Rural,Small cities and Rural,97138.0
1465264.0,Oregon,State,1.0,Phone survey,1.05720162391663,Kerry,Wyden,Yes,No,Female,White,65-74,Democrat,Liberal,No,,About the same,Protestant,No,Some college/associate degree,No one is,Yes,No,For your candidate,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Very confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Suburbs and capital,Suburbs,Suburbs,97045.0
1465265.0,Oregon,State,1.0,Phone survey,0.512740969657898,Bush,Wyden,No,Yes,Female,White,65-74,Independent,Moderate,No,"$50,000-$74,999",Worse today,Protestant,Yes,Some college/associate degree,No one is,No,No,For your candidate,Moral values,Has strong religious faith,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Both of them,Somewhat badly,Poor,Somewhat confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,South and East,"City: 50,000 to 500,000","City over 50,000",97504.0
1465266.0,Oregon,State,1.0,Phone survey,1.15786635875702,Kerry,Wyden,No,Yes,Female,White,60-64,Independent,Moderate,No,"$30,000-$49,999",Worse today,Other Christian,No,Did not complete high school,No one is,Yes,No,For your candidate,Iraq,Cares about people like me,Somewhat approve,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Good,Very confident,Keeping jobs in your state,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,South and East,"City: 10,000 to 49,999",Small cities and Rural,97838.0
1465267.0,Oregon,State,1.0,Phone survey,2.1064887046814,Kerry,Wyden,Yes,Yes,Male,Black,50-59,Democrat,Moderate,No,,Worse today,None,Yes,Some college/associate degree,"Yes, someone else is",Yes,No,Against his opponent,Iraq,Cares about people like me,Strongly disapprove,Strongly approve,Safer from terrorism,Only George W. Bush,Only John Kerry,Very badly,Poor,Very confident,Keeping jobs in your state,Non-white male,45-59,50-64,18-64,Democrat,,,None,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,Black,Multnomah county,"City over 500,000","City over 50,000",97217.0
1465268.0,Oregon,State,1.0,Phone survey,0.947017252445221,Bush,Wyden,No,Yes,Female,White,50-59,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,Yes,Postgraduate study,No one is,Yes,No,For your candidate,Economy/Jobs,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not so good,Very confident,Keeping jobs in your state,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Suburbs and capital,Suburbs,Suburbs,97034.0
1465269.0,Oregon,State,1.0,Phone survey,1.15786635875702,Kerry,Wyden,No,No,Female,White,60-64,Democrat,Liberal,No,"$50,000-$74,999",About the same,None,No,Postgraduate study,No one is,Yes,No,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Very confident,Protecting the environment,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,South and East,"City: 50,000 to 500,000","City over 50,000",97701.0
1465270.0,Oregon,State,1.0,Phone survey,0.925022423267365,Kerry,,Yes,No,Male,White,60-64,Democrat,Conservative,No,"$30,000-$49,999",Worse today,None,No,Some college/associate degree,No one is,No,No,Against his opponent,Iraq,Omit,Strongly disapprove,Somewhat approve,Safer from terrorism,Neither of them,Only John Kerry,Somewhat well,Poor,Very confident,Keeping jobs in your state,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northwest Pacific Coast,"City: 50,000 to 500,000","City over 50,000",97404.0
1465271.0,Oregon,State,1.0,Phone survey,1.36564385890961,Bush,King,,Yes,Male,White,75 or over,Republican,,No,"$30,000-$49,999",About the same,Protestant,No,Some college/associate degree,"Yes, I am",Yes,No,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Somewhat confident,Keeping jobs in your state,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Multnomah county,"City over 500,000","City over 50,000",97202.0
1465272.0,Oregon,State,1.0,Phone survey,1.06590580940247,Kerry,Wyden,Yes,No,Female,White,18-24,Democrat,Moderate,Yes,"$30,000-$49,999",Worse today,Something else,No,High school graduate,No one is,No,No,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Poor,Somewhat confident,Keeping jobs in your state,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Multnomah county,"City over 500,000","City over 50,000",97213.0
1465273.0,Oregon,State,1.0,Phone survey,1.0161544084549,Kerry,Wyden,No,No,Male,White,75 or over,Independent,Moderate,No,"$30,000-$49,999",Worse today,Protestant,No,Some college/associate degree,No one is,Yes,No,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Omit,Omit,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Omit,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Suburbs and capital,Suburbs,Suburbs,97222.0
1465274.0,Oregon,State,1.0,Phone survey,0.702162861824036,Kerry,Wyden,No,Yes,Male,White,40-44,Republican,Moderate,No,"$100,000-$149,999",Better today,Protestant,Yes,College graduate,No one is,Yes,No,Omit,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Not so good,Very confident,Keeping jobs in your state,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Multnomah county,"City over 500,000","City over 50,000",97213.0
