ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESAK04,SENAK04,HOUAK04,BM2AK,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,VETVOTER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,FMURKOW,LISAMURK,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACEAK,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1502746.0,Alaska,21.0,State,1.0,Call 1,Complete,1.53705394268036,Bush,Other,Young,Yes,Female,White,18-24,Independent,Conservative,"Under $15,000",About the same,None,No,Before that,Against his opponent,Iraq,Omit,Somewhat approve,Strongly approve,Omit,Approve,Inappropriate,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Omit,Omit,White,Anchorage,Suburbs,Suburbs,1.0,99504.0
1502749.0,Alaska,7.0,State,1.0,Call 1,Complete,0.729424059391022,Kerry,Knowles,Did not vote,Yes,Female,White,18-24,Independent,Moderate,"$15,000-$29,999",Better today,Protestant,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1502750.0,Alaska,37.0,State,1.0,Call 1,Complete,0.390193074941635,Kerry,Knowles,Other,Yes,Female,White,25-29,Independent,Liberal,"Under $15,000",Worse today,None,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99603.0
1502754.0,Alaska,24.0,State,1.0,Call 1,Complete,0.839435458183289,Kerry,Knowles,Higgins,Yes,Female,Black,50-59,Democrat,Liberal,"$100,000-$149,999",About the same,Protestant,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Anchorage,Suburbs,Suburbs,1.0,99504.0
1502755.0,Alaska,12.0,State,1.0,Call 1,Complete,0.557045757770538,Kerry,Knowles,Higgins,No,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",About the same,Catholic,Yes,Before that,Against his opponent,Iraq,Has strong religious faith,Somewhat disapprove,Strongly disapprove,Both of them,Disapprove,Inappropriate,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99705.0
1502773.0,Alaska,36.0,State,1.0,Call 1,Complete,0.561483144760132,Kerry,Knowles,Higgins,Yes,Female,White,50-59,Independent,Liberal,"$50,000-$74,999",About the same,Something else,No,Before that,For your candidate,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99603.0
1502777.0,Alaska,3.0,State,1.0,Call 1,Complete,0.571960985660553,Kerry,Knowles,Higgins,Yes,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",About the same,Something else,No,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99835.0
1502781.0,Alaska,20.0,State,1.0,Call 1,Complete,1.27937090396881,Bush,Murkowski,Young,No,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",Better today,Catholic,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Appropriate,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99504.0
1502807.0,Alaska,5.0,State,1.0,Call 1,Complete,0.587681293487549,Kerry,Knowles,Higgins,Yes,Male,White,40-44,Independent,Liberal,"$50,000-$74,999",Worse today,Catholic,No,Before that,For your candidate,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1502820.0,Alaska,21.0,State,1.0,Call 1,Complete,1.89782798290253,Bush,Knowles,Young,No,Male,Black,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,During the last month,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly disapprove,Only George W. Bush,Disapprove,Inappropriate,Non-white male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,Black,Anchorage,Suburbs,Suburbs,1.0,99504.0
1502829.0,Alaska,32.0,State,1.0,Call 1,Complete,0.668901383876801,Kerry,Knowles,Young,Yes,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,No,Just today,For your candidate,Iraq,Will bring about needed change,Somewhat approve,Strongly disapprove,Both of them,Disapprove,Inappropriate,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Anchorage,Suburbs,Suburbs,1.0,99516.0
1502833.0,Alaska,4.0,State,1.0,Call 1,Complete,1.13107562065125,Bush,Murkowski,Young,Yes,Female,White,60-64,Republican,Moderate,"$30,000-$49,999",Worse today,Protestant,No,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Neither of them,Disapprove,Inappropriate,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1502846.0,Alaska,37.0,State,1.0,Call 1,Complete,0.359643638134003,Kerry,Knowles,Other,Yes,Male,White,40-44,Something Else,Liberal,"$75,000-$99,999",Better today,Something else,No,Before that,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99603.0
1502848.0,Alaska,1.0,State,1.0,Call 1,Complete,1.47987651824951,Bush,Murkowski,Other,No,Female,White,45-49,Independent,Moderate,"$50,000-$74,999",About the same,None,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Only George W. Bush,Disapprove,Inappropriate,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99901.0
1502849.0,Alaska,3.0,State,1.0,Call 1,Complete,0.571960985660553,Kerry,Knowles,Higgins,Yes,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Worse today,Other Christian,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99835.0
1502856.0,Alaska,12.0,State,1.0,Call 1,Complete,0.32324293255806,Bush,Murkowski,,No,Female,White,25-29,Independent,Moderate,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Approve,Inappropriate,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99705.0
1502865.0,Alaska,7.0,State,1.0,Call 1,Complete,1.19668936729431,Bush,Murkowski,Young,No,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",Better today,Mormon/LDS,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1502868.0,Alaska,20.0,State,1.0,Call 1,Complete,1.24514806270599,Bush,Murkowski,Young,No,Female,White,45-49,Republican,Moderate,"$75,000-$99,999",About the same,Protestant,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,Disapprove,Inappropriate,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99504.0
1502874.0,Alaska,24.0,State,1.0,Call 1,Complete,2.4520366191864,Bush,Murkowski,Young,No,Male,White,65-74,Republican,Conservative,,About the same,Protestant,Yes,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White male,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99504.0
1502894.0,Alaska,21.0,State,1.0,Call 1,Complete,2.05903625488281,Bush,Knowles,Young,No,Female,White,18-24,Independent,Moderate,"$50,000-$74,999",Better today,None,No,Sometime last week,Against his opponent,Taxes,Has strong religious faith,Somewhat approve,Strongly disapprove,Both of them,Disapprove,Inappropriate,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Anchorage,Suburbs,Suburbs,1.0,99504.0
1502896.0,Alaska,39.0,State,1.0,Call 1,Complete,0.749512434005737,Bush,Knowles,Young,No,Male,Other,50-59,Independent,Conservative,"$150,000-$199,999",Better today,Catholic,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Alaska native,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99559.0
1502897.0,Alaska,36.0,State,1.0,Call 1,Complete,1.96532940864563,Bush,Knowles,Higgins,Yes,Male,Asian,25-29,Independent,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,During the last month,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Only George W. Bush,Approve,Omit,Non-white male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Asian,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99603.0
1502906.0,Alaska,5.0,State,1.0,Call 1,Complete,0.736457943916321,Kerry,Knowles,Higgins,Yes,Male,White,65-74,Independent,Liberal,"$100,000-$149,999",About the same,None,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Approve,Inappropriate,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1502919.0,Alaska,32.0,State,1.0,Call 1,Complete,0.668901383876801,Kerry,Knowles,Young,Yes,Female,White,40-44,Independent,Liberal,"$100,000-$149,999",About the same,None,No,During the last month,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Both of them,Disapprove,Inappropriate,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Anchorage,Suburbs,Suburbs,1.0,99516.0
1502938.0,Alaska,4.0,State,1.0,Call 1,Complete,0.692168712615967,Other,Other,Did not vote,Yes,Male,White,25-29,Something Else,Moderate,"Under $15,000",Worse today,Something else,Yes,Sometime last week,Against his opponent,Moral values,Cares about people like me,Somewhat approve,Somewhat disapprove,Neither of them,Disapprove,Inappropriate,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1502941.0,Alaska,3.0,State,1.0,Call 1,Complete,0.716757833957672,Kerry,Knowles,Higgins,Yes,Female,White,60-64,Democrat,Moderate,"Under $15,000",About the same,Catholic,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Only John Kerry,Disapprove,Inappropriate,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99835.0
1502947.0,Alaska,20.0,State,1.0,Call 1,Complete,1.24514806270599,Bush,Murkowski,Young,No,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Something else,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99504.0
1502949.0,Alaska,37.0,State,1.0,Call 1,Complete,0.834203541278839,Kerry,Knowles,Higgins,Yes,Female,White,40-44,Democrat,Liberal,"$30,000-$49,999",Worse today,None,No,Before that,For your candidate,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99603.0
1502964.0,Alaska,1.0,State,1.0,Call 1,Complete,1.32098853588104,Bush,Murkowski,Young,Yes,Male,White,25-29,Independent,Conservative,"$50,000-$74,999",Better today,Catholic,No,During the last month,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,Approve,Appropriate,White male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99901.0
1502965.0,Alaska,14.0,State,1.0,Call 1,Complete,0.514910221099854,Bush,Murkowski,Young,No,Female,White,45-49,Independent,Conservative,"$30,000-$49,999",About the same,Mormon/LDS,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99654.0
1502968.0,Alaska,17.0,State,1.0,Call 1,Complete,0.865928292274475,Kerry,Knowles,Higgins,No,Female,White,30-39,Independent,Liberal,"$75,000-$99,999",Better today,Catholic,No,Before that,Omit,Education,Is intelligent,Strongly disapprove,Somewhat disapprove,Only John Kerry,Disapprove,Inappropriate,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1502974.0,Alaska,7.0,State,1.0,Call 1,Complete,1.06453037261963,Bush,Murkowski,Young,No,Female,White,18-24,Republican,Moderate,"$50,000-$74,999",About the same,Protestant,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1502986.0,Alaska,12.0,State,1.0,Call 1,Complete,1.01877152919769,Other,Other,,Yes,Male,Other,40-44,Something Else,Liberal,"$50,000-$74,999",Worse today,None,Yes,Before that,For your candidate,Omit,Has clear stands on the issues,Somewhat disapprove,Strongly disapprove,Neither of them,Disapprove,Appropriate,Non-white male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Other,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99705.0
1503005.0,Alaska,21.0,State,1.0,Call 1,Complete,1.95668494701385,Bush,Murkowski,Young,No,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",About the same,Protestant,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Appropriate,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99504.0
1503014.0,Alaska,5.0,State,1.0,Call 1,Complete,0.571960985660553,Kerry,Knowles,Higgins,Yes,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",About the same,Other Christian,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Neither of them,Disapprove,Inappropriate,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1503033.0,Alaska,3.0,State,1.0,Call 1,Complete,1.02018582820892,Bush,Murkowski,Young,Yes,Female,White,60-64,Republican,Moderate,"Under $15,000",Better today,Other Christian,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99835.0
1503034.0,Alaska,32.0,State,1.0,Call 1,Complete,1.23198676109314,Bush,Murkowski,Young,No,Male,White,40-44,,Moderate,"$50,000-$74,999",Better today,None,Yes,Before that,Against his opponent,Omit,Omit,Somewhat approve,Strongly approve,Only George W. Bush,Disapprove,Appropriate,White male,30-44,40-49,18-64,,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99516.0
1503039.0,Alaska,20.0,State,1.0,Call 1,Complete,1.24514806270599,Bush,Murkowski,Young,No,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Only George W. Bush,Approve,Inappropriate,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99504.0
1503043.0,Alaska,34.0,State,1.0,Call 1,Complete,0.875474095344543,Kerry,,Other,Yes,Female,White,50-59,Independent,Liberal,"$75,000-$99,999",About the same,Other Christian,No,Before that,Omit,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage,Suburbs,Suburbs,1.0,99540.0
1503060.0,Alaska,37.0,State,1.0,Call 1,Complete,1.85722064971924,Bush,Murkowski,Young,Yes,Male,White,65-74,Independent,Conservative,"$15,000-$29,999",About the same,Something else,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Only George W. Bush,Disapprove,Inappropriate,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99603.0
1503073.0,Alaska,34.0,State,1.0,Call 1,Complete,1.54161179065704,Bush,Murkowski,Young,No,Female,Hispanic/Latino,45-49,Republican,Conservative,"$150,000-$199,999",Better today,Catholic,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,Non-white female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Hispanic/Latino,Anchorage,Suburbs,Suburbs,1.0,99540.0
1503075.0,Alaska,7.0,State,1.0,Call 1,Complete,0.6922886967659,Kerry,Knowles,,No,Female,White,30-39,,Moderate,"$50,000-$74,999",Omit,,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,30-44,30-39,18-64,,"$50,000 or more","Under $100,000",,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1503081.0,Alaska,39.0,State,1.0,Call 1,Complete,0.972753703594208,Kerry,Murkowski,Young,Yes,Female,White,40-44,Something Else,Moderate,"$100,000-$149,999",About the same,Other Christian,No,Before that,Against his opponent,Moral values,Will bring about needed change,Somewhat disapprove,Somewhat approve,Neither of them,Disapprove,Inappropriate,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99559.0
