ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESAL04,SENAL04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1507634.0,Alabama,51.0,State,1.0,Call 2,0.926207423210144,Bush,Shelby,Female,White,75 or over,Republican,Conservative,"$100,000-$149,999",About the same,Protestant,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1482261.0,Alabama,94.0,State,1.0,Call 1,1.2044849395752,Kerry,Sowell,Female,Black,25-29,Democrat,Liberal,"$15,000-$29,999",Better today,Other Christian,Yes,In the last three days,Against his opponent,Somewhat disapprove,Somewhat disapprove,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Black,Black belt,Rural,Small cities and Rural,7.0,35470.0
1487570.0,Alabama,32.0,State,1.0,Call 1,1.40222644805908,Bush,Shelby,Male,White,75 or over,Republican,Conservative,"Under $15,000",Better today,Other Christian,,Before that,For your candidate,Somewhat approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,2.0,36092.0
1505942.0,Alabama,51.0,State,1.0,Call 2,0.809466660022736,Kerry,Sowell,Female,Black,30-39,Democrat,Conservative,"$30,000-$49,999",About the same,Other Christian,No,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1525273.0,Alabama,1.0,State,1.0,Call 3,0.746318101882935,Bush,Shelby,Male,White,50-59,Republican,Moderate,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1526820.0,Alabama,99.0,National,3.0,Call 3,1.05519759654999,Kerry,Sowell,Female,Black,30-39,Democrat,Conservative,"$200,000 or more",,Other Christian,Yes,,For your candidate,,,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,,,,,Black,North central,Suburbs,Suburbs,3.0,36078.0
1482254.0,Alabama,6.0,State,1.0,Call 1,1.06206798553467,Bush,Shelby,Male,White,30-39,Republican,Conservative,,Omit,Protestant,Yes,Just today,Omit,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,4.0,35031.0
1508725.0,Alabama,44.0,State,1.0,Call 2,1.36696100234985,Bush,Shelby,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1488198.0,Alabama,32.0,State,1.0,Call 1,1.08289289474487,Bush,Shelby,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",About the same,Other Christian,No,Before that,For your candidate,Strongly approve,Somewhat approve,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,2.0,36092.0
1507884.0,Alabama,18.0,State,1.0,Call 2,0.616830050945282,Bush,Shelby,Female,White,18-24,Republican,Moderate,"$15,000-$29,999",About the same,Something else,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1516443.0,Alabama,28.0,State,1.0,Call 2,0.769288659095764,Kerry,Sowell,Female,White,18-24,Democrat,Conservative,"Under $15,000",About the same,,,Before that,For your candidate,Somewhat disapprove,Somewhat approve,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,4.0,35962.0
1526369.0,Alabama,68.0,National,2.0,Call 3,0.959869384765625,Kerry,Shelby,Female,White,18-24,Independent,Liberal,"$15,000-$29,999",Worse today,Something else,No,In the last three days,,Strongly disapprove,Somewhat disapprove,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1509168.0,Alabama,44.0,State,1.0,Call 2,1.2432234287262,Bush,Shelby,Female,White,40-44,Republican,Conservative,"$15,000-$29,999",About the same,Other Christian,Yes,Before that,For your candidate,Strongly approve,Omit,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,White,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1481144.0,Alabama,94.0,State,1.0,Call 1,1.08289289474487,Bush,Shelby,Male,White,45-49,Republican,Liberal,"$50,000-$74,999",About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Black belt,Rural,Small cities and Rural,7.0,35470.0
1509821.0,Alabama,68.0,National,1.0,Call 2,1.4412454366684,Kerry,Sowell,Female,Black,50-59,Democrat,Liberal,"$50,000-$74,999",Worse today,Protestant,Yes,Before that,,Strongly disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1483348.0,Alabama,6.0,State,1.0,Call 1,1.19049608707428,Kerry,,Male,White,,Democrat,Liberal,,Omit,,,Omit,Against his opponent,Omit,Omit,White male,,,,Democrat,,,,,All others,All others,Omit,Omit,Omit,Omit,White,North central,Suburbs,Suburbs,4.0,35031.0
1508716.0,Alabama,38.0,State,1.0,Call 2,0.831355094909668,Kerry,Sowell,Male,White,25-29,Democrat,Moderate,"$50,000-$74,999",About the same,,,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jefferson county,Suburbs,Suburbs,7.0,35022.0
1508715.0,Alabama,1.0,State,1.0,Call 2,0.746318101882935,Bush,Shelby,Male,White,45-49,Republican,,,Omit,,,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,,,,,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1528882.0,Alabama,38.0,State,1.0,Call 3,1.18002271652222,Bush,Shelby,Female,White,18-24,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,,Before that,For your candidate,Somewhat approve,Strongly disapprove,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jefferson county,Suburbs,Suburbs,7.0,35022.0
1509813.0,Alabama,44.0,State,1.0,Call 2,1.31494140625,Bush,Shelby,Male,White,30-39,Republican,Moderate,"$50,000-$74,999",About the same,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1481134.0,Alabama,51.0,State,1.0,Call 1,1.10863566398621,Kerry,Sowell,Male,Black,60-64,Democrat,Liberal,"Under $15,000",About the same,None,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1508939.0,Alabama,18.0,State,1.0,Call 2,0.616830050945282,Bush,Shelby,Female,White,25-29,Republican,,"$50,000-$74,999",Better today,Other Christian,,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1524980.0,Alabama,68.0,National,3.0,Call 3,1.34701311588287,Bush,Shelby,Male,White,50-59,Independent,Conservative,"$30,000-$49,999",,Protestant,Yes,,For your candidate,,,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,White,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1474512.0,Alabama,75.0,State,1.0,Call 1,1.85776829719543,Kerry,Sowell,Female,Black,50-59,Democrat,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,Before that,For your candidate,Somewhat disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,South,"City: 50,000 to 500,000","City over 50,000",1.0,36606.0
1480142.0,Alabama,80.0,State,1.0,Call 1,0.868986248970032,Kerry,Sowell,Female,Black,45-49,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,Yes,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1492158.0,Alabama,18.0,State,1.0,Call 1,0.395234405994415,Kerry,Sowell,Female,White,50-59,Something Else,Moderate,"$200,000 or more",About the same,Other Christian,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1506495.0,Alabama,80.0,State,1.0,Call 2,0.98326700925827,Kerry,Shelby,Female,Black,18-24,Democrat,Liberal,"$30,000-$49,999",Worse today,Protestant,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1482192.0,Alabama,94.0,State,1.0,Call 1,1.22548747062683,Kerry,Sowell,Male,Black,40-44,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Black belt,Rural,Small cities and Rural,7.0,35470.0
1526346.0,Alabama,28.0,State,1.0,Call 3,1.43857753276825,Bush,Shelby,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,During the last month,For your candidate,Strongly approve,Somewhat disapprove,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,4.0,35962.0
1528549.0,Alabama,38.0,State,1.0,Call 3,1.24809491634369,Bush,Shelby,Male,White,18-24,Republican,Moderate,"$50,000-$74,999",About the same,,,Before that,For your candidate,Somewhat approve,Somewhat disapprove,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",,,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jefferson county,Suburbs,Suburbs,7.0,35022.0
1516415.0,Alabama,28.0,State,1.0,Call 2,0.740013360977173,Kerry,Sowell,Female,White,45-49,,Moderate,"$15,000-$29,999",Worse today,,,During the last month,For your candidate,Strongly disapprove,Somewhat approve,White female,45-59,40-49,18-64,,"Under $50,000","Under $100,000",,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,4.0,35962.0
1508693.0,Alabama,68.0,National,3.0,Call 2,2.49913024902344,Other,Shelby,Male,Black,18-24,Independent,Moderate,"$30,000-$49,999",,Protestant,Yes,,For your candidate,,,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,,,,,Black,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1507589.0,Alabama,1.0,State,1.0,Call 2,1.1538565158844,Bush,,Male,White,,,,,Omit,,,Omit,Omit,Omit,Omit,White male,,,,,,,,,All others,All others,Omit,Omit,Omit,Omit,White,South,Suburbs,Suburbs,1.0,36530.0
1508102.0,Alabama,68.0,National,4.0,Call 2,1.28650879859924,Bush,Sowell,Male,Asian,25-29,Democrat,Moderate,"$50,000-$74,999",,,,During the last month,,,,Non-white male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Asian,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1509793.0,Alabama,1.0,State,1.0,Call 2,0.966399312019348,Bush,Shelby,Male,White,65-74,Republican,Conservative,"$150,000-$199,999",Better today,Protestant,,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1481110.0,Alabama,80.0,State,1.0,Call 1,0.76324075460434,Kerry,,Male,White,75 or over,Republican,Moderate,"$15,000-$29,999",About the same,Protestant,Yes,Just today,For your candidate,Strongly disapprove,Somewhat approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1482216.0,Alabama,51.0,State,1.0,Call 1,1.21645021438599,Bush,Other,Female,Black,50-59,Independent,Liberal,"$50,000-$74,999",Worse today,Protestant,Yes,Before that,For your candidate,Strongly disapprove,Somewhat approve,Non-white female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1526335.0,Alabama,18.0,State,1.0,Call 3,0.593356609344482,Bush,Shelby,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,Yes,During the last month,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1524960.0,Alabama,1.0,State,1.0,Call 3,0.746318101882935,Bush,Shelby,Male,White,45-49,Independent,Moderate,"$50,000-$74,999",Better today,Catholic,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1525230.0,Alabama,1.0,State,1.0,Call 3,0.913691103458405,Bush,Shelby,Female,White,65-74,Republican,Conservative,,Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1525228.0,Alabama,80.0,State,1.0,Call 3,0.531714200973511,Kerry,Sowell,Female,White,18-24,Republican,Liberal,"$50,000-$74,999",Better today,Something else,Yes,During the last month,For your candidate,Somewhat approve,Somewhat disapprove,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1507578.0,Alabama,18.0,State,1.0,Call 2,0.616830050945282,Bush,Shelby,Female,White,25-29,Something Else,Moderate,,Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,25-29,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1489929.0,Alabama,18.0,State,1.0,Call 1,0.653066039085388,Bush,,Male,White,25-29,Republican,,,Omit,Mormon/LDS,Yes,Just today,For your candidate,Strongly approve,Strongly approve,White male,18-29,25-29,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1486618.0,Alabama,10.0,National,1.0,Call 1,0.787092864513397,Kerry,Shelby,Female,White,18-24,Democrat,Liberal,"$15,000-$29,999",About the same,Other Christian,No,In the last three days,,Somewhat disapprove,Strongly disapprove,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,North central,"City: 10,000 to 49,999",Small cities and Rural,3.0,36201.0
1490378.0,Alabama,18.0,State,1.0,Call 1,0.617447257041931,Bush,,Female,White,25-29,Democrat,Conservative,,Omit,Mormon/LDS,Yes,Just today,Omit,Somewhat disapprove,Strongly approve,White female,18-29,25-29,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1525462.0,Alabama,1.0,State,1.0,Call 3,0.705613255500793,Bush,Shelby,Female,White,45-49,Independent,Moderate,"$15,000-$29,999",Better today,Other Christian,Yes,Before that,Against his opponent,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1508671.0,Alabama,18.0,State,1.0,Call 2,0.627585649490356,Bush,Shelby,Male,Other,30-39,Independent,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Other,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1481093.0,Alabama,94.0,State,1.0,Call 1,1.50032138824463,Kerry,Sowell,Female,Black,60-64,Democrat,Conservative,"$15,000-$29,999",Worse today,Other Christian,Yes,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,Non-white female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Black belt,Rural,Small cities and Rural,7.0,35470.0
1508664.0,Alabama,44.0,State,1.0,Call 2,1.1683257818222,Kerry,,Female,White,65-74,Democrat,Liberal,,About the same,Protestant,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1526310.0,Alabama,99.0,National,3.0,Call 3,0.969304382801056,Bush,Shelby,Female,White,18-24,Republican,Conservative,"$15,000-$29,999",,Protestant,Yes,,For your candidate,,,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,White,North central,Suburbs,Suburbs,3.0,36078.0
1508074.0,Alabama,1.0,State,1.0,Call 2,0.705613255500793,Bush,Shelby,Female,White,40-44,Republican,,"$30,000-$49,999",About the same,Catholic,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1480015.0,Alabama,80.0,State,1.0,Call 1,0.70547354221344,Bush,Sowell,Female,White,40-44,Republican,Moderate,"$30,000-$49,999",Worse today,Protestant,Yes,Before that,Against his opponent,Omit,Somewhat disapprove,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1507554.0,Alabama,94.0,State,1.0,Call 2,1.27396821975708,Kerry,Sowell,Male,Black,25-29,Democrat,Conservative,"$15,000-$29,999",About the same,Other Christian,Yes,Before that,For your candidate,Strongly disapprove,Somewhat approve,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Black belt,Rural,Small cities and Rural,7.0,35470.0
1506449.0,Alabama,80.0,State,1.0,Call 2,0.767873287200928,Bush,Shelby,Female,White,50-59,Democrat,Conservative,"$50,000-$74,999",About the same,Other Christian,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1482113.0,Alabama,51.0,State,1.0,Call 1,0.926207423210144,Bush,Shelby,Female,White,75 or over,Republican,Conservative,,Better today,Protestant,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1527403.0,Alabama,99.0,National,4.0,Call 3,0.850627243518829,Kerry,Sowell,Male,White,65-74,Democrat,Moderate,"$50,000-$74,999",,,,Before that,,,,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,North central,Suburbs,Suburbs,3.0,36078.0
