ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESKS04,SENKS04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1510916.0,Kansas,35.0,State,1.0,Call 2,0.781502306461334,Kerry,Brownback,Female,White,40-44,Republican,Moderate,"$15,000-$29,999",Worse today,Protestant,Yes,No,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1510010.0,Kansas,12.0,State,1.0,Call 2,1.19160509109497,Bush,Brownback,Female,White,40-44,Democrat,Conservative,"$15,000-$29,999",Better today,Other Christian,No,No,In the last three days,Against his opponent,Somewhat approve,Somewhat approve,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
1510914.0,Kansas,42.0,State,1.0,Call 2,1.16961634159088,Bush,Brownback,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",Better today,Catholic,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
1486647.0,Kansas,46.0,National,1.0,Call 1,0.674475908279419,Bush,Brownback,Female,White,45-49,Independent,Moderate,"$100,000-$149,999",About the same,Catholic,No,No,During the last month,,Somewhat approve,Somewhat approve,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1532972.0,Kansas,24.0,State,1.0,Call 3,0.740601003170013,Bush,Brownback,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Worse today,Protestant,Yes,No,Before that,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1510001.0,Kansas,25.0,National,1.0,Call 2,1.36614501476288,Bush,Brownback,Female,White,18-24,Republican,Moderate,"Under $15,000",Worse today,Other Christian,Yes,No,Before that,,Somewhat approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Rural,Small cities and Rural,2.0,66075.0
1510363.0,Kansas,35.0,State,1.0,Call 2,0.957488000392914,Bush,Brownback,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1488842.0,Kansas,29.0,National,4.0,Call 1,2.05801296234131,Bush,Brownback,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",,,,No,Before that,,,,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Rural counties,Rural,Small cities and Rural,1.0,67420.0
1483324.0,Kansas,45.0,State,1.0,Call 1,0.694856822490692,Bush,Brownback,Male,Hispanic/Latino,18-24,Republican,Moderate,"$15,000-$29,999",Better today,Catholic,No,Yes,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Hispanic/Latino,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1533016.0,Kansas,26.0,State,1.0,Call 3,0.829822957515717,Bush,Brownback,Male,White,30-39,Republican,Moderate,"Under $15,000",Better today,Protestant,Yes,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1531851.0,Kansas,16.0,State,1.0,Call 3,1.1604917049408,Kerry,Jones,Female,White,25-29,Independent,Moderate,"$15,000-$29,999",Omit,Catholic,No,No,Just today,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1511996.0,Kansas,26.0,State,1.0,Call 2,0.774543285369873,Bush,Brownback,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,No,Sometime last week,Against his opponent,Somewhat approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1531848.0,Kansas,39.0,State,1.0,Call 3,0.690146684646606,Kerry,Jones,Female,Other,25-29,Democrat,Liberal,"Under $15,000",Worse today,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Other,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1532947.0,Kansas,20.0,National,1.0,Call 3,1.19528651237488,Bush,Jones,Female,White,30-39,Independent,Moderate,"$30,000-$49,999",Better today,Catholic,No,No,Before that,,Somewhat approve,Somewhat approve,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1483311.0,Kansas,35.0,State,1.0,Call 1,0.633854389190674,Kerry,Jones,Male,White,18-24,Democrat,Liberal,"Under $15,000",Worse today,Protestant,Yes,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1482172.0,Kansas,19.0,State,1.0,Call 1,0.909552931785584,Bush,Brownback,Female,Black,30-39,Republican,Conservative,"$100,000-$149,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,Non-white female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1485514.0,Kansas,33.0,State,1.0,Call 1,1.29228937625885,Kerry,,Male,White,45-49,Independent,Moderate,"$75,000-$99,999",About the same,Catholic,,No,During the last month,For your candidate,Strongly disapprove,Somewhat disapprove,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1482203.0,Kansas,24.0,State,1.0,Call 1,0.793458223342896,Bush,Brownback,Male,White,50-59,Republican,Conservative,"$200,000 or more",Better today,Protestant,No,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1483305.0,Kansas,20.0,National,1.0,Call 1,0.882694244384766,Bush,Brownback,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",About the same,Protestant,No,No,Before that,,Somewhat approve,Somewhat approve,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1484402.0,Kansas,20.0,National,3.0,Call 1,0.882694244384766,Bush,Brownback,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",,Other Christian,No,No,,For your candidate,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,,,,,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1484401.0,Kansas,45.0,State,1.0,Call 1,1.10431182384491,Kerry,Jones,Female,White,75 or over,Independent,Moderate,"$30,000-$49,999",Worse today,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1484297.0,Kansas,16.0,State,1.0,Call 1,1.12925565242767,Bush,Brownback,Female,White,60-64,Republican,Moderate,,About the same,Protestant,No,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,60 or over,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1483295.0,Kansas,42.0,State,1.0,Call 1,1.24665212631226,Kerry,Jones,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",About the same,Protestant,Yes,No,Before that,Omit,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
1536237.0,Kansas,3.0,State,1.0,Call 3,0.929695069789886,Bush,Brownback,Female,White,30-39,Something Else,Moderate,"$75,000-$99,999",About the same,Other Christian,No,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1487704.0,Kansas,29.0,National,3.0,Call 1,1.77828395366669,Bush,Brownback,Male,White,18-24,Republican,Conservative,"Under $15,000",,Other Christian,Yes,No,,For your candidate,,,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,White,Rural counties,Rural,Small cities and Rural,1.0,67420.0
1510866.0,Kansas,26.0,State,1.0,Call 2,0.512745499610901,Kerry,Jones,Female,White,25-29,Democrat,Liberal,"$15,000-$29,999",About the same,Protestant,No,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1484393.0,Kansas,39.0,State,1.0,Call 1,0.725162148475647,Bush,Brownback,Female,White,40-44,Independent,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1535628.0,Kansas,3.0,State,1.0,Call 3,1.34055721759796,Kerry,Brownback,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",About the same,Other Christian,Yes,No,During the last month,For your candidate,Somewhat approve,Somewhat approve,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1510862.0,Kansas,35.0,State,1.0,Call 2,0.834834456443787,Bush,Brownback,Male,Black,40-44,Independent,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1482183.0,Kansas,26.0,State,1.0,Call 1,0.740951657295227,Bush,Brownback,Male,White,18-24,Republican,Liberal,"$30,000-$49,999",Better today,Protestant,No,No,Before that,For your candidate,Strongly approve,Somewhat approve,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1483284.0,Kansas,26.0,State,1.0,Call 1,1.016970038414,Other,Brownback,Male,White,45-49,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,,Sometime last week,For your candidate,Strongly approve,Somewhat approve,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1511960.0,Kansas,33.0,State,1.0,Call 2,0.743196427822113,Kerry,Jones,Female,White,30-39,Democrat,Liberal,"$150,000-$199,999",Better today,None,No,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1534019.0,Kansas,12.0,State,1.0,Call 3,1.19160509109497,Bush,Brownback,Female,White,40-44,Republican,Moderate,,Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
1481074.0,Kansas,24.0,State,1.0,Call 1,0.740601003170013,Bush,Brownback,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",About the same,Catholic,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1531811.0,Kansas,16.0,State,1.0,Call 3,1.1604917049408,Kerry,Jones,Female,White,18-24,Democrat,Liberal,"$150,000-$199,999",Better today,None,No,No,Before that,Against his opponent,Somewhat disapprove,Strongly disapprove,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1485484.0,Kansas,45.0,State,1.0,Call 1,0.901561081409454,Kerry,Brownback,Male,White,18-24,Independent,Liberal,,About the same,Other Christian,No,No,Before that,For your candidate,Strongly disapprove,Strongly approve,White male,18-29,18-24,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1511954.0,Kansas,46.0,National,3.0,Call 2,0.800013601779938,Bush,Brownback,Male,White,60-64,Independent,Conservative,"$15,000-$29,999",,Protestant,No,No,,For your candidate,,,White male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,,,,,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1511953.0,Kansas,3.0,State,1.0,Call 2,1.11535704135895,Bush,,Female,Other,30-39,Republican,Conservative,"$30,000-$49,999",Worse today,Protestant,Yes,,Before that,Against his opponent,Somewhat approve,Somewhat approve,Non-white female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Other,Wichita area,Suburbs,Suburbs,4.0,67133.0
1510848.0,Kansas,42.0,State,1.0,Call 2,1.60776448249817,Bush,,,White,65-74,Republican,,,About the same,Protestant,,,Before that,Omit,Strongly approve,Strongly approve,,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
1538422.0,Kansas,45.0,State,1.0,Call 3,0.890645682811737,Kerry,Jones,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1492093.0,Kansas,25.0,National,2.0,Call 1,2.29374575614929,Bush,Jones,Female,White,75 or over,Democrat,Moderate,"Under $15,000",About the same,Protestant,Yes,,Sometime last week,,Somewhat approve,Somewhat approve,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Rural,Small cities and Rural,2.0,66075.0
1484371.0,Kansas,35.0,State,1.0,Call 1,0.957488000392914,Bush,Brownback,Male,White,40-44,Independent,Moderate,"$50,000-$74,999",Better today,Protestant,No,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1484369.0,Kansas,16.0,State,1.0,Call 1,1.54158878326416,Kerry,Jones,Male,White,75 or over,Independent,Moderate,"$75,000-$99,999",Worse today,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1510840.0,Kansas,20.0,National,2.0,Call 2,0.945692658424377,Bush,Brownback,Male,White,40-44,Republican,Liberal,"$100,000-$149,999",About the same,Catholic,No,No,Before that,,Strongly approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1513045.0,Kansas,46.0,National,1.0,Call 2,0.781395196914673,Kerry,Brownback,Female,White,18-24,Democrat,Moderate,"$30,000-$49,999",About the same,Mormon/LDS,No,No,Before that,,Strongly disapprove,Somewhat disapprove,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1511941.0,Kansas,20.0,National,3.0,Call 2,0.97724050283432,Bush,Brownback,Female,White,60-64,Independent,Conservative,"$50,000-$74,999",,Protestant,Yes,No,,For your candidate,,,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1486403.0,Kansas,45.0,State,1.0,Call 1,1.04337918758392,Kerry,Brownback,Female,White,65-74,Independent,Conservative,"$15,000-$29,999",Worse today,Protestant,Yes,No,Before that,Against his opponent,Somewhat disapprove,Somewhat approve,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1536205.0,Kansas,46.0,National,3.0,Call 3,0.674475908279419,Bush,Brownback,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",,Other Christian,Yes,No,,For your candidate,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1531792.0,Kansas,39.0,State,1.0,Call 3,0.828088402748108,Kerry,Jones,Male,White,40-44,Democrat,Moderate,"$75,000-$99,999",Better today,Protestant,No,No,In the last three days,Against his opponent,Strongly disapprove,Somewhat approve,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1485465.0,Kansas,3.0,State,1.0,Call 1,0.929695069789886,Bush,Brownback,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",Better today,Catholic,No,No,Before that,For your candidate,Strongly approve,Omit,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1510833.0,Kansas,19.0,State,1.0,Call 2,0.997941613197327,Bush,Brownback,Male,White,25-29,Something Else,Moderate,"$50,000-$74,999",Better today,Other Christian,No,No,Before that,Against his opponent,Strongly approve,Strongly approve,White male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1485463.0,Kansas,35.0,State,1.0,Call 1,0.697806000709534,Kerry,Brownback,Female,White,18-24,Independent,Moderate,"$15,000-$29,999",About the same,Something else,No,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1483256.0,Kansas,12.0,State,1.0,Call 1,0.946506917476654,Kerry,Jones,Male,Hispanic/Latino,45-49,Democrat,Moderate,"$15,000-$29,999",About the same,Catholic,Yes,Yes,Sometime last week,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Hispanic/Latino,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
