ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESDC04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,TERRWORR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,TERWORR2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1478578.0,District of Columbia,26.0,State,1.0,Call 1,0.657305121421814,Kerry,Male,Black,65-74,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Not too worried,Non-white male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Black,North central,"City over 500,000","City over 50,000",1.0,20018.0
1504238.0,District of Columbia,9.0,State,1.0,Call 2,0.82008159160614,Kerry,Female,White,50-59,Independent,Moderate,"$200,000 or more",About the same,Catholic,No,Before that,Against his opponent,Somewhat disapprove,Strongly disapprove,Very worried,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20016.0
1478992.0,District of Columbia,28.0,State,1.0,Call 1,1.0087730884552,Kerry,Male,Black,30-39,Democrat,Liberal,,Better today,Other Christian,,During the last month,For your candidate,Somewhat disapprove,Strongly disapprove,Very worried,Non-white male,30-44,30-39,18-64,Democrat,,,Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20002.0
1503872.0,District of Columbia,15.0,State,1.0,Call 2,0.894148647785187,Kerry,Female,Hispanic/Latino,30-39,Independent,Liberal,"$30,000-$49,999",About the same,Other Christian,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Not too worried,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Hispanic/Latino,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
1478564.0,District of Columbia,12.0,State,1.0,Call 1,1.08705830574036,Kerry,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",Worse today,Protestant,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20008.0
1504224.0,District of Columbia,26.0,State,1.0,Call 2,0.514276444911957,Kerry,Male,Black,45-49,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,Non-white male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20018.0
1525215.0,District of Columbia,16.0,State,1.0,Call 3,0.946745634078979,Kerry,Female,White,50-59,Democrat,Liberal,"$200,000 or more",About the same,Protestant,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Northwest,"City over 500,000","City over 50,000",1.0,20015.0
1476217.0,District of Columbia,7.0,State,1.0,Call 1,1.43375337123871,Kerry,Male,White,45-49,Democrat,Moderate,"$150,000-$199,999",About the same,Catholic,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Somewhat worried,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20001.0
1503852.0,District of Columbia,35.0,State,1.0,Call 2,1.63031232357025,Kerry,Female,Black,40-44,Democrat,Moderate,"$50,000-$74,999",About the same,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Southeast,"City over 500,000","City over 50,000",1.0,20020.0
1527537.0,District of Columbia,26.0,State,1.0,Call 3,0.514276444911957,Kerry,Male,Black,30-39,Democrat,Moderate,"$50,000-$74,999",Worse today,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20018.0
1478542.0,District of Columbia,10.0,State,1.0,Call 1,1.65880298614502,Bush,Female,White,25-29,Republican,Moderate,"$75,000-$99,999",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,Very worried,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20007.0
1476208.0,District of Columbia,5.0,State,1.0,Call 1,1.13908791542053,Kerry,Male,White,25-29,Democrat,Liberal,"$50,000-$74,999",Worse today,None,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Not too worried,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20009.0
1504203.0,District of Columbia,31.0,State,1.0,Call 2,0.757936358451843,Kerry,Female,White,40-44,Democrat,Liberal,"$50,000-$74,999",Worse today,Something else,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Not too worried,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,North central,"City over 500,000","City over 50,000",1.0,20002.0
1504201.0,District of Columbia,12.0,State,1.0,Call 2,1.0687117576599099,Kerry,Female,White,65-74,Democrat,Liberal,"$50,000-$74,999",Better today,Protestant,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20008.0
1478534.0,District of Columbia,12.0,State,1.0,Call 1,0.927722811698914,Kerry,Male,White,50-59,Independent,Moderate,"$150,000-$199,999",Worse today,Something else,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Somewhat worried,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20008.0
1504196.0,District of Columbia,16.0,State,1.0,Call 2,1.05041599273682,Kerry,Male,White,30-39,Democrat,Liberal,"$150,000-$199,999",About the same,Jewish,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Somewhat worried,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Northwest,"City over 500,000","City over 50,000",1.0,20015.0
1504195.0,District of Columbia,22.0,State,1.0,Call 2,0.898306727409363,Kerry,Male,Black,30-39,Independent,Moderate,"Under $15,000",Worse today,Other Christian,,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,Non-white male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
1529853.0,District of Columbia,38.0,State,1.0,Call 3,1.13824999332428,Kerry,Female,Black,18-24,Democrat,Liberal,"$15,000-$29,999",Worse today,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Southeast,"City over 500,000","City over 50,000",1.0,20032.0
1478525.0,District of Columbia,26.0,State,1.0,Call 1,0.463520169258118,Kerry,Female,Black,30-39,Democrat,Moderate,"Under $15,000",Worse today,Other Christian,No,During the last month,Against his opponent,Strongly disapprove,Strongly disapprove,Very worried,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20018.0
1525182.0,District of Columbia,9.0,State,1.0,Call 3,0.82008159160614,Kerry,Female,White,50-59,Democrat,Liberal,"$200,000 or more",About the same,Something else,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20016.0
1476183.0,District of Columbia,7.0,State,1.0,Call 1,1.43375337123871,Kerry,Male,White,45-49,Democrat,Liberal,"$100,000-$149,999",About the same,Protestant,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20001.0
1478515.0,District of Columbia,9.0,State,1.0,Call 1,0.82008159160614,Kerry,Female,White,45-49,Democrat,Moderate,"$200,000 or more",About the same,Protestant,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Not too worried,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20016.0
1504177.0,District of Columbia,28.0,State,1.0,Call 2,0.909212648868561,Kerry,Female,Black,45-49,Something Else,,"$75,000-$99,999",About the same,Other Christian,No,Just today,Against his opponent,Omit,Strongly approve,Not too worried,Non-white female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Omit,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Not too/Not at all worried,Black,North central,"City over 500,000","City over 50,000",1.0,20002.0
1525166.0,District of Columbia,15.0,State,1.0,Call 3,1.2897344827652,Kerry,Male,Hispanic/Latino,25-29,Democrat,Conservative,"$15,000-$29,999",Better today,Catholic,Yes,Before that,Omit,Somewhat disapprove,Strongly approve,Very worried,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Hispanic/Latino,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
1478505.0,District of Columbia,28.0,State,1.0,Call 1,1.31146311759949,Kerry,Male,Black,25-29,Something Else,Liberal,"$30,000-$49,999",Better today,None,No,Before that,For your candidate,Somewhat disapprove,Somewhat approve,Not at all worried,Non-white male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Black,North central,"City over 500,000","City over 50,000",1.0,20002.0
1478503.0,District of Columbia,35.0,State,1.0,Call 1,1.63031232357025,Kerry,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Southeast,"City over 500,000","City over 50,000",1.0,20020.0
1504161.0,District of Columbia,9.0,State,1.0,Call 2,1.0481595993042,Kerry,Female,White,75 or over,Democrat,Liberal,"$50,000-$74,999",About the same,Jewish,,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20016.0
1478497.0,District of Columbia,12.0,State,1.0,Call 1,0.836161613464355,Kerry,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",Better today,Jewish,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20008.0
1504158.0,District of Columbia,10.0,State,1.0,Call 2,0.909882009029388,Kerry,Male,White,30-39,Democrat,Liberal,"$15,000-$29,999",Worse today,None,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Not too worried,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20007.0
1476161.0,District of Columbia,5.0,State,1.0,Call 1,1.13908791542053,Kerry,Male,Asian,25-29,Independent,Moderate,"$75,000-$99,999",About the same,Something else,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Not too worried,Non-white male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Asian,Southwest,"City over 500,000","City over 50,000",1.0,20009.0
1527483.0,District of Columbia,26.0,State,1.0,Call 3,0.602602958679199,Kerry,Female,Black,25-29,Democrat,Conservative,"$15,000-$29,999",Worse today,Other Christian,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Very worried,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20018.0
1504152.0,District of Columbia,26.0,State,1.0,Call 2,0.463520169258118,Kerry,Female,Black,45-49,Democrat,Moderate,"$50,000-$74,999",Worse today,Other Christian,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Not at all worried,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Black,North central,"City over 500,000","City over 50,000",1.0,20018.0
1504147.0,District of Columbia,12.0,State,1.0,Call 2,0.927722811698914,Kerry,Male,White,30-39,Democrat,Moderate,"$100,000-$149,999",Better today,Something else,No,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,Somewhat worried,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20008.0
1478480.0,District of Columbia,26.0,State,1.0,Call 1,0.668589055538177,Kerry,Male,Black,18-24,Independent,Liberal,"$100,000-$149,999",About the same,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white male,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20018.0
1476141.0,District of Columbia,7.0,State,1.0,Call 1,1.29224979877472,Kerry,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",About the same,None,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Very worried,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20001.0
1504136.0,District of Columbia,31.0,State,1.0,Call 2,0.840931713581085,Kerry,Male,White,40-44,Democrat,Moderate,"$150,000-$199,999",Better today,Catholic,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Very worried,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,North central,"City over 500,000","City over 50,000",1.0,20002.0
1478468.0,District of Columbia,12.0,State,1.0,Call 1,1.20609307289124,Kerry,Male,White,25-29,Independent,Moderate,"$30,000-$49,999",Better today,None,No,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,Somewhat worried,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20008.0
1525127.0,District of Columbia,16.0,State,1.0,Call 3,0.946745634078979,Kerry,Female,White,30-39,Democrat,Liberal,"$150,000-$199,999",Better today,None,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Not too worried,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,Northwest,"City over 500,000","City over 50,000",1.0,20015.0
1525120.0,District of Columbia,15.0,State,1.0,Call 3,0.992059528827667,Kerry,Male,Hispanic/Latino,40-44,Democrat,Liberal,"$30,000-$49,999",Worse today,Other Christian,Yes,Just today,For your candidate,Somewhat approve,Strongly disapprove,Very worried,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat worried,Hispanic/Latino,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
1478458.0,District of Columbia,10.0,State,1.0,Call 1,0.909882009029388,Kerry,Male,White,30-39,Democrat,Liberal,"$100,000-$149,999",About the same,None,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Very worried,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20007.0
1478452.0,District of Columbia,9.0,State,1.0,Call 1,0.82008159160614,Kerry,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",Better today,Jewish,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20016.0
1504114.0,District of Columbia,16.0,State,1.0,Call 2,1.25802278518677,Kerry,Female,Black,65-74,Democrat,Moderate,"$100,000-$149,999",Worse today,Protestant,,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Very worried,Non-white female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Northwest,"City over 500,000","City over 50,000",1.0,20015.0
1525109.0,District of Columbia,9.0,State,1.0,Call 3,0.82008159160614,Kerry,Female,White,30-39,Independent,Moderate,"Under $15,000",Worse today,Protestant,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Somewhat worried,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20016.0
1504104.0,District of Columbia,12.0,State,1.0,Call 2,0.836161613464355,Kerry,Female,White,30-39,Independent,Moderate,"$100,000-$149,999",Worse today,Jewish,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20008.0
1478440.0,District of Columbia,28.0,State,1.0,Call 1,0.909212648868561,Kerry,Female,Black,50-59,Independent,Moderate,"$15,000-$29,999",Worse today,Something else,No,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20002.0
1476106.0,District of Columbia,5.0,State,1.0,Call 1,1.06736779212952,Kerry,Female,Black,25-29,Democrat,Liberal,"$30,000-$49,999",Worse today,Protestant,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Southwest,"City over 500,000","City over 50,000",1.0,20009.0
1504100.0,District of Columbia,28.0,State,1.0,Call 2,0.909212648868561,Kerry,Female,Black,30-39,Independent,Moderate,"$15,000-$29,999",Worse today,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20002.0
1504097.0,District of Columbia,9.0,State,1.0,Call 2,0.945953786373138,Kerry,Male,Black,40-44,Something Else,Liberal,"$200,000 or more",About the same,Jewish,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Not too worried,Non-white male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Jewish,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Black,Southwest,"City over 500,000","City over 50,000",1.0,20016.0
1504094.0,District of Columbia,10.0,State,1.0,Call 2,0.909882009029388,Kerry,Male,White,40-44,Democrat,Liberal,"$75,000-$99,999",Better today,Something else,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Not too worried,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20007.0
1478429.0,District of Columbia,12.0,State,1.0,Call 1,1.18573760986328,Kerry,Male,White,60-64,Democrat,Liberal,"$150,000-$199,999",Better today,Jewish,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Somewhat worried,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20008.0
1525087.0,District of Columbia,15.0,State,1.0,Call 3,0.894148647785187,Kerry,Female,White,50-59,Independent,Liberal,"$200,000 or more",Better today,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
