ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESOK04,SENOK04,QST711OK,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,EXTOKSEN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,CARSEXTR,COBUEXTR,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1539575.0,Oklahoma,54.0,State,1.0,Call 3,Complete,0.840167045593262,Kerry,Carson,No,Female,Black,30-39,Democrat,Moderate,"Under $15,000",Worse today,None,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Neither is too extreme,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Coburn/Neither too extreme,Carson/Neither too extreme,Black,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73127.0
1486113.0,Oklahoma,54.0,State,1.0,Call 1,Complete,0.884848654270172,Bush,Coburn,Yes,Female,White,30-39,Republican,Moderate,"$15,000-$29,999",Better today,Other Christian,No,No,Before that,Against his opponent,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Tom Coburn is too extreme,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73127.0
1483581.0,Oklahoma,79.0,State,1.0,Call 1,Complete,1.54778587818146,Kerry,Carson,Yes,Male,Black,30-39,Democrat,Moderate,"$50,000-$74,999",About the same,Other Christian,Yes,No,Before that,Against his opponent,Taxes,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Tom Coburn is too extreme,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,Black,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74115.0
1530240.0,Oklahoma,70.0,State,1.0,Call 3,Complete,0.710344254970551,Kerry,Carson,No,Female,Other,30-39,Democrat,Liberal,"$100,000-$149,999",Better today,Other Christian,Yes,No,Just today,For your candidate,Health care,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Both of them,Brad Carson is too extreme,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Carson/Both too extreme,Carson/Neither too extreme,American Indian,West,Suburbs,Suburbs,5.0,74873.0
1506909.0,Oklahoma,66.0,State,1.0,Call 2,Complete,0.799011290073395,Kerry,Carson,No,Female,White,30-39,Democrat,Moderate,"Under $15,000",Worse today,Other Christian,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Both are too extreme,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,Tulsa area,Rural,Small cities and Rural,3.0,74020.0
1485911.0,Oklahoma,40.0,State,1.0,Call 1,Complete,1.04418814182281,Bush,Coburn,Yes,Female,White,65-74,Democrat,Conservative,"$15,000-$29,999",About the same,Protestant,Yes,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,East,Rural,Small cities and Rural,2.0,74423.0
1506907.0,Oklahoma,1.0,State,1.0,Call 2,Complete,0.792267024517059,Bush,Carson,Yes,Male,Other,30-39,Democrat,Moderate,"Under $15,000",About the same,Other Christian,Yes,No,Just today,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Less safe from terrorism,Neither of them,Neither is too extreme,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,American Indian,East,Rural,Small cities and Rural,2.0,74457.0
1485908.0,Oklahoma,1.0,State,1.0,Call 1,Complete,1.14844167232513,Bush,Coburn,No,Female,Other,75 or over,Democrat,Conservative,"$15,000-$29,999",About the same,Protestant,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,American Indian,East,Rural,Small cities and Rural,2.0,74457.0
1532566.0,Oklahoma,60.0,State,1.0,Call 3,Complete,0.510505855083466,Kerry,Carson,Yes,Female,Black,18-24,Democrat,Moderate,"$30,000-$49,999",Omit,Other Christian,Yes,No,During the last month,Against his opponent,Education,Cares about people like me,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Both are too extreme,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,Black,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73142.0
1483571.0,Oklahoma,91.0,State,1.0,Call 1,Complete,2.65079665184021,Bush,Coburn,Yes,Female,White,30-39,Republican,Conservative,"$200,000 or more",Better today,Protestant,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74133.0
1486289.0,Oklahoma,9.0,State,1.0,Call 1,Complete,1.16563439369202,Bush,Carson,Yes,Male,White,65-74,Independent,Conservative,"$15,000-$29,999",Worse today,,Yes,,Before that,Against his opponent,Omit,Omit,Omit,Strongly disapprove,Omit,Neither of them,Omit,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",,,All others,White evangelicals,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Omit,Omit,White,East,Rural,Small cities and Rural,2.0,74727.0
1485902.0,Oklahoma,37.0,National,2.0,Call 1,Complete,0.795056760311127,Bush,Coburn,Yes,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,No,Before that,,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,,,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,,White,West,Rural,Small cities and Rural,3.0,73768.0
1531255.0,Oklahoma,37.0,National,1.0,Call 3,Complete,0.86600649356842,Bush,Coburn,Yes,Male,White,40-44,Democrat,Conservative,"$30,000-$49,999",Better today,Other Christian,Yes,,Before that,,Taxes,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,,,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,,White,West,Rural,Small cities and Rural,3.0,73768.0
1485898.0,Oklahoma,7.0,State,1.0,Call 1,Complete,0.901430904865265,Bush,Carson,Yes,Female,White,30-39,Republican,Moderate,"$15,000-$29,999",About the same,None,Yes,No,In the last three days,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither is too extreme,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,White,West,"City: 10,000 to 49,999",Small cities and Rural,4.0,73401.0
1488230.0,Oklahoma,2.0,State,1.0,Call 1,Complete,1.57450652122498,Kerry,Coburn,No,Female,Other,60-64,Democrat,Liberal,"Under $15,000",Worse today,Protestant,Yes,,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither is too extreme,Non-white female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Carson/Neither too extreme,American Indian,East,Rural,Small cities and Rural,2.0,74960.0
1483563.0,Oklahoma,20.0,State,1.0,Call 1,Complete,0.649783372879028,Did not vote,Coburn,Yes,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,No,Just today,Against his opponent,Omit,Omit,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Tom Coburn is too extreme,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,White,West,Rural,Small cities and Rural,3.0,73096.0
1485894.0,Oklahoma,9.0,State,1.0,Call 1,Complete,1.07013702392578,Bush,Carson,Yes,Female,White,65-74,Democrat,Liberal,"Under $15,000",About the same,Catholic,Yes,No,During the last month,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Neither is too extreme,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,White,East,Rural,Small cities and Rural,2.0,74727.0
1486278.0,Oklahoma,70.0,State,1.0,Call 1,Complete,1.47987115383148,Bush,Other,No,Male,White,25-29,Independent,Liberal,"$30,000-$49,999",Worse today,,,No,Before that,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",,,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,West,Suburbs,Suburbs,5.0,74873.0
1509221.0,Oklahoma,86.0,State,1.0,Call 2,Complete,1.22157108783722,Bush,Coburn,Yes,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",About the same,Catholic,Yes,,During the last month,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74135.0
1530217.0,Oklahoma,61.0,State,1.0,Call 3,Complete,0.845156848430634,Kerry,Other,No,Male,White,18-24,Democrat,Moderate,"Under $15,000",Worse today,Protestant,Yes,No,Just today,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Neither of them,Both are too extreme,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,Oklahoma City area,Suburbs,Suburbs,5.0,73084.0
1531242.0,Oklahoma,14.0,National,1.0,Call 3,Complete,0.822358012199402,Bush,Carson,Yes,Female,Other,30-39,Independent,Conservative,"$30,000-$49,999",Worse today,Other Christian,No,No,In the last three days,,Moral values,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,,,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,,,,,American Indian,West,"City: 50,000 to 500,000","City over 50,000",4.0,73505.0
1485887.0,Oklahoma,86.0,State,1.0,Call 1,Complete,1.28046202659607,Kerry,Carson,No,Male,White,65-74,Independent,Liberal,"$100,000-$149,999",About the same,Something else,No,No,Before that,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Tom Coburn is too extreme,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74135.0
1483553.0,Oklahoma,60.0,State,1.0,Call 1,Complete,0.53770524263382,Bush,Coburn,Yes,Male,White,45-49,Republican,Moderate,"$100,000-$149,999",About the same,Other Christian,No,No,Before that,For your candidate,Omit,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73142.0
1483551.0,Oklahoma,50.0,State,1.0,Call 1,Complete,1.53377819061279,Bush,Coburn,Yes,Male,White,75 or over,Republican,Conservative,"$50,000-$74,999",About the same,Catholic,No,No,Before that,Against his opponent,Health care,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73120.0
1532541.0,Oklahoma,98.0,State,1.0,Call 2,Complete,0.746343076229095,Bush,Carson,Yes,Female,Other,50-59,Republican,Conservative,"$15,000-$29,999",Better today,Protestant,Yes,,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Tom Coburn is too extreme,Non-white female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,American Indian,Tulsa area,"City: 10,000 to 49,999",Small cities and Rural,1.0,74003.0
1506876.0,Oklahoma,2.0,State,1.0,Call 2,Complete,0.709721505641937,Bush,Coburn,Yes,Female,Other,50-59,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,Non-white female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,American Indian,East,Rural,Small cities and Rural,2.0,74960.0
1485878.0,Oklahoma,61.0,State,1.0,Call 1,Complete,0.851175367832184,Kerry,Carson,Yes,Female,Black,30-39,Democrat,Conservative,"$30,000-$49,999",Worse today,Something else,Yes,No,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither is too extreme,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Carson/Neither too extreme,Black,Oklahoma City area,Suburbs,Suburbs,5.0,73084.0
1490543.0,Oklahoma,7.0,State,1.0,Call 1,Complete,0.981873273849487,Bush,Carson,Yes,Male,White,40-44,Democrat,Moderate,"$30,000-$49,999",About the same,Other Christian,No,No,During the last month,For your candidate,Education,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Tom Coburn is too extreme,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,White,West,"City: 10,000 to 49,999",Small cities and Rural,4.0,73401.0
1483811.0,Oklahoma,23.0,State,1.0,Call 1,Complete,0.851768255233765,Bush,Carson,Yes,Female,,40-44,Republican,Moderate,"$15,000-$29,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither is too extreme,,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,,West,"City: 10,000 to 49,999",Small cities and Rural,3.0,73703.0
1485873.0,Oklahoma,70.0,State,1.0,Call 1,Complete,0.965930283069611,Bush,Coburn,Yes,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,West,Suburbs,Suburbs,5.0,74873.0
1530199.0,Oklahoma,17.0,State,1.0,Call 3,Complete,0.965930283069611,Bush,Coburn,Yes,Male,White,45-49,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,West,Rural,Small cities and Rural,3.0,73601.0
1506868.0,Oklahoma,72.0,State,1.0,Call 2,Not complete,0.613289058208466,Kerry,Coburn,No,Male,White,50-59,,,,,,,No,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,,,,,White male,45-59,50-64,18-64,,,,,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,White,Tulsa area,Suburbs,Suburbs,2.0,74017.0
1530195.0,Oklahoma,66.0,State,1.0,Call 3,Complete,0.760814189910889,Bush,Coburn,No,Female,White,45-49,Something Else,Moderate,"$30,000-$49,999",About the same,Other Christian,No,No,During the last month,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Tulsa area,Rural,Small cities and Rural,3.0,74020.0
1490533.0,Oklahoma,30.0,National,3.0,Call 1,Complete,0.69303023815155,Bush,Carson,No,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",,Protestant,No,No,,For your candidate,,,,,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,,,,,,,,,White,East,Rural,Small cities and Rural,2.0,74966.0
1506863.0,Oklahoma,41.0,State,1.0,Call 2,Complete,2.8552782535553,Bush,Other,Yes,Male,White,18-24,Independent,Moderate,"Under $15,000",About the same,Other Christian,No,No,Before that,For your candidate,Omit,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,East,Rural,Small cities and Rural,2.0,74470.0
1484058.0,Oklahoma,60.0,State,1.0,Call 1,Complete,0.493652403354645,Bush,Coburn,Yes,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,No,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73142.0
1508207.0,Oklahoma,50.0,State,1.0,Call 2,Complete,1.01095688343048,Bush,Carson,,Female,White,18-24,Independent,Moderate,"$15,000-$29,999",Better today,Other Christian,Yes,No,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73120.0
1530189.0,Oklahoma,85.0,State,1.0,Call 3,Complete,0.870420336723328,Bush,,,Female,Black,50-59,Democrat,Liberal,"$75,000-$99,999",Better today,Catholic,Yes,No,Before that,Against his opponent,Health care,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Both are too extreme,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,Black,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74135.0
1483799.0,Oklahoma,79.0,State,1.0,Call 1,Complete,0.814678132534027,Kerry,Carson,No,Female,White,50-59,Something Else,Liberal,"$15,000-$29,999",Worse today,Protestant,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Neither is too extreme,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Carson/Neither too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74115.0
1530186.0,Oklahoma,20.0,State,1.0,Call 3,Complete,0.884657084941864,Bush,Coburn,Yes,Female,White,18-24,Republican,Moderate,"$100,000-$149,999",Better today,Protestant,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White female,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,West,Rural,Small cities and Rural,3.0,73096.0
