ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESIN04,SENIN04,GOVIN04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,STECIN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1522973.0,Indiana,29.0,State,1.0,Call 3,Complete,1.51013600826263,Bush,Bayh,Daniels,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",About the same,Catholic,Yes,Yes,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Only George W. Bush,Good,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,9.0,47220.0
1519778.0,Indiana,66.0,State,1.0,Call 3,Complete,0.733220994472504,Bush,Bayh,Kernan,Female,White,40-44,Republican,Moderate,"$30,000-$49,999",About the same,Other Christian,No,,Before that,Against his opponent,Omit,Has clear stands on the issues,Somewhat approve,Omit,Only George W. Bush,Not so good,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Only Bush/Both,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,9.0,47454.0
1471638.0,Indiana,25.0,State,1.0,Call 1,Complete,1.08238983154297,Bush,Scott,Daniels,Female,White,50-59,Republican,Conservative,,Better today,Protestant,Yes,Yes,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Good,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,North,Suburbs,Suburbs,4.0,46123.0
1471637.0,Indiana,14.0,National,1.0,Call 1,Complete,1.685213804245,Bush,Scott,Daniels,Female,White,45-49,Republican,Moderate,"$75,000-$99,999",About the same,Protestant,Yes,Yes,Before that,,Moral values,Has strong religious faith,Strongly approve,Strongly approve,,,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,Married women,White,South,Rural,Small cities and Rural,9.0,47542.0
1471635.0,Indiana,3.0,State,1.0,Call 1,Complete,0.485562026500702,Bush,Scott,Daniels,Male,,40-44,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Good,,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,,North,Suburbs,Suburbs,3.0,46804.0
1494964.0,Indiana,52.0,State,1.0,Call 2,Complete,1.21102344989777,Bush,Scott,Daniels,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",Better today,Mormon/LDS,No,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Only George W. Bush,Good,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Marion County,"City over 500,000","City over 50,000",4.0,46214.0
1520626.0,Indiana,72.0,State,1.0,Call 3,Complete,1.17618596553802,Bush,Scott,Daniels,Male,White,40-44,Republican,Moderate,"$50,000-$74,999",Better today,Catholic,Yes,Yes,Before that,Against his opponent,Taxes,Will bring about needed change,Strongly approve,Strongly approve,Only George W. Bush,Excellent,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Northwest,Suburbs,Suburbs,2.0,46545.0
1520625.0,Indiana,9.0,State,1.0,Call 3,Complete,0.828880846500397,Kerry,Bayh,Kernan,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",About the same,Protestant,Yes,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Not so good,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,South,Suburbs,Suburbs,9.0,47172.0
1525282.0,Indiana,30.0,National,2.0,Call 3,Complete,0.377196460962296,Bush,Scott,Daniels,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,No,Yes,During the last month,,Omit,Has clear stands on the issues,Strongly approve,Strongly approve,,,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,Married women,White,North,Rural,Small cities and Rural,1.0,46392.0
1471621.0,Indiana,3.0,State,1.0,Call 1,Not complete,0.756913483142853,Bush,Scott,Daniels,Female,White,65-74,,,,,,,,Before that,For your candidate,Iraq,Has strong religious faith,Strongly approve,,,,White female,60 or over,65 or over,65 or over,,,,,,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,All others,White,North,Suburbs,Suburbs,3.0,46804.0
1494950.0,Indiana,54.0,State,1.0,Call 2,Complete,0.550949275493622,Kerry,Bayh,Kernan,Female,Black,25-29,Democrat,Conservative,,Worse today,Other Christian,Yes,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Poor,Non-white female,18-29,25-29,18-64,Democrat,,,Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Married women,Black,Marion County,"City over 500,000","City over 50,000",7.0,46229.0
1473952.0,Indiana,4.0,State,1.0,Call 1,Complete,2.75168323516846,Bush,Scott,Kernan,Male,White,30-39,Independent,Moderate,"$75,000-$99,999",Better today,Protestant,No,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Good,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,North,"City: 50,000 to 500,000","City over 50,000",3.0,46825.0
1522944.0,Indiana,88.0,National,2.0,Call 3,Complete,1.02585697174072,Kerry,Bayh,Kernan,Male,White,18-24,Independent,Liberal,"$30,000-$49,999",About the same,Catholic,No,No,Before that,,Economy/Jobs,Cares about people like me,Strongly disapprove,Omit,,,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,,,All others,White,South,Suburbs,Suburbs,8.0,47610.0
1519756.0,Indiana,82.0,State,1.0,Call 3,Complete,0.984182596206665,Bush,Bayh,Daniels,Female,White,65-74,Republican,Moderate,,Worse today,Protestant,No,Yes,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Only George W. Bush,Poor,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,Married women,White,South,"City: 50,000 to 500,000","City over 50,000",8.0,47803.0
1494946.0,Indiana,47.0,State,1.0,Call 2,Complete,1.07381522655487,Kerry,Bayh,Kernan,Male,White,45-49,Democrat,Moderate,"$50,000-$74,999",Worse today,Protestant,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Both of them,Poor,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,All others,White,East central,"City: 50,000 to 500,000","City over 50,000",6.0,42012.0
1471613.0,Indiana,25.0,State,1.0,Call 1,Complete,2.71762657165527,Bush,Bayh,Daniels,Male,White,40-44,Republican,Moderate,"$100,000-$149,999",About the same,Protestant,No,Yes,In the last three days,Against his opponent,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Only George W. Bush,Good,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,North,Suburbs,Suburbs,4.0,46123.0
1472241.0,Indiana,12.0,State,1.0,Call 1,Complete,1.47259521484375,Bush,Scott,Daniels,Female,White,25-29,Independent,Liberal,"$30,000-$49,999",Better today,Other Christian,No,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Good,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,North,Suburbs,Suburbs,3.0,46793.0
1471608.0,Indiana,3.0,State,1.0,Call 1,Complete,0.478749364614487,Bush,Scott,Daniels,Female,White,30-39,Republican,Conservative,"$100,000-$149,999",About the same,Other Christian,No,Yes,In the last three days,For your candidate,Omit,Is a strong leader,Strongly approve,Somewhat approve,Both of them,Not so good,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Married women,White,North,Suburbs,Suburbs,3.0,46804.0
1473940.0,Indiana,54.0,State,1.0,Call 1,Complete,1.05101919174194,Bush,Scott,Daniels,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",About the same,Other Christian,Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Not so good,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Marion County,"City over 500,000","City over 50,000",7.0,46229.0
1471606.0,Indiana,14.0,National,1.0,Call 1,Complete,1.18093872070313,,Bayh,,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Yes,Just today,,Taxes,Will bring about needed change,Somewhat approve,Somewhat approve,,,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,,,All others,White,South,Rural,Small cities and Rural,9.0,47542.0
1520596.0,Indiana,18.0,State,1.0,Call 3,Complete,0.700411558151245,Kerry,Scott,Kernan,Female,Black,30-39,Democrat,Liberal,"$30,000-$49,999",Worse today,Protestant,Yes,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Poor,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,East central,Suburbs,Suburbs,5.0,46038.0
1471602.0,Indiana,25.0,State,1.0,Call 1,Complete,1.26240527629852,Bush,Scott,Daniels,Male,White,40-44,Republican,Conservative,"$150,000-$199,999",About the same,Other Christian,Yes,Yes,During the last month,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Only George W. Bush,Not so good,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,North,Suburbs,Suburbs,4.0,46123.0
1494930.0,Indiana,82.0,State,1.0,Call 2,Complete,0.712975084781647,Bush,Scott,Daniels,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Good,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,South,"City: 50,000 to 500,000","City over 50,000",8.0,47803.0
1494927.0,Indiana,45.0,State,1.0,Call 2,Complete,0.939646303653717,Bush,Bayh,Kernan,Female,White,50-59,Republican,Moderate,"$150,000-$199,999",About the same,Protestant,Yes,Yes,Just today,For your candidate,Economy/Jobs,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,Both of them,Not so good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Married women,White,East central,Suburbs,Suburbs,6.0,46064.0
1471595.0,Indiana,25.0,State,1.0,Call 1,Complete,1.08238983154297,Bush,Scott,Daniels,Female,White,40-44,Republican,Moderate,,Better today,Something else,No,Yes,Before that,Against his opponent,Economy/Jobs,Is honest and trustworthy,Somewhat disapprove,Somewhat disapprove,Only George W. Bush,Not so good,White female,30-44,40-49,18-64,Republican,,,Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,Married women,White,North,Suburbs,Suburbs,4.0,46123.0
1521124.0,Indiana,87.0,State,1.0,Call 3,Complete,1.25956976413727,Bush,Bayh,Daniels,Female,,30-39,Republican,Moderate,"$15,000-$29,999",Worse today,Protestant,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Not so good,,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,,North,Rural,Small cities and Rural,5.0,46962.0
1471591.0,Indiana,25.0,State,1.0,Call 1,Complete,1.08238983154297,Bush,Scott,Daniels,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",About the same,Protestant,No,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,North,Suburbs,Suburbs,4.0,46123.0
1471589.0,Indiana,3.0,State,1.0,Call 1,Complete,0.558371543884277,Bush,Scott,Daniels,Male,White,30-39,Republican,Conservative,"$150,000-$199,999",Better today,Other Christian,No,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Good,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,North,Suburbs,Suburbs,3.0,46804.0
1471587.0,Indiana,14.0,National,1.0,Call 1,Complete,1.685213804245,Bush,Scott,Daniels,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Catholic,No,Yes,Before that,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,Married women,White,South,Rural,Small cities and Rural,9.0,47542.0
1494915.0,Indiana,29.0,State,1.0,Call 2,Complete,1.35413122177124,Kerry,Bayh,Kernan,Male,White,25-29,Democrat,Moderate,"$30,000-$49,999",About the same,Other Christian,No,No,Before that,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Poor,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,9.0,47220.0
1471582.0,Indiana,3.0,State,1.0,Call 1,Complete,0.478749364614487,Bush,Scott,Daniels,Female,White,30-39,Republican,Moderate,"$200,000 or more",Better today,Jewish,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Good,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,North,Suburbs,Suburbs,3.0,46804.0
1520574.0,Indiana,70.0,National,1.0,Call 3,Complete,1.16640710830688,Kerry,Bayh,Daniels,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",About the same,Other Christian,No,Yes,Before that,,Taxes,Is a strong leader,Somewhat disapprove,Somewhat approve,,,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,Married women,White,Northwest,Suburbs,Suburbs,2.0,46554.0
1471579.0,Indiana,3.0,State,1.0,Call 1,Complete,0.556292355060577,Kerry,Bayh,Kernan,Female,Black,45-49,Democrat,Conservative,"$100,000-$149,999",Worse today,Protestant,Yes,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Not so good,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Married women,Black,North,Suburbs,Suburbs,3.0,46804.0
1494908.0,Indiana,26.0,National,3.0,Call 2,Complete,1.54421961307526,Bush,Bayh,Kernan,Female,White,75 or over,Republican,Conservative,"$15,000-$29,999",,Protestant,Yes,,,For your candidate,,,,,,,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,,,All others,White,North,Suburbs,Suburbs,4.0,46123.0
1471577.0,Indiana,3.0,State,1.0,Call 1,Complete,0.478749364614487,Bush,Scott,Daniels,Female,White,30-39,Republican,Conservative,"$150,000-$199,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Taxes,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Good,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,North,Suburbs,Suburbs,3.0,46804.0
1494903.0,Indiana,30.0,National,2.0,Call 2,Complete,0.527179956436157,Kerry,Bayh,Kernan,Male,White,18-24,Something Else,Liberal,"$30,000-$49,999",Worse today,None,No,No,Before that,,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,,,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,All others,White,North,Rural,Small cities and Rural,1.0,46392.0
1526497.0,Indiana,30.0,National,4.0,Call 3,Complete,0.377196460962296,Bush,Scott,Daniels,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",,,,Yes,Before that,,,,,,Only George W. Bush,,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Bush/Neither,Married women,White,North,Rural,Small cities and Rural,1.0,46392.0
1494899.0,Indiana,52.0,State,1.0,Call 2,Complete,0.765974819660187,Bush,Scott,Daniels,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Cares about people like me,Strongly approve,Strongly approve,Only George W. Bush,Good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Marion County,"City over 500,000","City over 50,000",4.0,46214.0
1494898.0,Indiana,18.0,State,1.0,Call 2,Complete,1.11792862415314,Kerry,Bayh,Kernan,Male,White,18-24,Democrat,Liberal,"$15,000-$29,999",About the same,None,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Not so good,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,East central,Suburbs,Suburbs,5.0,46038.0
1473900.0,Indiana,54.0,State,1.0,Call 1,Complete,1.12221109867096,Kerry,Bayh,Daniels,Male,White,30-39,Something Else,Moderate,"Under $15,000",Worse today,Catholic,Yes,Yes,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Poor,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,Marion County,"City over 500,000","City over 50,000",7.0,46229.0
1473892.0,Indiana,45.0,State,1.0,Call 1,Complete,0.939807891845703,Bush,Bayh,Daniels,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",About the same,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Cares about people like me,Strongly approve,Strongly approve,Only George W. Bush,Not so good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,East central,Suburbs,Suburbs,6.0,46064.0
1525214.0,Indiana,30.0,National,2.0,Call 3,Complete,0.557015240192413,Kerry,Bayh,Kernan,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",Worse today,Catholic,Yes,Yes,Before that,,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,All others,White,North,Rural,Small cities and Rural,1.0,46392.0
1494884.0,Indiana,9.0,State,1.0,Call 2,Complete,1.16866767406464,Bush,Scott,Daniels,Male,White,50-59,Independent,Conservative,"$30,000-$49,999",About the same,Protestant,No,Yes,Before that,Omit,Moral values,Has strong religious faith,Somewhat approve,Somewhat disapprove,Only George W. Bush,Not so good,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,All others,White,South,Suburbs,Suburbs,9.0,47172.0
1499548.0,Indiana,69.0,National,2.0,Call 2,Complete,0.889105916023254,Bush,Scott,Daniels,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,Yes,No,Before that,,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,All others,White,North,Rural,Small cities and Rural,8.0,46120.0
1497211.0,Indiana,74.0,National,2.0,Call 2,Complete,0.836016178131104,Bush,Bayh,Daniels,Male,White,30-39,Independent,Liberal,"$30,000-$49,999",About the same,Other Christian,Yes,Yes,Before that,,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,,,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,All others,White,East central,Suburbs,Suburbs,5.0,46126.0
